Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-03-11,3797851,108203,408.38,F R SHARROCK LTD,440994,,AGRICULTURAL ENGINEERS
STANIFORTH ROAD WORKSHOPS,7010,ROUTINE VEHICLE REPAIR & MTCE,2015-03-11,3797859,101830,725.71,F R SHARROCK LTD,440994,,AGRICULTURAL ENGINEERS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-11,3797649,J1101416,5541.97,REDACTED PERSONAL DATA,449622,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-11,3797650,J1101416,2294.46,REDACTED PERSONAL DATA,539628,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797651,J1101416,609.37,REDACTED PERSONAL DATA,545942,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797653,J1101416,3355.35,REDACTED PERSONAL DATA,556288,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797654,J1101416,2512.44,REDACTED PERSONAL DATA,556296,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-11,3797655,J1101416,1179.70,REDACTED PERSONAL DATA,562178,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797656,J1101416,471.94,REDACTED PERSONAL DATA,580299,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-11,3797658,J1101416,250.00,REDACTED PERSONAL DATA,621006,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-11,3797660,J1101416,362.00,REDACTED PERSONAL DATA,621280,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797661,J1101416,469.00,REDACTED PERSONAL DATA,621299,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2015-03-11,3797662,J1101416,3229.00,REDACTED PERSONAL DATA,621300,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-03-11,3797663,14/610,300.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-03-11,3797666,14/613,300.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-03-11,3797667,14/614,312.00,YES 2 VENTURES LIMITED,481118,,RESEARCH ORGANISATIONS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797669,2100093741,1356.12,COMMUNITY HEALTH SHEFFIELD,361895,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797670,2100093742,1356.12,COMMUNITY HEALTH SHEFFIELD,361895,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797671,2100093743,713.20,COMMUNITY HEALTH SHEFFIELD,361895,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797673,2100093747,1491.60,COMMUNITY HEALTH SHEFFIELD,361895,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-03-11,3797673,2100093747,396.52,COMMUNITY HEALTH SHEFFIELD,361895,,HOSPITALS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797674,265-007031,493.00,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797675,265-007145,493.00,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-11,3797677,265-007255,812.00,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797678,265-007256,1102.00,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-11,3797679,265-007257,493.00,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-11,3797682,265-007260,460.37,LEONARD CHESHIRE SERVICES,329306,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2015-03-11,3797687,SCH/001/BJ,419.39,SUPPORT CARE HOUSING LTD,351532,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9190,FUNDED HOME SUPPORT,2015-03-11,3797688,T00590/SB,536.34,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-03-11,3797688,T00590/SB,7392.56,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-11,3797688,T00590/SB,536.34,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2015-03-11,3797690,T00590WG,361.80,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
NORTH SA - CIN S17,9270,PAYMENTS TO RELATIVES/FRIENDS,2015-03-11,3797647,NORTH/977,342.32,REDACTED PERSONAL DATA,616743,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797626,J1045065 010215,6889.36,CRAGSIDE HOUSE (VALEO LTD),361926,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797627,J1045184 010215,7616.20,TUNHILL HOUSE (VALEO LTD),525520,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797628,J1069825 010315,6889.36,CRAGSIDE HOUSE (VALEO LTD),361926,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797629,J1069945 010315,7616.20,TUNHILL HOUSE (VALEO LTD),525520,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797630,J1093454 290315,6726.84,CRAEGMOOR BOWDEN HOUSE,619638,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797631,J1093563 290315,6889.36,CRAGSIDE HOUSE (VALEO LTD),361926,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797632,J1093572 290315,10442.53,169 GLEADLESS COMMON,361822,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797633,J1093681 290315,7616.20,TUNHILL HOUSE (VALEO LTD),525520,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-03-11,3797634,J1101412 290315,10500.07,ABBEYFIELD GRANGE,336444,,RESIDENTIAL CARE HOMES
DRUG & ALCOHOL MH -PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2015-03-11,3797635,J1101405 010315,6695.00,SHEFF ALCOHOL ADV.SERVICE,361777,,ALCOHOL MISUSE - ADVICE & COUN
OUTDOOR EDUCATION,6370,GROUNDS MTCE AND ARBORICULTURE,2015-03-12,3798581,59,363.00,DALE FARM,330054,,DAIRY FARMERS
SHORT BREAKS,9200,SHORT TERM RESIDENTIAL CARE,2015-03-12,3798660,ERS INVOICE116318,109384.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,,HOSPITALS
EARLY YEARS SEN TEAM,8440,FEE EXPENSES,2015-03-12,3798662,ERS INVOICE116320,400.00,HOLLINSEND PRE-SCHOOL,564264,,PLAYGROUPS & PRE-SCHOOL EDUCAT
CLAIMS,8740,PUBLIC LIABILITY,2015-03-12,3798663,ERS INVOICE116322,8250.00,LUPTON FAWCETT DENISON TILL,548443,,SOLICITORS
CLAIMS,8740,EMPLOYERS LIABILITY,2015-03-12,3798665,ERS INVOICE116324,360.00,THOMPSONS CLIENT ACCOUNT,505870,,SOLICITORS
EARLY YEARS SEN TEAM,8440,FEE EXPENSES,2015-03-12,3798666,ERS INVOICE116325,520.00,MOUNT VIEW PRE-SCHOOL,311898,,PLAYGROUPS & PRE-SCHOOL EDUCAT
MINOR WORK GRANTS,1165,NC&A OTHER,2015-03-12,3798744,ERS INVOICE116327,348.00,S & J MAINTENANCE,503616,,BUILDING SERVICES
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-12,3798747,ERS INVOICE116330,576.00,HOPE VALLEY COLLEGE,589480,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PRIVATE RENTED SOLUTIONS,9120,OTHER AGENCIES,2015-03-12,3798759,ERS INVOICE116343,395.00,BRICKNELLS RENTALS,621490,,ACCOMMODATION AGENCIES - RESID
ARBOURTHORNE 5M'S REFURB,1143,COMPENSATION,2015-03-12,3798765,ERS INVOICE116349,751.99,REDACTED PERSONAL DATA,615502,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3777029,2382,570.01,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3779148,2388,683.28,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-12,3783026,44269,9207.73,GARNETT DICKINSON PUBLISHING LTD,205074,,NEWSPAPER & MAGAZINE PUBLISHER
YOUTH JUSTICE SERVICE,5750,TRAINING EXPENDITURE,2015-03-12,3783493,4891,5125.00,CAREWORKS (UK) LTD,340426,,COMPUTER SYSTEMS & SOFTWARE (D
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3784564,2396,638.32,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
HEARING IMPAIRED,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-03-12,3784660,2100093311,388.00,NHS PROVIDER SERVICES,455606,,CLINICS - N.H.S.
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3785901,2404,812.45,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
AUDIT FEES,8400,PUBLICATIONS AND PERIODICALS,2015-03-12,3787627,3105553,1000.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
AUDIT FEES,8400,PUBLICATIONS AND PERIODICALS,2015-03-12,3787631,3105552,500.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
WEST MAST,6210,RENTS,2015-03-12,3789842,2693,9193.20,NUCA TRADING AS ZEST,503219,,CHARITIES & VOLUNTARY ORGANISA
AUDIT FEES,8440,FEE EXPENSES,2015-03-12,3790326,3104698,295.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
APR 1 (ICATN),8350,MISCELLANEOUS EXPENSES,2015-03-12,3792888,35134,668.85,BACK CARE SOLUTIONS LTD,420010,,OFFICE FURNITURE & EQUIPMENT
SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2015-03-12,3793340,1739,1923.00,HOMEFLAIR (MEXBOROUGH) LIMITED,620126,,FURNITURE - RETAIL
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3793379,401,559.50,BURNGREAVE B & B,466986,,GUEST HOUSES
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3793386,2404,543.33,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-03-12,3793463,21390,266.88,BURTON STREET PROJECT,342774,,CHARITIES & VOLUNTARY ORGANISA
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3795097,402,363.00,BURNGREAVE B & B,466986,,GUEST HOUSES
SUPPORTED & TEMP ACCOM TEAM,6210,BED & BREAKFAST PAYMENTS,2015-03-12,3795100,2416,570.82,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
INTELLIGENT TRANSPORT SYSTEMS,5750,TRAINING EXPENDITURE,2015-03-12,3795119,T5703,2900.00,JCT CONSULTANCY LIMITED,206019,,TRAFFIC MANAGEMENT SYSTEMS
AUDIT FEES,8400,PUBLICATIONS AND PERIODICALS,2015-03-12,3795291,3106789,1610.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
HOUSING EMPLOYABILITY PROJECT,6030,REPAIRS AND MTCE - RESPONSIVE,2015-03-12,3795302,SL0068623,338.20,SYPTE,599106,,BUS & COACH OPERATORS & STATIO
RED TAPE CENTRAL,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-12,3795650,SL0068696,1380.00,SYPTE,208757,,BUS & COACH OPERATORS & STATIO
SHEAF TRAINING,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-12,3795923,SL0068697,2760.00,SYPTE,208757,,BUS & COACH OPERATORS & STATIO
CRIMINAL RECORDS BUREAU (C.R.B,5780,CRB CHECKS - INVOICE,2015-03-12,3796597,968247,3960.00,DISCLOSURE & BARRING SERVICE,335402,,CENTRAL GOVERNMENT
YOUTH JUSTICE SERVICE,6210,RENTS,2015-03-12,3796598,21411,1083.75,THE BURTON STREET FOUNDATION,568070,,DISABILITY & SPECIAL NEEDS - S
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2015-03-12,3796659,7631,3434.20,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
FOOD HYGIENE,8350,MISCELLANEOUS EXPENSES,2015-03-12,3796676,182922,404.10,OSBORNE RICHARDSON LTD,504174,,EMPLOYMENT & RECRUITMENT AGENC
COMMITTEE SECRETARIAT,8390,STATIONERY,2015-03-12,3796679,6900787125,253.85,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
VISION SUPPORT SERVICE,5750,TRAINING EXPENDITURE,2015-03-12,3796761,OP/I639051,1400.00,RNIB NATIONAL HEALTH & SOCIAL CARE TEAM,508924,,CHARITIES & VOLUNTARY ORGANISA
ASSETS MANAGEMENT HQ,8390,STATIONERY,2015-03-12,3796836,6900787100,367.77,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
GRACE OWEN NURSERY,1194,OTHER FEES,2015-03-12,3796842,18,28900.00,URBAN SPLASH CONSTRUCT LTD,439885,,PROPERTY DEVELOPERS
INTELLIGENT TRANSPORT SYSTEMS,8390,STATIONERY,2015-03-12,3797260,6900787009,341.23,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
EXTENDED LEARNING & SUPPORT,8440,FEE EXPENSES,2015-03-12,3797280,#INC08819,798.00,IGNITE IMAGINATIONS,472059,,CHARITIES & VOLUNTARY ORGANISA
OUTDOOR EDUCATION,8350,MISCELLANEOUS EXPENSES,2015-03-12,3797282,13046610,841.39,PC WORLD (BUSINESS CENTRE),207429,,COMPUTER SYSTEMS & SOFTWARE (S
FAMILY PLACEMENT  BUS SUPPORT,8390,STATIONERY,2015-03-12,3797296,6900786993,470.16,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2015-03-12,3797366,6900786983,442.37,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
MARKETING & COMMSLSTF(MAIN),8440,FEE EXPENSES,2015-03-12,3797426,48316,2773.35,POLICE AND CRIME COMMISSIONER STH YORKSM,301616,,POLICE
SCHOOL SPORTS,8440,FEE EXPENSES,2015-03-12,3797439,3035481/3035591,1080.00,7 HILLS LEISURE TRUST,566500,,SPORTS GROUND & STADIUM CONTRA
SCHOOL SPORTS,8440,FEE EXPENSES,2015-03-12,3797440,3035480/3035591,1080.00,7 HILLS LEISURE TRUST,566500,,SPORTS GROUND & STADIUM CONTRA
PUBLIC RIGHTS OF WAY,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-12,3797461,16230,628.00,BROADFIELD MOWERS LTD,299941,,LAWNMOWERS & GARDEN MACHINERY
CORPORATE CS MGT,8460,CONSULTANTS FEES,2015-03-12,3797474,5949,3500.00,VOLTERRA PARTNERS LLP,582729,,TRANSPORT CONSULTANTS
AUDIT FEES,8400,PUBLICATIONS AND PERIODICALS,2015-03-12,3797479,3106238,3650.00,CIPFA BUSINESS LIMITED,301545,,INSTITUTES - PROFESSIONAL
SUPPORTED HOUSING,8050,FURNITURE PURCHASES,2015-03-12,3797480,1792,4700.00,HOMEFLAIR (MEXBOROUGH) LIMITED,620126,,FURNITURE - RETAIL
ECO DRIVING LSTF MAIN,8440,FEE EXPENSES,2015-03-12,3797526,INV-0612,10712.74,EDRIVING SOLUTIONS LTD,540671,,DRIVING SCHOOLS
YOUTH JUSTICE SERVICE,5750,TRAINING EXPENDITURE,2015-03-12,3797573,PS196/27369,275.00,BRIEF,533074,,TRAINING SERVICES
PARTNERSHIP SERVICES,8390,STATIONERY,2015-03-12,3797580,6900786941,250.97,LYRECO UK LTD,593417,,OFFICE FURNITURE & EQUIPMENT
LICENSING,4080,FEES & CHARGES,2015-03-12,3797581,4300674,396.63,PRS FOR MUSIC,514881,,MUSIC PUBLISHERS
COMMUNITY YOUTH TEAMS,9120,OTHER AGENCIES,2015-03-12,3797699,1006,4250.00,CONSILIENT CONSULTING LTD,446779,,BUSINESS & MANAGEMENT CONSULTA
RED TAPE CENTRAL,8490,EXAM FEES,2015-03-12,3797709,SI00012033,455.00,NCFE NATIONAL AWARDING BODY,348112,,EXAMINATION BOARDS
LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-03-12,3797710,5(THURSDAYS),1200.00,FLYCHEESE STUDIO LIMITED,591086,,FILM STUDIOS & PRODUCTION SERV
P&TC STAFFING,7160,CAR PARKING SPACES AND FEES,2015-03-12,3797802,506,1322.84,ST VINCENT'S NEW CHURCH,532071,,PLACES OF WORSHIP
LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-03-12,3797804,5,1140.00,FLYCHEESE STUDIO LIMITED,591086,,FILM STUDIOS & PRODUCTION SERV
PSH EMPTY PROPERTIES,1194,OTHER FEES,2015-03-12,3797827,74247,1105.00,MARK JENKINSON & SON,206710,,AUCTIONEERS & VALUERS
THE MOOR INDOOR MARKET,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2015-03-12,3797841,5120005701,1005.00,CHEMSEARCH A DIVISION OF NCH UK LTD,557600,,CLEANING MATERIALS & EQUIPMENT
LDD PLACEMENTS AUG14-JUL15,9120,OTHER AGENCIES,2015-03-12,3797864,5,1220.00,FLYCHEESE STUDIO LIMITED,591086,,FILM STUDIOS & PRODUCTION SERV
PUBLIC RIGHTS OF WAY,8060,MATERIALS AND SUPPLIES GENERAL,2015-03-12,3797894,SI/02585283,596.16,NOMIX ENVIRO,207128,,CHEMICALS & ALLIED PRODUCTS
AUDIT FEES,9630,DEVELOPMENT & APPLIC. SUPPORT,2015-03-12,3797906,5661,1429.65,THE TECHNOLOGY FORGE LIMITED,371682,,COMPUTER SYSTEMS & SOFTWARE (D
PARKS OPS EAST & NORTH EAST,8550,OTHER SERVICES,2015-03-12,3797931,46592,460.00,SPA LANDSCAPING LIMITED,489936,,TREE WORK & FORESTRY SERVICES
LOCALITY TEAM,5750,TRAINING EXPENDITURE,2015-03-12,3797983,14726,375.00,CENTRE FOR LOCAL ECONOMICS & STRATEGIES,481079,,CHARITIES & VOLUNTARY ORGANISA
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-03-12,3798019,887102,600.00,REDACTED PERSONAL DATA,487888,,BARRISTERS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-03-12,3798090,921133,1650.00,REDACTED PERSONAL DATA,545554,,BARRISTERS
OLDER PEOPLE,5790,EMPLOYEE EXPENSES,2015-03-12,3798111,4000412522,15810.25,SHEFFIELD TEACHING HOSPITALS NHS TRUST,308114,,HOSPITALS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-03-12,3798171,148820,350.00,DAVID MASON,621309,,BARRISTERS
GATEWAY EXTENSION PROJECT,6210,RENTS,2015-03-12,3798434,1,424.20,PROPERTY PARTNERS,535657,,PROPERTY INVESTMENTS
CRYSTAL PEAKS,6190,WATER SERVICES,2015-03-12,3798452,00000004/10255/10254,3851.20,BRITEL FUND TRUSTEES LTD,566694,,LETTING AGENTS
DELEGATED BUDGETS,8470,LEGAL FEES,2015-03-12,3798492,148369,500.00,JOSEPHINE CHU,621310,,BARRISTERS
PLAYGROUND MAINTENANCE & INSPE,8440,FEE EXPENSES,2015-03-12,3798496,196,5040.00,INDEPENDENT PLAYGROUND INSPECTIONS,445433,,SAFETY CONSULTANTS
YOUTH JUSTICE SERVICE,9120,OTHER AGENCIES,2015-03-12,3798558,7643,3434.20,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
TRANSPORT FLEET MANAGEMENT,8070,STOCKS AND STORES,2015-03-12,3798590,4093876,20493.00,CARLTON FUELS,466741,,FUEL DEALERS
PUBLIC HEALTH - DPH,9120,OTHER AGENCIES,2015-03-12,3798592,8415,22000.00,HEELEY CITY FARM,529715,,ENERGY CONSERVATION CONSULTANT
PUBLIC HEALTH - DPH,9120,OTHER AGENCIES,2015-03-12,3798595,8516,9000.00,HEELEY CITY FARM,529715,,ENERGY CONSERVATION CONSULTANT
FAMILY PLACEMENT  BUS SUPPORT,5005,SALARIES BASIC PAY RECHARGED,2015-03-12,3798611,2100164004,4341.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,332785,,HOSPITALS
STRATEGY AND SKILLS,8440,FEE EXPENSES,2015-03-12,3798613,15,1000.00,BHAYANI LAW LIMITED,620151,,SOLICITORS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-03-12,3798625,7636,18285.72,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-03-12,3798628,7637,73142.88,SHEFFIELD FUTURES,322702,,COUNSELLING & ADVICE SERVICES
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-12,3798636,43917/43916,1880.56,GARNETT DICKINSON PUBLISHING LTD,205074,,NEWSPAPER & MAGAZINE PUBLISHER
CORPORATE CS MGT,6190,WATER SERVICES,2015-03-12,3798677,SL0068682,279.48,SYPTE,208757,,BUS & COACH OPERATORS & STATIO
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2015-03-12,3798464,1109045671,1036.63,ROYAL MAIL GROUP LTD,295326,,DELIVERY SERVICES
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2015-03-12,3798466,9049264484,20348.88,ROYAL MAIL GROUP LTD,295326,,DELIVERY SERVICES
ACCOMMODATION,6160,GAS,2015-03-12,3798467,10644164280,490.63,E.ON,299536,,ELECTRICITY COMPANIES
CORPORATE MAIL,8570,POSTAGE & DELIVERY,2015-03-12,3798468,9049289743,322.77,ROYAL MAIL GROUP LTD,295326,,DELIVERY SERVICES
SUPPORTED HOUSING,6150,ELECTRICITY,2015-03-12,3798469,11213476590,311.82,E.ON,299536,,ELECTRICITY COMPANIES
STADIA TECHNOLOGY PARK,6150,ELECTRICITY,2015-03-12,3798472,601495303,1348.82,BRITISH GAS BUSINESS,466029,,GAS COMPANIES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798303,J1102820,310.04,REDACTED PERSONAL DATA,462403,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-12,3798305,J1102820,469.73,A4E,547567,,TRAINING SERVICES
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798306,J1102820,492.64,REDACTED PERSONAL DATA,556288,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798307,J1102820,438.05,REDACTED PERSONAL DATA,556296,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798308,J1102820,813.68,REDACTED PERSONAL DATA,568541,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798309,J1102820,324.46,REDACTED PERSONAL DATA,571873,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798310,J1102820,2014.32,REDACTED PERSONAL DATA,584245,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-03-12,3798315,J1102820,395.00,REDACTED PERSONAL DATA,621317,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-03-12,3798316,J1102820,602.28,REDACTED PERSONAL DATA,621319,Social Community Care,CAREFIRST DIRECT PAYMENTS
PUBLIC HEALTH DIRECT PAYMENTS,9190,DIRECT PAYMENTS,2015-03-12,3798317,J1102820,1022.49,REDACTED PERSONAL DATA,621335,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9230,CCSP OTHER,2015-03-12,3798318,144/14,400.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798319,262864,812.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798320,262867,522.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798333,262944,1865.64,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
