Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-21,6001556453,1015.56,0.00,1015.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556455,1308.80,0.00,1308.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556456,667.48,0.00,667.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556460,1203.84,0.00,1203.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556463,577.36,0.00,577.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556465,576.84,0.00,576.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556472,1381.52,0.00,1381.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556480,2753.92,0.00,2753.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556485,934.00,0.00,934.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556489,709.68,0.00,709.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556491,2889.08,0.00,2889.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556493,1920.00,0.00,1920.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556499,1179.40,0.00,1179.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556501,535.00,0.00,535.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556504,2015.48,0.00,2015.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556506,757.00,0.00,757.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556508,614.24,0.00,614.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556512,924.00,0.00,924.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556517,1321.40,0.00,1321.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556521,700.00,0.00,700.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556532,734.84,0.00,734.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556534,1865.80,0.00,1865.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556538,1702.56,0.00,1702.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556541,1446.64,0.00,1446.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556543,1972.80,0.00,1972.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556547,561.20,0.00,561.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556554,514.44,0.00,514.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556556,1356.00,0.00,1356.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556560,1067.20,0.00,1067.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556565,930.00,0.00,930.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556568,618.56,0.00,618.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556572,1282.24,0.00,1282.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556574,843.92,0.00,843.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556576,1200.32,0.00,1200.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556589,749.00,0.00,749.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556596,918.60,0.00,918.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556598,636.48,0.00,636.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556600,838.12,0.00,838.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556602,876.80,0.00,876.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556604,600.36,0.00,600.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556606,565.40,0.00,565.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556612,1302.00,0.00,1302.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556614,1829.56,0.00,1829.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556621,1052.00,0.00,1052.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556623,1323.00,0.00,1323.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556626,949.32,0.00,949.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556635,540.84,0.00,540.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556637,1238.40,0.00,1238.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556639,1964.08,0.00,1964.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556648,949.32,0.00,949.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556666,533.60,0.00,533.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556677,3078.18,0.00,3078.18,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556680,648.96,0.00,648.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556682,1344.08,0.00,1344.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556687,1103.84,0.00,1103.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556703,580.32,0.00,580.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556705,622.72,0.00,622.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556708,771.40,0.00,771.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556710,814.08,0.00,814.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556713,1072.80,0.00,1072.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556716,504.64,0.00,504.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556720,523.24,0.00,523.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556723,612.00,0.00,612.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556727,1040.72,0.00,1040.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556728,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-21,6001556733,815.68,0.00,815.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-05-22,6001557088,1600.00,0.00,1600.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557089,3504.00,0.00,3504.00,Davenport Manor Nursing Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557090,3524.45,0.00,3524.45,Wigan Council,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557091,41196.00,0.00,41196.00,Equilibrium Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557092,1690.24,0.00,1690.24,Chorlton Place Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557095,57178.00,0.00,57178.00,The Woodhouse,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557096,1460.00,0.00,1460.00,High Peak Lodge Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557097,2380.20,0.00,2380.20,Grange Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557098,35543.41,0.00,35543.41,Orchard Care Homes.Com Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557100,30490.60,0.00,30490.60,Beech House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557101,3348.16,0.00,3348.16,Methodist Homes,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557102,59084.50,0.00,59084.50,Laburnum Court,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557103,5388.00,0.00,5388.00,Appleton Manor,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557104,3352.48,0.00,3352.48,Four Seasons Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557105,1514.64,0.00,1514.64,Meadow Bank House,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557106,36592.50,0.00,36592.50,Worsley Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557107,55940.34,0.00,55940.34,Pendleton Court Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557108,3318.00,0.00,3318.00,Regency (Parklands) Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557109,1792.00,0.00,1792.00,Highfield Hall Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557110,3434.00,0.00,3434.00,Aarondale Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557111,24522.49,0.00,24522.49,Holly Court Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557112,1591.12,0.00,1591.12,Mill View Residential & Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557113,3440.00,0.00,3440.00,Moorfields Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557114,3509.00,0.00,3509.00,Larc Properties T/A Tancred Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557115,1559.60,0.00,1559.60,De Brook Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557116,1678.00,0.00,1678.00,Bupa Care Homes,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557117,4797.84,0.00,4797.84,Riverside Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557118,1717.04,0.00,1717.04,Rosemount Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557119,1868.40,0.00,1868.40,Canterbury Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557120,1620.00,0.00,1620.00,Briarmede Rch,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557121,1610.00,0.00,1610.00,Longwood Lodge Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557122,1560.00,0.00,1560.00,Lakeside Care Home (Eldercare Ltd),"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557123,1810.15,0.00,1810.15,Hilltop Hall,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557124,1605.76,0.00,1605.76,Claremont Care Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557125,2796.00,0.00,2796.00,Woodlea Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557126,1506.92,0.00,1506.92,New Milton House (Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557127,3600.00,0.00,3600.00,Hale House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557128,1614.60,0.00,1614.60,Alexandra Lodge Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557129,2379.48,0.00,2379.48,Linda Reilly T/A Westminster House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557130,1567.96,0.00,1567.96,Grange Lea Residential Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557131,2000.00,0.00,2000.00,Bowerfield Court,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557132,1774.08,0.00,1774.08,Hesslewood House Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557133,1792.00,0.00,1792.00,The Beeches Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557134,1460.00,0.00,1460.00,Krinvest Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557135,1600.84,0.00,1600.84,Ferns Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557136,3559.20,0.00,3559.20,Hc One Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557137,15465.20,0.00,15465.20,Asc Healthcare Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557138,5712.56,0.00,5712.56,Speciality Care (Rest Homes) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557139,5642.04,0.00,5642.04,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557140,5790.25,0.00,5790.25,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557141,7972.80,0.00,7972.80,Oakview Estates Limited,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557142,1977.32,0.00,1977.32,Hestia Healthcare Properties Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557143,1771.00,0.00,1771.00,Bupa Care Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557144,1605.92,0.00,1605.92,Bank House Care Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557145,1593.40,0.00,1593.40,Society Of Christ (Gb),"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557146,1932.28,0.00,1932.28,Havering Care Homes Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557147,1647.52,0.00,1647.52,Abbeywood (Tottington) Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557148,1600.00,0.00,1600.00,Four Seasons (Evedale) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557149,3645.00,0.00,3645.00,Colleycare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557150,1723.60,0.00,1723.60,Sure Care Uk Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557151,1541.52,0.00,1541.52,Greenlands Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557152,2908.20,0.00,2908.20,The Links Resource Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557153,36337.89,0.00,36337.89,Amadeus Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557154,35950.85,0.00,35950.85,Ecclesholme Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557155,22522.66,0.00,22522.66,Heath Cottage Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557156,15132.56,0.00,15132.56,Lanchaster House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557157,23130.05,0.00,23130.05,Merrymeet Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557158,25502.64,0.00,25502.64,Abbeydale Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557159,14489.29,0.00,14489.29,Ash Leigh House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557160,12781.07,0.00,12781.07,Moorfield House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557161,7013.84,0.00,7013.84,Nazareth House Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557162,12808.04,0.00,12808.04,Angel Care Plc,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557163,6424.03,0.00,6424.03,Rose Court Nursing,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557164,1674.32,0.00,1674.32,St Catherines Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557165,56674.05,0.00,56674.05,Federation Of Jewish Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557166,26842.40,0.00,26842.40,Swinton Hall Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-27,6001557167,54901.45,0.00,54901.45,The Broughtons Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557168,16521.20,0.00,16521.20,Oakland House Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557169,24978.52,0.00,24978.52,Bradmere Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557170,92952.30,0.00,92952.30,The Willows Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557171,6548.56,0.00,6548.56,Woodlands House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557172,19724.25,0.00,19724.25,Walkden Manor Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557173,17076.37,0.00,17076.37,Benstock Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557174,1820.00,0.00,1820.00,Mary & Joseph House Res Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557175,13644.64,0.00,13644.64,Wentworth House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557176,53618.86,0.00,53618.86,Kenyon Lodge Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557177,28088.64,0.00,28088.64,Moston Grange Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557178,3619.28,0.00,3619.28,Glendower Res Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557179,1725.52,0.00,1725.52,Brookfield Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557180,5732.72,0.00,5732.72,St Jmes House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557181,1660.04,0.00,1660.04,Parklands Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557182,15755.20,0.00,15755.20,Brookvale,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557183,1982.24,0.00,1982.24,Derby Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557184,14689.92,0.00,14689.92,Claremont Lodge Care Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557185,7230.00,0.00,7230.00,Cotebrook House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557186,1185.16,0.00,1185.16,Christmas Lodge Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557187,2426.28,0.00,2426.28,The David Lewis Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557188,2144.52,0.00,2144.52,Alfred House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557189,9960.60,0.00,9960.60,Highfield Park Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557190,2032.00,0.00,2032.00,Bryn Aber Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557192,8855.72,0.00,8855.72,Richmond Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557193,14824.68,0.00,14824.68,Farnworth Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557194,15135.40,0.00,15135.40,St Mary's Continuing Care,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557195,1759.28,0.00,1759.28,Israel Sieff Court Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557196,2589.08,0.00,2589.08,Henshaws Yorkshire,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557197,4356.76,0.00,4356.76,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557198,1768.68,0.00,1768.68,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557199,1440.72,0.00,1440.72,Outreach Community & Res Service,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557200,4258.72,0.00,4258.72,House Martins (Salford) Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557201,4221.56,0.00,4221.56,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557202,5503.08,0.00,5503.08,Scope - Fees Department,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557203,34418.63,0.00,34418.63,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557204,21365.97,0.00,21365.97,Coveleaf Limited,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557205,25021.92,0.00,25021.92,Mns Care Plce,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557206,7737.40,0.00,7737.40,Sense Cas Finance Team,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557207,1906.92,0.00,1906.92,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557208,2680.00,0.00,2680.00,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557209,1506.92,0.00,1506.92,Cls Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557210,5126.80,0.00,5126.80,Wirral Autistic Society,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557211,4640.00,0.00,4640.00,Sign Health,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557212,6117.76,0.00,6117.76,Autism Initiatives,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557213,46959.78,0.00,46959.78,Beechfield Lodge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557214,7350.72,0.00,7350.72,Fernica Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557215,3341.16,0.00,3341.16,Holt House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557216,738.24,0.00,738.24,Alexian Brothers Care Centre,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557217,21307.28,0.00,21307.28,Broughton House,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557218,5777.60,0.00,5777.60,Cairn House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557219,1713.64,0.00,1713.64,3 Edgar Street,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557220,3500.00,0.00,3500.00,Healycare,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557221,1604.76,0.00,1604.76,Haylands,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557222,3027.00,0.00,3027.00,Le Moors,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557223,10979.00,0.00,10979.00,Pendleton Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557224,3804.84,0.00,3804.84,Southfield Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557225,5997.20,0.00,5997.20,Fairwinds,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557226,1540.00,0.00,1540.00,Trinity Merchants Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557227,4400.00,0.00,4400.00,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557228,1642.48,0.00,1642.48,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557229,4950.28,0.00,4950.28,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557230,96469.46,0.00,96469.46,Bupa Care Services,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557231,5600.00,0.00,5600.00,Voyage Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557232,1625.80,0.00,1625.80,Eagle Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557233,1545.00,0.00,1545.00,Jewelglen Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557235,5718.04,0.00,5718.04,Doves Nest Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557236,2113.72,0.00,2113.72,Leyton Healthcare (No2) Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557237,1650.00,0.00,1650.00,Ashgrove House Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557238,1536.00,0.00,1536.00,Cale Green Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557239,5549.08,0.00,5549.08,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557240,2980.00,0.00,2980.00,Deepdene Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557241,10078.04,0.00,10078.04,Progress Adult Services Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557242,5502.40,0.00,5502.40,Beechill Nursing Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557243,6801.80,0.00,6801.80,St George's Care Centre,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557244,1596.00,0.00,1596.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557245,5981.60,0.00,5981.60,Park View,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557246,1554.00,0.00,1554.00,Haddon Court Rest Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557247,71279.32,0.00,71279.32,The Fountains Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557248,1846.80,0.00,1846.80,Meridian Healthcare Limited,"Community, Health & Social Care",Resid Care Home
