Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109301239,14 May 2018,609.81,
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109306072,21 May 2018,609.81,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109295413,02 May 2018,609.72,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310744,02 May 2018,609.40,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324445,23 May 2018,609.40,
LUL NOMINEE BCV LIMITED,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1033\5109302939,23 May 2018,608.95,
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,Vehicles,786597,02 May 2018,608.72,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033\5109314434,16 May 2018,608.50,
TUBE LINES LTD,QUATTRO (UK) LTD,Hire Plant & Equipment,791378,11 May 2018,608.50,
LONDON BUS SERVICES LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1006\5109310310,25 May 2018,608.26,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109302217,09 May 2018,608.12,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109302324,09 May 2018,608.12,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109304744,16 May 2018,608.12,
LONDON UNDERGROUND LTD,RICOH UK LTD,Printing,1005\1900202939,09 May 2018,607.71,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310885,02 May 2018,607.58,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310922,02 May 2018,607.58,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109320424,16 May 2018,607.58,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301351,14 May 2018,607.07,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306114,21 May 2018,607.07,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310688,25 May 2018,607.07,
TFL CORPORATE,OCS CATERING,External Meeting Room Hire & Expenses,1001\5109320709,21 May 2018,607.00,
TUBE LINES LTD,VAN VYNCK ENVIRONMENTAL LTD,Services,788609,04 May 2018,606.67,
DIAL A RIDE,SEATBELT SERVICES LTD,Vehicle Repairs & Maintenance,1010\5109311065,03 May 2018,606.65,
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900054974,04 May 2018,606.40,
TRANSPORT TRADING LTD,STANSTEAD CITYLINK,Ticket & Pass Production,1004\1901658836,14 May 2018,606.40,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301729,14 May 2018,606.32,
LUL NOMINEE SSL LIMITED,PIRTEK,Pumps & Drainage,1031\5109315027,09 May 2018,606.08,
LONDON UNDERGROUND LTD,NETWORK RAIL,Building Maintenance & Repairs,1005\5109312354,23 May 2018,605.89,
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,Materials,788780,04 May 2018,605.33,
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,Materials,788781,04 May 2018,605.33,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109308411,23 May 2018,604.80,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109301754,14 May 2018,604.69,
LONDON UNDERGROUND LTD,GATTACA,Agency Staff,1005\5109310418,25 May 2018,604.50,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,787624,02 May 2018,603.91,
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5109320925,16 May 2018,603.00,
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109307514,14 May 2018,603.00,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109312524,25 May 2018,602.82,
TFL CORPORATE,STANFORD MARSH LTD,Printing,1001\5109318909,14 May 2018,602.02,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301274,14 May 2018,601.70,
LONDON UNDERGROUND LTD,OPEN TEXT UK LTD,Software Maintenance,1005\5109308623,23 May 2018,601.26,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109305826,21 May 2018,601.00,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109309727,25 May 2018,601.00,
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5109316593,09 May 2018,601.00,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109298942,09 May 2018,600.65,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109309130,23 May 2018,600.53,
RAIL FOR LONDON LIMITED,BRITISH GAS BUSINESS,Electricity,1020\5109314327,16 May 2018,600.41,
DIAL A RIDE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1010\5109300547,14 May 2018,600.14,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109301900,09 May 2018,600.03,
DOCKLANDS LIGHT RAILWAY,ACOREL UK LTD,Civil Engineering Construction Works,1012\5109313361,04 May 2018,600.00,
DOCKLANDS LIGHT RAILWAY,INTERACTIVE WEB SOLUTIONS LTD,Professional Engineering Services,1012\5109307845,30 Apr 2018,600.00,
LONDON TRANSPORT MUSEUM,TEMPE MARIA NELL,Contractors,1011\5109317889,11 May 2018,600.00,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109296076,04 May 2018,600.00,
LONDON UNDERGROUND LTD,ACCESS DISPUTES COMMITTEE,Publications & Periodicals,1005\5109297058,02 May 2018,600.00,
LONDON UNDERGROUND LTD,ENGINEERING DESIGN & ANALYSIS,Planning & Development Consultancy,1005\5109303391,14 May 2018,600.00,
LONDON UNDERGROUND LTD,GUARDSMAN ENGINEERING LTD,Maintenance Materials,1005\5109306981,21 May 2018,600.00,
LUL NOMINEE BCV LIMITED,LLOYDS BRITISH T/A SPEEDY ASSET,Equipment Repairs & Maintenance,1033\5109302947,02 May 2018,600.00,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109311830,25 May 2018,600.00,
RAIL FOR LONDON LIMITED,ALLTASK LTD,Management & Support Consultancy,1020\5109315005,11 May 2018,600.00,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109291997,30 Apr 2018,600.00,
TFL CORPORATE,CLAIR STRETTON,Publications & Periodicals,1001\5109317804,11 May 2018,600.00,
TFL CORPORATE,EMMA COLLINS,Legal Fees,1001\5109308084,02 May 2018,600.00,
TFL CORPORATE,JOHN GREANY,Legal Fees,1001\5109308089,02 May 2018,600.00,
TFL CORPORATE,JOHN GREANY,Legal Fees,1001\5109308090,02 May 2018,600.00,
TFL CORPORATE,TIM ADKIN,Legal Fees,1001\5109308572,01 May 2018,600.00,
TFL CORPORATE,GUY LADENBURG,Legal Fees,1001\5109308896,02 May 2018,600.00,
TFL CORPORATE,GUY LADENBURG,Legal Fees,1001\5109308897,02 May 2018,600.00,
TFL CORPORATE,REBECCA HADGETT,Legal Fees,1001\5109317309,10 May 2018,600.00,
TFL CORPORATE,REKA HOLLOS,Legal Fees,1001\5109317310,10 May 2018,600.00,
TFL CORPORATE,GENEVIEVE WOODS,Legal Fees,1001\5109317311,14 May 2018,600.00,
TFL CORPORATE,GENEVIEVE WOODS,Legal Fees,1001\5109317321,10 May 2018,600.00,
TFL CORPORATE,GENEVIEVE WOODS,Legal Fees,1001\5109317322,14 May 2018,600.00,
TFL CORPORATE,EDMUND GRITT,Legal Fees,1001\5109325162,23 May 2018,600.00,
TFL CORPORATE,REBECCA HADGETT,Legal Fees,1001\5109325165,23 May 2018,600.00,
TUBE LINES LTD,EYEDOT (EUROPE) LTD,Maintenance,790022,11 May 2018,600.00,
TUBE LINES LTD,SERCO LTD,Tools,789949,18 May 2018,600.00,
TFL CORPORATE,QA LIMITED,Staff Training,1001\5109309299,30 Apr 2018,599.98,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5109313243,04 May 2018,599.97,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310197,25 May 2018,599.95,
TUBE LINES LTD,HAYLEY GROUP PLC,Materials,789248,04 May 2018,599.90,
LONDON UNDERGROUND LTD,CITY ELECTRICAL FACTORS LTD (C E F),Maintenance Materials,1005\5109290388,16 May 2018,599.85,
TUBE LINES LTD,ECON CONSTRUCTION LTD,Services,790643,11 May 2018,599.71,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109301301,14 May 2018,599.40,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109306265,21 May 2018,599.40,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109310557,25 May 2018,599.40,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109310284,25 May 2018,599.16,
LONDON TRANSPORT MUSEUM,VISIT BRITAIN,Production Artwork And Design For Marketing,1011\5109304027,01 May 2018,599.00,
TUBE LINES LTD,TOWER SUPPLIES,Protective Clothing,692648,18 May 2018,599.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,789463,18 May 2018,598.95,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109292518,30 Apr 2018,598.90,
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109306218,21 May 2018,598.90,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,784635,02 May 2018,598.80,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,789493,09 May 2018,598.80,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,789494,09 May 2018,598.80,
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,Purchase of Books for Resale,1024\1900015425,11 May 2018,598.50,
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004\5109312579,04 May 2018,598.00,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109305122,21 May 2018,597.80,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109296306,04 May 2018,597.47,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109296339,04 May 2018,597.47,
TUBE LINES LTD,SIXT KENNING LTD,Vehicle Hire,786276,18 May 2018,597.20,
LUL NOMINEE SSL LIMITED,HERTS TOOL COMPANY,Civil Engineering Construction Works,1031\5109314487,14 May 2018,597.00,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109301064,14 May 2018,596.24,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310203,25 May 2018,596.24,
TRANSPORT TRADING LTD,PCS GROUP LTD,Maintenance of Plant & Equipment,1004\5109302505,25 May 2018,596.10,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109295817,04 May 2018,595.96,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109295824,04 May 2018,595.96,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109295733,04 May 2018,595.89,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109300589,14 May 2018,595.89,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109309720,25 May 2018,595.89,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109289973,02 May 2018,595.80,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109293673,30 Apr 2018,595.45,
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109291914,30 Apr 2018,595.40,
DIAL A RIDE,AUTOMATIC TRANSMISSIONS,Vehicle Repairs & Maintenance,1010\5109317019,15 May 2018,595.00,
TFL CORPORATE,HAYLEY GROUP PLC,Protective Clothing,1001\5109308983,23 May 2018,594.94,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109305518,21 May 2018,594.89,
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,Purchase of Books for Resale,1024\1900015404,11 May 2018,594.72,
LONDON TRANSPORT MUSEUM,ITPHIL,Computer Hardware,1011\5109324802,25 May 2018,594.64,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109322730,25 May 2018,594.30,
TUBE LINES LTD,ECON CONSTRUCTION LTD,Services,790644,11 May 2018,594.08,
TUBE LINES LTD,ECON CONSTRUCTION LTD,Services,790646,11 May 2018,594.08,
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5109313911,04 May 2018,594.00,
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,Protective Clothing,1031\5109318231,14 May 2018,594.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,789474,09 May 2018,593.99,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109300786,14 May 2018,593.92,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100195887,02 May 2018,593.60,
LUL NOMINEE BCV LIMITED,GIA,Building Maintenance & Repairs,1033\5109293878,01 May 2018,593.57,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100207963,15 May 2018,593.30,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100216834,23 May 2018,593.10,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109298513,09 May 2018,592.70,
VICTORIA COACH STATN LTD,AZTEC CHEMICALS LTD,Building Maintenance & Repairs,1008\5109303697,16 May 2018,592.70,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109306653,16 May 2018,592.40,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109292198,30 Apr 2018,592.20,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109303296,16 May 2018,591.56,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109304541,16 May 2018,591.56,
RAIL FOR LONDON LIMITED,SUPPLIES TEAM,Computer Hardware,1020\5109307292,21 May 2018,591.56,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,787625,02 May 2018,591.20,
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,Materials,790384,25 May 2018,591.03,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109305927,21 May 2018,590.94,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100213257,21 May 2018,590.85,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109295791,04 May 2018,590.84,
LUL NOMINEE BCV LIMITED,JAMES WALKER UK LTD,Fleet,1033\5109313125,25 May 2018,590.83,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100196591,03 May 2018,590.80,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109292305,30 Apr 2018,590.74,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109299440,02 May 2018,590.12,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109299441,02 May 2018,590.12,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109322725,25 May 2018,590.10,
LUL NOMINEE SSL LIMITED,4 RAIL SERVICES LTD,MR Construction Costs,1031\5109326510,25 May 2018,590.00,
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004\5109311362,02 May 2018,590.00,
TUBE LINES LTD,BARWIT CONTROL SYSTEMS LTD,Materials,791080,11 May 2018,590.00,
TUBE LINES LTD,SIGN GRAFX LTD,Printing & Stationery,790392,02 May 2018,590.00,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109316247,14 May 2018,589.71,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100213897,21 May 2018,589.30,
LUL NOMINEE SSL LIMITED,ARMADILLOLED,Heating & Lighting,1031\5109314595,08 May 2018,589.28,
LONDON UNDERGROUND LTD,MONO EUROPE LTD,Furniture & Equipment,1005\5109311503,02 May 2018,589.19,
DIAL A RIDE,GP AUTOCLIMATE LTD,Vehicle Repairs & Maintenance,1010\5109316570,21 May 2018,588.92,
DIAL A RIDE,GP AUTOCLIMATE LTD,Vehicle Repairs & Maintenance,1010\5109316572,21 May 2018,588.92,
TRANSPORT TRADING LTD,ABM FACILITY SERVICES UK LTD,Contracted Services Buildings,1004\5109304957,23 May 2018,588.91,
TRANSPORT TRADING LTD,PCS GROUP LTD,Maintenance of Plant & Equipment,1004\5109302517,25 May 2018,588.68,
LONDON BUS SERVICES LTD,SUPPLIES TEAM,Computer Hardware,1006\5109295335,02 May 2018,588.63,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5109304600,16 May 2018,587.97,
LONDON UNDERGROUND LTD,TORRENT TRACKSIDE LTD,Equipment Repairs & Maintenance,1005\5109318170,25 May 2018,587.83,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109305587,21 May 2018,587.48,
LUL NOMINEE SSL LIMITED,CWW ENGINEERS SUPPLY CO LTD,Fleet,1031\5109308073,23 May 2018,587.40,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100195325,02 May 2018,587.15,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100215237,22 May 2018,586.40,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109315096,21 May 2018,585.41,
SURFACE TRANSPORT CORP,BROMPTON BICYCLE LTD,External Events Roads Shows And Face To Face,1002\5109238027,11 May 2018,585.26,
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,Vehicles,786596,02 May 2018,585.20,
LONDON UNDERGROUND LTD,METAL PREFABRICATIONS (DARTFORD)LTD,Maintenance Materials,1005\1900203461,25 May 2018,585.00,
LUL NOMINEE SSL LIMITED,STAR SIGNS (DERBY) LTD,Fleet,1031\5109325038,22 May 2018,585.00,
SURFACE TRANSPORT CORP,NEWSQUEST (LONDON) LTD,Statutory Ads Notices Communications & Consultatio,1002\5109302413,02 May 2018,585.00,
SURFACE TRANSPORT CORP,NEWSQUEST (LONDON) LTD,Statutory Ads Notices Communications & Consultatio,1002\5109308586,16 May 2018,585.00,
TRANSPORT TRADING LTD,VGL,Building Maintenance & Repairs,1004\5109314992,25 May 2018,585.00,
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004\5109312984,04 May 2018,585.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,789481,09 May 2018,584.96,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313500,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313501,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313504,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313506,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313508,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313509,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313510,23 May 2018,584.90,
LUL NOMINEE SSL LIMITED,HINDLE GROUP LTD,Fleet,1031\5109313513,23 May 2018,584.90,
TRANSPORT TRADING LTD,JANET LAKAREBER,Transys Control - TTL,1004\1901659082,25 May 2018,584.82,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109300770,14 May 2018,584.64,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109300815,14 May 2018,584.64,
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109305788,21 May 2018,584.64,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109306842,16 May 2018,583.45,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109311024,25 May 2018,583.36,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305233,21 May 2018,582.75,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305592,21 May 2018,582.75,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309972,25 May 2018,582.73,
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Building Maintenance & Repairs,1005\5109311505,02 May 2018,582.50,
SURFACE TRANSPORT CORP,HARVARD ENGINEERING PLC,Contracted Services - Roads,1002\5109307350,21 May 2018,582.00,
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,Purchase of Books for Resale,1024\1900015409,11 May 2018,581.88,
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1004\5109310170,25 May 2018,581.72,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5109307896,23 May 2018,581.52,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900203236,25 May 2018,580.50,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109311752,23 May 2018,580.41,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109295472,30 Apr 2018,580.30,
TFL CORPORATE,HOTLINE,Management & Support Consultancy,1001\5109322152,18 May 2018,580.01,
LONDON TRANSPORT MUSEUM,SMART TEACHERS,Agency Staff,1011\5109304061,09 May 2018,580.00,
LONDON TRANSPORT MUSEUM,SMART TEACHERS,Agency Staff,1011\5109309433,16 May 2018,580.00,
LONDON TRANSPORT MUSEUM,SMART TEACHERS,Agency Staff,1011\5109314202,23 May 2018,580.00,
LONDON UNDERGROUND LTD,METAL PREFABRICATIONS LTD,Maintenance Materials,1005\1900203444,25 May 2018,580.00,
TFL CORPORATE,PULSE MEDIA,Design & Production Of Maps & Timetable Publicity,1001\5109316646,09 May 2018,580.00,
TRANSPORT TRADING LTD,JONES NORRIS ADAMS T/A EPIC ENERGY,Property Management Fees,1004\5109321515,17 May 2018,580.00,
TUBE LINES LTD,QUATTRO (UK) LTD,Hire Plant & Equipment,791130,11 May 2018,580.00,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300575,14 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300581,14 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300707,14 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305557,21 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309703,25 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310038,25 May 2018,579.95,
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310190,25 May 2018,579.95,
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5109312053,02 May 2018,579.60,
TUBE LINES LTD,QUATTRO (UK) LTD,Hire Plant & Equipment,791128,11 May 2018,579.50,
LONDON UNDERGROUND LTD,DAISY CORPORATE SERVICES LTD,Telephony Fixed,1005\5109312321,25 May 2018,579.20,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900203167,09 May 2018,579.00,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109310804,02 May 2018,578.96,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109312461,23 May 2018,578.85,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109306836,16 May 2018,578.85,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Fleet,1031\5109309313,30 Apr 2018,578.82,
TUBE LINES LTD,CEMBRE LTD,Materials,790559,25 May 2018,578.75,
RAIL FOR LONDON LIMITED,KIEPE ELECTRIC GMBH,Vehicle Parts General,1020\5109318554,18 May 2018,578.41,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100209666,16 May 2018,578.30,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100207401,14 May 2018,577.80,
TUBE LINES LTD,HILTI (GT BRITAIN) LTD,Materials,791890,23 May 2018,577.75,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance of Plant & Equipment,1005\5109306772,21 May 2018,577.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109299359,09 May 2018,577.50,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900203170,09 May 2018,577.25,
LUL NOMINEE BCV LIMITED,HAMPSHIRE HOSE SERVICES LTD,Fleet,1033\5109316702,09 May 2018,577.20,
LONDON TRANSPORT MUSEUM,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1011\5109301876,09 May 2018,576.88,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Fleet,1031\5109314516,09 May 2018,576.24,
