Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100270637,23 Jul 2018,339.20,
LONDON TRANSPORT MUSEUM,STYLE BRANDS,Production Artwork And Design For Marketing,1011\5109366912,01 Aug 2018,339.00,
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,Gas,1005\1900204563,08 Aug 2018,338.90,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109349997,30 Jul 2018,338.50,
LUL NOMINEE BCV LIMITED,EMERSON NETWORK POWER LTD,Fleet,1033\5109350865,25 Jul 2018,338.40,
LUL NOMINEE BCV LIMITED,EMERSON NETWORK POWER LTD,Fleet,1033\5109360857,23 Jul 2018,338.40,
SURFACE TRANSPORT CORP,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1002\1900055563,30 Jul 2018,338.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Other Spares,1005\5109347695,25 Jul 2018,338.00,
TUBE LINES LTD,FIRST MILE LTD,Waste Containers,795504,08 Aug 2018,338.00,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354154,06 Aug 2018,337.92,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100289691,14 Aug 2018,337.90,
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109349146,30 Jul 2018,337.80,
LONDON UNDERGROUND LTD,LEO TEXTILES LIMITED,Uniforms,1005\5109361384,25 Jul 2018,337.50,
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5109364401,30 Jul 2018,337.50,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796294,10 Aug 2018,337.43,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109351268,01 Aug 2018,337.04,
TUBE LINES LTD,LEASEDRIVE VELO LIMITED,Vehicles,796713,03 Aug 2018,336.97,
LT MUSEUM TRADING LTD,SEVERNSIDE WHOLESALERS LTD,Purchase of Toys & Models for Resale,1024\1900015773,03 Aug 2018,336.96,
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,Vehicles,797587,17 Aug 2018,336.66,
TUBE LINES LTD,AVIS BUDGET UK LTD,Vehicle Hire,795034,15 Aug 2018,336.54,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5109347628,25 Jul 2018,336.40,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109356291,08 Aug 2018,336.32,
TFL CORPORATE,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1001\5109360829,25 Jul 2018,336.00,
SURFACE TRANSPORT CORP,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1002\5109359298,23 Jul 2018,336.00,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Marketing Materials,1001\5109355914,25 Jul 2018,336.00,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Marketing Materials,1001\5109355944,25 Jul 2018,336.00,
TUBE LINES LTD,I M KELLY RAIL LTD,Materials,795071,27 Jul 2018,336.00,
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1003\5109357108,13 Aug 2018,335.88,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109363933,15 Aug 2018,335.34,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100273945,26 Jul 2018,335.15,
SURFACE TRANSPORT CORP,MATCHTECH GROUP PLC,Agency Staff,1002\5109349316,30 Jul 2018,335.00,
SURFACE TRANSPORT CORP,MATCHTECH GROUP PLC,Agency Staff,1002\5109353640,06 Aug 2018,335.00,
TUBE LINES LTD,ERIKS INDUSTRIAL SERVICES LTD,Materials,796052,15 Aug 2018,335.00,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109359178,08 Aug 2018,334.92,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100269972,23 Jul 2018,334.90,
LONDON UNDERGROUND LTD,QUOD (2010) LIMITED,Professional Engineering Services,1005\5109362601,25 Jul 2018,334.67,
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109353888,06 Aug 2018,334.65,
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1003\5109353425,06 Aug 2018,334.62,
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1003\5109357469,13 Aug 2018,334.43,
RAIL FOR LONDON LIMITED,PIRTEK MITCHAM,Signalling Systems,1020\5109360706,23 Jul 2018,333.90,
LUL NOMINEE BCV LIMITED,ROWE HANKINS LTD,Fleet,1033\5109354964,01 Aug 2018,333.88,
LUL NOMINEE SSL LIMITED,C E F,Building Maintenance & Repairs,1031\5109348252,23 Jul 2018,333.64,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100283391,07 Aug 2018,333.55,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109359845,25 Jul 2018,333.50,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Protective Clothing,1031\5109351246,01 Aug 2018,333.32,
TFL CORPORATE,RULLION ENGINEERING LTD,Agency Staff,1001\5109349728,30 Jul 2018,333.12,
TFL CORPORATE,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1001\1900060990,08 Aug 2018,333.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,794570,25 Jul 2018,332.95,
TUBE LINES LTD,PLASSER UK LTD,Materials,796741,08 Aug 2018,332.78,
TRANSPORT TRADING LTD,OFFICE DEPOT UK,Caterers Service Charges,1004\5109348276,25 Jul 2018,332.75,
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LIMITED,Fleet,1031\5109358974,08 Aug 2018,332.70,
LUL NOMINEE SSL LIMITED,HES SALES LTD,Equipment Repairs & Maintenance,1031\5109371813,14 Aug 2018,332.68,
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Fleet,1033\5109375888,16 Aug 2018,332.50,
LONDON UNDERGROUND LTD,TOYOTA MATERIAL HANDLING UK,Maintenance Materials,1005\5109371003,08 Aug 2018,332.43,
LONDON UNDERGROUND LTD,BPP VISUAL LTD,Printing,1005\5109368643,06 Aug 2018,332.36,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100285992,09 Aug 2018,332.35,
TFL CORPORATE,MR DJ SAMUEL,Professional & Academic Fees - Employees,1001\3000028447,03 Aug 2018,332.00,
TUBE LINES LTD,BOC LTD,Consumables,796327,01 Aug 2018,331.80,
TUBE LINES LTD,BOC LTD,Consumables,796884,08 Aug 2018,331.80,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109347099,25 Jul 2018,331.79,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109348232,25 Jul 2018,331.79,
SURFACE TRANSPORT CORP,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1002\1900055523,23 Jul 2018,331.50,
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901659907,01 Aug 2018,331.50,
TFL CORPORATE,EVERSHEDS,Legal Fees,1001\5109360635,23 Jul 2018,331.50,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109359337,08 Aug 2018,331.42,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109346978,25 Jul 2018,331.34,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100287477,13 Aug 2018,331.15,
TUBE LINES LTD,RYGOR COMMERCIALS LTD,Maintenance,795780,25 Jul 2018,331.00,
TFL CORPORATE,OFFICE DEPOT UK,Caterers Service Charges,1001\5109348274,25 Jul 2018,330.91,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109354956,30 Jul 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109354957,30 Jul 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109354958,30 Jul 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109358420,08 Aug 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109358421,08 Aug 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109358423,08 Aug 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109358426,08 Aug 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109361182,15 Aug 2018,330.80,
LUL NOMINEE BCV LIMITED,I M KELLY RAIL LTD,Fleet,1033\5109367980,15 Aug 2018,330.80,
TRANSPORT TRADING LTD,OPUS ENERGY LIMITED,Electricity,1004\1901660459,15 Aug 2018,330.70,
LONDON TRANSPORT MUSEUM,AUTOBAR VENDING SERVICES LTD,Refreshments/Meals at Meetings,1011\5109375693,15 Aug 2018,330.06,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100274269,27 Jul 2018,330.00,
LONDON UNDERGROUND LTD,4 RAIL SERVICES LTD,Building Maintenance & Repairs,1005\5109369352,07 Aug 2018,330.00,
LONDON UNDERGROUND LTD,4 RAIL SERVICES LTD,Building Maintenance & Repairs,1005\5109369357,07 Aug 2018,330.00,
LUL NOMINEE SSL LIMITED,4 RAIL SERVICES LTD,Building Maintenance & Repairs,1031\5109366410,01 Aug 2018,330.00,
LUL NOMINEE SSL LIMITED,4 RAIL SERVICES LTD,Building Maintenance & Repairs,1031\5109369351,07 Aug 2018,330.00,
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5109371047,08 Aug 2018,330.00,
LUL NOMINEE SSL LIMITED,4 RAIL SERVICES LTD,MR Construction Costs,1031\5109369359,07 Aug 2018,330.00,
LUL NOMINEE SSL LIMITED,SWA LTD,Track General Maintenance,1031\5109308765,13 Aug 2018,330.00,
RAIL FOR LONDON LIMITED,QUATTRO PLANT LTD,Maintenance Materials,1020\5109350093,25 Jul 2018,330.00,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Storage And Distribution Of Publicity Materials,1001\5109355110,25 Jul 2018,329.80,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109356293,08 Aug 2018,329.71,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109345925,23 Jul 2018,329.54,
TUBE LINES LTD,BMAC LTD,Materials,796051,27 Jul 2018,329.52,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5109352458,01 Aug 2018,329.40,
TRANSPORT TRADING LTD,"ACTIU BERBEGAL Y FORMAS, S.A.",Furniture & Equipment,1004\5109354662,03 Aug 2018,329.30,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100279858,02 Aug 2018,329.20,
TUBE LINES LTD,OASIS PRODUCTS VENDING SERVICES,Catering,796554,03 Aug 2018,329.20,
TRANSPORT TRADING LTD,GATWICK AIRPORT LTD,Electricity,1004\5109368013,06 Aug 2018,329.17,
LONDON UNDERGROUND LTD,CAPITA BUSINESS TRAVEL,Hotel Accommodation,1005\1900204354,15 Aug 2018,329.15,
LONDON UNDERGROUND LTD,CAPITA BUSINESS TRAVEL,Hotel Accommodation,1005\1900204439,15 Aug 2018,329.15,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100276835,31 Jul 2018,329.10,
LUL NOMINEE SSL LIMITED,MORGANITE ELECTRICAL CARBON LTD,Fleet,1031\5109354611,01 Aug 2018,329.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796039,27 Jul 2018,328.43,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100293130,17 Aug 2018,328.40,
TUBE LINES LTD,LANZ TRANSPORT,Hire Plant & Equipment,795750,25 Jul 2018,328.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,794990,27 Jul 2018,327.69,
DIAL A RIDE,F&W ELECTRICAL CONTRACTORS LTD,Building Maintenance & Repairs,1010\5109366288,31 Jul 2018,327.60,
TRANSPORT TRADING LTD,MISS J NGUYEN,Transport Planning Consultancy & Service,1004\1901660278,01 Aug 2018,327.32,
TUBE LINES LTD,QUATTRO PLANT LTD,Hire Plant & Equipment,797001,08 Aug 2018,327.18,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5109351633,25 Jul 2018,327.12,
LUL NOMINEE BCV LIMITED,JAMES WALKER UK LTD,Fleet,1033\5109359246,23 Jul 2018,327.00,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109360336,13 Aug 2018,327.00,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100280048,03 Aug 2018,326.90,
TUBE LINES LTD,RS COMPONENTS LTD,Consumables,795705,10 Aug 2018,326.70,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5109346276,23 Jul 2018,326.61,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100275485,31 Jul 2018,326.50,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354965,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354969,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354989,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354992,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354995,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354998,01 Aug 2018,326.00,
LUL NOMINEE BCV LIMITED,FAZAKERLEY REWINDS LTD,Fleet,1033\5109354999,01 Aug 2018,326.00,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5109361051,15 Aug 2018,325.92,
TUBE LINES LTD,LEASEDRIVE VELO LIMITED,Vehicles,796716,03 Aug 2018,325.81,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109351251,01 Aug 2018,325.80,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Fleet,1031\5109374928,15 Aug 2018,325.76,
TRANSPORT TRADING LTD,SYSTEMSLINK 2000 LIMITED,Software Maintenance,1004\5109375564,15 Aug 2018,325.00,
TFL CORPORATE,PULSE MEDIA,Design & Production Of Maps & Timetable Publicity,1001\5109371024,08 Aug 2018,325.00,
TRANSPORT TRADING LTD,VU.CITY,Planning & Development Consultancy,1004\5109371419,08 Aug 2018,325.00,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109358221,25 Jul 2018,325.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109356787,08 Aug 2018,325.00,
TRANSPORT TRADING LTD,STEELES PROFESSIONAL CLEANING SERVI,Maintenance of Plant & Equipment,1004\5109360488,08 Aug 2018,324.89,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109360355,13 Aug 2018,324.87,
TRANSPORT TRADING LTD,MONO EUROPE LTD,Furniture & Equipment,1004\5109363065,25 Jul 2018,324.81,
LT MUSEUM TRADING LTD,PEN AND SWORD BOOKS LTD,Purchase of Books for Resale,1024\1900015752,06 Aug 2018,324.80,
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,Vehicles,795332,27 Jul 2018,324.60,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365836,01 Aug 2018,324.44,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100276038,31 Jul 2018,324.20,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100269678,23 Jul 2018,324.14,
LONDON TRANSPORT MUSEUM,ETHOS COMMUNICATIONS SOLUTIONS PLC,Furniture & Equipment,1011\5109361223,24 Jul 2018,324.01,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796237,10 Aug 2018,323.71,
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,Gas,1005\1900204559,08 Aug 2018,323.40,
LUL NOMINEE SSL LIMITED,LTG RAIL GMBH,Fleet,1031\5109362605,24 Jul 2018,323.40,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109347102,25 Jul 2018,322.98,
TUBE LINES LTD,PABLON TOOLS LTD,Materials,796917,08 Aug 2018,322.80,
SURFACE TRANSPORT CORP,EVERSHEDS,Legal Fees,1002\5109373037,13 Aug 2018,322.40,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796285,10 Aug 2018,322.21,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100285046,08 Aug 2018,322.10,
LUL NOMINEE BCV LIMITED,CWW ENGINEERS SUPPLY CO LTD,Protective Clothing,1033\5109375331,15 Aug 2018,322.00,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353839,06 Aug 2018,321.95,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109353861,06 Aug 2018,321.93,
LONDON BUS SERVICES LTD,COMPUTER CAB PLC,Vehicle Operating Leases,1006\5109351046,25 Jul 2018,321.88,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362378,25 Jul 2018,321.66,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362446,25 Jul 2018,321.66,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109362452,25 Jul 2018,321.66,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109365841,01 Aug 2018,321.66,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374457,15 Aug 2018,321.66,
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109374461,15 Aug 2018,321.66,
LT MUSEUM TRADING LTD,PAVILION RATTAN LIMITED,Purchase of Souvenirs for Resale,1024\1900015848,15 Aug 2018,321.50,
TUBE LINES LTD,AVIS BUDGET UK LTD,Vehicle Hire,795209,10 Aug 2018,321.44,
TUBE LINES LTD,AVIS BUDGET UK LTD,Vehicle Hire,795631,10 Aug 2018,321.44,
TUBE LINES LTD,AVIS BUDGET UK LTD,Vehicle Hire,796044,17 Aug 2018,321.44,
LUL NOMINEE SSL LIMITED,ECON CONSTRUCTION LTD,Building Maintenance & Repairs,1031\5109361196,15 Aug 2018,321.36,
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1003\5109348936,30 Jul 2018,321.26,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109354567,01 Aug 2018,321.26,
LONDON RIVER SERVICES LTD,BROWSE BION LTD,Building Maintenance & Repairs,1007\5109366443,01 Aug 2018,321.16,
LUL NOMINEE SSL LIMITED,CHARTWAY IND SERVICES LTD,Pumps & Drainage,1031\5109371919,10 Aug 2018,321.00,
TUBE LINES LTD,VOITH TURBO LTD,Materials,794818,27 Jul 2018,320.80,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Storage And Distribution Of Publicity Materials,1001\5109360569,13 Aug 2018,320.56,
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1033\5109376626,17 Aug 2018,320.50,
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,Vehicles,795317,27 Jul 2018,320.40,
LUL NOMINEE BCV LIMITED,CORPORATE DOCUMENT SERVICES LTD,Maintenance Materials,1033\5109355041,25 Jul 2018,320.25,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354175,06 Aug 2018,320.13,
TFL CORPORATE,CSTS LTD,Staff Training,1001\5109370947,08 Aug 2018,320.00,
TRANSPORT TRADING LTD,TJ LYNCH LIMITED,Building Maintenance & Repairs,1004\5109376512,17 Aug 2018,320.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1002\1900055663,08 Aug 2018,320.00,
LUL NOMINEE SSL LIMITED,FAIVELEY TRANSPORT,Fleet,1031\5109346697,25 Jul 2018,320.00,
TUBE LINES LTD,TYLER BROTHERS (S-IN-A) LTD,Materials,797418,15 Aug 2018,320.00,
TUBE LINES LTD,JETWAY ASSOCIATES LTD,Materials,796727,03 Aug 2018,320.00,
TUBE LINES LTD,AVIS BUDGET UK LTD,Vehicle Hire,794283,15 Aug 2018,319.88,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109359094,08 Aug 2018,319.56,
TFL CORPORATE,COMPUTACENTER,Computer Hardware,1001\5109347468,23 Jul 2018,319.55,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109359529,15 Aug 2018,319.43,
TFL CORPORATE,SUPPLIES TEAM,Computer Hardware,1001\5109352501,01 Aug 2018,319.38,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109359522,15 Aug 2018,319.38,
DIAL A RIDE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1010\5109349073,30 Jul 2018,319.19,
TFL CORPORATE,AVALON LICENSING LIMITED,Photography And Video Design And Production,1001\5109364752,30 Jul 2018,319.00,
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109354552,01 Aug 2018,319.00,
LUL NOMINEE BCV LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1033\5109357009,01 Aug 2018,318.89,
TUBE LINES LTD,QUATTRO PLANT LTD,Waste Containers,795898,25 Jul 2018,318.78,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100289083,13 Aug 2018,318.70,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Track General Maintenance,1033\5109346869,25 Jul 2018,318.66,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100271126,23 Jul 2018,318.50,
LUL NOMINEE BCV LIMITED,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1033\5109368513,03 Aug 2018,318.42,
LT MUSEUM TRADING LTD,ORCA BOOK SERVICES,Purchase of Books for Resale,1024\1900015768,13 Aug 2018,318.41,
RAIL FOR LONDON LIMITED,KIEPE ELECTRIC GMBH,Vehicle Repairs & Maintenance,1020\5109348443,27 Jul 2018,317.91,
RAIL FOR LONDON LIMITED,KIEPE ELECTRIC GMBH,Vehicle Repairs & Maintenance,1020\5109348458,27 Jul 2018,317.91,
LONDON UNDERGROUND LTD,SUPPLIES TEAM,Computer Hardware,1005\5109360360,15 Aug 2018,317.88,
TFL CORPORATE,RS COMPONENTS LTD,Maintenance Materials,1001\5109360874,15 Aug 2018,317.85,
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,Agency Staff,1005\5109354159,06 Aug 2018,317.80,
TRANSPORT TRADING LTD,ROYAL MAIL,Postage,1004\5109359040,08 Aug 2018,317.75,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5109349930,25 Jul 2018,317.46,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100281739,06 Aug 2018,317.00,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109354443,25 Jul 2018,316.66,
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109363930,15 Aug 2018,316.58,
DIAL A RIDE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1010\5109357481,13 Aug 2018,316.40,
LONDON UNDERGROUND LTD,COMPUTACENTER,Computer Hardware,1005\5109363116,15 Aug 2018,316.10,
TFL CORPORATE,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1001\1900060880,01 Aug 2018,316.00,
SURFACE TRANSPORT CORP,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1002\1900055702,13 Aug 2018,316.00,
LUL NOMINEE SSL LIMITED,ANDERTON CONCRETE PRODUCTS,Track General Maintenance,1031\5109358666,08 Aug 2018,316.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,794529,25 Jul 2018,315.81,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109356794,08 Aug 2018,315.74,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796036,25 Jul 2018,315.57,
LONDON UNDERGROUND LTD,CORPORATE DOCUMENT SERVICES LTD,Stationery,1005\5109355175,25 Jul 2018,315.55,
TUBE LINES LTD,LEASEDRIVE VELO LIMITED,Vehicles,797560,15 Aug 2018,315.30,
TUBE LINES LTD,MARBLE CATERING LTD ,Meals & Refreshments,ADMJGD19050009,22/07/2018,315.25,5812
TUBE LINES LTD,MARBLE CATERING LTD ,Meals & Refreshments,ADMJGD19050009,22/07/2018,315.25,5812
VICTORIA COACH STATN LTD,OFFICE DEPOT UK,Caterers Service Charges,1008\5109348281,25 Jul 2018,315.14,
LUL NOMINEE BCV LIMITED,KONECRANES UK LTD,Equipment Repairs & Maintenance,1033\5109363342,08 Aug 2018,315.00,
SURFACE TRANSPORT CORP,O2 UK LTD,Radio Pagers,1002\1900055900,01 Aug 2018,315.00,
SURFACE TRANSPORT CORP,O2 UK LTD,Radio Pagers,1002\1900055902,01 Aug 2018,315.00,
LUL NOMINEE BCV LIMITED,EYRE & ELLISTON LTD,Maintenance Materials,1033\5109361154,13 Aug 2018,315.00,
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,796286,10 Aug 2018,314.88,
TUBE LINES LTD,COMMS EXP,Miscellaneous Materials,ADMJGD19050009,22/07/2018,314.77,5732
TUBE LINES LTD,MATISA (U.K.) LTD,Carriage,795270,03 Aug 2018,314.75,
LUL NOMINEE SSL LIMITED,GBM SERVICES LTD,Operational Cleaning,1031\5109359928,23 Jul 2018,314.19,
