Payment Date,Amount,Organisational Unit
2018-05-02,69.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,22.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,69.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,42.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,69.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,22.45,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,21.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,69.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,52.80,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-02,69.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-11,472.50,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-11,30.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-01,32904.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1111.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,6679.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2999.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,7156.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,6679.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1280.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,4771.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,4771.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,6679.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,3118.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,7156.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,6679.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,1280.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,32904.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1111.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,5449.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,2423.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,1771.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,1260.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,2247.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,544.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,4823.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,3758.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,4131.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,2484.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,4006.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,3043.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,5777.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,310.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3137.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,4819.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,4627.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,2391.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1739.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,2423.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3747.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,2321.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,2423.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3416.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3478.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3043.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,2423.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,4963.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,3059.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,4659.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,178.48,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,575.99,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,356.95,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,176.54,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,243.50,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,170.45,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-21,114335.00,Children and Young People (obsolete)-Education
2018-05-23,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-24,3000.00,Economy and Environment (obsolete)-Housing Services
2018-05-31,13925.28,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-03,2500.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-11,2500.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-17,648.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-17,648.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-17,270.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,513.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,5760.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1702.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1702.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,5640.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,3637.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,3637.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,13705.43,Communities & Service Support (obsolete)-Museums & Arts
2018-05-17,480.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-09,2028.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,306073.33,Chief Executive's Office (obsolete)-Public Health
2018-05-21,2480.00,Chief Executive's Office (obsolete)-Public Health
2018-05-21,3622.00,Chief Executive's Office (obsolete)-Public Health
2018-05-21,112394.00,Children and Young People (obsolete)-Education
2018-05-23,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,90.37,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-21,7596.73,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-22,560.16,Children and Young People (obsolete)-Childrens Care Services
2018-05-10,961.25,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-21,58389.00,Children and Young People (obsolete)-Education
2018-05-16,640.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-01,2242.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,678.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2181.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,678.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-30,519.94,Communities & Service Support (obsolete)-Recreation & Support
2018-05-01,25537.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2621.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,25537.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2621.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,900.00,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-21,945.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-21,10.60,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-01,38531.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,8723.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,10221.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,43246.66,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2024.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,596.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2024.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,596.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-15,580.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-15,900.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-15,1000.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-23,480.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-31,920.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-24,779.00,Economy and Environment (obsolete)-Housing Services
2018-05-04,88.34,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-04,631.66,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-04,815.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-04,88.34,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,279.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,7167.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-30,1755.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-09,25.70,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,19.55,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,20.23,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,20.23,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,20.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,18.87,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,20.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,21.60,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,21.60,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,27.74,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,24.33,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,18.18,Communities & Service Support (obsolete)-Recreation & Support
2018-05-09,18.87,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,18.18,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,19.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,20.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,19.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,36.37,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,31.16,Economy and Environment (obsolete)-Housing Services
2018-05-09,24.33,Communities & Service Support (obsolete)-Recreation & Support
2018-05-09,18.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,35.26,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,41.50,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,21.60,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,18.18,Communities & Service Support (obsolete)-Recreation & Support
2018-05-09,19.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,19.55,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,21.60,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,21.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,20.23,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,21.60,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,18.87,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Markets
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Economy and Environment (obsolete)-Regeneration
2018-05-09,17.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-09,17.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,17.50,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,21.60,Economy and Environment (obsolete)-Transport Services
2018-05-09,19.55,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-09,20.91,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,19.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,37.99,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,18.87,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,21.60,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-09,21.60,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Regeneration
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Markets
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Economy and Environment (obsolete)-Markets
2018-05-09,37.99,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,17.50,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-09,17.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,18.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,18.18,Communities & Service Support (obsolete)-Museums & Arts
2018-05-09,21.60,Children and Young People (obsolete)-Childrens Care Services
2018-05-09,37.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,27.06,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,20.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,24.33,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-09,34.57,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-09,18.18,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,18.18,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-09,18.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,168.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-21,453.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-21,453.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-21,453.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-21,453.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-21,168.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-29,5044.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1684.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,632.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1684.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,632.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1000.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-03,163.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,114.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1147.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,6.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1050.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,10.70,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,529.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,300.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,10.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1052.46,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,376.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,797.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,701.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,456.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,380.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1178.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1053.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,1410.38,Children and Young People (obsolete)-Childrens Care Services
2018-05-03,53.04,Children and Young People (obsolete)-Childrens Care Services
2018-05-03,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-03,513.50,Children and Young People (obsolete)-Childrens Care Services
2018-05-03,1055.54,Children and Young People (obsolete)-Childrens Care Services
2018-05-03,38.40,Children and Young People (obsolete)-Childrens Care Services
2018-05-10,204.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-10,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,110.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,71.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1147.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1146.41,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1270.58,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1270.58,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,999.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,701.63,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1128.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,849.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,44.20,Economy and Environment (obsolete)-Housing Services
2018-05-10,486.30,Economy and Environment (obsolete)-Housing Services
2018-05-10,95.68,Children and Young People (obsolete)-Childrens Care Services
2018-05-10,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1504.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1617.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1429.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,974.49,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,26.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1504.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1617.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,181.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,689.58,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1078.98,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,618.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1001.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,12.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,12.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,709.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,10.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,27.04,Economy and Environment (obsolete)-Housing Services
2018-05-17,1.00,Economy and Environment (obsolete)-Housing Services
2018-05-17,376.88,Economy and Environment (obsolete)-Housing Services
2018-05-17,940.71,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,691.70,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,664.03,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,14.56,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,664.03,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,33.80,Economy and Environment (obsolete)-Housing Services
2018-05-17,372.83,Economy and Environment (obsolete)-Housing Services
2018-05-17,1088.35,Economy and Environment (obsolete)-Environmental Services
2018-05-17,21.84,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,14.80,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,1410.38,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,1128.30,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,44.72,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,23.60,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,905.65,Children and Young People (obsolete)-Childrens Care Services
2018-05-17,312.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,1132.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,43.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,284.88,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,296.75,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,403.58,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,26.52,Economy and Environment (obsolete)-Housing Services
2018-05-24,0.50,Economy and Environment (obsolete)-Housing Services
2018-05-24,615.98,Economy and Environment (obsolete)-Housing Services
