Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Supplier ID,Comp. reg. no,Charity Number,VCSE Grant,Payment Date,TransNo,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,FAIR TRAIN (GROUP TRAINING ASSOCIATION) LTD,Redacted,07313191,1148867,Not yet available,2019-03-25,23778521,1,1500.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE CHARLIE WALLER MEMORIAL TRUST,Redacted,05447902,1109984,Not yet available,2019-03-22,23780595,1,1800.00,Nil,Training Expenses (Employees),Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,5,Highways & Transport Services,PARKING ASSOCIATES LTD,Redacted,04472867,N/A,Not yet available,2019-01-24,23749713,1,2911.11,Nil,Training Expenses (Employees),Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,Business & Management Consultants,12100,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,JHM BUTT & CO LTD,Redacted,01031633,N/A,Not yet available,2019-01-08,23776213,1,4994.00,Nil,Training Expenses (Employees),Revenue,Transport,CAT10,Fleet Consumables,SUBCAT1002,Garage Equipment,39070,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,THE GREY MATTER GROUP LIMITED,Redacted,06158047,N/A,Not yet available,2019-03-19,23782042,1,7800.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,ADULTS,7,Adult Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE (SCIE),Redacted,04289790,10927778,Not yet available,2019-01-08,23779557,1,3240.00,Nil,Training Expenses (Employees),Revenue,Adult Services,CAT04,Specialised Health and Wellbeing Services,SUBCAT0407,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,ORCHID ENGINEERING SERVICES LTD,Redacted,09257797,N/A,Not yet available,2019-01-10,23781386,1,3700.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,ODYSSEY LEARNING & DEVELOPMENT LTD,Redacted,08599219,N/A,Not yet available,2019-01-31,23748793,1,2811.80,Nil,Training Expenses (Employees),Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,Business & Management Consultants,12100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2019-02-19,23770991,1,650.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,ALISON WILSON & ASSOCIATES COACHING LIMITED,Redacted,08610757,N/A,Not yet available,2019-02-19,23734602,1,900.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,ALISON WILSON & ASSOCIATES COACHING LIMITED,Redacted,08610757,N/A,Not yet available,2019-02-19,23778442,1,1200.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,ALISON WILSON & ASSOCIATES COACHING LIMITED,Redacted,08610757,N/A,Not yet available,2019-01-16,23780641,1,2400.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,UK PRIME LTD,Redacted,7849935,N/A,Not yet available,2019-01-16,23741953,1,1170.59,Nil,Training Expenses (Employees),Revenue,Professional Services,CAT08,Consultancy,SUBCAT0802,Business & Management Consultants,12100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,EDIT DEVELOPMENT MANAGEMENT LIMITED,Redacted,9545176,N/A,Not yet available,2019-01-16,23782360,1,1425.11,Nil,Training Expenses (Employees),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Training Providers,29380,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,EDIT DEVELOPMENT MANAGEMENT LIMITED,Redacted,9545176,N/A,Not yet available,2019-03-18,23770591,1,1436.95,Nil,Training Expenses (Employees),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Training Providers,29380,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,EDIT DEVELOPMENT MANAGEMENT LIMITED,Redacted,9545176,N/A,Not yet available,2019-03-18,23778373,1,1480.60,Nil,Training Expenses (Employees),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Training Providers,29380,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,PARAMOUNT TRAINING SOLUTIONS LTD,Redacted,06267828,N/A,Not yet available,2019-01-10,23780820,1,800.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,PARAMOUNT TRAINING SOLUTIONS LTD,Redacted,06267828,N/A,Not yet available,2019-02-15,23749426,1,1200.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,PARAMOUNT TRAINING SOLUTIONS LTD,Redacted,06267828,N/A,Not yet available,2019-02-08,23780067,1,1200.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,RS SAFETY CONSULTING,Redacted,N/A,N/A,Not yet available,2019-02-11,23721942,1,1100.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Health & Safety Training,65423,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,2019-01-23,23749726,1,540.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,WHO\xB4S IN CHARGE,Redacted,N/A,N/A,Not yet available,2019-02-28,23755757,1,650.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,L,Cultural and Related Services,GROUP X TRAINING LTD,Redacted,04949579,N/A,Not yet available,2019-02-18,23763010,1,2601.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Services,79980,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,POLICY FORESIGHT LTD,Redacted,11358674,N/A,Not yet available,2019-03-27,23776620,1,1325.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Centres,79948,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,8,Corporate and Democratic Core,IODA LIMITED,Redacted,3352708,N/A,Not yet available,2019-01-16,23781475,1,3600.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,OMBEA LTD,Redacted,09221898,N/A,Not yet available,2019-03-22,23781477,1,4895.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Conference Services,21510,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,COMPASS CAREERS OPPORTUNITIES LTD,Redacted,02588732,N/A,Not yet available,2019-02-14,23780990,1,1944.00,Nil,Training Expenses (Employees),Revenue,Business Services,CAT02,Training,SUBCAT0223,Conference Services,21510,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,REDCAR & CLEVELAND BOROUGH COUNCIL,Redacted,N/A,N/A,Not yet available,2019-01-18,23774971,1,6771.00,Nil,Travel & Public Transport Expenses,Revenue,n/a,CATNA,Sub Category To Be Classified,SUBCATTBC,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-28,23753656,1,623.13,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-01-31,23790005,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-25,23742580,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-15,23742581,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-02-12,23749242,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-01-22,23752485,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-01-22,23790006,2,507.96,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-25,23740196,1,1015.92,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-26,23740700,1,1015.92,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA YORKSHIRE LIMITED,Redacted,00084167,N/A,Not yet available,2019-03-26,23760399,2,1015.92,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Bus & Coach Operators & Stations,11780,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,N,Planning Services,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,2019-03-22,23780562,1,800.00,Nil,Travel & Public Transport Expenses (Employees),Revenue,Professional Services,CAT08,Government Agencies,SUBCAT0804,Government Agencies,38711,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,5,Highways & Transport Services,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,2019-03-21,23748342,1,752.48,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,2019-03-01,23739551,2,1551.24,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,2019-02-07,23779572,2,1600.32,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,2019-01-15,23756587,2,2733.12,Nil,Travel & Public Transport Expenses (Employees),Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Transport Consultants,80100,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,5,Highways & Transport Services,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-03-19,23722098,1,900.73,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,5,Highways & Transport Services,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-03-19,23753395,1,1622.56,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,5,Highways & Transport Services,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-01-08,23758089,1,1773.86,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,5,Highways & Transport Services,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-03-19,23780202,1,2031.48,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-01-08,23722098,2,2737.47,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-01-08,23758089,2,4887.24,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-03-19,23753395,2,4933.44,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,Z,BVACOP Not Applicable,ARRIVA RAIL NORTH LIMITED,Redacted,04337712,N/A,Not yet available,2019-01-08,23780202,2,6176.52,Nil,Travel & Public Transport Expenses (Employees),Revenue,Highways,CAT07,Highways Schemes,SUBCAT0702,Railways,63418,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,#N/A,#N/A,,Redacted,,,Not yet available,2019-03-15,,,292.44,Nil,Travel & Public Transport Expenses (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,#N/A,#N/A,,Redacted,,,Not yet available,2019-01-15,,,224.74,Nil,Travel & Public Transport Expenses (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,#N/A,#N/A,,Redacted,,,Not yet available,2019-02-15,,,97.40,Nil,Travel & Public Transport Expenses (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23782340,1,519.00,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23742343,1,519.00,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23782329,1,549.80,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23737112,1,549.80,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23773184,1,549.80,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23759527,1,585.59,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23773198,1,602.45,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23739213,1,602.45,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23761623,1,671.97,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23741117,1,677.72,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23781546,1,678.66,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23753909,1,680.90,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23731629,1,730.97,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23731817,1,733.25,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23751972,1,755.32,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23752854,1,760.47,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23742339,1,832.12,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23782357,1,851.67,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23759526,1,891.52,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23739230,1,938.29,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23739251,1,942.82,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23740864,1,957.97,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23754966,1,963.12,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23759683,1,975.07,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23773241,1,977.60,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23740863,1,980.22,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-03-19,23759533,1,990.04,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23762896,1,1337.09,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,REGENCULT,Z,BVACOP Not Applicable,DIRECT TYRE MANAGEMENT LIMITED,Redacted,05133177,N/A,Not yet available,2019-01-08,23739253,1,1824.28,Nil,Tyres,Revenue,Transport,CAT10,Tyres,SUBCAT1009,Tyre Dealers,81200,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,J,Finance,DYNNIQ UK LTD,Redacted,01490333,N/A,Not yet available,2019-01-04,23779725,1,984.80,Nil,Urban Traffic Control Signals Orders,Capital,Highways,CAT07,Urban Traffic Control,SUBCAT0710,Traffic Management Systems,79650,Not yet available
Wakefield MDC,E08000036,2019-03-31,BUSINESS,J,Finance,DYNNIQ UK LTD,Redacted,01490333,N/A,Not yet available,2019-01-04,23779733,1,2634.54,Nil,Urban Traffic Control Signals Orders,Capital,Highways,CAT07,Urban Traffic Control,SUBCAT0710,Traffic Management Systems,79650,Not yet available
