Organisation Name,Organisation Code,Effective Date,Service,Bvacopse,Bvacopse(T),Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,TT,Contract
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5806,Purchase of Food & Drink,Revenue,161541,41,2022-03-03,13.20,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5806,Purchase of Food & Drink,Revenue,161531,48,2022-01-31,16.25,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SHELL Doncaster Road,Purchase of Food & Drink,Revenue,161530,18,2022-01-27,2.98,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161533,185,2022-02-07,5.64,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161533,109,2022-02-07,12.21,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,BURGER KING XSCAPE,Purchase of Food & Drink,Revenue,161533,206,2022-02-07,8.54,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,FALL INGS SERVICE STAT,Purchase of Food & Drink,Revenue,161555,483,2022-04-04,2.25,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,GREGGS,Purchase of Food & Drink,Revenue,161533,211,2022-02-07,3.35,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Purchase of Food & Drink,Revenue,161555,275,2022-04-04,41.32,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,MANCHESTER SUPERSTORE,Purchase of Food & Drink,Revenue,161535,149,2022-02-10,7.32,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,MANCHESTER SUPERSTORE,Purchase of Food & Drink,Revenue,161546,8,2022-03-15,4.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,MCDONALDS668,Purchase of Food & Drink,Revenue,161546,23,2022-03-15,5.21,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS S/MKT I,Purchase of Food & Drink,Revenue,161535,34,2022-02-10,11.69,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS S/MKT I,Purchase of Food & Drink,Revenue,161546,749,2022-03-15,3.25,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS SUPERMA,Purchase of Food & Drink,Revenue,161555,569,2022-04-04,6.50,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS SUPERMA,Purchase of Food & Drink,Revenue,161555,512,2022-04-04,12.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS SUPERMA,Purchase of Food & Drink,Revenue,161555,676,2022-04-04,21.40,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161532,366,2022-02-03,5.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161541,1204,2022-03-03,7.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161523,342,2022-01-18,7.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161523,30,2022-01-18,7.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161523,7,2022-01-18,10.58,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ASDA STORES 4508,Purchase of Food & Drink,Revenue,161548,908,2022-03-22,7.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 16 779,Purchase of Food & Drink,Revenue,161532,623,2022-02-03,6.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 16 779,Purchase of Food & Drink,Revenue,161541,1106,2022-03-03,5.75,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 16 779,Purchase of Food & Drink,Revenue,161544,303,2022-03-10,11.50,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 16 779,Purchase of Food & Drink,Revenue,161548,722,2022-03-22,3.71,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 16 779,Purchase of Food & Drink,Revenue,161548,721,2022-03-22,6.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 99 779,Purchase of Food & Drink,Revenue,161541,1339,2022-03-03,8.09,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 99 779,Purchase of Food & Drink,Revenue,161534,537,2022-02-09,1.47,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,ALDI 99 779,Purchase of Food & Drink,Revenue,161534,535,2022-02-09,4.60,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,B&M 064 - BAILEYGATE,Purchase of Food & Drink,Revenue,161541,1069,2022-03-03,2.92,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,B&M 064 - BAILEYGATE,Purchase of Food & Drink,Revenue,161541,1070,2022-03-03,5.82,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,B&M 064 - BAILEYGATE,Purchase of Food & Drink,Revenue,161541,1068,2022-03-03,8.87,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,B&M 178 - PONTEFRACT,Purchase of Food & Drink,Revenue,161544,381,2022-03-10,6.75,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 415,Purchase of Food & Drink,Revenue,161541,1140,2022-03-03,6.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 415,Purchase of Food & Drink,Revenue,161555,392,2022-04-04,14.58,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 415,Purchase of Food & Drink,Revenue,161534,551,2022-02-09,1.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 415,Purchase of Food & Drink,Revenue,161534,550,2022-02-09,3.67,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 415,Purchase of Food & Drink,Revenue,161518,719,2022-01-10,14.49,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 420,Purchase of Food & Drink,Revenue,161518,720,2022-01-10,5.70,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,FARMFOODS 420,Purchase of Food & Drink,Revenue,161554,331,2022-03-31,6.30,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,LIDL GB  FEATHERSTONE,Purchase of Food & Drink,Revenue,161534,525,2022-02-09,5.75,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,Z,BVACOP Not Applicable,WM MORRISONS STORE,Purchase of Food & Drink,Revenue,161534,22,2022-02-09,2.71,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,Z,BVACOP Not Applicable,WM MORRISONS STORE,Purchase of Food & Drink,Revenue,161534,20,2022-02-09,3.75,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,7,Adult Social Care,WM MORRISONS STORE,Purchase of Food & Drink,Revenue,161534,24,2022-02-09,6.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,Z,BVACOP Not Applicable,WM MORRISONS STORE,Purchase of Food & Drink,Revenue,161534,21,2022-02-09,14.23,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,ADULTS,Z,BVACOP Not Applicable,WM MORRISONS STORE,Purchase of Food & Drink,Revenue,161534,23,2022-02-09,15.23,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,ALDI STORES,Purchase of Food & Drink,Revenue,161551,417,2022-03-28,5.35,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,Amazon.co.uk 6W8FV0LE5,Purchase of Food & Drink,Revenue,161520,353,2022-01-12,28.94,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,Amazon.co.uk 7U3IP8YV5,Purchase of Food & Drink,Revenue,161520,354,2022-01-12,51.72,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,Amazon.co.uk 827H09YH5,Purchase of Food & Drink,Revenue,161520,377,2022-01-12,51.72,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,Amazon.co.uk OR3048DL5,Purchase of Food & Drink,Revenue,161520,352,2022-01-12,55.32,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,Amazon.co.uk PZ8WZ5UG5,Purchase of Food & Drink,Revenue,161520,351,2022-01-12,55.32,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,AMZNMKTPLACE AMAZON.CO,Purchase of Food & Drink,Revenue,161551,171,2022-03-28,5.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,ASDA SUPERSTORE,Purchase of Food & Drink,Revenue,161520,54,2022-01-12,10.94,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1265,2022-03-03,6.90,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1267,2022-03-03,11.86,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1297,2022-03-03,13.09,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1296,2022-03-03,14.79,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1266,2022-03-03,15.65,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1298,2022-03-03,16.83,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1300,2022-03-03,17.64,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1301,2022-03-03,17.82,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1302,2022-03-03,17.82,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1264,2022-03-03,26.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1260,2022-03-03,29.46,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1262,2022-03-03,37.90,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1263,2022-03-03,38.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1295,2022-03-03,43.48,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1299,2022-03-03,49.65,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161541,1261,2022-03-03,53.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1019,2022-02-07,3.45,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1015,2022-02-07,5.91,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1016,2022-02-07,5.91,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1020,2022-02-07,7.80,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1009,2022-02-07,8.00,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1007,2022-02-07,8.00,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1011,2022-02-07,8.82,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1013,2022-02-07,8.82,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1012,2022-02-07,8.91,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1014,2022-02-07,8.91,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1018,2022-02-07,13.46,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1006,2022-02-07,16.00,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1017,2022-02-07,16.30,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,879,2022-02-07,23.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1008,2022-02-07,23.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,878,2022-02-07,23.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,877,2022-02-07,23.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1010,2022-02-07,29.46,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,875,2022-02-07,35.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,876,2022-02-07,37.90,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,874,2022-02-07,38.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,873,2022-02-07,53.95,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,819,2022-02-07,56.60,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161533,1021,2022-02-07,73.96,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161543,287,2022-03-09,14.49,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161543,286,2022-03-09,16.98,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161543,290,2022-03-09,24.65,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161543,288,2022-03-09,24.65,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161543,289,2022-03-09,26.56,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,359,2022-01-12,7.62,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,363,2022-01-12,13.26,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,361,2022-01-12,15.37,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,358,2022-01-12,19.60,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,357,2022-01-12,21.40,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,356,2022-01-12,25.30,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,362,2022-01-12,30.02,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,360,2022-01-12,33.10,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161520,355,2022-01-12,34.52,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161545,246,2022-03-14,10.11,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161545,245,2022-03-14,10.50,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161545,241,2022-03-14,10.70,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161545,227,2022-03-14,13.09,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKES (STORED CARDS),Purchase of Food & Drink,Revenue,161545,231,2022-03-14,15.01,Nil,CATERERS,GPC,Not yet available
