Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161370,312,2020-12-11,35.49,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161364,157,2020-11-27,35.51,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Purchase of Food & Drink,Revenue,161338,501,2020-10-05,35.57,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161376,14,2020-12-21,35.63,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ICELAND,Purchase of Food & Drink,Revenue,161364,281,2020-11-27,35.89,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PACINOS RESTAURANT,Purchase of Food & Drink,Revenue,161340,173,2020-10-09,36.00,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PICKERINGS OF PONTEFRACT,Purchase of Food & Drink,Revenue,161352,223,2020-11-04,36.00,Nil,"FREEZER, LOCKER MEAT PROVISIONERS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PICKERINGS OF PONTEFRACT,Purchase of Food & Drink,Revenue,161352,107,2020-11-04,36.50,Nil,"FREEZER, LOCKER MEAT PROVISIONERS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Purchase of Food & Drink,Revenue,161351,171,2020-11-03,36.63,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,60,2020-11-12,36.75,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,JUST EAT,Purchase of Food & Drink,Revenue,161339,44,2020-10-07,36.80,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LIDL UK,Purchase of Food & Drink,Revenue,161351,189,2020-11-03,36.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Purchase of Food & Drink,Revenue,161354,420,2020-11-11,37.26,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Purchase of Food & Drink,Revenue,161338,656,2020-10-05,37.33,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161361,54,2020-11-24,37.58,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,ICELAND,Purchase of Food & Drink,Revenue,161346,111,2020-10-21,37.62,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,104,2020-11-12,37.65,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161370,210,2020-12-11,37.71,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,PARK SQUARE FISHERIES,Purchase of Food & Drink,Revenue,161365,144,2020-12-01,37.90,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,L,Cultural and Related Services,AMAZON,Purchase of Food & Drink,Revenue,161344,24,2020-10-16,38.11,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161370,66,2020-12-11,38.19,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,161349,261,2020-10-28,38.46,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161355,279,2020-11-12,38.52,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,WETHERBY WHALER,Purchase of Food & Drink,Revenue,161339,142,2020-10-07,38.56,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS LTD,Purchase of Food & Drink,Revenue,161353,316,2020-11-06,38.70,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Purchase of Food & Drink,Revenue,161356,25,2020-11-13,38.74,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Purchase of Food & Drink,Revenue,161356,184,2020-11-13,38.74,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161354,204,2020-11-11,38.96,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,W M MORRISONS,Purchase of Food & Drink,Revenue,161339,391,2020-10-07,39.61,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE CODFATHER,Purchase of Food & Drink,Revenue,161346,90,2020-10-21,39.90,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MARKS & SPENCER PLC,Purchase of Food & Drink,Revenue,161353,330,2020-11-06,40.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,W M MORRISONS,Purchase of Food & Drink,Revenue,161356,191,2020-11-13,40.77,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,245,2020-11-12,41.45,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161362,123,2020-11-25,41.45,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161355,30,2020-11-12,41.90,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DOMINOS PIZZA,Purchase of Food & Drink,Revenue,161367,96,2020-12-03,41.99,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,PARK SQUARE FISHERIES,Purchase of Food & Drink,Revenue,161355,157,2020-11-12,42.85,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161340,75,2020-10-09,42.87,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Purchase of Food & Drink,Revenue,161355,267,2020-11-12,43.36,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PIZZAHUT,Purchase of Food & Drink,Revenue,161364,139,2020-11-27,43.54,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161358,366,2020-11-18,43.75,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,FARMFOODS LIMITED,Purchase of Food & Drink,Revenue,161351,168,2020-11-03,44.28,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161364,159,2020-11-27,44.34,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161340,388,2020-10-09,44.52,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161353,242,2020-11-06,44.62,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ICELAND,Purchase of Food & Drink,Revenue,161339,27,2020-10-07,44.66,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161349,226,2020-10-28,44.67,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161338,283,2020-10-05,44.79,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161367,94,2020-12-03,44.82,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DOMINOS PIZZA,Purchase of Food & Drink,Revenue,161364,61,2020-11-27,44.93,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161374,389,2020-12-17,45.07,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161361,56,2020-11-24,45.50,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161361,58,2020-11-24,45.87,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,309,2020-11-12,46.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,161356,12,2020-11-13,46.36,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161376,33,2020-12-21,46.62,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PICKERINGS OF PONTEFRACT,Purchase of Food & Drink,Revenue,161352,39,2020-11-04,47.00,Nil,"FREEZER, LOCKER MEAT PROVISIONERS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161367,188,2020-12-03,47.33,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,W M MORRISONS,Purchase of Food & Drink,Revenue,161339,331,2020-10-07,47.37,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161340,124,2020-10-09,47.67,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161377,181,2020-12-22,47.81,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Purchase of Food & Drink,Revenue,161358,209,2020-11-18,48.00,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,161356,132,2020-11-13,48.04,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PICKERINGS OF PONTEFRACT,Purchase of Food & Drink,Revenue,161355,68,2020-11-12,48.52,Nil,"FREEZER, LOCKER MEAT PROVISIONERS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TOBY CARVERY,Purchase of Food & Drink,Revenue,161340,95,2020-10-09,48.65,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DOMINOS PIZZA,Purchase of Food & Drink,Revenue,161364,218,2020-11-27,48.72,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161346,41,2020-10-21,49.37,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161377,117,2020-12-22,49.44,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,NEW EASTERN COURT,Purchase of Food & Drink,Revenue,161340,190,2020-10-09,49.62,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,W M MORRISONS,Purchase of Food & Drink,Revenue,161356,81,2020-11-13,49.79,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Purchase of Food & Drink,Revenue,161358,261,2020-11-18,49.84,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,9,2020-11-12,49.90,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,DOMINOS PIZZA,Purchase of Food & Drink,Revenue,161346,87,2020-10-21,49.95,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MCDONALDS,Purchase of Food & Drink,Revenue,161339,517,2020-10-07,50.29,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161338,634,2020-10-05,50.40,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161342,86,2020-10-14,50.41,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161354,44,2020-11-11,50.90,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161367,232,2020-12-03,51.11,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,CO-OP GROUP,Purchase of Food & Drink,Revenue,161373,279,2020-12-16,51.35,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS LTD,Purchase of Food & Drink,Revenue,161346,20,2020-10-21,51.37,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161352,114,2020-11-04,51.43,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161367,190,2020-12-03,51.60,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161377,135,2020-12-22,51.87,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,Z,BVACOP Not Applicable,BOOKER LIMITED,Purchase of Food & Drink,Revenue,161349,88,2020-10-28,51.96,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161370,317,2020-12-11,52.06,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161367,158,2020-12-03,53.21,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161370,38,2020-12-11,53.41,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,WETHERBY WHALER,Purchase of Food & Drink,Revenue,161339,95,2020-10-07,53.84,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161355,206,2020-11-12,53.95,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161338,460,2020-10-05,54.33,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161375,251,2020-12-18,54.35,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,PIZZAHUT,Purchase of Food & Drink,Revenue,161346,121,2020-10-21,54.78,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161367,119,2020-12-03,54.80,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,FARMFOODS LIMITED,Purchase of Food & Drink,Revenue,161353,226,2020-11-06,54.89,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,MUSCLE FOODS LIMITED,Purchase of Food & Drink,Revenue,161352,176,2020-11-04,55.80,Nil,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161349,227,2020-10-28,56.29,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Purchase of Food & Drink,Revenue,161363,38,2020-11-26,57.08,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161354,49,2020-11-11,57.14,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE CODFATHER,Purchase of Food & Drink,Revenue,161346,237,2020-10-21,57.20,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161356,255,2020-11-13,57.50,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,SAINSBURYS LTD,Purchase of Food & Drink,Revenue,161356,290,2020-11-13,57.50,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,161349,198,2020-10-28,57.70,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,LIDL UK,Purchase of Food & Drink,Revenue,161351,244,2020-11-03,57.91,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161353,321,2020-11-06,58.28,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE CODFATHER,Purchase of Food & Drink,Revenue,161346,180,2020-10-21,58.40,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE CODFATHER,Purchase of Food & Drink,Revenue,161364,81,2020-11-27,58.40,Nil,"EATING PLACES, RESTAURANTS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161352,224,2020-11-04,58.96,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,161365,334,2020-12-01,59.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,FARMFOODS LIMITED,Purchase of Food & Drink,Revenue,161345,81,2020-10-19,59.14,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161353,171,2020-11-06,60.08,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Purchase of Food & Drink,Revenue,161349,287,2020-10-28,60.34,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,161339,521,2020-10-07,60.36,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161367,128,2020-12-03,60.48,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Purchase of Food & Drink,Revenue,161376,10,2020-12-21,61.29,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,W M MORRISONS,Purchase of Food & Drink,Revenue,161365,220,2020-12-01,61.84,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,TESCO,Purchase of Food & Drink,Revenue,161370,282,2020-12-11,61.98,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
