Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Local Environmental Services,Premises,Rep & Maint,42235648,2,201102,ADT FIRE & SECURITY PLC,2044.12,2011-05-05
Local Environmental Services,Premises,Rep & Maint,42235693,2,201102,ADT FIRE & SECURITY PLC,2291.26,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235848,2,201102,NORTH EAST CONCRETE LTD,1908.00,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235851,2,201102,MARSHALLS MONO LTD,3032.06,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235852,2,201102,MARSHALLS MONO LTD,3863.04,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235866,2,201102,MARSHALLS MONO LTD,3863.04,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235869,2,201102,MARSHALLS MONO LTD,3863.04,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235873,2,201102,MARSHALLS MONO LTD,2143.91,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235883,2,201102,MARSHALLS MONO LTD,3863.04,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235885,2,201102,CROSSLING LTD,440,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235891,2,201102,MARSHALLS MONO LTD,1676.67,2011-05-05
Local Environmental Services,,,42235895,2,201102,MARWOOD ELECTRICAL CO LTD,3998.00,2011-05-05
Local Environmental Services,Supplies and Services,Other Running Costs,42235896,2,201102,MIS LTD,600,2011-05-05
Local Environmental Services,,,42235898,2,201102,MARWOOD ELECTRICAL CO LTD,506,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235900,2,201102,ARNOLD LAVER & CO LTD,991.06,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235904,2,201102,LAIDLAW SOLUTIONS LTD,450.86,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235910,2,201102,KITSONS THERMAL SUPPLIES,1356.13,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235913,5,201102,JOBLING PURSER LTD,292.5,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235913,6,201102,JOBLING PURSER LTD,650,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235913,7,201102,JOBLING PURSER LTD,72,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235913,4,201102,JOBLING PURSER LTD,223.14,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235915,2,201102,JOBLING PURSER LTD,620,2011-05-05
Local Environmental Services,,,42235918,2,201102,INSTARMAC GROUP PLC,767.2,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235921,2,201102,HOWDENS  JOINERY LTD,558.9,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235925,2,201102,HOWDENS  JOINERY LTD,1410.38,2011-05-05
Local Environmental Services,Premises,Rep & Maint,42235946,2,201102,COMMERCIAL MAINTENANCE SERVS UK LTD,1413.76,2011-05-05
Local Environmental Services,Premises,Rep & Maint,42235949,2,201102,COMMERCIAL MAINTENANCE SERVS UK LTD,1407.46,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235992,2,201102,JOBLING PURSER LTD,1562.60,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235996,3,201102,JOBLING PURSER LTD,72,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235996,5,201102,JOBLING PURSER LTD,37.5,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235996,4,201102,JOBLING PURSER LTD,1487.60,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42235996,6,201102,JOBLING PURSER LTD,37.5,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236009,2,201102,TOFCO  LTD,567.63,2011-05-06
Local Environmental Services,Transport,Contract Hire,42236015,2,201102,HUBBWAY HIRE,784.97,2011-05-05
Local Environmental Services,Transport,Contract Hire,42236017,2,201102,HUBBWAY HIRE,822.5,2011-05-05
Local Environmental Services,Transport,Contract Hire,42236020,2,201102,WERNICK HIRE LTD,575.71,2011-05-05
Local Environmental Services,Premises,Water,42236021,2,201102,NORTHUMBRIAN WATER,2422.68,2011-05-06
Local Environmental Services,,,42236023,2,201102,INSTARMAC GROUP PLC,767.2,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236024,2,201102,RIXONWAY KITCHENS LTD,377.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236025,2,201102,RIXONWAY KITCHENS LTD,551.31,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236026,2,201102,RIXONWAY KITCHENS LTD,419.8,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236029,4,201102,REDACTED - Personal Information,393.67,2011-05-05
Local Environmental Services,Third Party Payments,Third Party Payments,42236029,3,201102,REDACTED - Personal Information,771.67,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236035,2,201102,W R G STEEL SERVICES,1837.70,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236049,2,201102,JAMES BURRELL LTD,1040.00,2011-05-06
Local Environmental Services,Transport,Contract Hire,42236057,2,201102,HUBBWAY HIRE,728,2011-05-05
Local Environmental Services,Transport,Contract Hire,42236059,2,201102,HUBBWAY HIRE,1368.00,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236068,2,201102,BIDDLE AIR SYSTEMS LTD,2668.79,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,14,201102,ACE JOINERY (NE) LTD,41,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,9,201102,ACE JOINERY (NE) LTD,32.39,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,12,201102,ACE JOINERY (NE) LTD,0.78,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,10,201102,ACE JOINERY (NE) LTD,54.6,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,16,201102,ACE JOINERY (NE) LTD,146.8,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,15,201102,ACE JOINERY (NE) LTD,55.05,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,18,201102,ACE JOINERY (NE) LTD,15,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,11,201102,ACE JOINERY (NE) LTD,10.4,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,13,201102,ACE JOINERY (NE) LTD,7.99,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236071,17,201102,ACE JOINERY (NE) LTD,191.95,2011-05-06
Local Environmental Services,Transport,Contract Hire,42236072,2,201102,PREMIER TRAFFIC MANAGEMENT,5075.00,2011-05-05
Local Environmental Services,,,42236085,2,201102,WOLSELEY UK LTD,687.14,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236093,2,201102,THOMPSONS OF PRUHOE LTD,387.22,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236094,2,201102,THOMPSONS OF PRUHOE LTD,964.05,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236106,2,201102,NORTH EAST CONCRETE LTD,1944.00,2011-05-05
Local Environmental Services,,,42236118,2,201102,EDMUNDSON ELECTRICAL LTD,913.5,2011-05-05
Local Environmental Services,,,42236121,2,201102,EDMUNDSON ELECTRICAL LTD,4140.00,2011-05-05
Local Environmental Services,Transport,Contract Hire,42236138,2,201102,SPEEDY ASSET SERVICES LIMITED,391,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236145,2,201102,HOGG BLASTING & FINISHING EQUIPMENT LTD,2200.00,2011-05-05
Local Environmental Services,Transport,Contract Hire,42236147,2,201102,PREMIER TRAFFIC MANAGEMENT,840,2011-05-05
Local Environmental Services,,,42236148,2,201102,FLEMING & CO (MACHINERY) LTD,496.2,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236151,2,201102,EASIBATHE LTD/EASIACCESS SOLUTIONS,819.75,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236160,6,201102,TYNEDALE ROADSTONE LTD,67.24,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236160,5,201102,TYNEDALE ROADSTONE LTD,672.52,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236160,7,201102,TYNEDALE ROADSTONE LTD,67.24,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236160,8,201102,TYNEDALE ROADSTONE LTD,67.24,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236162,2,201102,TRAVIS PERKINS TRADING CO LTD,554.51,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236164,2,201102,WOLSELEY UK LTD,708.09,2011-05-05
Local Environmental Services,,,42236166,2,201102,WOLSELEY UK LTD,399.29,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236173,2,201102,WOLSELEY UK LTD,382.34,2011-05-05
Local Environmental Services,,,42236179,2,201102,WOLSELEY UK LTD,621.66,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236182,2,201102,WOLSELEY UK LTD,468.25,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236187,2,201102,WOLSELEY UK LTD,377.5,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236190,2,201102,WOLSELEY UK LTD,462.51,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236208,2,201102,TYNEDALE ROADSTONE LTD,449.28,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,7,201102,TYNEDALE ROADSTONE LTD,629.39,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,10,201102,TYNEDALE ROADSTONE LTD,354.53,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,11,201102,TYNEDALE ROADSTONE LTD,59.05,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,12,201102,TYNEDALE ROADSTONE LTD,59.05,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,6,201102,TYNEDALE ROADSTONE LTD,114.45,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,9,201102,TYNEDALE ROADSTONE LTD,413.35,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236210,8,201102,TYNEDALE ROADSTONE LTD,295.25,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236211,4,201102,TYNEDALE ROADSTONE LTD,592.76,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236211,3,201102,TYNEDALE ROADSTONE LTD,103.68,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,7,201102,TYNEDALE ROADSTONE LTD,182.12,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,8,201102,TYNEDALE ROADSTONE LTD,124.12,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,9,201102,TYNEDALE ROADSTONE LTD,198.4,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,4,201102,TYNEDALE ROADSTONE LTD,195.84,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,5,201102,TYNEDALE ROADSTONE LTD,195.84,2011-05-05
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236212,6,201102,TYNEDALE ROADSTONE LTD,70.4,2011-05-05
Local Environmental Services,Support Services,Support Services,42236213,2,201102,HMCS,465,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236223,9,201102,TYNEDALE ROADSTONE LTD,837.6,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236223,6,201102,TYNEDALE ROADSTONE LTD,1059.20,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236223,10,201102,TYNEDALE ROADSTONE LTD,358.92,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236223,7,201102,TYNEDALE ROADSTONE LTD,58.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236223,8,201102,TYNEDALE ROADSTONE LTD,58.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236224,3,201102,TYNEDALE ROADSTONE LTD,71.68,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236224,4,201102,TYNEDALE ROADSTONE LTD,66.56,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236224,5,201102,TYNEDALE ROADSTONE LTD,136.96,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236224,6,201102,TYNEDALE ROADSTONE LTD,169.6,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236224,7,201102,TYNEDALE ROADSTONE LTD,74.24,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236226,7,201102,TYNEDALE ROADSTONE LTD,97.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236226,8,201102,TYNEDALE ROADSTONE LTD,133.12,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236226,9,201102,TYNEDALE ROADSTONE LTD,66.56,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236226,5,201102,TYNEDALE ROADSTONE LTD,65.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236226,6,201102,TYNEDALE ROADSTONE LTD,67.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236230,2,201102,TYNEDALE ROADSTONE LTD,462.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,9,201102,TYNEDALE ROADSTONE LTD,384.1,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,8,201102,TYNEDALE ROADSTONE LTD,64.01,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,7,201102,TYNEDALE ROADSTONE LTD,64.01,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,10,201102,TYNEDALE ROADSTONE LTD,64.01,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,11,201102,TYNEDALE ROADSTONE LTD,64.01,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236234,6,201102,TYNEDALE ROADSTONE LTD,128.02,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236236,2,201102,TYNEDALE ROADSTONE LTD,1046.24,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236246,2,201102,TYNEDALE ROADSTONE LTD,404.8,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236247,3,201102,TYNEDALE ROADSTONE LTD,71.68,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236247,5,201102,TYNEDALE ROADSTONE LTD,71.68,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236247,6,201102,TYNEDALE ROADSTONE LTD,113.92,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236247,7,201102,TYNEDALE ROADSTONE LTD,160,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236247,4,201102,TYNEDALE ROADSTONE LTD,67.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236251,2,201102,TYNEDALE ROADSTONE LTD,670.4,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,8,201102,TYNEDALE ROADSTONE LTD,118.32,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,5,201102,TYNEDALE ROADSTONE LTD,65.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,7,201102,TYNEDALE ROADSTONE LTD,75.52,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,4,201102,TYNEDALE ROADSTONE LTD,67.84,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,6,201102,TYNEDALE ROADSTONE LTD,160,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236268,9,201102,TYNEDALE ROADSTONE LTD,158.4,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236269,4,201102,TYNEDALE ROADSTONE LTD,828.52,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236269,6,201102,TYNEDALE ROADSTONE LTD,295.85,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236269,5,201102,TYNEDALE ROADSTONE LTD,59.17,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,18,201102,TYNEDALE ROADSTONE LTD,59.99,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,12,201102,TYNEDALE ROADSTONE LTD,295,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,17,201102,TYNEDALE ROADSTONE LTD,899.86,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,13,201102,TYNEDALE ROADSTONE LTD,59,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,10,201102,TYNEDALE ROADSTONE LTD,118,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,11,201102,TYNEDALE ROADSTONE LTD,295,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,16,201102,TYNEDALE ROADSTONE LTD,509.9,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,19,201102,TYNEDALE ROADSTONE LTD,59.99,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,15,201102,TYNEDALE ROADSTONE LTD,354,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236272,14,201102,TYNEDALE ROADSTONE LTD,59,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236275,3,201102,TYNEDALE ROADSTONE LTD,65.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236275,5,201102,TYNEDALE ROADSTONE LTD,97.28,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236275,6,201102,TYNEDALE ROADSTONE LTD,70.4,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236275,4,201102,TYNEDALE ROADSTONE LTD,126.72,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236282,6,201102,TYNEDALE ROADSTONE LTD,66.56,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236282,3,201102,TYNEDALE ROADSTONE LTD,119.04,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236282,4,201102,TYNEDALE ROADSTONE LTD,61.44,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236282,5,201102,TYNEDALE ROADSTONE LTD,88.16,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236282,7,201102,TYNEDALE ROADSTONE LTD,56.32,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236283,2,201102,KELLY PLANT HIRE LTD,608,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236284,4,201102,KELLY PLANT HIRE LTD,456,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236284,5,201102,KELLY PLANT HIRE LTD,76,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236284,6,201102,KELLY PLANT HIRE LTD,76,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236285,10,201102,TYNEDALE ROADSTONE LTD,118.7,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236285,6,201102,TYNEDALE ROADSTONE LTD,593.5,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236285,8,201102,TYNEDALE ROADSTONE LTD,59.35,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236285,7,201102,TYNEDALE ROADSTONE LTD,356.18,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236285,9,201102,TYNEDALE ROADSTONE LTD,59.35,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236286,2,201102,KELLY PLANT HIRE LTD,456,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236287,3,201102,KELLY PLANT HIRE LTD,456,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236287,4,201102,KELLY PLANT HIRE LTD,698,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236288,2,201102,TUC PLANT HIRE LTD,576,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236289,2,201102,SWINBURNE HIRE,632,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236291,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236291,3,201102,REDACTED - Personal Information,294,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236292,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236292,3,201102,REDACTED - Personal Information,444,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236293,3,201102,TYNEDALE ROADSTONE LTD,735.31,2011-05-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236293,4,201102,TYNEDALE ROADSTONE LTD,306.37,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236294,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236294,3,201102,REDACTED - Personal Information,294,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236299,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236299,3,201102,REDACTED - Personal Information,394,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236301,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236301,3,201102,REDACTED - Personal Information,294,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236303,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236303,3,201102,REDACTED - Personal Information,294,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236305,4,201102,REDACTED - Personal Information,150,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236305,3,201102,REDACTED - Personal Information,294,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236308,4,201102,REDACTED - Personal Information,200,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236308,3,201102,REDACTED - Personal Information,442,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236310,4,201102,REDACTED - Personal Information,200,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236310,3,201102,REDACTED - Personal Information,392,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236313,4,201102,REDACTED - Personal Information,243.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236313,3,201102,REDACTED - Personal Information,477.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236317,4,201102,T DUGGAN PLANT,201.6,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236317,3,201102,T DUGGAN PLANT,454.8,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236318,2,201102,TUC PLANT HIRE LTD,702,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236320,3,201102,SWINBURNE HIRE,296.25,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236320,4,201102,SWINBURNE HIRE,474,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236321,2,201102,SWINBURNE HIRE,770.25,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236322,4,201102,SWINBURNE HIRE,296.25,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236322,3,201102,SWINBURNE HIRE,474,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236323,8,201102,REDACTED - Personal Information,74.96,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236323,7,201102,REDACTED - Personal Information,146.96,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236323,6,201102,REDACTED - Personal Information,243.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236323,5,201102,REDACTED - Personal Information,727.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236324,4,201102,REDACTED - Personal Information,243.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236324,3,201102,REDACTED - Personal Information,477.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236327,4,201102,REDACTED - Personal Information,318.71,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236327,3,201102,REDACTED - Personal Information,624.71,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236329,4,201102,REDACTED - Personal Information,318.71,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236329,3,201102,REDACTED - Personal Information,624.71,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236330,4,201102,REDACTED - Personal Information,243.75,2011-05-06
Local Environmental Services,Third Party Payments,Third Party Payments,42236330,3,201102,REDACTED - Personal Information,677.75,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236331,4,201102,KELLY PLANT HIRE LTD,152,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236331,5,201102,KELLY PLANT HIRE LTD,152,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236331,6,201102,KELLY PLANT HIRE LTD,437,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236333,2,201102,KELLY PLANT HIRE LTD,741,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236335,2,201102,KELLY PLANT HIRE LTD,741,2011-05-06
Local Environmental Services,Supplies and Services,Other Running Costs,42236336,2,201102,KELLY PLANT HIRE LTD,741,2011-05-06
Local Environmental Services,Transport,Contract Hire,42236408,2,201102,LORD HIRE CENTRES,387.5,2011-05-06
Local Environmental Services,Premises,Rep & Maint,42236529,2,201102,SCHNEIDER ELECTRIC BUILDINGS UK LIMITED,1208.17,2011-05-09
Local Environmental Services,Supplies and Services,Other Running Costs,42236730,2,201102,NORTHERN FLOORCRAFT(GHD)LTD,1578.00,2011-05-10
