Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200013865,1,201810,Barclaycard - Global Commercial Payments,34,2019-01-10,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200013866,1,201810,Barclaycard - Global Commercial Payments,24.52,2019-01-10,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200013867,1,201810,Barclaycard - Global Commercial Payments,4.48,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014072,1,201810,Barclaycard - Global Commercial Payments,140.81,2019-01-10,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014216,1,201810,Barclaycard - Global Commercial Payments,4.95,2019-01-10,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014399,1,201810,Barclaycard - Global Commercial Payments,127.34,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014538,1,201810,Barclaycard - Global Commercial Payments,46.52,2019-01-10,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014719,1,201810,Barclaycard - Global Commercial Payments,121.8,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014831,1,201810,Barclaycard - Global Commercial Payments,13.93,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200013976,1,201810,Barclaycard - Global Commercial Payments,196.2,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014747,1,201810,Barclaycard - Global Commercial Payments,60,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200014801,1,201810,Barclaycard - Global Commercial Payments,176.69,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,Catering & Provisions,200015356,1,201810,Barclaycard - Global Commercial Payments,306.09,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014921,1,201810,Barclaycard - Global Commercial Payments,17.73,2019-01-10,
Schools,Supplies and Services,Catering & Provisions,200015763,1,201810,Barclaycard - Global Commercial Payments,28.28,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200013907,1,201810,Barclaycard - Global Commercial Payments,164.94,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200013908,1,201810,Barclaycard - Global Commercial Payments,1.78,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015033,1,201810,Barclaycard - Global Commercial Payments,180.05,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200015041,1,201810,Barclaycard - Global Commercial Payments,17,2019-01-08,
Schools,Supplies and Services,Catering & Provisions,200015290,1,201810,Barclaycard - Global Commercial Payments,4.29,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200015291,1,201810,Barclaycard - Global Commercial Payments,60.9,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200015542,1,201810,Barclaycard - Global Commercial Payments,8.35,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200012881,1,201810,Barclaycard - Global Commercial Payments,2,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200012882,1,201810,Barclaycard - Global Commercial Payments,4.65,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013132,1,201810,Barclaycard - Global Commercial Payments,5.93,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013195,1,201810,Barclaycard - Global Commercial Payments,14.18,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013606,1,201810,Barclaycard - Global Commercial Payments,15.66,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013708,1,201810,Barclaycard - Global Commercial Payments,2.4,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013854,1,201810,Barclaycard - Global Commercial Payments,14.37,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013410,1,201810,Barclaycard - Global Commercial Payments,7.63,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200013531,1,201810,Barclaycard - Global Commercial Payments,7.17,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200013699,1,201810,Barclaycard - Global Commercial Payments,11.3,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200013982,1,201810,Barclaycard - Global Commercial Payments,29.58,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014274,1,201810,Barclaycard - Global Commercial Payments,2.3,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014321,1,201810,Barclaycard - Global Commercial Payments,8.72,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014652,1,201810,Barclaycard - Global Commercial Payments,2.3,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014824,1,201810,Barclaycard - Global Commercial Payments,4.36,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014946,1,201810,Barclaycard - Global Commercial Payments,6.54,2019-01-22,
Schools,Supplies and Services,Catering & Provisions,200014192,1,201810,Barclaycard - Global Commercial Payments,81.88,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200011978,1,201810,Barclaycard - Global Commercial Payments,60.26,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013395,1,201810,Barclaycard - Global Commercial Payments,84.96,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014979,1,201810,Barclaycard - Global Commercial Payments,5.54,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014980,1,201810,Barclaycard - Global Commercial Payments,4,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200013584,1,201810,Barclaycard - Global Commercial Payments,6.18,2019-01-08,
Schools,Supplies and Services,Catering & Provisions,200014579,1,201810,Barclaycard - Global Commercial Payments,4,2019-01-08,
Schools,Supplies and Services,Catering & Provisions,200014644,1,201810,Barclaycard - Global Commercial Payments,73.77,2019-01-08,
Schools,Supplies and Services,Catering & Provisions,200014285,1,201810,Barclaycard - Global Commercial Payments,46.61,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014405,1,201810,Barclaycard - Global Commercial Payments,6.99,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014547,1,201810,Barclaycard - Global Commercial Payments,7.5,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014548,1,201810,Barclaycard - Global Commercial Payments,1.67,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014610,1,201810,Barclaycard - Global Commercial Payments,63.15,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014611,1,201810,Barclaycard - Global Commercial Payments,6,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014612,1,201810,Barclaycard - Global Commercial Payments,5.73,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014672,1,201810,Barclaycard - Global Commercial Payments,5.95,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014724,1,201810,Barclaycard - Global Commercial Payments,45.42,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014836,1,201810,Barclaycard - Global Commercial Payments,27.5,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014890,1,201810,Barclaycard - Global Commercial Payments,8.77,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014891,1,201810,Barclaycard - Global Commercial Payments,33.38,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014892,1,201810,Barclaycard - Global Commercial Payments,22.9,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014893,1,201810,Barclaycard - Global Commercial Payments,22.92,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200015054,1,201810,Barclaycard - Global Commercial Payments,6.32,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200013607,1,201810,Barclaycard - Global Commercial Payments,12.15,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014768,1,201810,Barclaycard - Global Commercial Payments,21,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014336,1,201810,Barclaycard - Global Commercial Payments,55.3,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014898,1,201810,Barclaycard - Global Commercial Payments,122.53,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014899,1,201810,Barclaycard - Global Commercial Payments,0.24,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015008,1,201810,Barclaycard - Global Commercial Payments,93.55,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015009,1,201810,Barclaycard - Global Commercial Payments,0.15,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015147,1,201810,Barclaycard - Global Commercial Payments,239.83,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014496,1,201810,Barclaycard - Global Commercial Payments,97.4,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014797,1,201810,Barclaycard - Global Commercial Payments,53.32,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014920,1,201810,Barclaycard - Global Commercial Payments,51.82,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200015423,1,201810,Barclaycard - Global Commercial Payments,71.88,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200012967,1,201810,Barclaycard - Global Commercial Payments,50.6,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013347,1,201810,Barclaycard - Global Commercial Payments,41.66,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013661,1,201810,Barclaycard - Global Commercial Payments,44.49,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013938,1,201810,Barclaycard - Global Commercial Payments,41.5,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200013939,1,201810,Barclaycard - Global Commercial Payments,5,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014286,1,201810,Barclaycard - Global Commercial Payments,47.73,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014613,1,201810,Barclaycard - Global Commercial Payments,40.29,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014614,1,201810,Barclaycard - Global Commercial Payments,4.6,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014894,1,201810,Barclaycard - Global Commercial Payments,119,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014895,1,201810,Barclaycard - Global Commercial Payments,0.2,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200015264,1,201810,Barclaycard - Global Commercial Payments,50.71,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200014376,1,201810,Barclaycard - Global Commercial Payments,46.46,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014377,1,201810,Barclaycard - Global Commercial Payments,149.76,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014323,1,201810,Barclaycard - Global Commercial Payments,22.89,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014530,1,201810,Barclaycard - Global Commercial Payments,12.8,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014600,1,201810,Barclaycard - Global Commercial Payments,8.6,2019-01-03,
Schools,Supplies and Services,Catering & Provisions,200014708,1,201810,Barclaycard - Global Commercial Payments,37.54,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014709,1,201810,Barclaycard - Global Commercial Payments,3.05,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014710,1,201810,Barclaycard - Global Commercial Payments,6,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200014948,1,201810,Barclaycard - Global Commercial Payments,22.79,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015000,1,201810,Barclaycard - Global Commercial Payments,12.69,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015314,1,201810,Barclaycard - Global Commercial Payments,15.03,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015315,1,201810,Barclaycard - Global Commercial Payments,8.3,2019-01-15,
Schools,Supplies and Services,Catering & Provisions,200015511,1,201810,Barclaycard - Global Commercial Payments,7.58,2019-01-29,
Schools,Supplies and Services,Catering & Provisions,200015658,1,201810,Barclaycard - Global Commercial Payments,7.66,2019-01-29,
Communities & Environment,Supplies and Services,Catering & Provisions,200015320,1,201810,Barclaycard - Global Commercial Payments,20.33,2019-01-29,
Communities & Environment,Supplies and Services,Catering & Provisions,200014516,1,201810,Barclaycard - Global Commercial Payments,8.95,2019-01-08,
Corporate Resources,Supplies and Services,Catering & Provisions,200009925,1,201810,Barclaycard - Global Commercial Payments,36,2019-01-03,
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",200014201,1,201810,Barclaycard - Global Commercial Payments,9.04,2019-01-03,
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",200014129,1,201810,Barclaycard - Global Commercial Payments,28.32,2019-01-03,
Corporate Resources,Supplies and Services,"Clothing, Uniforms & Laundry",200015383,1,201810,Barclaycard - Global Commercial Payments,36.71,2019-01-29,
Corporate Resources,Supplies and Services,"Clothing, Uniforms & Laundry",200015384,1,201810,Barclaycard - Global Commercial Payments,44.62,2019-01-29,
Corporate Resources,Supplies and Services,"Clothing, Uniforms & Laundry",200014583,1,201810,Barclaycard - Global Commercial Payments,25.68,2019-01-29,
Schools,Supplies and Services,"Clothing, Uniforms & Laundry",200015422,1,201810,Barclaycard - Global Commercial Payments,40.53,2019-01-29,
Communities & Environment,Supplies and Services,"Printing, Stationery etc",200014420,1,201810,Barclaycard - Global Commercial Payments,122.7,2019-01-03,
Corporate Resources,Supplies and Services,"Printing, Stationery etc",200014723,1,201810,Barclaycard - Global Commercial Payments,2.1,2019-01-03,
Corporate Resources,Supplies and Services,"Printing, Stationery etc",200013658,1,201810,Barclaycard - Global Commercial Payments,103.59,2019-01-15,
Corporate Resources,Supplies and Services,"Printing, Stationery etc",200014609,1,201810,Barclaycard - Global Commercial Payments,55,2019-01-03,
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",200014545,1,201810,Barclaycard - Global Commercial Payments,5.8,2019-01-22,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",200014851,1,201810,Barclaycard - Global Commercial Payments,64.2,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200014542,1,201810,Barclaycard - Global Commercial Payments,36.6,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200014608,1,201810,Barclaycard - Global Commercial Payments,98.83,2019-01-03,
Schools,Supplies and Services,Comms & Computing,200014515,1,201810,Barclaycard - Global Commercial Payments,108.32,2019-01-08,
Schools,Supplies and Services,Comms & Computing,200014929,1,201810,Barclaycard - Global Commercial Payments,41.66,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014983,1,201810,Barclaycard - Global Commercial Payments,31.98,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014782,1,201810,Barclaycard - Global Commercial Payments,47.16,2019-01-15,
Schools,Supplies and Services,Comms & Computing,200013599,1,201810,Barclaycard - Global Commercial Payments,19.14,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200013849,1,201810,Barclaycard - Global Commercial Payments,18.32,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014123,1,201810,Barclaycard - Global Commercial Payments,39.99,2019-01-03,
Schools,Supplies and Services,Comms & Computing,200015647,1,201810,Barclaycard - Global Commercial Payments,38.65,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200012009,1,201810,Barclaycard - Global Commercial Payments,11.99,2019-01-15,
Schools,Supplies and Services,Comms & Computing,200013298,1,201810,Barclaycard - Global Commercial Payments,99.98,2019-01-15,
Corporate Resources,Supplies and Services,Comms & Computing,200012026,1,201810,Barclaycard - Global Commercial Payments,29.99,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200012227,1,201810,Barclaycard - Global Commercial Payments,7.48,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200012228,1,201810,Barclaycard - Global Commercial Payments,7.48,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200012229,1,201810,Barclaycard - Global Commercial Payments,7.48,2019-01-03,
Corporate Resources,Supplies and Services,Comms & Computing,200012289,1,201810,Barclaycard - Global Commercial Payments,89.99,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012355,1,201810,Barclaycard - Global Commercial Payments,12.42,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012356,1,201810,Barclaycard - Global Commercial Payments,0.01,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012357,1,201810,Barclaycard - Global Commercial Payments,8.25,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012358,1,201810,Barclaycard - Global Commercial Payments,9.48,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012360,1,201810,Barclaycard - Global Commercial Payments,0.01,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012361,1,201810,Barclaycard - Global Commercial Payments,20.79,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012362,1,201810,Barclaycard - Global Commercial Payments,8.29,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012450,1,201810,Barclaycard - Global Commercial Payments,8.31,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012451,1,201810,Barclaycard - Global Commercial Payments,0.01,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012547,1,201810,Barclaycard - Global Commercial Payments,35.97,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012753,1,201810,Barclaycard - Global Commercial Payments,2.49,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012863,1,201810,Barclaycard - Global Commercial Payments,41.58,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012864,1,201810,Barclaycard - Global Commercial Payments,29.11,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200012865,1,201810,Barclaycard - Global Commercial Payments,16.58,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013374,1,201810,Barclaycard - Global Commercial Payments,9.98,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013375,1,201810,Barclaycard - Global Commercial Payments,12.49,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013376,1,201810,Barclaycard - Global Commercial Payments,17.45,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013377,1,201810,Barclaycard - Global Commercial Payments,0.01,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013378,1,201810,Barclaycard - Global Commercial Payments,8.33,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013379,1,201810,Barclaycard - Global Commercial Payments,12.49,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013680,1,201810,Barclaycard - Global Commercial Payments,4.16,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200013904,1,201810,Barclaycard - Global Commercial Payments,149.95,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014026,1,201810,Barclaycard - Global Commercial Payments,0.83,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014027,1,201810,Barclaycard - Global Commercial Payments,574.81,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014181,1,201810,Barclaycard - Global Commercial Payments,24.99,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014304,1,201810,Barclaycard - Global Commercial Payments,37.25,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014305,1,201810,Barclaycard - Global Commercial Payments,8.32,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014306,1,201810,Barclaycard - Global Commercial Payments,37.46,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014307,1,201810,Barclaycard - Global Commercial Payments,20.79,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014308,1,201810,Barclaycard - Global Commercial Payments,0.01,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014309,1,201810,Barclaycard - Global Commercial Payments,8.29,2019-01-08,
Corporate Resources,Supplies and Services,Comms & Computing,200014310,1,201810,Barclaycard - Global Commercial Payments,8.25,2019-01-08,
Schools,Supplies and Services,Comms & Computing,200013979,1,201810,Barclaycard - Global Commercial Payments,8.33,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200013980,1,201810,Barclaycard - Global Commercial Payments,8.33,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200015091,1,201810,Barclaycard - Global Commercial Payments,45.83,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200015381,1,201810,Barclaycard - Global Commercial Payments,95.88,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200015382,1,201810,Barclaycard - Global Commercial Payments,41.99,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200015710,1,201810,Barclaycard - Global Commercial Payments,96.12,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200015090,1,201810,Barclaycard - Global Commercial Payments,40,2019-01-22,
Corporate Resources,Supplies and Services,Comms & Computing,200014883,1,201810,Barclaycard - Global Commercial Payments,8.32,2019-01-08,
Office of the Chief Executive,Supplies and Services,Comms & Computing,200014544,1,201810,Barclaycard - Global Commercial Payments,24.28,2019-01-10,
Corporate Resources,Supplies and Services,Comms & Computing,200014404,1,201810,Barclaycard - Global Commercial Payments,22.5,2019-01-03,
Office of the Chief Executive,Supplies and Services,Comms & Computing,200015263,1,201810,Barclaycard - Global Commercial Payments,24.3,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014896,1,201810,Barclaycard - Global Commercial Payments,16.75,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014572,1,201810,Barclaycard - Global Commercial Payments,50.88,2019-01-15,
Schools,Supplies and Services,Comms & Computing,200013469,1,201810,Barclaycard - Global Commercial Payments,58,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200013530,1,201810,Barclaycard - Global Commercial Payments,13.14,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014452,1,201810,Barclaycard - Global Commercial Payments,6.99,2019-01-03,
Schools,Supplies and Services,Comms & Computing,200014818,1,201810,Barclaycard - Global Commercial Payments,140.85,2019-01-03,
Schools,Supplies and Services,Comms & Computing,200014563,1,201810,Barclaycard - Global Commercial Payments,96,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200014889,1,201810,Barclaycard - Global Commercial Payments,6.5,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200014606,1,201810,Barclaycard - Global Commercial Payments,5.36,2019-01-03,
Schools,Supplies and Services,Comms & Computing,200014834,1,201810,Barclaycard - Global Commercial Payments,10.72,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200015097,1,201810,Barclaycard - Global Commercial Payments,5.22,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200015324,1,201810,Barclaycard - Global Commercial Payments,35.95,2019-01-22,
Schools,Supplies and Services,Comms & Computing,200013111,1,201810,Barclaycard - Global Commercial Payments,9,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200014178,1,201810,Barclaycard - Global Commercial Payments,38.04,2019-01-29,
Schools,Supplies and Services,Comms & Computing,200014961,1,201810,Barclaycard - Global Commercial Payments,62.5,2019-01-15,
Corporate Services & Governance,Supplies and Services,Members Expenses,200014503,1,201810,Barclaycard - Global Commercial Payments,345,2019-01-03,
Corporate Services & Governance,Supplies and Services,Members Expenses,200015623,1,201810,Barclaycard - Global Commercial Payments,10.12,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200008123,1,201810,Barclaycard - Global Commercial Payments,439.94,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200009850,1,201810,Barclaycard - Global Commercial Payments,23.51,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200009926,1,201810,Barclaycard - Global Commercial Payments,115.83,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200010475,1,201810,Barclaycard - Global Commercial Payments,482,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200010562,1,201810,Barclaycard - Global Commercial Payments,226.67,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200010654,1,201810,Barclaycard - Global Commercial Payments,7.99,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200011454,1,201810,Barclaycard - Global Commercial Payments,603,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200013176,1,201810,Barclaycard - Global Commercial Payments,206.96,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200013574,1,201810,Barclaycard - Global Commercial Payments,239,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014591,1,201810,Barclaycard - Global Commercial Payments,7.99,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014748,1,201810,Barclaycard - Global Commercial Payments,192.39,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014810,1,201810,Barclaycard - Global Commercial Payments,9.83,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014811,1,201810,Barclaycard - Global Commercial Payments,24.95,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014812,1,201810,Barclaycard - Global Commercial Payments,208.33,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014813,1,201810,Barclaycard - Global Commercial Payments,16.55,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014814,1,201810,Barclaycard - Global Commercial Payments,1.73,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014815,1,201810,Barclaycard - Global Commercial Payments,9.83,2019-01-03,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200014874,1,201810,Barclaycard - Global Commercial Payments,1.25,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200015285,1,201810,Barclaycard - Global Commercial Payments,198,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200015296,1,201810,Barclaycard - Global Commercial Payments,7.99,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200015425,1,201810,Barclaycard - Global Commercial Payments,319.99,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200015501,1,201810,Barclaycard - Global Commercial Payments,43.95,2019-01-29,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",200015692,1,201810,Barclaycard - Global Commercial Payments,289,2019-01-29,
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",200015182,1,201810,Barclaycard - Global Commercial Payments,7.99,2019-01-22,
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",200013652,1,201810,Barclaycard - Global Commercial Payments,82.5,2019-01-03,
Corporate Services & Governance,Supplies and Services,"Grants, Contribs & Subs",200013302,1,201810,Barclaycard - Global Commercial Payments,153.4,2019-01-03,
Corporate Services & Governance,Supplies and Services,"Grants, Contribs & Subs",200015210,1,201810,Barclaycard - Global Commercial Payments,311,2019-01-10,
Schools,Supplies and Services,"Grants, Contribs & Subs",200015640,1,201810,Barclaycard - Global Commercial Payments,392.38,2019-01-22,
Schools,Supplies and Services,"Grants, Contribs & Subs",200015641,1,201810,Barclaycard - Global Commercial Payments,392.38,2019-01-22,
Schools,Supplies and Services,"Grants, Contribs & Subs",200015158,1,201810,Barclaycard - Global Commercial Payments,79,2019-01-29,
Schools,Supplies and Services,"Grants, Contribs & Subs",200013121,1,201810,Barclaycard - Global Commercial Payments,81.54,2019-01-03,
Schools,Supplies and Services,"Grants, Contribs & Subs",200015270,1,201810,Barclaycard - Global Commercial Payments,40,2019-01-22,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",200014315,1,201810,Barclaycard - Global Commercial Payments,800,2019-01-22,
