Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10000611,PETER BRETT ASSOCIATES LLP,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108568944,1230.00,2015-10-12,Development & Environment,Development Control,
10018498,FRESHMINDS LTD,542060,PLANNING & DEVELOPMENT CONSULTANCY,5108546353,1225.00,2015-10-07,Communities and Intelligence,Cultural & related services,
10000407,BT CONFERENCING,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",1900031217,1221.53,2015-09-23,Resources,Support Costs,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562920,1219.79,2015-10-08,External Affairs,Corporate and democratic core,
10016694,BOW TIE,536000,MANAGE IT SERVICES,5108568044,1200.00,2015-10-13,Resources,Support Costs,
10017232,NORLAND MANAGED SERVICES LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108553494,1198.90,2015-09-23,Resources,Support Costs,
10017232,NORLAND MANAGED SERVICES LIMITED,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108547625,1183.40,2015-09-22,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108564953,1144.14,2015-10-07,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557369,1110.00,2015-10-12,Development & Environment,Development Control,
10003560,EVERSHEDS,542300,LEGAL FEES,5108552921,1096.00,2015-09-25,Housing & Land,Housing & Land Services,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544329,1090.00,2015-10-12,Resources,Support Costs,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108557737,1077.00,2015-09-24,Housing,Housing services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031547,1071.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031631,1069.00,2015-10-07,Development & Environment,Capital,
10017245,OCS CATERING,510700,OFFICE CLEANING,5108552932,1064.15,2015-09-23,Resources,Support Costs,
10025847,RCS INCLUSIVE DESIGN CONSULTANCY,542355,OTHER PROFESSIONAL FEES,5108569424,1063.35,2015-10-13,Development & Environment,Planning Policy,
10007129,ESRI (UK) LIMITED,504200,STAFF TRAINING,5108546986,1057.00,2015-09-30,Communities and Intelligence,Cultural & related services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108540746,1056.12,2015-10-14,Resources,Support Costs,
10009843,QA LIMITED,504200,STAFF TRAINING,5108544426,1050.00,2015-09-30,Resources,Support Costs,
10026241,MAUREEN VALFORT,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108569949,1050.00,2015-10-08,"Development, Enterprise & Environment",Environmental Initiatives,
10003560,EVERSHEDS,542300,LEGAL FEES,5108552923,1044.00,2015-09-24,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108553441,1042.48,2015-10-07,Resources,Support Costs,
11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900001516,1037.26,2015-10-06,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108534445,1034.52,2015-09-21,Resources,Support Costs,
10002966,ARCO,532000,UNIFORMS,5108569965,1011.18,2015-10-15,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031652,1003.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544899,1000.05,2015-09-29,"Development, Enterprise & Environment",Highways and transport services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108545390,1000.05,2015-09-29,"Development, Enterprise & Environment",Highways and transport services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031569,1000.00,2015-10-07,Development & Environment,Capital,
10020781,ARC SEVEN COMMUNICATIONS,540030,PR COST PRODUCT COST & PR FEES,5108568487,1000.00,2015-10-12,Communities and Intelligence,Economic Development,
10025784,RESIDENTIAL LANDLORDS ASSOCIATION,504200,STAFF TRAINING,5108441949,1000.00,2015-10-09,Housing,Housing services,
10025888,GV MEDIA GROUP LTD,540017,RADIO TV PRESS POSTER CINEMA AIRTIME AND SPACE,5108559510,1000.00,2015-10-14,External Affairs,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031574,993.00,2015-10-07,Development & Environment,Capital,
10000205,LONDON CALLING ARTS LTD,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108552194,980.00,2015-09-22,External Affairs,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108562042,966.15,2015-10-14,"Development, Enterprise & Environment",Highways and transport services,
10015409,RADE NEW MEDIA LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108569092,950.00,2015-10-09,"Development, Enterprise & Environment",Environmental Initiatives,
10019447,GLASGOWS,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108562455,950.00,2015-10-13,External Affairs,Corporate and democratic core,
13002176,ABM GROUP UK LTD,510010,PROPERTY MANAGEMENT FEES,5108562663,948.82,2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546332,937.97,2015-09-30,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557921,937.97,2015-10-14,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539327,937.96,2015-09-23,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108551962,937.95,2015-10-07,Communities and Intelligence,Public Health,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031604,922.00,2015-10-07,Development & Environment,Capital,
10025917,OCS GROUP UK LTD - LFB,531010,CATERERS SERVICE CHARGES,5108564681,918.40,2015-10-07,Resources,Support Costs,
10011490,THE FINANCIAL TIMES LTD,533100,PUBLICATIONS & PERIODICALS,5108528937,914.94,2015-09-23,"Development, Enterprise & Environment",Economic Development,
15050001,THE TIM PARRY JONATHAN BALL FOUNDATION FOR PEACE,542500,MISCELLANEOUS COSTS,1900031344,909.87,2015-09-23,External Affairs,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031676,904.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108523847,889.83,2015-10-05,Resources,Support Costs,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108558056,870.55,2015-09-29,Development & Environment,Economic Development,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031549,868.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031571,866.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031551,860.00,2015-10-07,Development & Environment,Capital,
10017313,CAPITA TREASURY SOLUTIONS LTD,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108558323,850.00,2015-09-28,Resources,Corporate and democratic core,
10024290,MIDLANDHR,542002,CONSULTANCY-PROJECT MANAGEMENT,5108571272,848.00,2015-10-12,Resources,Support Costs,
10025127,ELITE TELECOM,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",5108547760,838.29,2015-09-22,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031665,833.50,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557927,827.61,2015-10-14,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031578,823.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108545394,813.60,2015-09-29,"Development, Enterprise & Environment",Highways and transport services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108506389,810.70,2015-09-23,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108524066,810.70,2015-09-30,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108530454,810.70,2015-10-05,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108539212,810.70,2015-10-07,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108541064,810.70,2015-10-07,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108546242,810.70,2015-10-07,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031636,804.65,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108539393,802.85,2015-09-23,Development & Environment,Development Control,
10009048,OFFICE FOR NATIONAL STATISTICS,533101,DATA PURCHASE,5108546490,800.00,2015-09-22,Communities and Intelligence,Cultural & related services,
10016683,BEN BROOMFIELD PHOTOGRAPHY,540100,PHOTOGRAPHY & VIDEO,5108547567,800.00,2015-10-07,"Development, Enterprise & Environment",Economic Development,
10024504,STREAM NETWORKS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031475,800.00,2015-10-02,Development & Environment,Capital,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031466,800.00,2015-10-02,Development & Environment,Capital,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031467,800.00,2015-10-02,Development & Environment,Capital,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031924,800.00,2015-10-13,Development & Environment,Capital,
10000428,THE PRESS ASSOCIATION LTD,540030,PR COST PRODUCT COST & PR FEES,5108541851,790.77,2015-09-29,External Affairs,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031544,790.00,2015-10-07,Development & Environment,Capital,
10016694,BOW TIE,510700,OFFICE CLEANING,5108568033,784.00,2015-10-07,Resources,Support Costs,
10020189,URBAN BEINGS LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108569681,780.00,2015-10-13,Development & Environment,Development Control,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031639,775.60,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031611,764.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031718,762.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546240,760.37,2015-09-30,Resources,Support Costs,
10004184,PINSENT MASONS,542300,LEGAL FEES,5108557722,759.00,2015-10-05,Housing,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031694,758.14,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031625,757.11,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031564,756.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031715,753.65,2015-10-07,Development & Environment,Capital,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562646,750.00,2015-10-01,External Affairs,Corporate and democratic core,
15050001,DAMMIT LTD,540100,PHOTOGRAPHY & VIDEO,1900031536,750.00,2015-10-13,Communities and Intelligence,Cultural & related services,
13002562,C-ELECT ASSOCIATES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108562899,750.00,2015-10-02,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031664,744.90,2015-10-07,Development & Environment,Capital,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108556639,735.96,2015-10-14,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557860,719.73,2015-10-14,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031661,718.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031600,715.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557920,712.64,2015-10-14,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108539692,710.40,2015-09-23,External Affairs,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546323,710.40,2015-09-30,External Affairs,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108551989,710.40,2015-10-07,External Affairs,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108557933,709.12,2015-10-14,Corporate Management,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031629,707.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031709,706.12,2015-10-07,Development & Environment,Capital,
15050001,LET'S CIRCUS LLP,540110,MARKETING EXHIBITIONS & EVENTS,1900031594,703.30,2015-10-13,Communities and Intelligence,Cultural & related services,
10009048,OFFICE FOR NATIONAL STATISTICS,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108557513,700.00,2015-10-13,Communities and Intelligence,Cultural & related services,
10016982,KOIS MIAH,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108540533,700.00,2015-09-30,Communities and Intelligence,Cultural & related services,
10019459,SHARED INTELLIGENCE,542355,OTHER PROFESSIONAL FEES,5108559430,700.00,2015-09-29,"Development, Enterprise & Environment",Economic Development,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031484,700.00,2015-10-02,Development & Environment,Capital,
10024380,TATTERSALL TRAINING,504200,STAFF TRAINING,5108551411,694.00,2015-09-22,Resources,Support Costs,
10024380,TATTERSALL TRAINING,504200,STAFF TRAINING,5108557504,694.00,2015-10-12,Resources,Support Costs,
10011792,C3 IMAGING LTD - LONDON CITY BRANCH,533000,PRINTING,5108562048,690.00,2015-09-30,Development & Environment,Development Control,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108559615,684.18,2015-10-14,Communities and Intelligence,Childrens and education services,
10000428,THE PRESS ASSOCIATION LTD,504200,STAFF TRAINING,5108510102,680.00,2015-10-02,Assembly & Secretariat,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031566,677.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031626,676.00,2015-10-07,Development & Environment,Capital,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544264,675.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544265,675.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544267,675.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544270,675.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544325,675.00,2015-10-12,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031707,672.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031725,669.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544895,666.58,2015-09-23,Corporate Management,Corporate and democratic core,
10009788,NEWSQUEST LONDON LIMITED,533100,PUBLICATIONS & PERIODICALS,5108552871,650.00,2015-09-21,Assembly & Secretariat,Corporate and democratic core,
10016982,KOIS MIAH,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108545566,650.00,2015-10-05,Communities and Intelligence,Cultural & related services,
10016835,ENTERPRISE PLANTS LTD,510900,HORTICULTURAL EXPENSES,5108552832,648.27,2015-09-21,Resources,Support Costs,
10021340,PHILIPP EBELING PHOTOGRAPHY,540100,PHOTOGRAPHY & VIDEO,5108553658,648.00,2015-09-25,Development & Environment,Economic Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108552905,646.76,2015-10-12,Development & Environment,Economic Development,
11000180,CORONA ENERGY RETAIL 4 LTD,510200,GAS,1900031274,646.08,2015-09-29,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031685,643.00,2015-10-07,Development & Environment,Capital,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544784,641.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544787,641.00,2015-10-12,Resources,Support Costs,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108562916,638.00,2015-10-05,External Affairs,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108559611,637.68,2015-10-14,Development & Environment,Development Control,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031572,634.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546320,631.06,2015-09-30,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031627,631.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031634,628.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031567,623.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031657,623.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031672,623.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031673,622.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546330,620.30,2015-09-30,Resources,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108539417,611.80,2015-09-23,Assembly & Secretariat,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108546287,611.80,2015-09-30,Assembly & Secretariat,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544896,611.80,2015-09-28,Development & Environment,Economic Development,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031554,609.00,2015-10-07,Development & Environment,Capital,
13002176,ABM GROUP UK LTD,510700,OFFICE CLEANING,5108550793,604.16,2015-10-06,Communities and Intelligence,Community Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108551992,600.02,2015-10-07,Resources,Support Costs,
10016689,BLISS EVENTS MANAGEMENT LIMITED,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108565722,600.00,2015-10-09,External Affairs,Cultural & related services,
10017066,PREMIER PARTNER,504200,STAFF TRAINING,5108559520,600.00,2015-09-30,Resources,Support Costs,
10021606,DESIGN TO COMMUNICATE,504200,STAFF TRAINING,5108558489,600.00,2015-09-29,Assembly & Secretariat,Corporate and democratic core,
13002562,C-ELECT ASSOCIATES LTD,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108551400,600.00,2015-09-22,Housing & Land,Housing & Land Services,
10016941,INSTITUTE OF DIRECT & DIGITAL MKTG,504200,STAFF TRAINING,5108569824,599.00,2015-10-09,External Affairs,Support Costs,
10016941,INSTITUTE OF DIRECT & DIGITAL MKTG,504200,STAFF TRAINING,5108558083,599.00,2015-09-25,External Affairs,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108551916,595.67,2015-10-07,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108558532,595.66,2015-09-29,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544475,595.56,2015-09-23,Communities and Intelligence,Childrens and education services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108546286,595.56,2015-09-30,Communities and Intelligence,Childrens and education services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031556,594.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031570,594.00,2015-10-07,Development & Environment,Capital,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108552029,586.88,2015-10-07,"Development, Enterprise & Environment",Highways and transport services,
10004598,PORT OF LONDON AUTHORITY,540011,STATUTORY ADS NOTICES COMMUNICATIONS & CONSULTATIO,5108557595,580.00,2015-09-24,Housing & Land,Housing & Land Services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108552009,577.68,2015-10-07,Resources,Support Costs,
10024857,CTI DIGITAL,520410,BUSINESS FARES,5108538334,574.20,2015-10-06,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031632,570.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031701,564.00,2015-10-07,Development & Environment,Capital,
10013716,PURE,540031,MONITORING OF PR AND SOCIAL MEDIA,5108524896,564.00,2015-09-22,External Affairs,Support Costs,
10013716,PURE,540031,MONITORING OF PR AND SOCIAL MEDIA,5108551119,564.00,2015-10-15,External Affairs,Support Costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530456,554.01,2015-09-30,Resources,Support Costs,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540017,RADIO TV PRESS POSTER CINEMA AIRTIME AND SPACE,5108535660,552.49,2015-09-21,"Development, Enterprise & Environment",Environmental Initiatives,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031565,550.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031602,546.62,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031633,546.61,2015-10-07,Development & Environment,Capital,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544788,545.00,2015-09-30,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544789,545.00,2015-09-30,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544792,545.00,2015-09-30,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544796,545.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544798,545.00,2015-10-12,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108544800,545.00,2015-09-30,Resources,Support Costs,
10002165,CAPITA LEARNING & DEVELOPMENT,504200,STAFF TRAINING,5108559533,544.96,2015-10-07,Resources,Support Costs,
15050086,EXPENSES PAID TO THIRD PARTIES,520410,BUSINESS FARES,1900031347,542.60,2015-09-21,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031608,542.10,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031713,542.10,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031615,535.85,2015-10-07,Development & Environment,Capital,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108557961,529.70,2015-09-30,"Development, Enterprise & Environment",Environmental Initiatives,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108544890,525.45,2015-09-29,"Development, Enterprise & Environment",Highways and transport services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031546,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031548,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031552,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031579,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031597,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031599,522.00,2015-10-07,Development & Environment,Capital,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031644,522.00,2015-10-07,Development & Environment,Capital,
