Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108781285,492.69,2016-05-25,Resources,Support Costs,Z_SUPPORT COSTS
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108781283,(492.69),2016-05-25,Development & Environment,Capital,Y_CAPITAL
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108781272,"(8,357.81)",2016-05-25,Resources,Cultural & related services,Cultural & related services
10026178,PREDERI LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108787156,2850.00,2016-05-26,Corporate Management,Corporate and democratic core,Corporate and democratic core
10025456,PRENAX LTD,533100,PUBLICATIONS & PERIODICALS,5108773489,8531.57,2016-05-17,Private Office,Economic Development,Planning services
10022210,PROFILE SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5108781195,3502.80,2016-05-25,Housing & Land,Housing & Land Services,Other
10024364,QUBIC GROUP PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036545,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108768570,1641947.00,2016-05-06,Housing,Capital,Y_CAPITAL
10015426,RACKSPACE LTD,540100,PHOTOGRAPHY & VIDEO,5108743660,333.00,2016-05-03,Housing & Land,Housing & Land Services,Other
10015409,RADE NEW MEDIA LTD,536000,MANAGE IT SERVICES,5108768571,1900.00,2016-05-06,Resources,Economic Development,Planning services
10026935,RE (REGIONAL ENTERPRISE LIMITED),502010,SECONDED STAFF - NON GROUP,5108768640,19100.00,2016-05-18,Assembly & Secretariat,Central services,Central services
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108756975,2143.65,2016-05-11,Communities and Intelligence,Cultural & related services,Cultural & related services
10025567,REED IN PARTNERSHIP LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108768710,66180.38,2016-05-06,Communities and Intelligence,Cultural & related services,Cultural & related services
10021875,REGENERIS CONSULTING LIMITED,542001,CONSULTANCY  EVALUATION ASSESSMENT,5108742184,2336.00,2016-05-26,Resources,Support Costs,Z_SUPPORT COSTS
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108768864,13093.60,2016-05-11,External Affairs,Cultural & related services,Cultural & related services
10025485,RETROFIT WORKS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108768864,"(10,146.40)",2016-05-11,Resources,Support Costs,Z_SUPPORT COSTS
10015889,REWARD GATEWAY (UK) LTD,504702,CHILDCARE VOUCHERS,5108776733,16020.26,2016-05-16,Resources,Capital,Y_CAPITAL
10022926,RICARDO-AEA LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108787208,4984.00,2016-05-26,Housing,Capital,Y_CAPITAL
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108750166,180682.60,2016-05-03,Development & Environment,Capital,Y_CAPITAL
10018835,RICHMOND UPON THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108769443,92002.75,2016-05-25,Resources,Support Costs,Z_SUPPORT COSTS
15500145,ROYAL BOROUGH OF GREENWICH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108741814,17500.00,2016-05-11,Assembly & Secretariat,Central services,Central services
15500145,ROYAL BOROUGH OF GREENWICH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108741814,500.00,2016-05-11,Resources,Support Costs,Z_SUPPORT COSTS
16001201,RSE SPA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108756713,33659.10,2016-05-17,Resources,Support Costs,Z_SUPPORT COSTS
10022871,RSK ENVIRONMENT LIMITED,510900,HORTICULTURAL EXPENSES,5108775569,1295.00,2016-05-25,Housing & Land,Housing & Land Services,Other
10011533,SBL,542355,OTHER PROFESSIONAL FEES,5108781069,39247.32,2016-05-23,Development & Environment,Development Control,Planning services
10027046,SECURE OPS LIMITED,510025,SECURITY SERVICES (GUARDS),5108780374,18000.00,2016-05-25,Assembly & Secretariat,Central services,Central services
10027046,SECURE OPS LIMITED,510025,SECURITY SERVICES (GUARDS),5108780374,(303.50),2016-05-25,Housing,Environmental & regulatory services,Environmental & regulatory services
10026897,SENECA ENVIRONMENTAL SOLUTIONS LTD,510710,NON RECYCLABLE WASTE DISPOSAL/REFUSE COLLECTION,5108785399,185267.96,2016-05-25,Housing & Land,Housing & Land Services,Other
10017322,SERVOCA SECURE SOLUTIONS,510025,SECURITY SERVICES (GUARDS),5108780337,5442.36,2016-05-18,Housing,Capital,Y_CAPITAL
14000024,SGS UNITED KINGDOM LTD,542355,OTHER PROFESSIONAL FEES,5108787187,298.02,2016-05-26,Resources,Support Costs,Z_SUPPORT COSTS
12000549,SHM,504200,STAFF TRAINING,5108780797,1500.00,2016-05-18,Communities and Intelligence,Cultural & related services,Cultural & related services
12000549,SHM,504200,STAFF TRAINING,5108780795,1000.00,2016-05-18,Communities and Intelligence,Cultural & related services,Cultural & related services
10025265,SOLOMAN EXECUTIVE LTD,542355,OTHER PROFESSIONAL FEES,5108775425,5731.33,2016-05-13,"Development, Enterprise & Environment",Environmental Initiatives,Planning services
10025937,SOUTH LONDON MAKERSPACE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108769461,3574.46,2016-05-11,Communities and Intelligence,Public Health,Public Health
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036570,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10003568,"SQUIRE, SANDERS & DEMPSEY (UK) LLP",542300,LEGAL FEES,5108757075,4704.10,2016-05-18,Communities and Intelligence,Cultural & related services,Cultural & related services
15050001,STOCKWELL PRIMARY SCHOOL & CHILDRENS CENTRE,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036484,3000.00,2016-05-10,Corporate Management,Corporate and democratic core,Corporate and democratic core
10024380,TATTERSALL TRAINING,504200,STAFF TRAINING,5108761389,1188.00,2016-05-03,Corporate Management,Corporate and democratic core,Corporate and democratic core
16001199,TEICOS UE SRL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108763098,352222.15,2016-05-24,Communities and Intelligence,Economic Development,Planning services
10018859,TEST PARTNERS LTD,542100,IT CONSULTANCY,5108768709,4675.00,2016-05-06,Communities and Intelligence,Cultural & related services,Cultural & related services
13000121,THAMES WATER UTILITIES LTD,510300,WATER,1900036207,690.92,2016-05-04,Resources,Support Costs,Z_SUPPORT COSTS
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036547,3000.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036546,3000.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036560,3000.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036561,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036559,3000.00,2016-05-16,Communities and Intelligence,Cultural & related services,Cultural & related services
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036562,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10023856,THE COMPTON SCHOOL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108774392,25000.00,2016-05-12,Communities and Intelligence,Childrens and education services,Childrens and education services
10011490,THE FINANCIAL TIMES LTD,533100,PUBLICATIONS & PERIODICALS,5108755859,10134.00,2016-05-13,Resources,Support Costs,Z_SUPPORT COSTS
15050001,THE KIDS PACKED LUNCH COMPANY,531030,REFRESHMENTS/MEALS AT MEETINGS,1900036451,534.60,2016-05-10,Development & Environment,Capital,Y_CAPITAL
10025924,THE LEP NETWORK LIMITED,542355,OTHER PROFESSIONAL FEES,5108777164,5000.00,2016-05-19,Housing,Capital,Y_CAPITAL
10000428,THE PRESS ASSOCIATION LTD,540030,PR COST PRODUCT COST & PR FEES,5108772990,799.07,2016-05-26,Assembly & Secretariat,Central services,Central services
10025276,THE SILVERTOWN PARTNERSHIP LLP,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108774240,303882.72,2016-05-13,Housing,Capital,Y_CAPITAL
10006513,THE UNIVERSITY OF LEEDS,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108755984,3600.00,2016-05-11,"Development, Enterprise & Environment",Environmental Initiatives,Planning services
10019636,THREE DRAGONS,542050,RESEARCH & STUDY FEES,5108736623,15814.00,2016-05-03,Resources,Capital,Y_CAPITAL
15050001,TICL MEDIA LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,1900036439,1000.00,2016-05-26,Assembly & Secretariat,Corporate and democratic core,Corporate and democratic core
10007452,TIMOTHY STRAKER QC,542300,LEGAL FEES,5108767322,10680.00,2016-05-05,External Affairs,Cultural & related services,Cultural & related services
10007452,TIMOTHY STRAKER QC,542300,LEGAL FEES,5108775596,4500.00,2016-05-17,Communities and Intelligence,Childrens and education services,Childrens and education services
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108754219,9003.11,2016-05-11,Communities and Intelligence,Cultural & related services,Cultural & related services
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108762053,2390.61,2016-05-18,Resources,Support Costs,Z_SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108762695,1224.96,2016-05-23,External Affairs,Support Costs,Z_SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108762055,1222.91,2016-05-18,Housing,Housing services,Housing services
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108754218,1186.10,2016-05-11,External Affairs,Support Costs,Z_SUPPORT COSTS
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108748045,764.83,2016-05-04,Communities and Intelligence,Community Development,Planning services
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108762693,611.46,2016-05-23,Communities and Intelligence,Community Development,Planning services
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108762057,562.38,2016-05-18,Development & Environment,Capital,Y_CAPITAL
10016524,TRANSPORT FOR LONDON,502010,SECONDED STAFF - NON GROUP,5108762040,14095.75,2016-05-23,Resources,Support Costs,Z_SUPPORT COSTS
10016524,TRANSPORT FOR LONDON,533101,DATA PURCHASE,5108755799,13750.00,2016-05-17,Resources,Support Costs,Z_SUPPORT COSTS
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108734821,4269.04,2016-05-19,Assembly & Secretariat,Central services,Central services
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108734454,1085.00,2016-05-19,Housing,Housing services,Housing services
10016524,TRANSPORT FOR LONDON,542320,SHARED SERVICES FEES,5108734174,525.00,2016-05-18,Development & Environment,Planning Policy,Planning services
10010799,TREES FOR CITIES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108786717,10000.00,2016-05-26,Resources,Support Costs,Z_SUPPORT COSTS
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108782902,7643.50,2016-05-24,Resources,Support Costs,Z_SUPPORT COSTS
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108769972,2500.00,2016-05-13,Corporate Management,Corporate and democratic core,Corporate and democratic core
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108782901,1694.05,2016-05-24,Communities and Intelligence,Cultural & related services,Cultural & related services
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108780058,1636.00,2016-05-18,Resources,Support Costs,Z_SUPPORT COSTS
10009468,TRUSTMARQUE SOLUTIONS,536510,SOFTWARE MAINTENANCE,5108768440,192223.69,2016-05-25,Resources,Support Costs,Z_SUPPORT COSTS
10009468,TRUSTMARQUE SOLUTIONS,536510,SOFTWARE MAINTENANCE,5108773246,335.92,2016-05-25,"Development, Enterprise & Environment",Environmental Initiatives,Planning services
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108774241,93506.09,2016-05-25,Resources,Support Costs,Z_SUPPORT COSTS
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108735681,32985.00,2016-05-18,Housing & Land,Housing & Land Services,Other
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108748056,9637.50,2016-05-16,Housing & Land,Housing & Land Services,Other
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108748061,3921.82,2016-05-24,Housing & Land,Housing & Land Services,Other
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108748055,3625.00,2016-05-16,Housing & Land,Housing & Land Services,Other
10001984,TURNER & TOWNSEND PROJECT MAGAG,542002,CONSULTANCY-PROJECT MANAGEMENT,5108748062,1386.72,2016-05-16,Housing & Land,Housing & Land Services,Other
16001152,TVEYES INC.,540030,PR COST PRODUCT COST & PR FEES,5108749985,2540.00,2016-05-13,Resources,Support Costs,Z_SUPPORT COSTS
10002803,UNIVERSITY OF HERTFORDSHIRE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108780031,25000.00,2016-05-17,Development & Environment,Development Control,Planning services
10002166,UNIVERSITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108755278,24948.00,2016-05-11,"Development, Enterprise & Environment",Environmental Initiatives,Planning services
10020189,URBAN BEINGS LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108767221,3180.00,2016-05-24,Development & Environment,Capital,Y_CAPITAL
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036573,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036571,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036572,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10024815,VALIANTYS LTD,542100,IT CONSULTANCY,5108781192,1100.00,2016-05-23,"Development, Enterprise & Environment",Economic Development,Planning services
10024815,VALIANTYS LTD,536510,SOFTWARE MAINTENANCE,5108736047,(490.00),2016-05-23,Development & Environment,Capital,Y_CAPITAL
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036566,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036565,2700.00,2016-05-16,Corporate Management,Corporate and democratic core,Corporate and democratic core
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036567,2700.00,2016-05-16,Communities and Intelligence,Childrens and education services,Childrens and education services
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036568,2700.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036569,2700.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5108755246,6107.58,2016-05-12,Resources,Support Costs,Z_SUPPORT COSTS
10003084,VERSAPAK INTERNATIONAL LTD,530000,FURNITURE & EQUIPMENT,5108788133,253.60,2016-05-27,Resources,Support Costs,Z_SUPPORT COSTS
10025868,VI-ABILITY EDUCATIONAL PROGRAMME,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108770401,20000.00,2016-05-10,Resources,Support Costs,Z_SUPPORT COSTS
10024596,VIRTUAL1 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036548,3000.00,2016-05-16,Development & Environment,Development Control,Planning services
13002540,VITAL ENERGI UTILITES LTD,510010,PROPERTY MANAGEMENT FEES,5108767224,8321.25,2016-05-04,Housing & Land,Housing & Land Services,Other
10024841,WAVENET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900036550,3000.00,2016-05-16,Resources,Support Costs,Z_SUPPORT COSTS
10026484,WEST THAMES COLLEGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108768435,181642.50,2016-05-25,Development & Environment,Capital,Y_CAPITAL
15500148,WESTMINSTER CITY COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108734777,90840.84,2016-05-10,Assembly & Secretariat,Central services,Central services
10022742,WOMEN LIKE US,533100,PUBLICATIONS & PERIODICALS,5108769440,3000.00,2016-05-12,Communities and Intelligence,Community Development,Planning services
