Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-09,Children's Services,Children & Families,SOUTH TYNESIDE MBC,17422.20,EQUIPMENT
2010-09,Children's Services,Children & Families,ST CUTHBERTS CARE,74914.29,MATERIALS
2010-09,Children's Services,Children & Families,STEAMING LTD,555.99,EQUIPMENT
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,1662.00,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,895,MATERIALS
2010-09,Children's Services,Children & Families,SWIIS (UK) LTD,857,MATERIALS
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,878.4,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,589.64,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,717.51,AGENCY STAFF COSTS - NON TEACHING
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,681.35,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,509.6,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,1500.00,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,1470.40,EQUIPMENT
2010-09,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,1084.46,EQUIPMENT
2010-09,Children's Services,Children & Families,TEENY TINY FILMS LTD,900,MATERIALS
2010-09,Children's Services,Children & Families,TEES VALLEY HOUSING LTD,729.48,MATERIALS
2010-09,Children's Services,Children & Families,THE YOUTH JUSTICE BOARD,702.99,MATERIALS
2010-09,Children's Services,Children & Families,THE YOUTH JUSTICE BOARD,7264.23,MATERIALS
2010-09,Children's Services,Children & Families,TURNAROUND HOMES,1714.30,MATERIALS
2010-09,Children's Services,Children & Families,TURNAROUND HOMES,1428.60,MATERIALS
2010-09,Children's Services,Children & Families,TURNAROUND HOMES,1714.30,MATERIALS
2010-09,Children's Services,Children & Families,UNDERLEY EDUCATIONAL SERVICES,2532.86,MATERIALS
2010-09,Children's Services,Children & Families,UNDERLEY EDUCATIONAL SERVICES,5347.14,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Children & Families,UNITED TAXIS LTD,768.02,MATERIALS
2010-09,Children's Services,Children & Families,UNITED TAXIS LTD,852.03,MATERIALS
2010-09,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,625,GENERAL OFFICE EXPENSES
2010-09,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,625,GENERAL OFFICE EXPENSES
2010-09,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,1000.00,GENERAL OFFICE EXPENSES
2010-09,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,625,GENERAL OFFICE EXPENSES
2010-09,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,625,GENERAL OFFICE EXPENSES
2010-09,Children's Services,Children & Families,WINGS EDUCATION LTD,34310.00,MATERIALS
2010-09,Children's Services,Children & Families,WINGS EDUCATION LTD,34310.00,MATERIALS
2010-09,Children's Services,Children & Families,WINGS EDUCATION LTD,34310.00,MATERIALS
2010-09,Children's Services,Children & Families,WITHERSLACK HALL SCHOOL LTD,26393.00,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,1294.29,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,3277.14,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,3764.29,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,3277.14,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,3764.29,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,1402.14,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,3642.86,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,607.14,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,1374.29,MATERIALS
2010-09,Children's Services,Children & Families,YOUNG FOUNDATION LTD,2307.14,MATERIALS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,1012.56,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,1012.56,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,861.75,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,861.75,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,691.42,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,691.42,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ADT FIRE & SECURITY PLC,695.91,BURGLAR ALARMS
2010-09,Children's Services,Partnerships,ALBANY OFFICE FURNITURE SOLUTIONS,1952.00,FURNITURE
2010-09,Children's Services,Partnerships,AR ENTERTAINMENTS,1825.02,Other Supplies & Services
2010-09,Children's Services,Partnerships,AR ENTERTAINMENTS,950,Other Supplies & Services
2010-09,Children's Services,Partnerships,AR ENTERTAINMENTS,2500.00,Other Supplies & Services
2010-09,Children's Services,Partnerships,AR ENTERTAINMENTS,2500.00,Other Supplies & Services
2010-09,Children's Services,Partnerships,AR ENTERTAINMENTS,2500.00,Other Supplies & Services
2010-09,Children's Services,Partnerships,ASKEWS LIBRARY SERVICES,832,EQUIPMENT
2010-09,Children's Services,Partnerships,ASKEWS LIBRARY SERVICES,605,BOOKS
2010-09,Children's Services,Partnerships,ASKEWS LIBRARY SERVICES,503.49,BOOKS
2010-09,Children's Services,Partnerships,AXIELL LIMITED,5187.01,MAINTENANCE AGREEMENTS - ADMIN
2010-09,Children's Services,Partnerships,BELL CONTROL SOLUTIONS LTD,1080.00,SECURITY SERVICES
2010-09,Children's Services,Partnerships,BELL CONTROL SOLUTIONS LTD,1080.00,SECURITY SERVICES
2010-09,Children's Services,Partnerships,BIG KIDS LITTLE KIDS DAY NURSERY,1815.95,MATERIALS
2010-09,Children's Services,Partnerships,BISHOPTON PRE-SCHOOL,5655.83,MATERIALS
2010-09,Children's Services,Partnerships,BRITISH GAS BUSINESS,730.34,GAS
2010-09,Children's Services,Partnerships,BRITISH GAS BUSINESS,730.34,GAS
2010-09,Children's Services,Partnerships,BT TELEPHONE PAYMENT CENTRE,504.92,TELEPHONE COSTS
2010-09,Children's Services,Partnerships,BT TELEPHONE PAYMENT CENTRE,504.92,TELEPHONE COSTS
2010-09,Children's Services,Partnerships,CACI LIMITED,1600.00,ICT HARDWARE PURCHASE
2010-09,Children's Services,Partnerships,CACI LIMITED,1600.00,ICT HARDWARE PURCHASE
2010-09,Children's Services,Partnerships,CACI LIMITED,1600.00,LICENCES
2010-09,Children's Services,Partnerships,CACI LIMITED,1600.00,LICENCES
2010-09,Children's Services,Partnerships,CARL ROSATI,500,Other Supplies & Services
2010-09,Children's Services,Partnerships,CHANGEMAKERS,31000.00,EQUIPMENT
2010-09,Children's Services,Partnerships,CHANGEMAKERS,9250.00,MATERIALS
2010-09,Children's Services,Partnerships,CISILION LTD,668,MATERIALS
2010-09,Children's Services,Partnerships,CISILION LTD,1338.00,MATERIALS
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CITIZENS ADVICE BUREAU,4481.85,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CLERVAUX TRUST LTD,3500.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,CLERVAUX TRUST LTD,3500.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,COLIN RAINE,1500.00,BASIC PAY
2010-09,Children's Services,Partnerships,CONSTRUCTION SKILLS,768,TRAINING
2010-09,Children's Services,Partnerships,CORMETON ELECTRONICS LTD,501.36,REPAIRS AND MAINTENANCE
2010-09,Children's Services,Partnerships,CORMETON ELECTRONICS LTD,501.36,REPAIRS AND MAINTENANCE
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6722.33,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6722.33,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4162.83,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4162.83,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4162.84,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4162.84,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4229.73,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4229.73,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4229.73,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4229.73,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6647.84,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6647.84,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4263.40,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4263.40,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4263.40,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,4263.40,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6722.24,PCT Staffing
2010-09,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,6722.24,PCT Staffing
2010-09,Children's Services,Partnerships,DARLINGTON Y C TRADING LTD,1500.00,Vehicle Hire
2010-09,Children's Services,Partnerships,DARLINGTON Y C TRADING LTD,1500.00,Vehicle Hire
2010-09,Children's Services,Partnerships,DARLINGTON Y C TRADING LTD,1500.00,Vehicle Hire
2010-09,Children's Services,Partnerships,DARLINGTON Y C TRADING LTD,1500.00,Vehicle Hire
2010-09,Children's Services,Partnerships,DODMIRE JUNIOR SCHOOL (use DA0059),514.59,DLO RECHARGES
2010-09,Children's Services,Partnerships,DODMIRE JUNIOR SCHOOL (use DA0059),514.59,DLO RECHARGES
2010-09,Children's Services,Partnerships,ELIM PLAYGROUP,1947.78,MATERIALS
2010-09,Children's Services,Partnerships,ELM RIDGE METHODIST PLAYGROUP,5126.16,MATERIALS
2010-09,Children's Services,Partnerships,EVANS EASYSPACE LTD,1995.08,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,EVANS EASYSPACE LTD,1995.08,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,EVANS EASYSPACE LTD,1995.08,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,EXPO CHEF,500,MATERIALS
2010-09,Children's Services,Partnerships,EXPO CHEF,500,MATERIALS
2010-09,Children's Services,Partnerships,FERNDENE LODGE NURSERY,15339.58,MATERIALS
2010-09,Children's Services,Partnerships,FIRTHMOOR & DISTRICT COMM. KITCHEN ACCOU,4095.00,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,Partnerships,FIRTHMOOR & DISTRICT COMM. KITCHEN ACCOU,4095.00,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,Partnerships,GARNETTS LTD,580,MATERIALS
2010-09,Children's Services,Partnerships,GARNETTS LTD,580,MATERIALS
2010-09,Children's Services,Partnerships,GGGEAR,701.5,MATERIALS
2010-09,Children's Services,Partnerships,GROUNDWORK NORTH EAST,17730.00,Other Supplies & Services
2010-09,Children's Services,Partnerships,HIGH CONISCLIFFE PRE-SCHOOL,2693.25,MATERIALS
2010-09,Children's Services,Partnerships,HIGH GRANGE DAY NURSERY,6057.88,MATERIALS
2010-09,Children's Services,Partnerships,INVESTEC ASSET FINANCE PLC,1378.00,MATERIALS
2010-09,Children's Services,Partnerships,INVESTEC ASSET FINANCE PLC,1378.00,MATERIALS
2010-09,Children's Services,Partnerships,J & C COACHES LTD,800,COACH HIRE
2010-09,Children's Services,Partnerships,JUST LEARNING,16445.85,MATERIALS
2010-09,Children's Services,Partnerships,KEYFUND FEDERATION LTD,5375.00,MATERIALS
2010-09,Children's Services,Partnerships,KEYFUND FEDERATION LTD,7249.13,MATERIALS
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,804.91,ICT CONSUMABLES
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,519.12,PHOTOCOPY CHARGES
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1620.69,EQUIPMENT
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1620.69,EQUIPMENT
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1036.03,EQUIPMENT
2010-09,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1036.03,EQUIPMENT
2010-09,Children's Services,Partnerships,LITTLE ACORNS,8895.60,MATERIALS
2010-09,Children's Services,Partnerships,LITTLE LINGFIELDS,2415.01,MATERIALS
2010-09,Children's Services,Partnerships,LITTLE PEOPLE MONTESSORI GROUP,2350.42,MATERIALS
2010-09,Children's Services,Partnerships,LITTLE PEOPLE MONTESSORI GROUP,1396.63,MATERIALS
2010-09,Children's Services,Partnerships,M MEDIA & DESIGN,745,PRINTING
2010-09,Children's Services,Partnerships,M T AUDIO SYSTEMS,2180.00,Other Supplies & Services
2010-09,Children's Services,Partnerships,MENTIS,638.3,MATERIALS
2010-09,Children's Services,Partnerships,MENTIS,638.3,MATERIALS
2010-09,Children's Services,Partnerships,MICROGRAPHICS LTD,928,EQUIPMENT
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,559.75,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,NATIONAL CHILDMINDING ASSOCIATION,1854.29,TRAINING
2010-09,Children's Services,Partnerships,NATIONAL CHILDMINDING ASSOCIATION,900,TRAINING
2010-09,Children's Services,Partnerships,NATIONAL CHILDMINDING ASSOCIATION,6242.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (CREDIT),1000.00,POSTAGES
2010-09,Children's Services,Partnerships,NEOPOST LTD (FRANKING ONLY),590.1,EQUIPMENT
2010-09,Children's Services,Partnerships,NEOPOST LTD (FRANKING ONLY),590.1,EQUIPMENT
2010-09,Children's Services,Partnerships,NEOPOST LTD (FRANKING ONLY),590.1,EQUIPMENT
2010-09,Children's Services,Partnerships,NEOPOST LTD (FRANKING ONLY),590.1,EQUIPMENT
2010-09,Children's Services,Partnerships,NORTHERN CHILDREN'S BOOK FESTIVAL,1450.00,EQUIPMENT
2010-09,Children's Services,Partnerships,NORTHUMBRIAN WATER,2149.80,WATER CHARGES
2010-09,Children's Services,Partnerships,NORTHUMBRIAN WATER,2149.80,WATER CHARGES
2010-09,Children's Services,Partnerships,NPOWER NORTHERN FINANCE,780.3,ELECTRICITY
2010-09,Children's Services,Partnerships,OPEN COLLEGE NETWORK (NER),2200.00,EXAM FEES
2010-09,Children's Services,Partnerships,OPEN COLLEGE NETWORK (NER),1380.00,EXAM FEES
2010-09,Children's Services,Partnerships,PLAY HUT DAY NURSERY & KIDS CLUB,7384.28,MATERIALS
2010-09,Children's Services,Partnerships,PLAY HUT DAY NURSERY & KIDS CLUB,2908.71,MATERIALS
2010-09,Children's Services,Partnerships,PORTACABIN LTD,849.31,HIRE CHARGES
2010-09,Children's Services,Partnerships,PORTACABIN LTD,849.31,HIRE CHARGES
2010-09,Children's Services,Partnerships,PORTACABIN LTD,849.31,HIRE CHARGES
2010-09,Children's Services,Partnerships,PORTACABIN LTD,849.31,HIRE CHARGES
2010-09,Children's Services,Partnerships,PREMIER REPROGRAPHICS,2245.44,STATIONERY
2010-09,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523,STD CLEANING CONTRACT
2010-09,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523,STD CLEANING CONTRACT
2010-09,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523,STD CLEANING CONTRACT
2010-09,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523,STD CLEANING CONTRACT
2010-09,Children's Services,Partnerships,PROSPECTS SALES AND MARKETING,5000.00,MATERIALS
2010-09,Children's Services,Partnerships,QUADRANT (DARLINGTON) LTD,750,TRAINING
2010-09,Children's Services,Partnerships,RAB OUTDOOR EDUCATION LTD,1130.00,MATERIALS
2010-09,Children's Services,Partnerships,RAB OUTDOOR EDUCATION LTD,630,MATERIALS
2010-09,Children's Services,Partnerships,RED HALL COMMUNITY ASSOCIATION,1187.72,CONTRIBUTION TO VOLUNTARY FUND
2010-09,Children's Services,Partnerships,RED HALL COMMUNITY ASSOCIATION,9250.00,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,RED HALL COMMUNITY ASSOCIATION,9250.00,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,RED HALL COMMUNITY ASSOCIATION,1187.72,CONTRIBUTION TO VOLUNTARY FUND
2010-09,Children's Services,Partnerships,RM EDUCATION PLC,1745.00,ICT HARDWARE SUPPORT & MAINTENANCE
2010-09,Children's Services,Partnerships,RM EDUCATION PLC,1745.00,ICT HARDWARE SUPPORT & MAINTENANCE
2010-09,Children's Services,Partnerships,ROYAL MAIL NORTH EAST,500,MATERIALS
2010-09,Children's Services,Partnerships,ROYAL MAIL NORTH EAST,500,MATERIALS
2010-09,Children's Services,Partnerships,SFEDI ENTERPRISES LTD,7500.00,TRAINING
2010-09,Children's Services,Partnerships,SIEMENS FINANCIAL SERVICES LTD,701.59,EQUIPMENT
2010-09,Children's Services,Partnerships,SIEMENS FINANCIAL SERVICES LTD,701.59,EQUIPMENT
