Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,THE HISTORY WARDROBE,55416321,2018-11-27,624,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,THEATRE HULLABALOO,55416662,2019-07-16,818,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,THEATRE ROYAL BATH PRODUCTIONS LIMITED,55416576,2019-07-15,3000.00,Artist Payments,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,TRASH UK LTD,55416091,2019-06-11,1150.00,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,TRILIGHT SERVICES,55417237,2019-06-14,1600.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,VICKY ACKROYD,55415845,2019-07-02,533.6,Production Costs,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,WARDELL AUTO PARTS,57481912,2019-06-04,550.75,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,WEST END THEATRE MANAGERS LTD,55415917,2019-07-05,696,Tma Theatre Tokens,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,WHISTL UK LIMITED,55416718,2019-07-18,723,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,WHISTL UK LIMITED,55416822,2019-06-18,5377.29,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,WHITEHOUSE FUNERAL SERVICE LTD,55416532,2019-06-14,753.2,Contract Funerals,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Housing General Fund,CIVICA UK LIMITED,55415764,2019-06-07,9000.00,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123399,2019-07-14,853.02,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123399,2019-07-14,1001.96,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123420,2019-07-21,893.64,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123420,2019-07-21,1001.96,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123280,2019-07-07,1056.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123280,2019-07-07,1001.96,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123479,2019-07-28,988.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,DE-POEL,11123479,2019-07-28,947.8,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Housing General Fund,GRANGE IT LIMITED,55415850,2019-05-10,1632.00,Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LIMITED,55415438,2019-05-23,515.95,Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,WILKIN CHAPMAN LLP,55416770,2019-06-18,2770.90,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Housing General Fund,WILKIN CHAPMAN LLP,55415467,2019-06-04,869.3,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,B & Q PLC,55415928,2019-06-09,1008.33,Responsive-Empty Hse Redecor,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,B & Q PLC,55417598,2019-06-23,1112.51,Responsive-Empty Hse Redecor,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,B & Q PLC,55416620,2019-06-16,1616.68,Responsive-Empty Hse Redecor,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57481128,2019-07-11,896.64,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57481129,2019-07-11,868.38,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57481133,2019-07-11,889.52,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57481137,2019-07-11,686.63,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57481139,2019-07-11,684.93,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CTRACK LTD,55415699,2019-07-03,2600.00,Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55417259,2019-06-22,701.66,Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,ERGO COMPUTING UK LTD,55415341,2019-05-13,4036.35,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,HQN LTD,55415323,2019-06-03,1050.00,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Economic Growth & Neighbourhood Services,HRA,NWG BUSINESS LIMITED,55415246,2019-06-13,1384.20,Water Charges,PREMISES,WATER SERVICES
Economic Growth & Neighbourhood Services,HRA,NWG BUSINESS LIMITED,55415273,2019-06-13,1302.57,Waste Disposal,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,ORBIS PROTECT LTD,55416249,2019-06-28,562.68,Responsive-Empty Hse Security,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55415313,2019-06-03,1865.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55415736,2019-06-07,1605.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,HRA,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,55416717,2019-07-18,1730.00,Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,THE LEADERSHIP FACTOR,55415645,2019-06-30,7175.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,TYNETEC LTD,55416827,2019-06-18,2356.00,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,YORKSHIRE CARE EQUIPMENT,55413849,2019-05-21,510,"Equpment, Repairs, Service & Insurance (Curriculum)",SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Planning & Development Implementation,MARC WILKINSON,55417655,2019-06-27,1700.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Planning & Development Implementation,NEXUS PLANNING,55415224,2019-05-31,2500.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Planning & Development Implementation,PORTALPLANQUEST LTD,55416066,2019-07-10,70999.00,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth & Neighbourhood Services,Planning Policy & Economic Strategy,WYG ENGINEERING LTD,55415291,2019-05-25,2500.00,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55417260,2019-06-21,1554.58,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55416193,2019-06-12,808.49,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55415306,2019-04-02,737.72,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55416836,2019-06-18,2344.04,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BAUER MEDIA GROUP,55414253,2019-05-25,794,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BGP CONSULTING LIMITED,55415083,2019-05-31,895.69,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BGP CONSULTING LIMITED,55416274,2019-04-30,1500.00,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BIKE STOP DARLINGTON LTD,55415578,2019-06-05,13500.00,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BLOOM PROCUREMENT SERVICES LTD,55416579,2019-07-15,5644.21,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BLOOM PROCUREMENT SERVICES LTD,55415999,2019-07-10,5463.34,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BLOOM PROCUREMENT SERVICES LTD,55414965,2019-06-21,5463.34,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,BLOOM PROCUREMENT SERVICES LTD,55414966,2019-06-24,4499.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,CARMEL SAFETY TRAINING SERVICES LTD,55416398,2019-06-13,600,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,CEMEX,55415546,2019-06-05,628.01,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,CEMEX,55415948,2019-06-10,656.88,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,CID GROUP LLP,55415498,2019-06-04,525,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123479,2019-07-28,793.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123399,2019-07-14,793.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123420,2019-07-21,793.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123280,2019-07-07,566.21,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123280,2019-07-07,793.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123280,2019-07-07,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123280,2019-07-07,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123280,2019-07-07,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123479,2019-07-28,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123479,2019-07-28,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123479,2019-07-28,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123399,2019-07-14,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123399,2019-07-14,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123399,2019-07-14,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123420,2019-07-21,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123420,2019-07-21,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DE-POEL,11123420,2019-07-21,595.07,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Economic Growth & Neighbourhood Services,Transport and Capital Projects,DTA CONSULTING ENGINEERS LLP,55417134,2019-06-21,820,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416565,2019-07-11,1100.00,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416565,2019-07-11,23911.44,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416567,2019-07-11,16394.14,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416567,2019-07-11,1100.00,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416568,2019-07-11,1100.00,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,EDF ENERGY,55416568,2019-07-11,23110.93,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,FOURPOINT MAPPING LTD,55415188,2019-06-01,1950.00,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,GARDINER RICHARDSON LTD,55417123,2019-06-21,5750.00,Advertising,SUPPLIES & SERVICES,EXPENSES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,GARDINER RICHARDSON LTD,55417124,2019-06-21,1000.00,Advertising,SUPPLIES & SERVICES,EXPENSES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,GROUNDFORCE VP PLC,55415481,2019-06-04,557.2,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,HANSON CONTRACTING,55415899,2019-06-08,177944.94,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,JOBLING PURSER,55417316,2019-06-24,779.73,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,K C HIRE GROUP LTD,55415794,2019-05-14,860,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,KIWA CMT TESTING,55417319,2019-06-24,1773.90,Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,LEEDS COMMERCIAL LIMITED,55417132,2019-06-21,1680.00,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,LEEDS COMMERCIAL LIMITED,55415065,2019-05-31,550,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,LEEMING ASSOCIATES LTD,55416826,2019-06-18,650,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,LIGHT & ENERGY DISTRIBUTION LIMITED,55417300,2019-06-21,5099.68,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MACS AUTOMATED BOLLARD SYSTEMS LTD,55416766,2019-06-19,3657.95,Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55416541,2019-06-14,1730.40,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55416543,2019-06-14,846.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55416539,2019-06-14,841.46,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55417118,2019-06-21,2284.88,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55417118,2019-06-21,1207.66,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MALLATITE LIMITED,55417119,2019-06-21,1514.10,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55416033,2019-06-11,10712.81,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55415091,2019-05-31,2031.52,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55414006,2019-05-22,2992.29,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55415712,2019-06-06,1118.08,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55415713,2019-06-06,828.7,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55416432,2019-06-13,8584.40,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,55416725,2019-06-17,2738.73,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,MRC ROADS LIMITED,55414183,2019-05-24,1067.88,Signage,PREMISES,FIXTURES & FITTINGS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,NIXON HIRE,55415072,2019-05-31,721,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,55415278,2019-06-11,580.69,Routine Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,55415276,2019-06-12,618.66,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER ROAD MARKINGS LIMITED,55416361,2019-06-03,593.6,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER ROAD MARKINGS LIMITED,55413855,2019-05-21,3781.39,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER ROAD MARKINGS LIMITED,55413855,2019-05-21,1620.60,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER ROAD MARKINGS LIMITED,55415348,2019-06-03,742,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416199,2019-06-12,1114.50,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416200,2019-06-12,807.5,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416201,2019-06-12,777,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416667,2019-06-17,866.8,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416670,2019-06-17,1309.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416419,2019-06-13,700,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416048,2019-06-11,1278.50,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55417333,2019-06-24,1560.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416037,2019-06-11,766,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416038,2019-06-11,1212.50,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55416761,2019-06-17,1375.50,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55417084,2019-06-20,636,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55417086,2019-06-20,772.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,PREMIER TRAFFIC MANAGEMENT,55417087,2019-06-20,702,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,ROSEHILL POLYMERS LIMITED,55416180,2019-06-12,2100.51,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,S & I STRUCTURES,55416794,2019-06-12,1200.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,S & I STRUCTURES,55416794,2019-06-12,600,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,STUART MARLEY LIMITED,55416322,2019-05-28,7670.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417063,2019-06-19,1400.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417013,2019-06-19,1100.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417024,2019-06-20,800,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416082,2019-06-11,1300.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416485,2019-06-14,597.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
