Date,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3071205,780.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,3090.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3070916,700,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064918,814.17,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3078514,557.1,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3065429,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3072992,730.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064919,857.01,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3064920,771.33,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,SWIIS FOSTER CARE LTD,3077157,800.03,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3076665,3321.43,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065205,3900.42,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065209,3804.63,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065208,3804.63,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3076665,2678.57,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3065208,3614.38,External Placements
2016-02,People,Childrens Social Care,TEAM FOSTERING NORTH EAST,3072993,3321.43,External Placements
2016-02,People,Childrens Social Care,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,3077708,3000,Materials
2016-02,People,Childrens Social Care,THE LEAVING CARE COMPANY,0,1150,Independent Living
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073248,633.6,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3072996,782.4,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073025,730,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3072999,782.4,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073069,782.99,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073002,905.6,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3072995,1344,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073565,1695.75,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073031,520,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3072997,791.2,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073565,1160.25,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3076167,520,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3076168,655.59,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073566,655.5,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073001,1800,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073000,1738.5,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073029,520,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073030,684.76,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3076230,574.13,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073026,565.25,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3072998,756,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073070,1600,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073567,610.8,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3073326,2600,Contract Hire
2016-02,People,Childrens Social Care,UNITED TAXIS LTD,3074535,576.28,Contract Hire
2016-02,People,Childrens Social Care,VISIONAID TECHNOLOGIES LTD,3078051,1005,Visual Equipment
2016-02,People,Childrens Social Care,WRIXON CARE,0,1299.98,External Placements
2016-02,People,Childrens Social Care,XMA LIMITED,3077136,777,Ict Hardware Purchase
2016-02,People,Childrens Social Care,YOUNG FOUNDATION LTD,3077092,12842.86,External Placements
2016-02,People,Childrens Social Care,YOUNG FOUNDATION LTD,3076666,12842.86,External Placements
2016-02,People,Development & Commissioning,700 CLUB,0,20388.44,Private Contractors
2016-02,People,Development & Commissioning,CARERS FEDERATION LIMITED,0,627.72,Other Supplies & Services
2016-02,People,Development & Commissioning,CARERS FEDERATION LIMITED,0,550.02,Other Supplies & Services
2016-02,People,Development & Commissioning,CREATIVE SUPPORT LIMITED,0,7750.76,Private Contractors
2016-02,People,Development & Commissioning,DARLINGTON YMCA FOYER,0,22886.56,Private Contractors
2016-02,People,Development & Commissioning,DISC,0,31449.64,Private Contractors
2016-02,People,Development & Commissioning,KEYRING LIVING SUPPORT NETWORK,0,2532.44,Private Contractors
2016-02,People,Development & Commissioning,MOBILE ADVICE CO OP COMMUNITY INTEREST CO.,3078883,5400,Grants
2016-02,People,Development & Commissioning,MOTT MACDONALD,0,6114.8,Professional Fees & Consultancy
2016-02,People,Development & Commissioning,NECA SERVICES LTD,3066475,100781.25,Private Contractors
2016-02,People,Development & Commissioning,NEPACS,3078364,1150,Employee Training Course Costs
2016-02,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,0,16133.1,General Debits
2016-02,Bidra,Bidra,DISTINCT DARLINGTON LIMITED,3078678,2340.67,Other Establishments
2016-02,Capital,Capital,BENFIELD VAN CENTRE (TEESIDE),3072537,32113.75,Vehicles
2016-02,Capital,Capital,DWF LLP,3078897,680.2,Legal Fees
2016-02,Capital,Capital,GVA GRIMLEY LTD,3078777,2250,Consultants - Other
2016-02,Capital,Capital,IDPARTNERSHIP NORTHERN,3075337,5262.5,Consultants - Other
2016-02,Capital,Capital,NHBS,3077948,1100.42,Payments Main Contractor - Non Dlo
2016-02,Capital,Capital,NORTHERN GAS NETWORKS,3073454,871,Gas Removals
2016-02,Capital,Capital,THEATRESEARCH LTD,3075229,4636.41,Consultants - Other
2016-02,Capital,Capital,WS ATKINS (SERVICES) LTD,3062732,1023.31,Consultants - Other
