Body Name,Portfolio,Organisation Code,Org Code Description,Object Code,Object Code Description,GL Date,Invoice No,Value,Supplier,Category,Category Description,Supplier No
SHEFFIELD CITY COUNCIL,COMMUNITIES,49672,CONTRACT PAYMENTS \x96 DRUGS,9030,HEALTH,2015-09-07,MPA20150709216 73,430.40,HI WELDRICK LTD  (PHARMACY),,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49672,CONTRACT PAYMENTS \x96 DRUGS,9030,HEALTH,2015-09-07,MPA20150709216 75,263.20,ROWLANDS PHARMACY 1421,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49672,CONTRACT PAYMENTS \x96 DRUGS,9030,HEALTH,2015-09-07,MPA20150709216 77,481.60,WINCOBANK PHARMACY / BLUEBELL HEALTHCARE,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49672,CONTRACT PAYMENTS \x96 DRUGS,9030,HEALTH,2015-09-07,MPA20150709216 81,305.60,BOOTS UK LTD,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49672,CONTRACT PAYMENTS \x96 DRUGS,9030,HEALTH,2015-09-07,MPA20150709216 84,371.20,BOOTS UK LTD,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-09-07,J1248754 130915,9000.00,BRIDGEDALE CARE HOME,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-09-07,J1268213 130915,9000.00,MEADOW GRANGE NURSING HOME,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-09-07,J1269229 130915,3583.75,FULWOOD LODGE NURSING HOME,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-09-07,J1269230 130915,11456.43,HADDON COURT NURSING HOME,,NURSING HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-09-07,J1269231 130915,4087.44,COUNTRY COURT CARE HOMES LTD,,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2015-09-07,J1268185 160815,3232.00,DEERLANDS (SHEFFCARE LTD),,RESIDENTIAL CARE HOMES,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,9120,OTHER AGENCIES,2015-09-08,ERS INVOICE124723,580.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,97551,COUNCIL HSG ACQUISITIONS PROG,1194,OTHER FEES,2015-09-08,ERS INVOICE124724,61000.00,ROSALIND WATCHORN SOLICITORS,,SOLICITORS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2015-09-08,ERS INVOICE124725,5000.00,THE BRENDAN INGLE FOUNDATION,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2015-09-08,ERS INVOICE124726,5000.00,SOAR,,EDUCATIONAL TRAINING PROVIDERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2015-09-08,ERS INVOICE124727,4000.00,BURNGREAVE MESSENGER LTD,,NEWSPAPER & MAGAZINE PUBLISHER,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49702,SOUTH,8180,GRANTS,2015-09-08,ERS INVOICE124728,1000.00,MESH COMMUNITY COHESION SERVICES,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49707,EAST,8180,GRANTS,2015-09-08,ERS INVOICE124729,2250.00,MANOR & CASTLE DEVELOPMENT TRUST,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124731,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124732,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124733,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124734,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124735,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124736,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124737,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124738,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124739,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124740,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124741,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124742,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124743,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124744,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124745,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124746,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124747,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124748,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-09-08,ERS INVOICE124750,375.00,TAPTON ESTATES PROPERTIES LTD,,PROPERTY & ESTATE MANAGEMENT,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,8490,OTHER PROFESSIONAL FEES,2015-09-08,ERS INVOICE124751,700.00,REDACTED PERSONAL DATA,,ADOPTION & FOSTERING,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-09-08,ERS INVOICE124759,390.00,MU PROPERTIES,,LETTING AGENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49005,NATIONAL ASSISTANCE CONTRACT,6210,RENTS,2015-09-08,ERS INVOICE124760,410.00,MR R L WILLEY,,ACCOMMODATION AGENCIES - RESID,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,8480,COURT COSTS,2015-09-08,ERS INVOICE124761,421.78,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124762,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124763,400.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-09-08,ERS INVOICE124765,2256.00,STANNAH LIFT SERVICES LTD.,,STAIRLIFTS - MNFRS & INSTALLER,
SHEFFIELD CITY COUNCIL,PLACE,97334,DISABLED GRANTS,1165,NC&A OTHER,2015-09-08,ERS INVOICE124766,1897.00,STANNAH LIFT SERVICES LTD.,,STAIRLIFTS - MNFRS & INSTALLER,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49030,PRIVATE RENTED SOLUTIONS,6200,RENTS&RATES RECHARGED,2015-09-08,ERS INVOICE124767,558.22,S ALI,,LETTING AGENTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49030,PRIVATE RENTED SOLUTIONS,6200,RENTS&RATES RECHARGED,2015-09-08,ERS INVOICE124768,455.00,WYSE MOVE PROPERTIES LIMITED,,EMBROIDERERS,
SHEFFIELD CITY COUNCIL,PLACE,97394,HULL - HUMBER SUB REGION HAL,1194,OTHER FEES,2015-09-08,ERS INVOICE124783,3000.00,S WRAY BULLDING SERVICES,,BUILDING SERVICES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49706,NORTH EAST,8180,GRANTS,2015-09-08,ERS INVOICE124805,500.00,DEMENTIA WELCOME CAFE,,MENTAL HEALTH CENTRES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,47046,LOC REFORM & COM VOICES: DOLS,8440,FEE EXPENSES,2015-09-08,ERS INVOICE124810,484.50,SEELAM CONSULTANCY LTD,,DOCTORS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49702,SOUTH,8180,GRANTS,2015-09-08,ERS INVOICE124813,500.00,COMMON GROUND ABBEYDALE LTD,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49704,CENTRAL,8180,GRANTS,2015-09-08,ERS INVOICE124814,300.00,ST STEPHENS TARA,,PLACES OF WORSHIP,
SHEFFIELD CITY COUNCIL,RESOURCES,12009,STRATEGIC FINANCE,5810,COMPENSATION PAYMENTS,2015-09-08,ERS INVOICE124815,810.00,REDACTED PERSONAL DATA,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN,
SHEFFIELD CITY COUNCIL,PLACE,22072,ADMIN SUPPORT,8390,STATIONERY,2015-09-08,6900831635,259.95,LYRECO UK LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,COMMUNITIES,47025,A.P. JOINT INVESTIGATIONS,8290,TRANSFERS TO PROVISIONS,2015-09-08,N3901,1116.50,NIAGARA CONFERENCE AND LEISURE,,FUNCTION ROOMS,
SHEFFIELD CITY COUNCIL,PLACE,25077,COUNTRYSIDE EXT FUNDED PROJ.,8060,MATERIALS AND SUPPLIES GENERAL,2015-09-08,325,315.00,MORTON TRAINING,,TRAINING SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,33066,PROVIDER CONTRACT AUG14-JUL15,9120,OTHER AGENCIES,2015-09-08,SOARCO/1946,945.00,SOAR,,EDUCATIONAL TRAINING PROVIDERS,
SHEFFIELD CITY COUNCIL,PLACE,21104,SPORTS EVENTS,8440,FEE EXPENSES,2015-09-08,ASAINV46128,15000.00,THE ASA,,NATIONAL ASSOCIATIONS,
SHEFFIELD CITY COUNCIL,PLACE,21104,SPORTS EVENTS,8540,SECURITY SERVICES,2015-09-08,2179,501.60,ARONA ENTERPRISES LTD,,SECURITY SERVICES,
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,8090,PLAQUES,2015-09-08,B8487,3700.00,THE COLUMBARIA COMPANY,,STONEMASONS,
SHEFFIELD CITY COUNCIL,PLACE,21222,STRATEGIC DEVELOPMENT MANAGER,8440,FEE EXPENSES,2015-09-08,05/1875,5000.00,BOP CONSULTING,,BUSINESS & MANAGEMENT CONSULTA,
SHEFFIELD CITY COUNCIL,CYPF,39304,ADOPTION SUPPORT GRANT,8440,FEE EXPENSES,2015-09-08,2100167604,85000.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,,HOSPITALS,
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,8390,STATIONERY,2015-09-08,6900843914,283.90,LYRECO UK LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,21077,RESOURCES LEADER,8060,MATERIALS AND SUPPLIES GENERAL,2015-09-08,6900843791,574.95,LYRECO UK LTD,,OFFICE FURNITURE & EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,25076,SHEFFIELD HOMES TREES,6370,GROUNDS MTCE AND ARBORICULTURE,2015-09-08,1716,823.00,DRONFIELD TREE SERVICES LTD,,TREE WORK & FORESTRY SERVICES,
SHEFFIELD CITY COUNCIL,PLACE,25076,SHEFFIELD HOMES TREES,6370,GROUNDS MTCE AND ARBORICULTURE,2015-09-08,2011,560.00,SHEFFIELD TREE CARE,,TREE WORK & FORESTRY SERVICES,
SHEFFIELD CITY COUNCIL,PLACE,25070,TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2015-09-08,1722,895.00,DRONFIELD TREE SERVICES LTD,,TREE WORK & FORESTRY SERVICES,
SHEFFIELD CITY COUNCIL,PLACE,91662,PUBLIC RIGHTS OF WAY,1173,INFR MAIN CONTRACT,2015-09-08,54092,21533.60,D FROST PLANT HIRE,,PLANT & MACHINERY HIRE & LEASI,
SHEFFIELD CITY COUNCIL,PLACE,25062,CLOSED LANDFILL & LEACHATE,8010,EQUIPMENT PURCHASE AND REPAIR,2015-09-08,5298,14645.00,DUNELM GEOTECHNICAL AND ENVIRONMENTAL LD,,SITE INVESTIGATION CONSULTANTS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49755,COMMUNITY WELL BEING PROGRAMME,9040,VOLUNTARY BODIES,2015-09-08,2969,2871.50,NUCA TRADING AS ZEST,,PUBLIC HEALTH SUPPLIERS,
SHEFFIELD CITY COUNCIL,PLACE,25062,CLOSED LANDFILL & LEACHATE,8060,MATERIALS AND SUPPLIES GENERAL,2015-09-08,3013,1390.00,AUTOMATIC FLARE SYSTEMS LIMITED,,ENVIRONMENTAL CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,25062,CLOSED LANDFILL & LEACHATE,8060,MATERIALS AND SUPPLIES GENERAL,2015-09-08,3010,2400.00,AUTOMATIC FLARE SYSTEMS LIMITED,,ENVIRONMENTAL CONSULTANTS,
SHEFFIELD CITY COUNCIL,PLACE,21022,WISEWOOD SPORTS CENTRE,8060,MATERIALS AND SUPPLIES GENERAL,2015-09-08,9887,1149.84,SMITH CONSTRUCTION (HECKINGTON) LTD,,CONSTRUCTION CONTRACTORS - GEN,
SHEFFIELD CITY COUNCIL,PLACE,21270,EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2015-09-08,NB600,280.00,ARTCELL,,DEFAULT DO NOT DELETE,
SHEFFIELD CITY COUNCIL,CYPF,39404,P&TC STAFFING,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2015-09-08,223,300.00,POSE PHOTO BOOTH,,WEDDING SUPPLIES & SERVICES,
SHEFFIELD CITY COUNCIL,CYPF,39194,94 STRADBROKE DRIVE,9440,LOOKED AFTER CHILDREN,2015-09-08,01/5676985,2546.37,CLARITY TRAVEL MANAGEMENT,,TRAVEL AGENTS & HOLIDAY COMPAN,
SHEFFIELD CITY COUNCIL,CYPF,33017,AMBITIONS SCR,9120,OTHER AGENCIES,2015-09-08,21554045,35296.31,DONCASTER MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,CYPF,33017,AMBITIONS SCR,8440,FEE EXPENSES,2015-09-08,SCRMI004,530.30,SHEFFIELD CREDIT UNION,,CREDIT UNIONS,
SHEFFIELD CITY COUNCIL,CYPF,36021,CATERING PREMISES & EQUIPMENT,8010,EQUIPMENT PURCHASE AND REPAIR,2015-09-08,9402,360.00,DENBY CATERING EQUIPMENT LIMITED,,CATERING EQUIPMENT,
SHEFFIELD CITY COUNCIL,PLACE,23014,SHEFFIELD TRADING STANDARDS,8440,FEE EXPENSES,2015-09-08,139507,1275.00,DAVID HERCOCK,,BARRISTERS,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-09-08,SUMMER2015,1008.93,KIDS ARTS ACADEMY,,AFTER SCHOOL CARE,
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,8110,"CLOTHING, UNIFORM AND LAUNDRY",2015-09-08,253397,467.60,PROGRESSIVE SAFETY FOOTWEAR AND,,WORKWEAR & PROTECTIVE EQUIPMEN,
SHEFFIELD CITY COUNCIL,PLACE,97418,PITCHED ROOFING & ROOFLINE,1193,CONSULTANTS FEES,2015-09-08,1124,451.25,VIEWPOINT RESEARCH COMMUNITY INTEREST CO,,MARKET RESEARCH,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49379,VACANTS,8440,FEE EXPENSES,2015-09-08,1125,475.00,VIEWPOINT RESEARCH COMMUNITY INTEREST CO,,MARKET RESEARCH,
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,8550,OTHER SERVICES,2015-09-08,2100167639,3892.00,SHEFFIELD CHILDRENS HOSPITAL NHS  TRUST,,HOSPITALS,
SHEFFIELD CITY COUNCIL,CYPF,33091,GRANTS ADMIN UNIT,5750,TRAINING EXPENDITURE,2015-09-08,07/15/SCHS/2,875.00,R R STRACHAN T/A DTHS NORTHERN,,EDUCATIONAL TRAINING PROVIDERS,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49356,ESTATE & ENVIORMENTAL SERVICES,6090,TIPPING COSTS,2015-09-08,FOR7959,375.50,FORWARD ENVIRONMENTAL LIMITED,,PEST & VERMIN CONTROL,
SHEFFIELD CITY COUNCIL,CYPF,33141,CITY DEAL,9120,OTHER AGENCIES,2015-09-08,21590628,6900.00,DONCASTER MBC,,LOCAL GOVERNMENT,
SHEFFIELD CITY COUNCIL,POLICY PERFORMANCE AND COMMS,18003,COMMUNICATIONS,8550,OTHER SERVICES,2015-09-08,148655,1838.50,WIDE WAVE GROUP,,PROMOTIONAL ITEMS,
SHEFFIELD CITY COUNCIL,CYPF,33018,100 APPRENTICES,9120,OTHER AGENCIES,2015-09-08,MW017,1088.00,HUWI LTD T/A LAUNDRY,,LAUNDRIES & LAUNDERETTES,
SHEFFIELD CITY COUNCIL,PLACE,21270,EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2015-09-08,167367,330.79,JOHNSTON PUBLISHING LTD,,DIRECT MAIL,
SHEFFIELD CITY COUNCIL,PLACE,97147,ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2015-09-08,S085021379,5508.00,STANNAH LIFT SERVICES LTD.,,STAIRLIFTS - MNFRS & INSTALLER,
SHEFFIELD CITY COUNCIL,PLACE,21270,EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2015-09-08,INV-0178,1050.00,FOX AUDIO HIRE LTD,,SOUND EQUIPMENT HIRE & INSTALL,
SHEFFIELD CITY COUNCIL,CYPF,39515,SEN ASSESSMENT & PLACEMENT TEA,8440,FEE EXPENSES,2015-09-08,100815-02,342.67,COLLIS MEDIATION LTD,,MEDIATION,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9160,PARTNERSHIP CONTRACTS,2015-09-08,17345,10797.00,AGE UK,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,6020,REPAIRS AND MTCE - PROGRAMMED,2015-09-08,2894,915.70,FURNACE CONSTRUCTION CREMATORS LIMITED,,FURNACES,
SHEFFIELD CITY COUNCIL,PLACE,21352,CREMATORIA,6020,REPAIRS AND MTCE - PROGRAMMED,2015-09-08,2893,1687.00,FURNACE CONSTRUCTION CREMATORS LIMITED,,FURNACES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49372,HME,6030,REPAIRS TO TENANTED PROPERTIES,2015-09-08,8419,3498.60,MRM ELECTRICAL SOLUTIONS LTD TA MRM SOLU,,BURGLAR & INTRUDER ALARM SYSTE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49372,HME,6030,REPAIRS TO TENANTED PROPERTIES,2015-09-08,8418,2798.88,MRM ELECTRICAL SOLUTIONS LTD TA MRM SOLU,,BURGLAR & INTRUDER ALARM SYSTE,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-09-08,22993,9130.80,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39358,DISAB CHILD ACCESS CHILDCARE,9120,OTHER AGENCIES,2015-09-08,22829,635.00,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39358,DISAB CHILD ACCESS CHILDCARE,9120,OTHER AGENCIES,2015-09-08,22830,1833.04,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39358,DISAB CHILD ACCESS CHILDCARE,9120,OTHER AGENCIES,2015-09-08,22777,1833.04,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39358,DISAB CHILD ACCESS CHILDCARE,9120,OTHER AGENCIES,2015-09-08,22776,1833.04,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39358,DISAB CHILD ACCESS CHILDCARE,9120,OTHER AGENCIES,2015-09-08,22775,635.00,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-09-08,22774,4310.96,BURTON STREET PROJECT,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,PLACE,21077,RESOURCES LEADER,8010,EQUIPMENT PURCHASE AND REPAIR,2015-09-08,93935890,599.97,DAVIES SPORTS,,SPORTSGROUND & GYMNASIUM EQUIP,
SHEFFIELD CITY COUNCIL,PLACE,22063,ENERGY,8620,COMPUTER SOFTWARE LICENCES,2015-09-08,20151968,4565.62,TEAM (ENERGY AUDITING AGENCY LTD),,UTILITY BROKERS,
SHEFFIELD CITY COUNCIL,CYPF,39357,SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-09-08,INV.T00795,8070.00,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,PLACE,21270,EVENTS IN PARKS,8200,EVENTS EXPENDITURE,2015-09-08,4871,4384.00,FLORIDA MARQUEES LIMITED,,"MARQUEES, TENTS & PORTABLE FLO",
SHEFFIELD CITY COUNCIL,CYPF,33128,ESA PATHWAY PILOT,9120,OTHER AGENCIES,2015-09-08,2965,10648.10,MANOR & CASTLE DEVELOPMENT TRUST,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49387,PERFORMANCE PLANNING,8330,TENANTS SATISFACTION SURVEY,2015-09-08,1128,1971.25,VIEWPOINT RESEARCH COMMUNITY INTEREST CO,,MARKET RESEARCH,
SHEFFIELD CITY COUNCIL,COMMUNITIES,49212,HOUSING EMPLOYABILITY PROJECT,6030,REPAIRS TO TENANTED PROPERTIES,2015-09-08,1680253,1143.90,SPALDINGS (UK) LTD,,AGRICULTURAL MACHINERY - SALES,
SHEFFIELD CITY COUNCIL,COMMUNITIES,46071,CITY WIDE CARE ALARMS,8010,EQUIPMENT PURCHASE AND REPAIR,2015-09-08,3IN/10267422,1500.00,TUNSTALL HEALTHCARE (UK) LIMITED,,TELECOMMUNICATIONS EQUIPMENT &,
SHEFFIELD CITY COUNCIL,CYPF,39031,INTER AGENCY FEES,9120,OTHER AGENCIES,2015-09-08,12241,9900.00,CORAM FAMILY,,CHARITIES & VOLUNTARY ORGANISA,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-09-08,CTL6517,292.00,CENTRAL TRAVEL SHEFFIELD LTD,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42017,TRANSPORT CONTRACT,7060,EXTERNAL VEHICLE HIRE,2015-09-08,10475,300.00,PHILS TRAVEL,,TAXIS & PRIVATE HIRE,
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9160,PARTNERSHIP CONTRACTS,2015-09-08,SIJ00008491,405.20,REDACTED PERSONAL DATA,,"HOUSING ASSOCIATIONS, SOCIETIE",
