Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-24,601323618,12000.00,0.00,12000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,601323622,8000.00,0.00,8000.00,Reform Hairdressing Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,6003295582,1917.72,0.00,1917.72,Retail Trust,People (Adults) - CHSC,Pmts Chartble. Organ,
Salford City Council,2021-06-24,601323579,596.40,99.40,497.00,Safecell Security Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-06-24,6003295578,12303.20,0.00,12303.20,Salvation Army,People (Adults) - CHSC,Pmts Chartble. Organ,
Salford City Council,2021-06-24,601323641,2667.00,0.00,2667.00,Savoy Beds And Furniture Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,6003294853,1343.96,0.00,1343.96,Scan Computers Int Ltd,Service Reform (Corp Bus & Transform),Equipment Purchase,
Salford City Council,2021-06-24,601323634,8000.00,0.00,8000.00,Silhouette,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,6003295586,3997.28,0.00,3997.28,Sodexo Ltd,People (Adults) - CHSC,Pmnts Privt Provider,
Salford City Council,2021-06-24,601323642,8000.00,0.00,8000.00,St Michaels Social Fund,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,1600668646,1207.68,201.28,1006.40,St Teresa'S Rc Primary School,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-24,1600668649,1435.20,239.20,1196.00,Streetmaster,Place Directorate,Furniture,
Salford City Council,2021-06-24,6003294843,830.00,0.00,830.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-06-24,601323628,2667.00,0.00,2667.00,Super Selections Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,601323625,2667.00,0.00,2667.00,Swinton Gold And Diamond Centre,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,6003295592,7719.68,0.00,7719.68,T/A Sage Care Ltd,People (Adults) - CHSC,Pmnts Privt Provider,
Salford City Council,2021-06-24,601323624,2667.00,0.00,2667.00,Tfs Stores Sweep Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-24,1600668651,4370.00,0.00,4370.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-06-24,6003295589,199341.56,0.00,199341.56,Turning Point (Services) Ltd,People (Adults) - CHSC,Pmnts Privt Provider,
Salford City Council,2021-06-24,6003295584,117077.56,0.00,117077.56,United Response,People (Adults) - CHSC,Pmts Chartble. Organ,
Salford City Council,2021-06-24,1600668642,3433.82,572.30,2861.52,Wilde Consultant Engineers Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-25,1600668675,626.01,104.34,521.67,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668707,663.56,110.59,552.97,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668703,679.73,113.29,566.44,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668704,691.38,115.23,576.15,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668674,737.30,122.89,614.41,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668673,765.11,127.52,637.59,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668706,897.26,149.55,747.71,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668705,901.43,150.24,751.19,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,6003296036,525.00,87.50,437.50,Amznmktplace,Service Reform (Corp Bus & Transform),Equipment Purchase,
Salford City Council,2021-06-25,601323652,1142.00,0.00,1142.00,Bm Consultancy,People (Childrens) Service Group,Training expenses,
Salford City Council,2021-06-25,1600668612,29400.00,4900.00,24500.00,Cam Management Solutions Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-25,601323765,612.50,0.00,612.50,Child Autism Uk,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-25,1600668368,12375.00,2062.50,10312.50,Confirm,Place Directorate,Computer Software,
Salford City Council,2021-06-25,1600668660,3242.40,540.40,2702.00,Ecg Facilities Services Ltd,Place Directorate,UV Air Con,
Salford City Council,2021-06-25,601323783,2250.00,0.00,2250.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,601323784,6990.00,0.00,6990.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,1600668672,1800.00,300.00,1500.00,George Parish & Sons Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668730,1079.42,179.90,899.52,Grafton Merchanting Gb Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,601323787,745.00,0.00,745.00,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,601323785,767.50,0.00,767.50,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,601323786,790.00,0.00,790.00,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,1600668666,960.29,160.05,800.24,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668657,1535.58,255.93,1279.65,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668663,1675.69,279.28,1396.41,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668664,1678.13,279.69,1398.44,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668665,2758.12,459.69,2298.43,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668662,3294.72,549.12,2745.60,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668656,4525.26,754.21,3771.05,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668659,4864.86,810.81,4054.05,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668658,7851.13,1308.52,6542.61,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668722,576.00,96.00,480.00,M & A Brown (Engravers) Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668413,149464.00,0.00,149464.00,Nhs Greater Manchester Shared,Public Health,Payts to Agencies,
Salford City Council,2021-06-25,1600668725,777.31,129.55,647.76,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668729,1098.00,183.00,915.00,Proteus Equipment Ltd,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668258,5514.00,919.00,4595.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-06-25,601323653,2800.86,466.81,2334.05,Safecell Security Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-06-25,1600668715,524.16,87.36,436.80,Saint Gobain Building Distribution,Place Directorate,Materials,
Salford City Council,2021-06-25,6003296075,1831.20,0.00,1831.20,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-25,1600668726,1624.08,270.71,1353.37,Swan Test And Calibration,Place Directorate,Materials,
Salford City Council,2021-06-25,601323788,2850.00,0.00,2850.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,6003296035,695.00,0.00,695.00,Trade Skills 4 U Ltd,People (Childrens) Service Group,Training expenses,
Salford City Council,2021-06-25,1600668727,873.00,145.50,727.50,Traffic Direct,Place Directorate,Contractors,
Salford City Council,2021-06-25,1600668710,6202.20,1033.70,5168.50,Valmont Stainton Ltd,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668711,3729.60,621.60,3108.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2021-06-25,1600668713,4972.80,828.80,4144.00,Viatec Uk Limited,Place Directorate,Materials,
Salford City Council,2021-06-25,601323790,609.00,101.50,507.50,Vision For Education Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,601323794,609.00,101.50,507.50,Vision For Education Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-25,1600668719,1250.42,208.40,1042.02,Worsley Electrical Supplies,Place Directorate,Materials,
Salford City Council,2021-06-25,6003296030,794.28,132.38,661.90,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery,
Salford City Council,2021-06-28,1600668749,2232.00,372.00,1860.00,C. Masters Decorators Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-06-28,601323869,2527.14,421.19,2105.95,Capita Translation And Interpreting,Service Reform (Corp Bus & Transform),Translation Services,
Salford City Council,2021-06-28,1600668758,27495.00,4582.50,22912.50,Darwin Group Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-28,1600668750,703.20,117.20,586.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2021-06-28,1600668741,354470.90,59078.48,295392.42,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-28,1600656252,679.55,113.26,566.29,Esendex Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-28,1600657946,712.30,118.72,593.58,Esendex Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-28,1600666267,725.97,121.00,604.97,Esendex Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-28,1600668581,1344.00,0.00,1344.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-28,1600668580,1504.00,0.00,1504.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-28,1600668586,1900.00,0.00,1900.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-28,1600668574,9742.00,0.00,9742.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-28,1600668747,1853.84,308.97,1544.87,Horticon Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-28,1600668743,2049.60,341.60,1708.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-06-28,1600668753,702.90,117.15,585.75,Hsl Compliance,Place Directorate,UV Tank Clean,
Salford City Council,2021-06-28,1600668760,31590.01,5265.00,26325.01,Nps Electrical Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-28,1600668746,545710.43,90951.74,454758.69,P Casey & Co Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-06-28,1600667393,5578.27,929.71,4648.56,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-06-28,1600667631,110284.98,18380.83,91904.15,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fee,
Salford City Council,2021-06-28,601323867,866.38,0.00,866.38,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-28,601323841,47851.76,7975.38,39876.38,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2021-06-28,601323839,89574.47,14929.20,74645.27,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2021-06-28,601323817,1436.45,239.41,1197.04,Rothwell Robinson Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-06-28,1600668744,2762.05,460.34,2301.71,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-28,1600667375,580.32,96.72,483.60,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee,
Salford City Council,2021-06-28,1600666748,3697.84,616.31,3081.53,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee,
Salford City Council,2021-06-28,601323838,739.34,123.22,616.12,Southern Electric,People (Childrens) Service Group,Electricity,
Salford City Council,2021-06-28,1600663802,3930.00,655.00,3275.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-06-29,1600668819,4300.80,716.80,3584.00,Apse,Place Directorate,Other Prof Fees,
Salford City Council,2021-06-29,1600668861,547.20,91.20,456.00,Argus Fire & Security Ltd,Place Directorate,SECURITY SYS R,
Salford City Council,2021-06-29,1600668822,670.00,0.00,670.00,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668820,3665.00,0.00,3665.00,Cromwood Housing Ltd,People (Childrens) Service Group,Rents,
Salford City Council,2021-06-29,1600668896,5012.24,835.37,4176.87,Day Architectural Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-29,6003297925,5992.00,0.00,5992.00,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-29,6003297789,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-29,6003297758,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-29,6003297923,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-29,1600668894,533.53,88.92,444.61,Dulux Decorator Centres Uk,Place Directorate,Equipment Repair,
Salford City Council,2021-06-29,1600668809,3110.87,518.48,2592.39,Ecg Facilities Services Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-06-29,1600668810,5529.36,921.56,4607.80,Ecg Facilities Services Ltd,Place Directorate,UV Air Con,
Salford City Council,2021-06-29,601323937,1368.00,228.00,1140.00,F Bamford Engineering Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-06-29,1600668792,2160.00,0.00,2160.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668790,2520.00,0.00,2520.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,601323904,2500.00,0.00,2500.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-29,601323884,3707.31,0.00,3707.31,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-29,601323885,5046.00,841.00,4205.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-29,601323883,6770.00,0.00,6770.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-29,1600668795,10180.80,1696.80,8484.00,Greater Manchester Combined,Place Directorate,Payts to Other LA's,
Salford City Council,2021-06-29,1600668836,41028.00,6838.00,34190.00,Greater Manchester Treestation Ltd,Place Directorate,Contractors,
Salford City Council,2021-06-29,1600668858,2604.67,0.00,2604.67,Haveley Hey Community School,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2021-06-29,6003297820,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-06-29,1600668832,7000.00,0.00,7000.00,Kedleston (Wings Education) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668374,362451.12,60408.52,302042.60,Landscape Engineering Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2021-06-29,1600668903,536.59,89.43,447.16,Lloyds Tsb Commercial Finance,Service Reform (Corp Bus & Transform),Stock Control (VMS),
Salford City Council,2021-06-29,601323901,1254.60,209.10,1045.50,Mcr Blackcab Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-29,601323914,1060.00,0.00,1060.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2021-06-29,601323907,3241.44,0.00,3241.44,Proddow Mackay Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-06-29,601323902,1350.72,225.12,1125.60,Reach Publishing Services Ltd,Place Directorate,Legal Fees,
Salford City Council,2021-06-29,1600668871,788.65,131.44,657.21,Redacted Data,Place Directorate,Clothing & Uniforms,
Salford City Council,2021-06-29,601323891,65406.80,10901.24,54505.56,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2021-06-29,1600668859,4395.34,732.56,3662.78,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2021-06-29,1600668787,66000.00,0.00,66000.00,Salford City College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-29,601323936,17951.19,0.00,17951.19,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Pyts Agenc - Ext Fnd,
Salford City Council,2021-06-29,1600668824,2871.20,0.00,2871.20,Spunhill Ltd,Place Directorate,Horticultural/GMaint,
Salford City Council,2021-06-29,1600668880,24466.74,4077.79,20388.95,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-06-29,6003297910,940.00,0.00,940.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-06-29,601323933,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,Subscriptions,
Salford City Council,2021-06-29,601323934,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,Subscriptions,
Salford City Council,2021-06-29,1600668798,4370.00,0.00,4370.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-06-29,1600668799,9500.00,0.00,9500.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-06-29,1600668833,1659.80,0.00,1659.80,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668830,2108.93,0.00,2108.93,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668840,2290.85,0.00,2290.85,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668849,3089.68,0.00,3089.68,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668828,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668829,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-29,1600668843,1128.00,188.00,940.00,We Are Sunday,Place Directorate,Recruitment Advert.,
Salford City Council,2021-06-29,6003297929,520.20,0.00,520.20,Www.Spsdesign.Co.Uk,Service Reform (Corp Bus & Transform),Printing & Photocopying,
Salford City Council,2021-06-30,6003297741,15369.08,0.00,15369.08,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324204,2667.00,0.00,2667.00,All In One Autos,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297721,12596.20,0.00,12596.20,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324174,12000.00,0.00,12000.00,Arts Let Loose,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297747,10600.00,0.00,10600.00,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324077,799.61,0.00,799.61,Ays Estates Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,6003297718,6094.76,0.00,6094.76,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324047,1462.50,0.00,1462.50,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297740,14376.68,0.00,14376.68,By The Bridge,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324214,8000.00,0.00,8000.00,Camison Properties Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297755,4856.00,0.00,4856.00,Capstone Foster Care (South West) L,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324046,1462.50,0.00,1462.50,Care Chiefs,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297733,15580.00,0.00,15580.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,1600668910,11138.89,1856.48,9282.41,Career Connect,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,1600668919,1620.00,270.00,1350.00,Causeway Technologies Ltd,Place Directorate,Computer Software,
Salford City Council,2021-06-30,1600668923,1620.00,270.00,1350.00,Causeway Technologies Ltd,Place Directorate,Computer Software,
Salford City Council,2021-06-30,1600668924,2700.00,450.00,2250.00,Causeway Technologies Ltd,Place Directorate,Computer Software,
Salford City Council,2021-06-30,1600668921,3240.00,540.00,2700.00,Causeway Technologies Ltd,Place Directorate,Computer Software,
Salford City Council,2021-06-30,601324083,1515.02,0.00,1515.02,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324079,2020.03,0.00,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324084,2020.03,0.00,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324086,2125.00,0.00,2125.00,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324078,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324080,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324081,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324082,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324085,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,6003297748,22868.64,0.00,22868.64,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297722,21228.00,0.00,21228.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-30,601324161,18000.00,0.00,18000.00,Elle R Leisure Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324155,18000.00,0.00,18000.00,Elle R Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324033,2580.00,0.00,2580.00,Ellesmere Park High School,People (Adults) - CHSC,Food and refreshment,
Salford City Council,2021-06-30,601324115,1380.66,0.00,1380.66,Ena Investment Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324182,8000.00,0.00,8000.00,Eurotanspa,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324042,615.00,0.00,615.00,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-30,601324112,2414.51,0.00,2414.51,Fairtrade Properties Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324170,4000.00,0.00,4000.00,Flame Homeware Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324043,615.00,0.00,615.00,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-30,601324178,8000.00,0.00,8000.00,Folly Lane Arlfc - Bar And Kitchen,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297728,13383.44,0.00,13383.44,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297724,13548.80,0.00,13548.80,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297732,22372.68,0.00,22372.68,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601323985,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323991,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324011,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324016,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324004,537.36,89.56,447.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323987,582.00,97.00,485.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323986,623.04,103.84,519.20,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324007,716.46,119.41,597.05,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323979,722.88,120.48,602.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324020,776.64,129.44,647.20,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324002,789.50,131.58,657.92,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324009,824.41,137.40,687.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323977,929.20,154.87,774.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323971,972.92,162.16,810.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323995,1077.01,179.50,897.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324000,1082.38,180.40,901.98,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324001,1103.48,183.91,919.57,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323980,1103.71,183.95,919.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323976,1241.09,206.85,1034.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323975,1284.05,214.01,1070.04,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324010,1350.45,225.07,1125.38,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601323974,1410.53,235.09,1175.44,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324012,1549.56,258.26,1291.30,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-06-30,601324200,8000.00,0.00,8000.00,Grassend Properties Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324157,18000.00,0.00,18000.00,Group - Gbp,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324173,12000.00,0.00,12000.00,Hamilton Davies Trust,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601323946,97153.31,16176.62,80976.69,Haven Power Ltd,Place Directorate,Electricity,
