Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-03-28,601346763,1500.00,0.00,1500.00,Express Chippy,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346777,1800.00,0.00,1800.00,Fast And Co Uk Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346740,1500.00,0.00,1500.00,Feast By Ed Shaerf Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346647,1800.00,0.00,1800.00,Firefly Holdings Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346745,1500.00,0.00,1500.00,First Direct,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346897,1650.00,0.00,1650.00,Fivefourstudios Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346550,1426.27,0.00,1426.27,Forviva,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346551,1026.24,0.00,1026.24,Forviva,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346856,1500.00,0.00,1500.00,Fosty Castro,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346815,1500.00,0.00,1500.00,Four Sisters Distillery Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346912,1500.00,0.00,1500.00,Fresh Indian Eccles Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346652,1650.00,0.00,1650.00,Freshly Does It Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346663,1650.00,0.00,1650.00,Freshly Does It Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346899,1650.00,0.00,1650.00,Freshly Does It Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346660,1800.00,0.00,1800.00,Full Circle Events And Exhibitions,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346787,1800.00,0.00,1800.00,Fusion Foods (Mcr) Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346630,1500.00,0.00,1500.00,Gazi Mamun Ahmed,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346836,1500.00,0.00,1500.00,Gigwheels Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346799,1500.00,0.00,1500.00,Gilda Brook Social Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346666,1500.00,0.00,1500.00,Gk Gallery And Tea Room,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346857,1500.00,0.00,1500.00,Gk One Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346592,1500.00,0.00,1500.00,Granseam Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346578,1500.00,0.00,1500.00,Grassend Properties,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346687,1650.00,0.00,1650.00,Graystone Action Sports Academy,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346554,3396.72,0.00,3396.72,Great Places Housing Association,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346556,643.23,0.00,643.23,Great Places Housing Association,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346764,1500.00,0.00,1500.00,Green Leaf Mcr Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346618,1650.00,0.00,1650.00,Green Salmon Pubs Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346658,1500.00,0.00,1500.00,Hamer Inc. Ltd T/A Impact Catering,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346895,1500.00,0.00,1500.00,Hci Furniture And Flooring,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685432,1194.43,199.07,995.36,Hcl Safety Ltd,Place Directorate,Equipment Repair,
Salford City Council,2022-03-28,601346843,1650.00,0.00,1650.00,Hemsley House Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346737,1650.00,0.00,1650.00,Higher Irlam Social Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346655,1500.00,0.00,1500.00,Hong Kong Choi Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346846,1500.00,0.00,1500.00,House Of Hops Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346611,1500.00,0.00,1500.00,Hug In A Mug,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346641,1650.00,0.00,1650.00,Ifeanyi Augustine Nkeabor,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685439,777.60,129.60,648.00,Ijm Electrical Contractors Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-03-28,601346858,1500.00,0.00,1500.00,Ilaunder Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346808,1500.00,0.00,1500.00,Imani Hall Event Centre Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346874,1500.00,0.00,1500.00,Iolair Aviation Services Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346691,1650.00,0.00,1650.00,Irlam Catholic Mens Social Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346780,1500.00,0.00,1500.00,Irlam Football Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346811,1650.00,0.00,1650.00,Irlam Steel Recreation And Social Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346833,1500.00,0.00,1500.00,Ivy Deli Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346863,1500.00,0.00,1500.00,J Quinn Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346714,1500.00,0.00,1500.00,Jacobs Cafe Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346872,1500.00,0.00,1500.00,Jcp Shielsltd/Ta Shiels Sandwich Ba,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346788,1500.00,0.00,1500.00,Jereina Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346682,1500.00,0.00,1500.00,Jessie Stringer-Fewtrill,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346496,4000.00,0.00,4000.00,Jewish Representative Council Of G,People (Adults) - CHSC,Other Prof Fees,
Salford City Council,2022-03-28,601346892,1500.00,0.00,1500.00,Joanne Mullineux T/A Jmt,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346653,1650.00,0.00,1650.00,Joseph Benjamin Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346684,1800.00,0.00,1800.00,Karali Leisure Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346668,1500.00,0.00,1500.00,Kevin Barry /Fresh Manchester Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346719,1800.00,0.00,1800.00,Kiki Concepts Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346690,1500.00,0.00,1500.00,Konstantina Luleme,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346741,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346746,1500.00,0.00,1500.00,La Timbala,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346793,1500.00,0.00,1500.00,Lamp Oil Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346613,1500.00,0.00,1500.00,Lionbrew Cafe Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346781,1500.00,0.00,1500.00,Littlehulton Conservative Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346845,1500.00,0.00,1500.00,M R Abbott,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346849,1500.00,0.00,1500.00,Malcolm Hill Associates,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346769,1500.00,0.00,1500.00,Mambo Ristorante Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346727,1650.00,0.00,1650.00,Mammazohra31 Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346871,1650.00,0.00,1650.00,Manchester Tennis And Racquet Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346672,1650.00,0.00,1650.00,Marble Beers Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346730,1650.00,0.00,1650.00,Marick Communications Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346625,1650.00,0.00,1650.00,Marick Live Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346713,1500.00,0.00,1500.00,Marvel K,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346877,1500.00,0.00,1500.00,Masons Entertainmentas,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346738,1500.00,0.00,1500.00,Mc Traders Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685423,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-28,601346771,1500.00,0.00,1500.00,Mokita,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346586,1500.00,0.00,1500.00,Monton Bowling And Social Club Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346685,1650.00,0.00,1650.00,Monton Sports Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346649,1500.00,0.00,1500.00,Moorside Social Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685416,2262.00,377.00,1885.00,Morgan Training Services Ltd,Place Directorate,Training expenses,
Salford City Council,2022-03-28,601346898,1500.00,0.00,1500.00,Mothi Limited T/A The Mothi,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346583,1500.00,0.00,1500.00,Muv-Creative,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346697,1500.00,0.00,1500.00,N P Fernandes,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346770,1500.00,0.00,1500.00,Natwest Urban Village Eatery,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346590,1500.00,0.00,1500.00,New World Trading Co,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346878,1650.00,0.00,1650.00,Nmcl Trading Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346636,1650.00,0.00,1650.00,Ntn Trading Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346591,1500.00,0.00,1500.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346890,1650.00,0.00,1650.00,Ob1 Bars Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346881,1500.00,0.00,1500.00,One 69A Manchester Creative Educati,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600684856,206164.24,34360.71,171803.53,P Casey & Co Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-28,601346816,1650.00,0.00,1650.00,Pacific Quay Limited T/A Chicken Co,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346880,1650.00,0.00,1650.00,Pacific Quay Limited T/A Cuppa,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346709,1500.00,0.00,1500.00,Pandl Taverns Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346796,1650.00,0.00,1650.00,Parade Fish Bar Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346859,1500.00,0.00,1500.00,Park Bench Foods Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346699,1500.00,0.00,1500.00,Partybusuk,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346909,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346594,1650.00,0.00,1650.00,Patricroft Conservative Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346894,1500.00,0.00,1500.00,Pdandsjcarroll,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346853,1500.00,0.00,1500.00,Penelopes Deli,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346674,1650.00,0.00,1650.00,Perfect Hospitality Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346681,1500.00,0.00,1500.00,Phoenix Cafe,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346552,2677.97,0.00,2677.97,Pick My Pad,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346887,1650.00,0.00,1650.00,Pirate Stuidos Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346900,1500.00,0.00,1500.00,Pittanoor Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346831,1500.00,0.00,1500.00,Pkb Bakery,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346648,1500.00,0.00,1500.00,Playfoots Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346758,1650.00,0.00,1650.00,Polenta Limited T/A Siena Restauran,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346911,1500.00,0.00,1500.00,Porky Pigs Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346797,1500.00,0.00,1500.00,Power Linen And Towel Services,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346643,1500.00,0.00,1500.00,Prego 1Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346657,1650.00,0.00,1650.00,Priory Inns Nw Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346696,1500.00,0.00,1500.00,Proex Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346576,1500.00,0.00,1500.00,Proforma Arts Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346581,1650.00,0.00,1650.00,Psycho Peacock Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685433,4154.67,692.45,3462.22,Pts Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-03-28,601346661,1650.00,0.00,1650.00,Puccini1Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346829,1500.00,0.00,1500.00,Pwlw Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346774,1650.00,0.00,1650.00,R Ali,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346913,1500.00,0.00,1500.00,R E Marshall (Mcr) Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346503,993.60,165.60,828.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-03-28,1600685486,4521.74,753.62,3768.12,Red Box Recorders Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-03-28,601346633,1500.00,0.00,1500.00,Red Moon Group Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346582,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346584,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346601,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346603,1650.00,0.00,1650.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346606,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346619,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346620,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346623,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346631,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346632,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346634,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346638,1650.00,0.00,1650.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346639,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346645,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346646,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346673,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346675,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346676,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346677,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346683,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346686,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346692,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346702,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346706,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346707,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346716,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346717,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346718,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346720,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346724,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346729,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346732,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346733,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346751,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346754,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346755,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346756,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346762,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346765,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346785,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346794,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346801,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346814,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346818,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346819,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346824,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346826,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346827,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346837,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346840,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346850,1650.00,0.00,1650.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346851,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346852,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346860,1650.00,0.00,1650.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346864,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346869,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346888,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346893,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346902,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346910,1500.00,0.00,1500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685398,1800.00,300.00,1500.00,Redaction,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-28,601346558,34937.60,0.00,34937.60,Redaction,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-03-28,601346809,1500.00,0.00,1500.00,Regent Fishbar Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346627,1650.00,0.00,1650.00,Ristorante Vesuvio Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346832,1650.00,0.00,1650.00,Rkb Ventures Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346812,1500.00,0.00,1500.00,Roe Green Cricket Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346722,1500.00,0.00,1500.00,Romero (Samir Ali),Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346654,1500.00,0.00,1500.00,Rosso Fuoco Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346759,1500.00,0.00,1500.00,Rr Pubs Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346791,1650.00,0.00,1650.00,Ryl Brt Legion (Pendleton) Social C,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346739,1650.00,0.00,1650.00,S K Ng T/A Tung Fong Restaurant,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346629,1500.00,0.00,1500.00,Saco Trading Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685461,112000.00,0.00,112000.00,Salford Community & Voluntary Servi,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-28,601346734,3333.00,0.00,3333.00,Salford Community Leisure Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346903,1650.00,0.00,1650.00,Salford Community Relations Project,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346825,1650.00,0.00,1650.00,Salford Food Stores Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346710,1650.00,0.00,1650.00,Salford Lads And Girls Club,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346907,1650.00,0.00,1650.00,Salfordian Arts Pub Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346553,1265.81,0.00,1265.81,Salix Homes Ltd,People (Adults) - CHSC,Grants,
Salford City Council,2022-03-28,601346773,1500.00,0.00,1500.00,Sc Foods Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346761,1500.00,0.00,1500.00,School Of Electronic Music,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600684803,21884.12,0.00,21884.12,Seashell Trust,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-28,601346662,1800.00,0.00,1800.00,Seven Brothers Media City Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346747,1650.00,0.00,1650.00,Seven Brothers Middlewood Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346635,1650.00,0.00,1650.00,Shahbaaz Indian Restaurant Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346711,1650.00,0.00,1650.00,Shekh Hussain,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346866,1500.00,0.00,1500.00,Shelley Fox,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346776,1650.00,0.00,1650.00,Shindigger Craft Beer Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,1600685456,768.00,128.00,640.00,Shinevision Ltd,Place Directorate,Prog Maint & Works,
Salford City Council,2022-03-28,601346901,1650.00,0.00,1650.00,Showtech Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346624,1650.00,0.00,1650.00,Sim Trava Coffee Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2022-03-28,601346651,1650.00,0.00,1650.00,Sim Trava Coffee Lts,Service Reform (Corp Bus & Transform),Grants,
