Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-04-24,601114326,1173.70,0.00,1173.70,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114327,3293.15,0.00,3293.15,Sunny Days Childrens Nursery,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114328,7076.15,0.00,7076.15,Cottage Kindergarten,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114329,4238.90,0.00,4238.90,The Manse Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114330,10543.90,0.00,10543.90,The Stables Day Nursery Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114331,15258.10,0.00,15258.10,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114332,15117.45,0.00,15117.45,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114333,3783.00,0.00,3783.00,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114334,15815.85,0.00,15815.85,Unicorn Nursery,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114336,4728.75,0.00,4728.75,Westwood Smarties,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114337,43320.20,0.00,43320.20,Wow Kids Ltd T/A Bright Futures,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114338,18915.00,0.00,18915.00,Xl Childcare,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114339,6620.25,0.00,6620.25,Yogurt Pots Childcare Services,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114340,2347.40,0.00,2347.40,Habonim Nursery,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114341,945.75,0.00,945.75,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114342,1173.70,0.00,1173.70,Kidz R Us Flexible Childcare,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114343,1173.70,0.00,1173.70,Kidz R Us The Lodge,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114344,945.75,0.00,945.75,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114345,1120.35,0.00,1120.35,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114346,1633.69,0.00,1633.69,Wow Kids Ltd T/A Bright Futures,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114347,2519.98,0.00,2519.98,Oaklands Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2014-04-24,601114376,1548.90,0.00,1548.90,Empower Housing Association,"Community, Health & Social Care",Training of Others
Salford City Council,2014-04-24,601114377,18300.00,3050.00,15250.00,Quorum Estates Pension Fund Ltd,Children's Services,Rents
Salford City Council,2014-04-24,601114378,1738.07,289.68,1448.39,Urban Vision Partnership Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-04-24,601114379,2425.56,404.26,2021.30,Urban Vision Partnership Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-04-24,601114395,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-24,601114405,189148.18,0.00,189148.18,Creative Support Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-04-24,601114416,1185.48,197.58,987.90,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-24,601114417,813.00,0.00,813.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2014-04-24,1600501876,76800.00,12800.00,64000.00,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-04-24,1600501907,887.00,147.84,739.16,Tameside Health Care Ltd,"Community, Health & Social Care",Equipment Repair
Salford City Council,2014-04-24,1600501913,870.00,145.00,725.00,Security Access Systems Ltd,Children's Services,External Audit Fees
Salford City Council,2014-04-24,1600501919,1227.60,204.60,1023.00,Kennedys Turf Ltd,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2014-04-24,1600501936,1839130.80,306521.80,1532609.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-24,1600501946,649.02,108.17,540.85,Carillion Integrated Services,"Community, Health & Social Care",Dev Servs Day to Day
Salford City Council,2014-04-24,1600501955,772.80,128.80,644.00,Metric Group Limited,Sustainable Regeneration,Electricity
Salford City Council,2014-04-24,1600501964,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-04-24,1600502017,3006.00,501.00,2505.00,Magique Galileo Software Ltd,Customer and Support Services,Computer Software
Salford City Council,2014-04-24,1600502134,4000.00,0.00,4000.00,Redacted Data,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-24,1600502156,958.43,159.74,798.69,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-04-24,1600502162,840.00,0.00,840.00,University Of Manchester,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-04-24,1600502181,2884.93,0.00,2884.93,Child Action North West,Customer and Support Services,Payts to Agencies
Salford City Council,2014-04-24,1600502201,603.84,100.64,503.20,Dlp Services Northern Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-24,1600502207,4962.20,827.03,4135.17,Facultatieve Technologies Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-04-24,1600502367,6720.00,1120.00,5600.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-04-24,1600502370,6300.00,1050.00,5250.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-04-24,1600502384,2100.00,350.00,1750.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-04-24,1600502402,782.40,130.40,652.00,Marlow & Son Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-24,1600502455,1418.28,236.38,1181.90,J Fletcher Engineers Ltd,Children's Services,Internet
Salford City Council,2014-04-24,1600502721,3240.00,540.00,2700.00,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2014-04-24,1600502739,2000.00,0.00,2000.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-24,1600502908,1353.60,225.60,1128.00,Marlow & Son Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-24,1600502964,1729.00,288.17,1440.83,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-24,1600503482,720.00,0.00,720.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-24,1600503583,2604.00,0.00,2604.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Children Act-Sect 23
Salford City Council,2014-04-24,1600503776,541.20,90.20,451.00,Tribune Avs Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-24,1600503804,33009.50,5501.58,27507.92,Peter Ridley Waste Systems,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-24,1600503895,71390.58,11898.43,59492.15,National Grid,Capital Expenditure,Other Works
Salford City Council,2014-04-24,fitstgscf,861.05,143.51,717.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-25,601112799,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601112800,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601112802,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601112803,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601112804,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601112810,1140.00,0.00,1140.00,Oldham Mbc,Environment and Community Safety,Sampling
Salford City Council,2014-04-25,601113024,1642.12,0.00,1642.12,Redacted Data,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113025,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113026,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113027,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113028,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113034,1799.60,0.00,1799.60,Inspirit Care Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-25,601113035,1799.60,0.00,1799.60,Inspirit Care Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-25,601113092,14500.00,0.00,14500.00,Beis Ruchel Girls School,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113187,1124.92,0.00,1124.92,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-04-25,601113387,5032.86,838.81,4194.05,Bullock Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601113476,85212.27,0.00,85212.27,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601113477,6218.81,1036.52,5182.29,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601113524,7070.00,1178.33,5891.67,Ricoh Uk Limited,Customer and Support Services,Stationery
Salford City Council,2014-04-25,601113537,2221.12,0.00,2221.12,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,601113540,3121.20,520.20,2601.00,Trinity Mirror Publishing Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2014-04-25,601113541,971.75,0.00,971.75,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113545,3342.00,557.00,2785.00,Powell Hardware Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601113546,5662.80,0.00,5662.80,Imagine Act And Succeed,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-25,601113563,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-04-25,601113610,12099.85,2016.64,10083.21,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-04-25,601113907,945.00,0.00,945.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113908,840.00,0.00,840.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113909,840.00,0.00,840.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113911,5254.00,0.00,5254.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113912,907.20,151.20,756.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113913,1814.40,302.40,1512.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113914,9954.00,0.00,9954.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601113953,21256.51,0.00,21256.51,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114004,922.00,0.00,922.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114009,4200.00,0.00,4200.00,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114032,1596.00,0.00,1596.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114034,1323.00,0.00,1323.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114046,1470.00,0.00,1470.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114055,1906.75,0.00,1906.75,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114163,15694.00,0.00,15694.00,Education Funding Agency,Children's Services,EFA - Post 16
Salford City Council,2014-04-25,601114176,2006.72,334.47,1672.25,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114177,1255.58,209.26,1046.32,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114178,721.74,120.29,601.45,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114180,815.88,135.98,679.90,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114186,795.23,132.53,662.70,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114190,14205.69,2367.76,11837.93,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114192,954.18,159.03,795.15,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114193,4750.93,791.82,3959.11,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114195,23130.24,3854.92,19275.32,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114197,5154.22,859.05,4295.17,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114198,875.98,146.00,729.98,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114199,10397.00,1732.86,8664.14,Bullock Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114200,6573.14,1095.71,5477.43,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114202,2518.03,419.67,2098.36,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114203,1202.69,200.45,1002.24,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114204,756.00,126.00,630.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114205,2923.20,487.20,2436.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114206,4492.80,748.80,3744.00,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-25,601114424,1128.46,188.08,940.38,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,601114429,11000.00,0.00,11000.00,Freeclaim Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-25,601114430,21000.00,0.00,21000.00,Thompsons,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-25,601114431,8500.00,0.00,8500.00,Maidments Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-25,601114432,6000.00,0.00,6000.00,St Lukes Pre-School Playgroup,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,601114447,3854.47,0.00,3854.47,Structec,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-25,601114453,4001.56,0.00,4001.56,Structec,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-25,601114457,4722.06,0.00,4722.06,Structec,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-25,601114458,568.12,0.00,568.12,Structec,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-04-25,601114462,538.00,0.00,538.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-25,601114464,664.00,0.00,664.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-25,601114466,1014.00,0.00,1014.00,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-04-25,601114472,770.00,0.00,770.00,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-04-25,1600489263,2923.20,487.20,2436.00,Tynetec Limited,Sustainable Regeneration,Equipment Purchase
Salford City Council,2014-04-25,1600501947,3432.19,0.00,3432.19,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600501948,3538.34,0.00,3538.34,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600501949,3317.00,0.00,3317.00,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600502024,216206.40,36034.40,180172.00,Sap (Uk) Limited,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-04-25,1600502025,1682.40,280.40,1402.00,Mike Ayres Design,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-04-25,1600502032,89428.38,14904.73,74523.65,Remstone Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-25,1600502034,2971.20,495.20,2476.00,Stannah Stairlifts Limited.,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502042,963.24,160.55,802.69,Homecrafts Davyhulme,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-25,1600502061,12000.00,2000.00,10000.00,Commission For The New Economy,Customer and Support Services,Other Prof Fees
Salford City Council,2014-04-25,1600502064,590.40,98.40,492.00,Wrs Group Uk,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2014-04-25,1600502092,758.07,126.35,631.72,Supplies Team,Children's Services,Stationery
Salford City Council,2014-04-25,1600502098,780.00,0.00,780.00,Bury Council,Environment and Community Safety,Sampling
Salford City Council,2014-04-25,1600502099,1200.00,200.00,1000.00,Apem Ltd,Environment and Community Safety,Other Prof Fees
Salford City Council,2014-04-25,1600502176,3714.30,619.05,3095.25,Community Forest Trust Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2014-04-25,1600502202,3154.56,525.76,2628.80,S & W Tlp Education Partnership Ltd,Children's Services,Unitary Charge
Salford City Council,2014-04-25,1600502203,3946.14,657.69,3288.45,S & W Tlp Education Partnership Ltd,Children's Services,Unitary Charge
Salford City Council,2014-04-25,1600502210,538.00,0.00,538.00,The National Council For Palliative,"Community, Health & Social Care",Marketing/Publicity
Salford City Council,2014-04-25,1600502357,550.00,0.00,550.00,The Early Years Consultancy Ltd,Children's Services,Training expenses
Salford City Council,2014-04-25,1600502390,700876.80,116812.80,584064.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-25,1600502398,1101.60,183.60,918.00,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-04-25,1600502445,1695.60,282.60,1413.00,Eaton Williams Group,Customer and Support Services,External Audit Fees
Salford City Council,2014-04-25,1600502451,597.00,99.50,497.50,Phs Group Plc,Children's Services,Cleaning Services
Salford City Council,2014-04-25,1600502484,1284.00,214.00,1070.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-25,1600502553,7579.73,1263.29,6316.44,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502679,4120.00,0.00,4120.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-04-25,1600502692,655.30,0.00,655.30,Pearson Education,Children's Services,Other Prof Fees
Salford City Council,2014-04-25,1600502763,3720.00,620.00,3100.00,Nifes,Environment and Community Safety,Legal SLA
Salford City Council,2014-04-25,1600502919,528.00,88.00,440.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502921,7520.40,1253.40,6267.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502922,700.80,116.80,584.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502928,900.00,150.00,750.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600502930,2760.00,460.00,2300.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-25,1600503044,7833.28,1305.55,6527.73,Tep-The Environment Partnership,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-04-25,1600503065,7533.00,0.00,7533.00,Agr Care Services,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600503068,11500.00,0.00,11500.00,Nugent Care,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600503072,15500.00,0.00,15500.00,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600503198,696.70,116.12,580.58,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-25,1600503248,1763929.20,293988.20,1469941.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-04-25,1600503390,576.00,96.00,480.00,Hodgkinson Bennis Limited,Children's Services,UV Heat Rep
Salford City Council,2014-04-25,1600503402,54370.80,9061.80,45309.00,Grant Thornton Uk Llp,Customer and Support Services,District Audit Fees
Salford City Council,2014-04-25,1600503605,532.00,0.00,532.00,South London & Maudsley Nhs,Children's Services,Payts to Agencies
Salford City Council,2014-04-25,1600503892,517.81,86.30,431.51,Firemark Limited,"Community, Health & Social Care",Vehicle Related Expenditure
Salford City Council,2014-04-25,1600503961,696.20,116.03,580.17,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-25,1600504029,939.65,156.61,783.04,Bradshaw International,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-04-25,6001539956,3555.66,0.00,3555.66,Cherrytree Vale Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539959,16508.70,0.00,16508.70,Comfort Call Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539960,4065.93,0.00,4065.93,Cic,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539961,6488.93,0.00,6488.93,Image Act & Succeed,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539962,6180.01,0.00,6180.01,M & N Bland,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539963,6279.21,0.00,6279.21,M & N Bland,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539967,26214.61,0.00,26214.61,Premier Care Solutions,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539968,2579.78,0.00,2579.78,B & M Community Services Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539969,2854.15,0.00,2854.15,B & M Community Services Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539973,1846.56,0.00,1846.56,Creative Support,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539974,1531.38,0.00,1531.38,Creative Support,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539975,1531.38,0.00,1531.38,Creative Support,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539976,1531.38,0.00,1531.38,Creative Support,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539980,13299.78,0.00,13299.78,Nightingales Home Care Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539986,7516.38,0.00,7516.38,Dh Homecare Limited,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539987,8203.86,0.00,8203.86,Dh Homecare Limited,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539989,7742.82,0.00,7742.82,Human Support Group Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539991,13706.68,0.00,13706.68,Sevacare (Uk) Ltd,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,6001539993,1531.38,0.00,1531.38,Creative Support,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-25,pqtbvqvsy,535.32,14.94,520.38,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-04-28,601113075,15088.80,2514.80,12574.00,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2014-04-28,601113076,1224.00,204.00,1020.00,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2014-04-28,601113077,16203.20,2700.53,13502.67,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2014-04-28,601113127,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,601113191,720.00,120.00,600.00,Bedspace Resource Limited,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2014-04-28,601113721,1106.00,0.00,1106.00,Redacted Data,"Community, Health & Social Care",Rents
Salford City Council,2014-04-28,601113768,608.73,0.00,608.73,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2014-04-28,601113966,1470.00,0.00,1470.00,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601113967,1050.00,0.00,1050.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601113971,1890.00,0.00,1890.00,THC Travel,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601114006,1890.00,0.00,1890.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601114048,8221.50,0.00,8221.50,Swinton Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601114054,4116.00,0.00,4116.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-04-28,601114222,46228.56,9032.26,37196.30,Local Government Association,Customer and Support Services,Subscriptions
Salford City Council,2014-04-28,601114251,13938.75,0.00,13938.75,Exeter Royal Academy,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-04-28,601114434,800.40,133.40,667.00,Vodafone Formerly Cable & Wireless,Customer and Support Services,Telephones & Fax
Salford City Council,2014-04-28,601114435,640.32,106.72,533.60,Vodafone Formerly Cable & Wireless,Customer and Support Services,Telephones & Fax
Salford City Council,2014-04-28,601114436,4000.00,0.00,4000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2014-04-28,601114444,4326.20,0.00,4326.20,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114445,2536.50,0.00,2536.50,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114449,7000.00,0.00,7000.00,M Connor Builder & Repairers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114450,3410.00,0.00,3410.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114451,3190.64,0.00,3190.64,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114452,741.71,0.00,741.71,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-04-28,601114455,6291.20,0.00,6291.20,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-28,601114456,772.60,0.00,772.60,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-04-28,601114459,972.00,162.00,810.00,RCD,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2014-04-28,601114460,600.00,0.00,600.00,M44 Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-04-28,601114474,1555.47,0.00,1555.47,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-04-28,601114475,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-28,601114503,1912.79,318.80,1593.99,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114504,1578.22,263.04,1315.18,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114505,1351.74,225.29,1126.45,Corona Energy,Children's Services,Gas
