Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-21,1600666994,128710.02,21451.67,107258.35,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2021-05-21,1600666658,12500.00,0.00,12500.00,Bolton Council,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-21,1600667113,1518.00,253.00,1265.00,Chippendale Plant Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-21,1600667101,1235.38,205.90,1029.48,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2021-05-21,1600667099,11996.75,1999.46,9997.29,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2021-05-21,601321030,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-21,601321032,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-21,601321055,640.00,0.00,640.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2021-05-21,601321056,1350.00,0.00,1350.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2021-05-21,601321053,1890.00,0.00,1890.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2021-05-21,601321036,716.39,0.00,716.39,Hfl Building Solutions Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,1600667013,576.00,96.00,480.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-05-21,1600667133,2112.00,352.00,1760.00,Leeds Commercial Limited,Place Directorate,Contract Hire
Salford City Council,2021-05-21,1600667134,2766.72,461.12,2305.60,Leeds Commercial Limited,Place Directorate,Contract Hire
Salford City Council,2021-05-21,1600667129,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-21,1600667131,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-21,1600667112,720.00,0.00,720.00,Mytools4Life,People (Childrens) Service Group,Training expenses
Salford City Council,2021-05-21,1600666921,77937.30,12989.55,64947.75,Oracle Corporation Uk Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2021-05-21,1600666649,119110.75,0.00,119110.75,Redacted Data,People (Adults) - CHSC,Payts to Agencies
Salford City Council,2021-05-21,601321051,955.29,0.00,955.29,Redacted Data,Place Directorate,Refunds
Salford City Council,2021-05-21,601321017,944.64,157.44,787.20,Rm Education Plc,People (Childrens) Service Group,Broadband services
Salford City Council,2021-05-21,1600667095,10000.00,0.00,10000.00,Salford Community & Voluntary Servi,People (Adults) - CHSC,Grants
Salford City Council,2021-05-21,601321040,716.39,0.00,716.39,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,601321041,941.16,0.00,941.16,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,601321037,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,601321038,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,601321039,1010.75,0.00,1010.75,Salford Foundation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,1600665783,237811.60,39635.28,198176.32,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Payments to H A
Salford City Council,2021-05-21,1600667093,181500.00,30250.00,151250.00,The Lowry Centre Trust,Place Directorate,Payts to Agencies
Salford City Council,2021-05-21,601321042,1010.75,0.00,1010.75,The Royal Horticultural Society,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-21,1600648552,14550.29,2425.05,12125.24,Transport For Greater Manchester,Place Directorate,Public Transport wrt
Salford City Council,2021-05-21,1600663103,33032.42,5505.40,27527.02,Transport For Greater Manchester,Place Directorate,Public Transport wrt
Salford City Council,2021-05-21,1600667104,3987.50,0.00,3987.50,University Of Manchester,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-24,601321086,765.00,0.00,765.00,Adk 24Hr Building Maintenance Ltd,People (Adults) - CHSC,Gen Contractor Work
Salford City Council,2021-05-24,1600667168,21530.40,3588.40,17942.00,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2021-05-24,1600667179,2885.76,480.96,2404.80,Bevan Brittan Llp,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-24,601321124,709.39,0.00,709.39,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-24,601321074,1391.25,0.00,1391.25,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-24,601321122,1441.81,0.00,1441.81,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-24,601321076,1897.56,0.00,1897.56,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-24,1600667184,784.00,130.67,653.33,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2021-05-24,1600667150,1256.64,209.44,1047.20,Chippendale Plant Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-24,1600667152,1452.00,242.00,1210.00,Chippendale Plant Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-24,1600667253,2168.00,0.00,2168.00,Dennis Eagle Limited,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-24,1600667233,6888.00,1148.00,5740.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-24,1600667228,209172.19,34862.03,174310.16,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-24,1600666625,11268.72,1878.12,9390.60,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,2021-05-24,1600666623,30429.80,5071.63,25358.17,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,2021-05-24,1600667246,872.49,145.40,727.09,F. R. Sharrock Limited,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2021-05-24,1600667189,2151.94,358.66,1793.28,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2021-05-24,601321082,2010.33,0.00,2010.33,For Housing,People (Adults) - CHSC,Payts to Agencies
Salford City Council,2021-05-24,1600667232,5422.80,903.80,4519.00,Forge Leisure Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-05-24,1600667230,6012.00,1002.00,5010.00,Forge Leisure Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-05-24,601321068,625.92,104.32,521.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-24,601321061,720.00,0.00,720.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2021-05-24,601321060,1445.00,0.00,1445.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2021-05-24,1600667248,4146.85,691.14,3455.71,Horticon Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-24,1600667223,8729.56,1454.93,7274.63,Horticon Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-24,1600667234,714.12,119.02,595.10,J Fletcher Engineers Ltd,People (Childrens) Service Group,UV Heat Rep
Salford City Council,2021-05-24,1600667214,1078.72,0.00,1078.72,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2021-05-24,1600666646,23169.50,3861.58,19307.92,Manchester City Council,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-24,601321123,725.00,0.00,725.00,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-24,601321071,1699.67,0.00,1699.67,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-24,1600666631,15173.29,2528.88,12644.41,Oracle Corporation Uk Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2021-05-24,1600667157,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire
Salford City Council,2021-05-24,1600667187,522.00,87.00,435.00,Richard L Thomas Associates Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-24,1600667227,1200.00,200.00,1000.00,Rollits Llp,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-24,1600667218,1305.74,217.62,1088.12,Schofield & Sons,People (Childrens) Service Group,UV Day to Day
Salford City Council,2021-05-24,1600667176,3654.72,609.12,3045.60,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2021-05-24,1600667250,23773.15,3962.19,19810.96,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2021-05-24,1600667172,24106.91,4017.82,20089.09,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2021-05-24,1600667236,3426.00,571.00,2855.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-24,601321078,2508.00,0.00,2508.00,Swinton Football Club,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-05-24,1600667183,1405.44,234.24,1171.20,T/A Vizwear Ltd,Place Directorate,XXXXX PRICE DIFF VMS
Salford City Council,2021-05-24,1600666626,17100.00,0.00,17100.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-24,1600666627,17100.00,0.00,17100.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-24,1600667192,882.56,147.09,735.47,Xma Ltd,Place Directorate,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667195,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667196,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667197,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667199,882.56,147.09,735.47,Xma Ltd,Place Directorate,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667200,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667202,1765.13,294.19,1470.94,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667194,2996.66,499.44,2497.22,Xma Ltd,Place Directorate,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667193,4412.82,735.47,3677.35,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-24,1600667198,4412.82,735.47,3677.35,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-25,6003274492,722.95,0.00,722.95,Argos Ltd,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2021-05-25,1600667392,3000.00,500.00,2500.00,Armor Cleaning Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-25,1600667391,3252.00,542.00,2710.00,Blake Envelopes,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-25,6003274507,1154.54,73.58,1080.96,Brake Bros Ltd,Service Reform (Corp Bus & Transform),Food and refreshments
Salford City Council,2021-05-25,1600665602,746.34,124.39,621.95,Burns Contractors,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-25,1600667395,7720.80,1286.80,6434.00,C Smithies Builders,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2021-05-25,6003274465,604.77,0.00,604.77,Creamline Dairies Trafford,Place Directorate,Food and refreshments
Salford City Council,2021-05-25,601321180,535.00,0.00,535.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,6003274508,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-25,6003274457,13908.44,0.00,13908.44,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-25,6003274515,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-25,6003274460,3595.20,0.00,3595.20,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-25,1600667382,1817.00,0.00,1817.00,Redacted Data,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-25,601321178,6850.00,0.00,6850.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,601321136,5040.00,0.00,5040.00,Ellesmere Park High School,People (Adults) - CHSC,Food and refreshment
Salford City Council,2021-05-25,1600666305,526.97,87.83,439.14,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2021-05-25,1600667372,110151.73,0.00,110151.73,Foundations Support & Care Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,601321149,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321157,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321165,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321175,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321158,616.61,102.77,513.84,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321150,628.87,104.81,524.06,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321159,651.40,108.57,542.83,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321155,654.98,109.17,545.81,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321139,743.23,123.87,619.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321153,757.96,126.33,631.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321169,1010.80,168.47,842.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321171,1012.54,168.76,843.78,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321154,1019.96,169.99,849.97,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321172,1049.86,174.98,874.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321166,1158.32,193.05,965.27,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,601321140,1797.83,299.64,1498.19,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,1600667361,2712.36,452.06,2260.30,G2 Recruitment Solutions,Place Directorate,Agency Fees
Salford City Council,2021-05-25,601321198,6435.39,1072.59,5362.80,Initial Medical Supplies Ltd,Public Health,Refuse Disposal
Salford City Council,2021-05-25,6003274485,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2021-05-25,6003274569,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2021-05-25,601321177,520.00,0.00,520.00,Jep Youth Engagement,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,1600667405,5900.00,0.00,5900.00,Jep Youth Engagement,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-25,601321186,881.00,0.00,881.00,Liverpool University Hospital,Public Health,Payts to Agencies
Salford City Council,2021-05-25,601321179,936.00,156.00,780.00,Lynx Learning Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,601321148,525.00,0.00,525.00,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-25,1600667374,1926.00,321.00,1605.00,Morgan Training Services Ltd,Place Directorate,Training expenses
Salford City Council,2021-05-25,1600667274,774.95,129.16,645.79,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-25,1600667380,2400.00,400.00,2000.00,One Agency Media Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-05-25,601321199,6250.00,0.00,6250.00,Pcc For Greater Manchester,Place Directorate,Payts to Vol Orgs
Salford City Council,2021-05-25,1600667367,2160.00,360.00,1800.00,Pricewaterhousecoopers Llp,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-25,1600667271,536.60,89.43,447.17,R.Draper Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2021-05-25,6003274576,601.07,0.00,601.07,Ralph Livesey Ltd,Place Directorate,Food and refreshments
Salford City Council,2021-05-25,601321222,1485.79,247.63,1238.16,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2021-05-25,1600667387,800.00,0.00,800.00,Redacted Data,Service Reform (Corp Bus & Transform),Consultants
Salford City Council,2021-05-25,601321144,2545.06,424.18,2120.88,Rm Education Plc,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-25,601321196,1577.62,262.94,1314.68,Rm Education Plc,People (Childrens) Service Group,Subscriptions
Salford City Council,2021-05-25,1600667404,594.00,99.00,495.00,Roche Audio Visual,Place Directorate,Equipment Repair
Salford City Council,2021-05-25,1600667290,8381.00,1396.83,6984.17,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-25,1600667309,1034.87,172.48,862.39,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-25,1600665782,29644.58,4940.76,24703.82,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2021-05-25,1600667376,3990.94,665.16,3325.78,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2021-05-25,1600667365,8190.00,1365.00,6825.00,Sec-1 Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2021-05-25,1600667390,672.00,112.00,560.00,Specialist Transport Consultants,People (Childrens) Service Group,Training expenses
Salford City Council,2021-05-25,1600667327,2868.00,478.00,2390.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-25,1600667394,3385.20,564.20,2821.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-25,1600665886,4750.80,791.80,3959.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants
Salford City Council,2021-05-25,6003274596,660.00,0.00,660.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,6003274587,1728.40,0.00,1728.40,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-25,6003274580,700.00,0.00,700.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,2021-05-25,601321176,24999.00,0.00,24999.00,The Lowry Centre Trust,Place Directorate,Grants
Salford City Council,2021-05-25,1600667371,1074.00,179.00,895.00,Thorns Group,Service Reform (Corp Bus & Transform),Removal Expenses
Salford City Council,2021-05-25,1600667276,1777.64,0.00,1777.64,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,1600667275,2042.12,0.00,2042.12,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,1600667277,1464.00,244.00,1220.00,Treework Arboricultural Services,Place Directorate,Contractors
Salford City Council,2021-05-25,6003274447,550.00,0.00,550.00,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,2021-05-25,6003274511,550.00,0.00,550.00,Trivelles Eccles Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,2021-05-25,1600667325,684.00,114.00,570.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-05-25,1600667328,684.00,114.00,570.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2021-05-25,601321217,609.00,101.50,507.50,Vision For Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,601321226,714.00,119.00,595.00,Vision For Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-25,1600667270,5920.39,986.73,4933.66,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2021-05-25,6003274620,581.22,96.87,484.35,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2021-05-25,1600666724,531.00,0.00,531.00,Zig Zag Ventures,People (Adults) - CHSC,Marketing/Publicity
Salford City Council,2021-05-26,1600667452,1968.00,328.00,1640.00,Advanced Security Systems,Place Directorate,Contractors
Salford City Council,2021-05-26,1600667460,610.71,101.79,508.92,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667478,674.69,112.45,562.24,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667481,691.38,115.23,576.15,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667459,712.25,118.71,593.54,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667480,760.93,126.82,634.11,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667458,826.32,137.72,688.60,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667479,899.51,149.92,749.59,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,601321234,2544.50,0.00,2544.50,Barnardos North West,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-26,1600667497,1325.53,220.92,1104.61,Beesley & Fildes Ltd,Place Directorate,Equipment Purchase
Salford City Council,2021-05-26,1600667437,1080.00,180.00,900.00,Causeway Technologies Ltd,Place Directorate,Computer Software
Salford City Council,2021-05-26,1600667533,960.00,160.00,800.00,Chartered Institute Of Environmental,Place Directorate,Other Prof Fees
Salford City Council,2021-05-26,6003275996,706.99,0.00,706.99,Data Comms Direct,Service Reform (Corp Bus & Transform),Equipment Repair
Salford City Council,2021-05-26,1600667442,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2021-05-26,601321239,954.00,159.00,795.00,Edukey Education Ltd,People (Childrens) Service Group,IT  Licence Fee
Salford City Council,2021-05-26,1600667008,2508.00,418.00,2090.00,Entrus Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2021-05-26,1600667461,1568.16,261.36,1306.80,Fabrikat (Nott) Ltd,Place Directorate,Delivery Charges
Salford City Council,2021-05-26,1600667491,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667495,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667498,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667501,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667503,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667508,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667510,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667485,15594.51,2599.09,12995.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667487,15594.51,2599.09,12995.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667489,15594.51,2599.09,12995.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667494,15594.51,2599.09,12995.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667512,15594.51,2599.09,12995.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-26,1600667441,2751.00,458.50,2292.50,G Jones Builders Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-26,1600667445,1152.00,192.00,960.00,George Parish & Sons Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667449,1512.00,252.00,1260.00,George Parish & Sons Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600667464,571.63,95.27,476.36,Glasdon Uk Ltd,Place Directorate,Materials
Salford City Council,2021-05-26,1600666199,785.52,130.92,654.60,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2021-05-26,1600666200,1947.00,324.50,1622.50,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2021-05-26,1600667520,634.22,105.70,528.52,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2021-05-26,1600666704,556.68,92.78,463.90,Hsl Compliance,People (Childrens) Service Group,UV Tank Clean
Salford City Council,2021-05-26,1600666587,719.17,119.86,599.31,Hsl Compliance,People (Childrens) Service Group,UV Tank Clean
Salford City Council,2021-05-26,1600667429,540.00,90.00,450.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-05-26,1600667081,691.15,115.19,575.96,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-05-26,1600667076,1281.30,213.55,1067.75,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-05-26,1600667412,2080.32,346.72,1733.60,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2021-05-26,601321233,41450.00,0.00,41450.00,Lifecentre,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2021-05-26,1600667537,1554.00,259.00,1295.00,Malcolm Hughes Land Surveyors,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-26,601321240,725.00,0.00,725.00,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-26,1600667538,1374.12,229.02,1145.10,Mar-Key Group,Service Reform (Corp Bus & Transform),Equipment Hire
Salford City Council,2021-05-26,1600667532,3850.00,0.00,3850.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2021-05-26,1600667529,1440.00,240.00,1200.00,Me Learning Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2021-05-26,1600667535,702.00,117.00,585.00,North West Assessments Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
