Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-12-21,601338059,7010.12,0.00,7010.12,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338005,578.81,0.00,578.81,Creative Support,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338004,4713.20,0.00,4713.20,Creative Support,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679460,7191.50,0.00,7191.50,Crossroads Care Cheshire,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,601338014,4051.70,0.00,4051.70,Dementia Care & Support At Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679514,9126.00,1521.00,7605.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-21,601337975,9578.90,0.00,9578.90,Ecclesholme Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338042,13480.99,0.00,13480.99,Ecclesholme Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600678913,50000.00,0.00,50000.00,Ecf (General Partner) Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-12-21,601337879,1380.66,0.00,1380.66,Ena Investment Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,1600679494,2133.96,355.66,1778.30,Enviro Technology Services Plc,Place Directorate,Sampling,
Salford City Council,2021-12-21,1600679441,19158.23,3193.04,15965.19,Enviro Technology Services Plc,Place Directorate,Sampling,
Salford City Council,2021-12-21,1600679609,1500.00,250.00,1250.00,Eventplus Ltd,Service Reform (Corp Bus & Transform),Contract Hire,
Salford City Council,2021-12-21,1600679444,28904.91,4817.48,24087.43,Exclusec Group Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-21,601337713,529.20,88.20,441.00,Exclusec Group Ltd,Place Directorate,Security Services,
Salford City Council,2021-12-21,1600679477,1000.00,0.00,1000.00,Ezra Care Ltd,People (Adults) - CHSC,Grants,
Salford City Council,2021-12-21,601337876,2414.51,0.00,2414.51,Fairtrade Properties Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601335963,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337725,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337735,552.00,92.00,460.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337740,577.55,96.26,481.29,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337726,589.35,98.23,491.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337742,606.25,101.04,505.21,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337727,977.00,162.83,814.17,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337731,1019.96,169.99,849.97,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337724,1060.75,176.79,883.96,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337721,1200.30,200.05,1000.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337723,1560.97,260.16,1300.81,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-21,601337911,2508.00,418.00,2090.00,General Utilities North West Ltd,Place Directorate,Consultants,
Salford City Council,2021-12-21,1600679491,900.00,150.00,750.00,Gerald Eve Llp,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2021-12-21,601337968,6513.65,0.00,6513.65,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338035,9167.08,0.00,9167.08,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679471,1743.56,290.59,1452.97,Gl Education Group,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2021-12-21,1600679482,4710.00,0.00,4710.00,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2021-12-21,1600679470,876.67,0.00,876.67,Greater Manchester Combined,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-12-21,601337964,9195.75,0.00,9195.75,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337963,11111.53,0.00,11111.53,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338032,12941.75,0.00,12941.75,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338031,15637.95,0.00,15637.95,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337970,22989.37,0.00,22989.37,Hc-One Oval Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338037,32354.38,0.00,32354.38,Hc-One Oval Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337969,18774.65,0.00,18774.65,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338036,26422.75,0.00,26422.75,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337976,5364.19,0.00,5364.19,Heath Cottage Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338043,7549.36,0.00,7549.36,Heath Cottage Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337972,1149.47,0.00,1149.47,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337971,1341.05,0.00,1341.05,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338039,1617.72,0.00,1617.72,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338038,1887.34,0.00,1887.34,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338024,4961.27,0.00,4961.27,Highland Ornate Ltd T/A Ornate Heal,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337998,7471.55,0.00,7471.55,Hill Care 1 Ltd T/A Alderwood,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338065,10515.17,0.00,10515.17,Hill Care 1 Ltd T/A Alderwood,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338018,5292.02,0.00,5292.02,Home Instead Senior Care,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338017,4630.52,0.00,4630.52,Homecare Solutions Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337989,957.89,0.00,957.89,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337990,957.89,0.00,957.89,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338056,1348.10,0.00,1348.10,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338057,1348.10,0.00,1348.10,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337681,5640.00,940.00,4700.00,Ict Revolutions Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-12-21,601337693,2700.00,0.00,2700.00,Islington Borough Council,People (Childrens) Service Group,Training expenses,
Salford City Council,2021-12-21,1600679560,578.40,96.40,482.00,J Fletcher Engineers Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2021-12-21,1600679490,1980.00,0.00,1980.00,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff,
Salford City Council,2021-12-21,601337881,531.54,0.00,531.54,Kaleidoscope Assessment Services,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337987,11494.68,0.00,11494.68,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338054,16177.19,0.00,16177.19,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338028,1157.63,0.00,1157.63,Key Care & Support Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337690,1171.10,195.18,975.92,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,601337689,1820.54,303.42,1517.12,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,1600679577,774.00,129.00,645.00,Lar Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-21,1600679578,2163.60,360.60,1803.00,Lar Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-21,1600679568,2112.00,352.00,1760.00,Leeds Commercial Limited,Place Directorate,Contract Hire,
Salford City Council,2021-12-21,1600679566,2766.72,461.12,2305.60,Leeds Commercial Limited,Place Directorate,Contract Hire,
Salford City Council,2021-12-21,1600679559,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire,
Salford City Council,2021-12-21,1600679564,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire,
Salford City Council,2021-12-21,601337872,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337873,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,1600679605,921.60,153.60,768.00,M Assessment Services Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-21,601337840,547.10,0.00,547.10,Marshmallow Properties Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337678,5560.62,0.00,5560.62,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-12-21,601337687,3278.00,0.00,3278.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,601337977,3639.98,0.00,3639.98,Merrymeet Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338044,5122.78,0.00,5122.78,Merrymeet Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337691,3318.59,553.10,2765.49,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,601337993,6130.50,0.00,6130.50,Mns Care Plce,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338060,8627.84,0.00,8627.84,Mns Care Plce,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337979,6322.08,0.00,6322.08,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338046,8897.46,0.00,8897.46,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679601,1170.00,195.00,975.00,Morgan Training Services Ltd,Place Directorate,Training expenses,
Salford City Council,2021-12-21,601338023,13808.86,0.00,13808.86,Northern Healthcare Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337677,103430.15,17238.36,86191.79,Nsl Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-21,1600679442,36000.00,6000.00,30000.00,Oxford Innovation Ltd,Place Directorate,Consultants,
Salford City Council,2021-12-21,601337966,5747.34,0.00,5747.34,Park Homes (Uk) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338033,8088.60,0.00,8088.60,Park Homes (Uk) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337967,11494.68,0.00,11494.68,Park Homes (Uk) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338034,16177.19,0.00,16177.19,Park Homes (Uk) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337997,1724.20,0.00,1724.20,Park View,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338064,2426.58,0.00,2426.58,Park View,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338026,4465.14,0.00,4465.14,Paula Integrated Care Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337909,7933.00,0.00,7933.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2021-12-21,601337996,1532.62,0.00,1532.62,Pendleton Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338063,2156.96,0.00,2156.96,Pendleton Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338009,31586.73,0.00,31586.73,Premier Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679540,1585.20,264.20,1321.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-12-21,601337688,1276.00,0.00,1276.00,R Hughes Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,601337851,2067.29,0.00,2067.29,Radnor Investments Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337959,523.34,0.00,523.34,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337948,575.67,0.00,575.67,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337934,785.00,0.00,785.00,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337946,854.78,0.00,854.78,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337958,942.00,0.00,942.00,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337949,976.89,0.00,976.89,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337936,994.34,0.00,994.34,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337951,994.34,0.00,994.34,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337953,1029.23,0.00,1029.23,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337945,1046.67,0.00,1046.67,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337956,1046.67,0.00,1046.67,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337950,1116.45,0.00,1116.45,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337943,1761.90,0.00,1761.90,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337944,1779.34,0.00,1779.34,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337955,2913.24,0.00,2913.24,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337954,3384.24,0.00,3384.24,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337942,3977.35,0.00,3977.35,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337935,4535.58,0.00,4535.58,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337952,5285.70,0.00,5285.70,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601338069,6368.91,0.00,6368.91,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337941,6663.81,0.00,6663.81,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-21,601337869,505.01,0.00,505.01,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337836,508.60,0.00,508.60,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337901,512.19,0.00,512.19,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337903,512.19,0.00,512.19,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337904,512.19,0.00,512.19,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337833,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337837,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337898,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337835,536.56,0.00,536.56,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337895,539.32,0.00,539.32,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337838,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337880,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337882,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337884,550.99,0.00,550.99,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337906,560.12,0.00,560.12,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337907,560.12,0.00,560.12,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337853,570.43,0.00,570.43,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337858,590.80,0.00,590.80,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337875,592.88,0.00,592.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337888,592.88,0.00,592.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337839,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337871,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337885,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337865,776.87,0.00,776.87,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337861,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337878,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337886,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337896,804.84,0.00,804.84,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337887,808.84,0.00,808.84,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337866,912.51,0.00,912.51,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337834,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337852,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337870,1152.49,0.00,1152.49,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337877,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337883,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601337894,1609.68,0.00,1609.68,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601338003,21498.82,0.00,21498.82,Redacted Data,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337686,61565.23,10261.02,51304.21,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees,
Salford City Council,2021-12-21,601337999,2298.94,0.00,2298.94,Reliance Care Homes Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338066,3235.44,0.00,3235.44,Reliance Care Homes Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679461,2169.96,0.00,2169.96,Seashell Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,1600679502,632.10,105.35,526.75,Security Plus Ltd,Place Directorate,Cash in Transit Serv,
Salford City Council,2021-12-21,601338016,2728.70,0.00,2728.70,Select Community Support,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337753,1500.00,0.00,1500.00,Sovereign House Gh,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-12-21,601337752,2500.00,0.00,2500.00,Sovereign House Gh,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-12-21,601337750,1500.00,0.00,1500.00,Spirit Of Little Hulton,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-12-21,1600679511,1620.00,270.00,1350.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-21,1600679533,2028.00,338.00,1690.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-21,601337692,2200.00,0.00,2200.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-21,601338021,4878.58,0.00,4878.58,T/A Sage Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338010,18852.81,0.00,18852.81,T/A Synergy Homecare,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337708,1169.98,195.00,974.98,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2021-12-21,601337981,8046.28,0.00,8046.28,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338048,11324.03,0.00,11324.03,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337984,9578.90,0.00,9578.90,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337983,13218.89,0.00,13218.89,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338051,13480.99,0.00,13480.99,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338050,18603.77,0.00,18603.77,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679520,4990.80,831.80,4159.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-21,1600679517,5002.80,833.80,4169.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-21,1600679519,6136.80,1022.80,5114.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-21,1600679458,2923.32,0.00,2923.32,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,1600679457,3265.50,0.00,3265.50,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,1600679459,3522.57,0.00,3522.57,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,1600679456,4028.24,0.00,4028.24,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-21,1600679487,2923.20,487.20,2436.00,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-12-21,1600679462,2659.20,443.20,2216.00,Treske Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-21,601337874,570.43,0.00,570.43,Triple Bee Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-21,601338019,4713.20,0.00,4713.20,Turning Point (Services) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338007,1405.69,0.00,1405.69,United Response,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338006,1488.38,0.00,1488.38,United Response,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338008,2067.19,0.00,2067.19,United Response,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338070,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2021-12-21,601337985,5555.76,0.00,5555.76,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338052,7818.98,0.00,7818.98,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601337973,9004.17,0.00,9004.17,Wellington Healthcare (Arden) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,601338040,12672.13,0.00,12672.13,Wellington Healthcare (Arden) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-21,1600679468,2410.63,401.77,2008.86,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2021-12-21,1600679469,4987.66,831.28,4156.38,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2021-12-22,1600679695,607.92,101.32,506.60,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-22,1600679690,626.01,104.34,521.67,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-22,1600679692,678.38,113.06,565.32,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-22,1600679685,692.58,115.43,577.15,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-22,1600679697,748.42,124.74,623.68,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-22,601338090,739.48,0.00,739.48,Amadeus Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-22,601338110,1137.66,0.00,1137.66,Anchor Trust - Beechfield Lodge,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-22,601338096,568.83,0.00,568.83,Angel Care Plc,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-22,1600679713,11250.00,1875.00,9375.00,Ascendant Solutions Ltd,Service Reform (Corp Bus & Transform),Oth Office Expenses,
Salford City Council,2021-12-22,1600679661,7700.00,0.00,7700.00,Azamrah Youth Club,People (Adults) - CHSC,Grants,
Salford City Council,2021-12-22,601338078,1289.35,0.00,1289.35,Belz Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-22,1600679709,2425.99,404.33,2021.66,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-12-22,601338111,663.63,0.00,663.63,Broughton House For X Service,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-12-22,1600679325,8760.66,1460.11,7300.55,C Smithies Builders,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-12-22,1600679730,11783.82,1963.97,9819.85,Carebase,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-22,1600679729,76247.04,12707.84,63539.20,Cdw Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2021-12-22,1600679714,1350.00,0.00,1350.00,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-22,601338240,27000.00,4500.00,22500.00,Cureoscity Ltd,Place Directorate,Other Prof Fees,
