Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029936,1110.16,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030211,1086.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029895,1074.00,2015-08-26,Development & Environment,Y_CAPITAL,
13000063,EDF ENERGY,510100,ELECTRICITY,1900029708,1069.74,2015-09-10,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030221,1062.00,2015-09-01,Development & Environment,Y_CAPITAL,
10017657,RENTOKIL,510630,HEALTH & SAFETY PEST CONTROL,5108523165,1052.00,2015-09-14,Resources,Z_SUPPORT COSTS,
10024093,SPEAKEASY,540100,PHOTOGRAPHY & VIDEO,5108535204,1046.00,2015-09-02,Housing,Housing services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108540771,1044.86,2015-09-16,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029901,1037.00,2015-08-26,Development & Environment,Y_CAPITAL,
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108541058,1031.47,2015-09-07,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030228,1030.00,2015-09-01,Development & Environment,Y_CAPITAL,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108537704,1020.00,2015-09-01,Housing & Land,Housing & Land Services,
10020781,ARC SEVEN COMMUNICATIONS,540030,PR COST PRODUCT COST & PR FEES,5108539865,1000.00,2015-09-14,Communities and Intelligence,Planning services,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031130,1000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031132,1000.00,2015-09-03,Development & Environment,Y_CAPITAL,
15050001,INSANITY TALENT MANAGEMENT LTD,540110,MARKETING EXHIBITIONS & EVENTS,1900031228,1000.00,2015-09-14,Communities and Intelligence,Cultural & related services,
Corp Card,ACCOMMODATION,537000,Hotel Accommodation,100047900,996.00,2015-09-18,Private Office,Economic Development,
11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900001497,975.27,2015-09-07,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030660,974.00,2015-09-03,Development & Environment,Y_CAPITAL,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108550377,971.74,2015-09-17,External Affairs,Corporate and democratic core,
10025527,THE PREZENTER LTD,504200,STAFF TRAINING,5108552226,970.00,2015-09-18,"Development, Enterprise & Environment",Planning services,
10003560,EVERSHEDS,542300,LEGAL FEES,5108534822,967.20,2015-08-28,Housing,Y_CAPITAL,
11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900001502,965.39,2015-08-26,Housing & Land,Housing & Land Services,
10015409,RADE NEW MEDIA LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108539365,950.00,2015-09-09,"Development, Enterprise & Environment",Planning services,
10002789,GVA GRIMLEY LTD,510010,PROPERTY MANAGEMENT FEES,5108537707,950.00,2015-09-01,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029952,949.72,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030200,939.00,2015-09-01,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530455,937.97,2015-09-09,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530463,937.97,2015-09-09,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108540756,937.97,2015-09-16,Communities and Intelligence,Public Health,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029890,932.92,2015-08-26,Development & Environment,Y_CAPITAL,
10000547,WRAGGE LAWRENCE GRAHAM & CO LLP,542300,LEGAL FEES,5108518077,919.00,2015-08-25,Housing,Y_CAPITAL,
10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108537702,913.75,2015-09-01,Housing,Y_CAPITAL,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108540765,911.20,2015-09-10,Communities and Intelligence,Childrens and education services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029876,910.12,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029943,908.92,2015-08-26,Development & Environment,Y_CAPITAL,
10011017,CORPORATE DOCUMENT SERVICES LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108518290,908.25,2015-08-24,Communities and Intelligence,Cultural & related services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518998,904.41,2015-08-26,Communities and Intelligence,Cultural & related services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108538224,902.68,2015-09-16,Assembly & Secretariat,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530442,902.64,2015-09-09,Assembly & Secretariat,Corporate and democratic core,
10002540,PERFORMING RIGHTS SOCIETY LTD,533010,STATIONERY,5108516349,901.68,2015-08-26,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530487,900.72,2015-09-09,Communities and Intelligence,Cultural & related services,
10009048,OFFICE FOR NATIONAL STATISTICS,533101,DATA PURCHASE,5108545725,900.00,2015-09-15,Communities and Intelligence,Cultural & related services,
15050001,GREENSPACE MANAGEEMNT LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,1900029685,900.00,2015-09-01,"Development, Enterprise & Environment",Planning services,
10024042,OUTSOURCE TRAINING & DEV LTD,504200,STAFF TRAINING,5108541041,890.59,2015-09-11,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029888,876.00,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108523738,873.64,2015-09-02,Communities and Intelligence,Cultural & related services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518246,868.99,2015-08-26,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029917,868.20,2015-08-26,Development & Environment,Y_CAPITAL,
10003560,EVERSHEDS,542300,LEGAL FEES,5108534821,868.00,2015-08-28,Housing,Y_CAPITAL,
Corp Card,RETURN FLIGHT TO BOSTON,520410,Business Fares,100047848,865.86,2015-09-16,Private Office,Economic Development,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108518273,859.52,2015-08-26,Development & Environment,Planning services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518947,849.03,2015-08-26,Communities and Intelligence,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029911,840.00,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030202,834.00,2015-09-01,Development & Environment,Y_CAPITAL,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108522328,833.68,2015-09-02,External Affairs,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029880,829.12,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030005,821.84,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108518758,810.70,2015-09-04,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030198,808.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030193,807.00,2015-09-01,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108523849,806.92,2015-09-02,Resources,Z_SUPPORT COSTS,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031324,800.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031109,800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031121,800.00,2015-09-03,Development & Environment,Y_CAPITAL,
10025474,LOGICAL TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031122,800.00,2015-09-03,Development & Environment,Y_CAPITAL,
15050001,EXPENSES PAID TO THIRD PARTIES,544070,MISCELLANEOUS FINANCE EXPENSES,1900030423,800.00,2015-09-02,Resources,MUST BE ZERO,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029902,797.84,2015-08-26,Development & Environment,Y_CAPITAL,
10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5108530872,796.50,2015-09-16,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108540754,793.39,2015-09-16,Development & Environment,Planning services,
10000428,THE PRESS ASSOCIATION LTD,540030,PR COST PRODUCT COST & PR FEES,5108518451,790.77,2015-08-26,External Affairs,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518756,790.76,2015-08-26,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030686,786.00,2015-09-03,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108533502,785.64,2015-09-14,Development & Environment,Planning services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108516775,785.63,2015-08-24,Development & Environment,Planning services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030231,779.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029879,776.92,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108524244,774.51,2015-09-02,Development & Environment,Planning services,
Corp Card,COURSE FEES,504200,Staff Training,100047900,774.00,2015-09-18,Resources,Corporate Management,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029925,771.70,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029894,762.00,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029926,761.84,2015-08-26,Development & Environment,Y_CAPITAL,
10009499,LONDON COMMUNICATIONS AGENCY,542051,CONSULTANCY-COMMISSIONED REPORT,5108528643,758.16,2015-08-26,Communities and Intelligence,Public Health,
10011017,CORPORATE DOCUMENT SERVICES LTD,533000,PRINTING,5108410490,754.95,2015-09-09,Communities and Intelligence,Planning services,
10022119,GET SCHEDULED LTD,535020,"MOBILE PHONE LINE RENT, CALLS & EQUIPMENT",5108545584,752.50,2015-09-15,Communities and Intelligence,Planning services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108539420,750.00,2015-09-08,External Affairs,Corporate and democratic core,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108550378,750.00,2015-09-17,External Affairs,Corporate and democratic core,
15050001,STUART BARR LTD,540100,PHOTOGRAPHY & VIDEO,1900030017,750.00,2015-09-02,Communities and Intelligence,Cultural & related services,
10004230,GL HEARN LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5108545684,750.00,2015-09-16,Housing & Land,Housing & Land Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029906,747.86,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029956,747.86,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108528486,743.74,2015-09-07,Development & Environment,Planning services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108540791,737.49,2015-09-16,Corporate Management,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108531009,736.73,2015-09-09,Development & Environment,Planning services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029884,736.37,2015-08-26,Development & Environment,Y_CAPITAL,
10017009,MORE LONDON,510050,PROPERTY SERVICE CHARGES,1900031226,729.50,2015-09-09,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029938,724.03,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108523846,723.31,2015-09-02,Corporate Management,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029927,720.45,2015-08-26,Development & Environment,Y_CAPITAL,
10000135,OFFICE DEPOT UK LTD,533010,STATIONERY,5108518586,720.08,2015-09-02,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030184,720.00,2015-09-01,Development & Environment,Y_CAPITAL,
10025714,DIVA CREATIVE LIMITED,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108550442,715.00,2015-09-18,"Development, Enterprise & Environment",Planning services,
Corp Card,RETURN TRAIN TRAVEL TO MANCHESTER,520410,Business Fares,100047848,712.27,2015-09-16,External Affairs,Support costs,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524979,710.40,2015-09-02,External Affairs,Planning services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524217,709.90,2015-09-02,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518268,709.81,2015-08-26,Communities and Intelligence,Public Health,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530464,709.14,2015-09-09,Corporate Management,Corporate and democratic core,
10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5108510387,708.57,2015-09-01,Resources,Z_SUPPORT COSTS,
Corp Card,RETURN TRAIN TRAVEL TO RETFORD,520410,Business Fares,100047848,707.37,2015-09-16,Housing,Housing Services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029904,703.20,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030209,700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10016982,KOIS MIAH,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108535577,700.00,2015-09-16,External Affairs,Cultural & related services,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030271,700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030273,700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031157,700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031158,700.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031129,700.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030085,700.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031336,700.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031337,700.00,2015-09-18,Development & Environment,Y_CAPITAL,
10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108538238,698.75,2015-09-02,Housing,Y_CAPITAL,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108534277,697.06,2015-08-27,Private Office,Planning services,
10025051,REED AND MACKAY TRAVEL,520410,BUSINESS FARES,5108534273,696.96,2015-08-27,Private Office,Planning services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029921,690.00,2015-08-26,Development & Environment,Y_CAPITAL,
10017812,BRITISH RED CROSS SOCIETY,504200,STAFF TRAINING,5108534100,690.00,2015-09-09,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108522588,680.89,2015-08-28,Development & Environment,Planning services,
10000428,THE PRESS ASSOCIATION LTD,504200,STAFF TRAINING,5108535534,680.00,2015-09-14,Assembly & Secretariat,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030191,669.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030201,666.00,2015-09-01,Development & Environment,Y_CAPITAL,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108499420,664.95,2015-09-15,External Affairs,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029930,664.03,2015-08-26,Development & Environment,Y_CAPITAL,
10020623,CARRIER DIRECT MARKETING,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108519108,652.36,2015-08-26,Communities and Intelligence,Planning services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030226,651.00,2015-09-01,Development & Environment,Y_CAPITAL,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108539414,638.00,2015-09-03,External Affairs,Corporate and democratic core,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108539425,638.00,2015-09-08,External Affairs,Corporate and democratic core,
Corp Card,ACCOMMODATION,537000,Hotel Accommodation,100047900,638.00,2015-09-18,Private Office,Economic Development,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029910,636.30,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030188,631.00,2015-09-01,Development & Environment,Y_CAPITAL,
11000180,CORONA ENERGY RETAIL 4 LTD,510200,GAS,1900029840,629.74,2015-08-28,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030007,627.86,2015-08-26,Development & Environment,Y_CAPITAL,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108519852,623.73,2015-08-26,Resources,Z_SUPPORT COSTS,
10009148,TMP (UK) LTD,504000,RECRUITMENT ADVERTISING,5108546403,623.73,2015-09-17,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030177,623.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030621,623.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030669,623.00,2015-09-03,Development & Environment,Y_CAPITAL,
10017470,COMPUTACENTER,536200,COMPUTER SOFTWARE,5108530320,617.47,2015-09-15,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108523848,611.80,2015-09-02,Assembly & Secretariat,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108540763,611.80,2015-09-16,Assembly & Secretariat,Corporate and democratic core,
10000513,MONO EUROPE LTD,530000,FURNITURE & EQUIPMENT,5108529540,611.28,2015-08-28,Resources,Z_SUPPORT COSTS,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108518238,605.12,2015-08-26,Corporate Management,Corporate and democratic core,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029933,600.00,2015-08-26,Development & Environment,Y_CAPITAL,
10009048,OFFICE FOR NATIONAL STATISTICS,533101,DATA PURCHASE,5108545741,600.00,2015-09-18,Communities and Intelligence,Cultural & related services,
10016982,KOIS MIAH,540100,PHOTOGRAPHY & VIDEO,5108524493,600.00,2015-09-08,"Development, Enterprise & Environment",Planning services,
10017310,SE2 LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108545643,600.00,2015-09-10,"Development, Enterprise & Environment",Planning services,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108529359,600.00,2015-09-08,Housing,Housing services,
10022213,TROWERS & HAMLINS LLP,542300,LEGAL FEES,5108540758,600.00,2015-09-11,Housing,Housing services,
10026116,UNBOXED CONSULTING,504200,STAFF TRAINING,5108528281,600.00,2015-09-02,Assembly & Secretariat,Corporate and democratic core,
13002562,C-ELECT ASSOCIATES LTD,510000,BUILDING MAINTENANCE & REPAIRS,5108546390,600.00,2015-09-15,Housing & Land,Housing & Land Services,
15050001,THE CHILDREN EVENTS PROFESSIONALS,542355,OTHER PROFESSIONAL FEES,1900031146,599.02,2015-09-18,Communities and Intelligence,Planning services,
15050001,DEREK McALISTER,540110,MARKETING EXHIBITIONS & EVENTS,1900031147,597.23,2015-09-14,Communities and Intelligence,Cultural & related services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030003,596.92,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541087,595.56,2015-09-16,Communities and Intelligence,Childrens and education services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108518272,594.32,2015-08-26,Assembly & Secretariat,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,504020,RECRUITMENT AGENCY FEES,5108530466,594.32,2015-09-09,Assembly & Secretariat,Corporate and democratic core,
10022195,SOFTWIRE TECHNOLOGY LIMITED,542002,CONSULTANCY-PROJECT MANAGEMENT,5108534370,593.75,2015-08-27,Communities and Intelligence,Childrens and education services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029918,591.69,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029954,591.69,2015-08-26,Development & Environment,Y_CAPITAL,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108524241,587.15,2015-09-02,Resources,Z_SUPPORT COSTS,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029892,586.80,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030225,584.00,2015-09-01,Development & Environment,Y_CAPITAL,
10011017,CORPORATE DOCUMENT SERVICES LTD,540028,PRINTING FOR CUSTOMER INFO MATERIALS,5108410490,581.70,2015-09-09,Communities and Intelligence,Planning services,
Corp Card,RETURN TRAIN TRAVEL TO BRUSSELS,520410,Business Fares,100047848,578.00,2015-09-16,"Development, Enterprise & Environment","TRANSPORT PLANNING, POLICY & STRATEGY",
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029928,576.60,2015-08-26,Development & Environment,Y_CAPITAL,
12001491,INDEPENDENT LIVING ALTERNATIVES,504500,STAFF WELFARE BENEFITS,5108539742,574.00,2015-09-08,Resources,Z_SUPPORT COSTS,
10003560,EVERSHEDS,542300,LEGAL FEES,5108534823,570.40,2015-08-28,Housing,Y_CAPITAL,
10000545,O2 UK LIMITED,536300,COMPUTER HARDWARE,5108519038,570.00,2015-09-02,Private Office,Corporate and democratic core,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108541086,566.40,2015-09-16,External Affairs,Planning services,
10016694,BOW TIE,540012,MARKETING STRATEGY AND CONSULTANCY,5108539055,560.00,2015-09-10,Housing,Housing services,
14000000,HAYS SPECIALIST RECRUITMENT LTD,502000,AGENCY STAFF,5108530895,557.98,2015-09-09,Communities and Intelligence,Childrens and education services,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030179,550.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030613,550.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030614,550.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030623,550.00,2015-09-03,Development & Environment,Y_CAPITAL,
