Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Community Services,Housing,UNITED RESPONSE,"1,383.20",PRIVATE CONTRACTORS
July 2010-September 2010,Community Services,Technical Services,BENTLEY SYSTEMS INTERNATIONAL,870,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,HAYS ACCOUNTANCY PERSONNEL,"1,046.36",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,HAYS ACCOUNTANCY PERSONNEL,848.4,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,HAYS SPECIALIST SERVICES,876.68,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,HAYS SPECIALIST SERVICES,828.6,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,IHS (GLOBAL) LIMITED,"2,330.10",ICT SOFTWARE SUPPORT & MAINTENANCE
July 2010-September 2010,Community Services,Technical Services,RANDSTAD CPE LTD,850.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,RANDSTAD CPE LTD,885.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,RANDSTAD CPE LTD,889.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,RANDSTAD CPE LTD,903.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,RANDSTAD CPE LTD,903.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,SCOTT WILSON LTD,"5,000.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,796.52,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,777.37,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,796.27,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,640.83,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,787.9,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,787.88,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,777.37,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,688.08,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,706.33,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,725.42,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,630.3,EXTERNAL COURIER SERVICE
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,785.47,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,804.91,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Technical Services,TEMP RECRUITMENT LTD,913.41,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,700 CLUB,"1,043.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,700 CLUB,"1,010.91",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,700 CLUB,"1,010.95",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,A M SCOTT LIMITED,"2,707.80",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,A M SCOTT LIMITED,"2,117.60",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,A M SCOTT LIMITED,"3,757.90",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,A M SCOTT LIMITED,"2,080.20",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,ACORN CARE (UK) LIMITED,"13,064.29",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ACORN CARE (UK) LIMITED,"13,064.29",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ACORN CARE (UK) LIMITED,"12,642.86",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,APPLETREE TREATMENT CENTRE,"46,643.45",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ARRONBETH LTD,"8,782.20",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BAMBACH SADDLE SEAT (EUROPE) LTD,511,EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"1,112.08",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"5,193.30",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,948.30",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,703.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,709.50",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,706.45",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,948.30",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,582.64",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"4,257.29",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,556.04,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"1,529.11",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"1,112.08",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,703.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,563.96",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,703.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"4,548.76",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"4,434.67",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,489.93",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"4,079.91",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,911.54",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,556.04,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"4,698.08",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,703.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,563.96",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"3,948.30",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BARNARDO'S,"2,703.52",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BEST WESTERN THE CROFT HOTEL,591.3,HOSPITALITY & ROOM HIRE
July 2010-September 2010,Children's Services,Children & Families,BROWNING HOUSE FAMILY ASSESSMENT CENTRE,"5,508.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,BURNSIDE CARPETS,570,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CAR-ES (UK) LTD,599.6,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CAR-ES (UK) LTD,536.64,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,476.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,350.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,359.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,440.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,260.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,440.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,422.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,596.40",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,350.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,242.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,548.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,CEDAR HOUSE & LOWGATE HOUSE SCHOOL,"31,658.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CEDAR HOUSE & LOWGATE HOUSE SCHOOL,"27,999.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CEEDA,"5,720.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CITY OF NEWCASTLE UPON TYNE,"1,010.25",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,CITY OF SUNDERLAND,"2,189.67",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,CLERVAUX TRUST HOLDINGS,"3,418.20",Other Supplies & Services
July 2010-September 2010,Children's Services,Children & Families,CLERVAUX TRUST LTD,"1,600.00",CONTINGENCIES
July 2010-September 2010,Children's Services,Children & Families,CLERVAUX TRUST LTD,"16,354.06",Other Supplies & Services
July 2010-September 2010,Children's Services,Children & Families,CLERVAUX TRUST LTD,"27,170.28",Other Supplies & Services
July 2010-September 2010,Children's Services,Children & Families,CLERVAUX TRUST LTD,"18,771.01",Other Supplies & Services
July 2010-September 2010,Children's Services,Children & Families,COMMUNITY SPORT LTD,670,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,COMPRIL LIMITED,"1,007.50",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,COMPRIL LIMITED,"1,212.50",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,COUNTY DURHAM PRIMARY CARE TRUST,"48,500.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,COUNTY DURHAM PRIMARY CARE TRUST,"48,500.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"10,000.00",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"5,000.00",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,DARLINGTON YMCA FOYER,863.1,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,DARLINGTON YMCA FOYER,690.48,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,DFW ADOPTION,674.95,PROVISIONS
July 2010-September 2010,Children's Services,Children & Families,DFW ADOPTION,"2,216.20",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,DFW ADOPTION,789.7,PROVISIONS
July 2010-September 2010,Children's Services,Children & Families,DONNELLY MCARDLE ADAMSON SOLICITORS,525,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,DONNELLY MCARDLE ADAMSON SOLICITORS,920.9,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,DURHAM POLICE AUTHORITY,"1,015.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,DURHAM POLICE AUTHORITY,"11,000.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FIRST CALL MEDICAL,"1,301.59",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,"3,520.67",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,"3,975.13",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,"3,520.67",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,"3,975.13",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,"3,520.67",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,565.2,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,210.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"4,312.10",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"2,552.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,480.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,596.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,210.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,596.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"4,312.10",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,480.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"3,551.10",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"3,669.47",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"3,551.10",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"3,669.47",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"1,306.70",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,973.04,EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,"1,266.30",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,PRIVATE CONTRACTORS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,PRIVATE CONTRACTORS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,PRIVATE CONTRACTORS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,938.4,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTER CARES LTD,918,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,377.14",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,554.46",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,377.14",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"1,490.58",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,G AND G BURNSIDE (CARPETS),570,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,GROUNDWORK NORTH EAST,"26,241.14",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,GROUNDWORK NORTH EAST,"39,361.71",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,HAREWOOD LODGE (petty cash acc),529.53,PROVISIONS
July 2010-September 2010,Children's Services,Children & Families,HAREWOOD LODGE (petty cash acc),527.07,PROVISIONS
July 2010-September 2010,Children's Services,Children & Families,HEWITTS SOLICITORS,728.03,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,INTERPRETING TRANSLATION LINE,"1,400.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,JAMES LECKEY DESIGN LTD,"1,414.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,KATHY WEBB & CO,750,PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,KESTER ARMSTRONG,"1,410.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,KESTER ARMSTRONG,"2,300.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,KISIMUL GROUP LTD,"49,385.09",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,LIBERATOR LTD,"1,017.02",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,LONDON BOROUGH OF CAMDEN,"13,008.91",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,732.28,EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"6,256.02",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"3,849.10",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"6,469.42",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"3,058.19",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"2,710.17",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"3,633.33",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,"1,122.45",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MIDDLESBROUGH BOROUGH COUNCIL,900,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,MOLIFT UK LTD,"2,729.00",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,MORGAN HUNT PUBLIC SECTOR LTD,651,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,NATIONAL YOUTH ADVOCACY SERVICE,508.31,EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,NATIONAL YOUTH ADVOCACY SERVICE,"2,681.67",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,NORTH YORKSHIRE COUNTY COUNCIL,500,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,NORTHUMBRIAN WATER,618.58,WATER CHARGES
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"3,214.29",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"1,928.57",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"1,500.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"1,500.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,890,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"3,000.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,762.86,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,957.9,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,OUTDOOR-AMBITION LTD,"2,020.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,OUTDOOR-AMBITION LTD,"12,120.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,PARSONS DOWD PSYCHOLOGICAL LTD,"1,300.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,PARSONS DOWD PSYCHOLOGICAL LTD,"2,400.00",PROFESSIONAL FEES & CONSULTANCY
July 2010-September 2010,Children's Services,Children & Families,PEARTREE PROJECTS LTD,"34,894.42",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,PEARTREE PROJECTS LTD,"12,688.88",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,PEARTREE PROJECTS LTD,"15,861.10",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,PROFIT FLOW,"1,500.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,741.6,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,762.2,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,359.60",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,853.38,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,700.4,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,144.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,812.80",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,421.40",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,709.80",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,792.20",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
