Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
Community Services,Housing,NORTHGATE INFORMATION SOLUTIONS,17101.40,ICT HARDWARE SUPPORT & MAINTENANCE
Community Services,Housing,NORTHGATE PUBLIC SECTOR LIMITED,750.00,CONFERENCES & SEMINARS
Community Services,Housing,OPEN GATE,769.20,PRIVATE CONTRACTORS
Community Services,Housing,RICHMOND FELLOWSHIP,9800.00,PRIVATE CONTRACTORS
Community Services,Housing,STONHAM HOUSING ASSOCIATION,7200.00,PRIVATE CONTRACTORS
Community Services,Housing,TEES VALLEY HOUSING LTD,11238.84,PRIVATE CONTRACTORS
Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,2307.68,PRIVATE CONTRACTORS
Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,52000.00,VOLUNTARY ASSOCIATIONS
Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,50000.00,OTHER GOVERNMENT GRANTS
Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,20000.00,OTHER GOVERNMENT GRANTS
Community Services,Housing,UNITED RESPONSE,1383.20,PRIVATE CONTRACTORS
Community Services,Technical Services,RIBA ENTERPRISES,575.00,SUBSCRIPTIONS
Community Services,Technical Services,RIBA ENTERPRISES,615.00,SUBSCRIPTIONS
Community Services,Technical Services,SCOTT WILSON LTD,1462.50,AGENCY STAFF COSTS - NON TEACHING
Community Services,Technical Services,TEMP RECRUITMENT LTD,636.78,AGENCY STAFF COSTS - NON TEACHING
Community Services,Technical Services,TEMP RECRUITMENT LTD,779.53,AGENCY STAFF COSTS - NON TEACHING
Community Services,Technical Services,TEMP RECRUITMENT LTD,777.37,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,A M SCOTT LIMITED,1765.20,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,BARNARDO'S,2703.52,MATERIALS
Children's Services,Children & Families,BARNARDO'S,3322.48,MATERIALS
Children's Services,Children & Families,BARNARDO'S,3685.08,MATERIALS
Children's Services,Children & Families,BARNARDO'S,1390.10,MATERIALS
Children's Services,Children & Families,BARNARDO'S,2563.96,MATERIALS
Children's Services,Children & Families,BARNARDO'S,3462.20,MATERIALS
Children's Services,Children & Families,BARNARDO'S,3685.08,MATERIALS
Children's Services,Children & Families,BARNARDO'S,1390.10,MATERIALS
Children's Services,Children & Families,BARNARDO'S,2703.52,MATERIALS
Children's Services,Children & Families,CARITAS RECRUITMENT LTD,1233.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,CARITAS RECRUITMENT LTD,720.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,CARITAS RECRUITMENT LTD,657.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,CARITAS RECRUITMENT LTD,1260.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,CEEDA,2627.04,PROVISIONS
Children's Services,Children & Families,CITY OF SUNDERLAND,6569.00,EQUIPMENT
Children's Services,Children & Families,CITY OF SUNDERLAND,4379.33,EQUIPMENT
Children's Services,Children & Families,CITY OF SUNDERLAND,8758.67,EQUIPMENT
Children's Services,Children & Families,CLERVAUX TRUST LTD,1056.00,MATERIALS
Children's Services,Children & Families,CLERVAUX TRUST LTD,6200.00,MATERIALS
Children's Services,Children & Families,CLERVAUX TRUST LTD,6200.00,MATERIALS
Children's Services,Children & Families,COLIN MORRIS,553.54,MATERIALS
Children's Services,Children & Families,DFW ADOPTION,949.65,PROVISIONS
Children's Services,Children & Families,DFW ADOPTION,2216.20,MATERIALS
Children's Services,Children & Families,DR KEITH J LINDLEY,600.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,E S TODD,500.00,MATERIALS
Children's Services,Children & Families,E S TODD,5000.00,MATERIALS
Children's Services,Children & Families,EAST GREYSTONE FARM COTTAGES,530.00,ADOPTION ALLOWANCE
Children's Services,Children & Families,EDEN GROVE SCHOOL PRIORY,30000.00,MATERIALS
Children's Services,Children & Families,FIVE RIVERS CHILD CARE LIMITED,3520.67,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3596.00,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3813.00,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,4312.10,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3894.80,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3813.00,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,1845.00,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3444.00,MATERIALS
Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,3444.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,3210.48,MATERIALS
Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,3210.48,MATERIALS
Children's Services,Children & Families,GILES PINKNEY,1000.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,GROUNDWORK NORTH EAST,4000.00,MATERIALS
Children's Services,Children & Families,GROUNDWORK NORTH EAST,9172.50,MATERIALS
Children's Services,Children & Families,GROUNDWORK NORTH EAST,1220.00,MATERIALS
Children's Services,Children & Families,HELEN SANDERSON ASSOCIATES,35000.00,PROVISIONS
Children's Services,Children & Families,JENX LTD,1485.00,MATERIALS
Children's Services,Children & Families,MRS ELAINE AVERIS,525.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,NATIONAL YOUTH ADVOCACY SERVICE,2681.67,MATERIALS
Children's Services,Children & Families,NEXT STEP CARE MANAGEMENT LTD,2192.14,MATERIALS
Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,3000.00,MATERIALS
Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,2542.86,MATERIALS
Children's Services,Children & Families,OUTDOOR-AMBITION LTD,2020.00,MATERIALS
Children's Services,Children & Families,PARTNERS IN SPECIALIST CARE LIMITED,1186.42,EQUIPMENT
Children's Services,Children & Families,PEARTREE PROJECTS LTD,15861.10,MATERIALS
Children's Services,Children & Families,RANDSTAD CARE LIMITED,6000.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,770.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1032.50,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,6000.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1435.23,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1435.23,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1295.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1086.12,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,872.78,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,872.78,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,988.80,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RANDSTAD CARE LIMITED,1236.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3033.33,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3033.33,MATERIALS
Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,3475.07,MATERIALS
Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,1110.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,1110.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,RRR CONSULTANCY LTD,2275.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,1143.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,916.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,1145.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,1231.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,1147.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,1560.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Children & Families,SOCIAL CARE ASSOCIATES LTD,682.50,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,SOUTH TYNESIDE MBC,8759.00,EQUIPMENT
Children's Services,Children & Families,ST CUTHBERTS CARE,7471.10,MATERIALS
Children's Services,Children & Families,ST CUTHBERTS CARE,3000.00,MATERIALS
Children's Services,Children & Families,ST CUTHBERTS CARE,6685.71,MATERIALS
Children's Services,Children & Families,SUNNYSIDE PRIMARY SCHOOL,1000.00,EQUIPMENT
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
Children's Services,Children & Families,WELFARE CALL (LAC)LTD,8299.20,EQUIPMENT
Children's Services,Children & Families,WILLIS PALMER,2340.00,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Children & Families,YOUNG FOUNDATION LTD,1214.29,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3400.00,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3020.00,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3400.00,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3764.29,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3764.29,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3764.29,MATERIALS
Children's Services,Children & Families,YOUNG FOUNDATION LTD,3343.57,MATERIALS
Children's Services,Partnerships,BRIGHT BOOK SUPPLIES LTD,1499.91,BOOKS
Children's Services,Partnerships,BRITISH GAS TRADING LIMITED,679.37,GAS
Children's Services,Partnerships,CACI LIMITED,1073.55,ICT SOFTWARE PURCHASE
Children's Services,Partnerships,CACI LIMITED,1073.55,ICT SOFTWARE PURCHASE
Children's Services,Partnerships,CACI LIMITED,1073.55,ICT SOFTWARE PURCHASE
Children's Services,Partnerships,CACI LIMITED,1073.55,ICT SOFTWARE PURCHASE
Children's Services,Partnerships,CACI LIMITED,1073.55,ICT SOFTWARE PURCHASE
Children's Services,Partnerships,CARLTON LODGE OUTDOOR CENTRE,1680.00,MATERIALS
Children's Services,Partnerships,CENTRAL STATIONERS,570.00,EQUIPMENT
Children's Services,Partnerships,CITY AND GUILDS,585.20,EXAM FEES
Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,2511.23,PCT Staffing
Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,10337.95,PCT Staffing
Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,5530.72,PCT Staffing
Children's Services,Partnerships,EVANS EASYSPACE LTD,2035.00,RENT OF FACILITIES
Children's Services,Partnerships,GD SOLUTIONS NORTH EAST LIMITED,1150.00,EQUIPMENT
Children's Services,Partnerships,GRESSWELL,1020.61,STATIONERY
Children's Services,Partnerships,KEYFUND FEDERATION LTD,3172.96,MATERIALS
Children's Services,Partnerships,KEYFUND FEDERATION LTD,1499.00,MATERIALS
Children's Services,Partnerships,MAGNA LARGE PRINT BOOKS,3173.69,BOOKS
Children's Services,Partnerships,NORTHLAND METHODIST CHURCH,620.00,HOSPITALITY & ROOM HIRE
Children's Services,Partnerships,NORTHUMBRIAN WATER,2511.64,WATER CHARGES
Children's Services,Partnerships,OUTDOOR-AMBITION LTD,3300.00,MATERIALS
Children's Services,Partnerships,OXFORD UNIVERSITY PRESS,2296.00,BOOKS
Children's Services,Partnerships,PREMIER REPROGRAPHICS,1215.43,PRINTING
Children's Services,Partnerships,RAB OUTDOOR EDUCATION LTD,1115.00,MATERIALS
Children's Services,Partnerships,RUSSELL TELECOM LTD,1014.00,TELEPHONE COSTS
Children's Services,Partnerships,SIEMENS FINANCIAL SERVICES LTD,898.35,PHOTOCOPY CHARGES
Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,2010.42,AGENCY STAFF COSTS - NON TEACHING
Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,544.00,CHILDCARE COSTS
Children's Services,Partnerships,TEES VALLEY YMCA LIMITED,8747.00,Projects
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,1555.20,BOOKS
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,2728.50,BOOKS
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,2720.70,BOOKS
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,1810.80,BOOKS
Children's Services,Partnerships,ULVERSCROFT LARGE PRINT BOOKS LTD,2728.50,BOOKS
Children's Services,Partnerships,WATERSTONE'S,589.95,BOOKS
Children's Services,Partnerships,WATERSTONE'S,770.92,BOOKS
Children's Services,Partnerships,WATERSTONE'S,568.69,BOOKS
Children's Services,Partnerships,WHITTLE JONES GROUP,10755.00,RENT OF FACILITIES
Children's Services,Planning & Resources,BIG KIDS LITTLE KIDS DAY NURSERY,4674.59,MATERIALS
Children's Services,Planning & Resources,BISHOPTON PRE-SCHOOL,6272.69,MATERIALS
Children's Services,Planning & Resources,DARLINGTON FOOTBALL CLUB 2009 LIMITED,1584.51,CONFERENCES & SEMINARS
Children's Services,Planning & Resources,DURHAM UNIVERSITY,3466.00,TRAINING
Children's Services,Planning & Resources,ELIM PLAYGROUP,1019.57,MATERIALS
Children's Services,Planning & Resources,ELIZABETH JARMAN TRAINING LTD,7250.00,TRAINING
Children's Services,Planning & Resources,ELM RIDGE METHODIST PLAYGROUP,2699.62,MATERIALS
Children's Services,Planning & Resources,ENVIRONMENTAL PROJECT SERVICES LIMITED,625.00,MARKETING & ADVERTISING
Children's Services,Planning & Resources,EVOLUTION,10000.00,CONTRIBUTION TO VOLUNTARY FUND
Children's Services,Planning & Resources,EVOLUTION,8768.13,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Planning & Resources,EVOLUTION,12526.12,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Planning & Resources,FERNDENE LODGE NURSERY,21112.93,MATERIALS
Children's Services,Planning & Resources,HIGH CONISCLIFFE PRE-SCHOOL,1502.06,MATERIALS
Children's Services,Planning & Resources,HIGH GRANGE DAY NURSERY,10243.62,MATERIALS
Children's Services,Planning & Resources,JUST LEARNING,21572.34,MATERIALS
Children's Services,Planning & Resources,JUST LEARNING,4000.00,GRANTS
Children's Services,Planning & Resources,JUST LEARNING,4000.00,GRANTS
Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,1756.04,EQUIPMENT
Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,915.85,PRINTING
Children's Services,Planning & Resources,LINDA WIGNAL,645.00,GRANTS
Children's Services,Planning & Resources,LITTLE ACORNS,13087.12,MATERIALS
Children's Services,Planning & Resources,LITTLE LINGFIELDS,8529.82,MATERIALS
Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI GROUP,4263.17,MATERIALS
Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI GROUP,4526.89,MATERIALS
Children's Services,Planning & Resources,MANNING LIMITED,3642.89,PROFESSIONAL FEES & CONSULTANCY
Children's Services,Planning & Resources,MINDSTRETCHERS LIMITED,650.00,TRAINING
Children's Services,Planning & Resources,MISS JENNIFER JANE O'SULLIVAN,7500.00,PLACEMENT FEES
Children's Services,Planning & Resources,OFSTED,1134.60,OFFICERS - OTHER
Children's Services,Planning & Resources,PLAY HUT DAY NURSERY & KIDS CLUB,5374.58,MATERIALS
Children's Services,Planning & Resources,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,8854.75,MATERIALS
Children's Services,Planning & Resources,ST JOHN AMBULANCE,700.00,TRAINING
Children's Services,Planning & Resources,SUPPLIES TEAM,742.42,PRINTING
Children's Services,Planning & Resources,TEAM TEACH LTD,520.00,TRAINING
Children's Services,Planning & Resources,THE SECRET GARDEN NURSERY,4000.00,GRANTS
Children's Services,Planning & Resources,THE SECRET GARDEN NURSERY,13094.49,MATERIALS
Children's Services,Planning & Resources,THE SOCIAL RESOURCE CENTRE LIMITED,1558.98,CASUAL MILEAGE
Children's Services,Planning & Resources,TINY TURNERS NURSERY,13537.04,MATERIALS
Children's Services,Planning & Resources,VIGLEN LTD,954.00,ICT HARDWARE PURCHASE
Children's Services,Planning & Resources,WEST VIEW PRIVATE DAY NURSERY,7082.82,MATERIALS
Children's Services,Planning & Resources,WEST VIEW PRIVATE DAY NURSERY,4000.00,GRANTS
Children's Services,School Improvement,BABCOCK 4S LTD,5250.00,TRAINING
Children's Services,School Improvement,CITY OF YORK COUNCIL,2291.00,OTHER LOCAL AUTHORITIES
Children's Services,School Improvement,CLERVAUX TRUST LTD,4462.20,COURSE PURCHASE
Children's Services,School Improvement,CLERVAUX TRUST LTD,10311.30,COURSE PURCHASE
Children's Services,School Improvement,GO-SCHOOLBOOKS,600.00,BOOKS
Children's Services,School Improvement,GROUNDWORK NORTH EAST,4212.00,COURSE PURCHASE
Children's Services,School Improvement,GROWING INFLUENCE,4060.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,School Improvement,IRENE BAKER CONSULTANCY,2400.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,School Improvement,IRENE BAKER CONSULTANCY,600.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,School Improvement,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,531.89,PHOTOCOPY CHARGES
Children's Services,School Improvement,MAP GROUP UK,610.00,Routine Maintenance
Children's Services,School Improvement,MINDSTRETCHERS LIMITED,2380.00,TRAINING
Children's Services,School Improvement,MINDSTRETCHERS LIMITED,1548.00,TRAINING
Children's Services,School Improvement,NACRO,2600.00,PLACEMENT FEES
Children's Services,School Improvement,NACRO,2500.00,PLACEMENT FEES
Children's Services,School Improvement,NACRO,5382.00,COURSE PURCHASE
Children's Services,School Improvement,OPEN COLLEGE NETWORK (NER),808.50,EXAM FEES
Children's Services,School Improvement,OUTDOOR-AMBITION LTD,6760.80,COURSE PURCHASE
Children's Services,School Improvement,OUTDOOR-AMBITION LTD,1150.00,COURSE PURCHASE
Children's Services,School Improvement,REDCAR & CLEVELAND BOROUGH COUNCIL,1182.60,EQUIPMENT
Children's Services,School Improvement,SAKS (EDUCATION) LIMITED,9668.00,PROVISIONS
Children's Services,School Improvement,SEVEN STORIES,750.00,PROFESSIONAL FEES & CONSULTANCY
Children's Services,School Improvement,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,565.47,CHILDCARE COSTS
Children's Services,School Improvement,SPECIALIST SCHOOLS TRUST,3000.00,TRAINING
Children's Services,School Improvement,THE LEARNING CHALLENGE,500.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,2468.00,GRANTS
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,1852.50,GRANTS
Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,617.50,GRANTS
Chief Executive's,ACE Regeneration,ARRIVA NORTH EAST LIMITED,12468.18,MATERIALS
Chief Executive's,ACE Regeneration,ARRIVA NORTH EAST LIMITED,177976.52,CONCESSIONARY FARES
Chief Executive's,ACE Regeneration,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,750.00,EQUIPMENT
Chief Executive's,ACE Regeneration,CLIVE OWEN AND CO LLP,1050.00,MATERIALS
Chief Executive's,ACE Regeneration,COCKERTON & BRANKSOME LIVING ENTERPRISE,617.50,GRANTS
Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,976.95,GRANTS
Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.50,GRANTS
Chief Executive's,ACE Regeneration,EVOLUTION,617.50,GRANTS
Chief Executive's,ACE Regeneration,EVOLUTION,2470.00,GRANTS
Chief Executive's,ACE Regeneration,JMP CONSULTANTS LTD,565.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,JOHN HUNTER,625.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,MARTIN TONKS,7347.20,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,971.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,NORTHERN CREATIVE,622.00,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,NORTHERN CREATIVE,1000.00,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,PITNEY BOWES LTD,644.40,MATERIALS
Chief Executive's,ACE Regeneration,RMS RECRUITMENT,1691.96,AGENCY STAFF COSTS - NON TEACHING
Chief Executive's,ACE Regeneration,SCARLET BAND MOTORS SERVICES,9720.86,CONCESSIONARY FARES
Chief Executive's,ACE Regeneration,SCARLET BAND MOTORS SERVICES,12507.33,CONCESSIONARY FARES
Chief Executive's,ACE Regeneration,SCARLET BAND MOTORS SERVICES,13674.52,MATERIALS
Chief Executive's,ACE Regeneration,SCHOOL OF ROCK & POP,1235.00,GRANTS
Chief Executive's,ACE Regeneration,SCHOOL OF ROCK & POP,617.50,GRANTS
Chief Executive's,ACE Regeneration,SFEDI ENTERPRISES LTD,3000.00,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,SOUTHDALE LIMITED,2470.00,GRANTS
Chief Executive's,ACE Regeneration,TEDCO LIMITED,1950.00,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,TEES VALLEY YMCA LIMITED,1852.50,GRANTS
Chief Executive's,ACE Regeneration,TEES VALLEY YMCA LIMITED,1852.50,GRANTS
Chief Executive's,ACE Regeneration,TEES VALLEY YMCA LIMITED,1235.00,GRANTS
Chief Executive's,ACE Regeneration,TOM BUTLER FLOWER HIRE SERVICE,2500.00,MARKETING & ADVERTISING
Chief Executive's,ACE Regeneration,WARD HADAWAY SOLICITORS,950.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,617.50,GRANTS
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,1000.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,1778.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,1778.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,ACE Regeneration,WM MORRISON (D'TON) ENTERPRISE TRUST,1000.00,PROFESSIONAL FEES & CONSULTANCY
Chief Executive's,Chief Executive,ACORN WEB OFFSET LTD,6035.33,MARKETING & ADVERTISING
Chief Executive's,Chief Executive,ARGOS ***cheque only***,864.08,EQUIPMENT
Chief Executive's,Chief Executive,ARGOS BUSINESS SOLUTIONS,633.32,EQUIPMENT
Chief Executive's,Chief Executive,COMET GROUP PLC,1112.48,EQUIPMENT
Chief Executive's,Chief Executive,FOUR SEASONS HEALTHCARE-HUUNTERCOMBE CENTRE SUNDERLAND,3322.91,Residential
Chief Executive's,Chief Executive,J & L C CLARK CHEMIST,1174.00,Other Supplies & Services
Chief Executive's,Chief Executive,LEAFLET DISTRIBUTION SERVICES LIMITED,3776.20,MARKETING & ADVERTISING
Chief Executive's,Chief Executive,LLOYDS PHARMACY,998.00,Other Supplies & Services
