,,Community Services,Environmental Services,T C HARRISON JCB,535.69,MATERIALS
,,Community Services,Environmental Services,TAYLOR'S TAXIS,"1,137.50",CONTRACT HIRE
,,Community Services,Environmental Services,THE FED OF BURIAL AND CREMATION ATH,653.00,SUBSCRIPTIONS
,,Community Services,Environmental Services,TREEWISE SOLUTIONS LTD (FORMERLY ROBIN FORESTRY SURVEYS LTD),"1,500.00",PROFESSIONAL FEES & CONSULTANCY
,,Community Services,Environmental Services,UNITED TAXIS LTD,"1,258.25",CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,834.60,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,552.00,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,576.00,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,748.00,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,576.00,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,855.00,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,657.60,CONTRACT HIRE
,,Community Services,Environmental Services,UNITED TAXIS LTD,569.45,CONTRACT HIRE
,,Community Services,Housing,700 CLUB,"15,192.28",PRIVATE CONTRACTORS
,,Community Services,Housing,AGE CONCERN DARLINGTON,"20,000.00",SPECIAL PROJECTS
,,Community Services,Housing,ANCHOR TRUST,819.96,PRIVATE CONTRACTORS
,,Community Services,Housing,ARGYLL GUEST HOUSE,"1,050.00",BOARD & LODGINGS
,,Community Services,Housing,B.A.R PROPERTY DEVELOPMENT,533.48,RENT OF FACILITIES
,,Community Services,Housing,B.A.R PROPERTY DEVELOPMENT,533.48,RENT OF FACILITIES
,,Community Services,Housing,BROADACRES HOUSING ASSOC. LTD,"8,405.52",PRIVATE CONTRACTORS
,,Community Services,Housing,CARR GOM SOCIETY,"27,399.40",PRIVATE CONTRACTORS
,,Community Services,Housing,CITIZENS ADVICE BUREAU,"22,883.38",VOLUNTARY ASSOCIATIONS
,,Community Services,Housing,D K WILLIAMS,636.00,SERVICE CHARGES / ACCOMMODATION RECHARGES
,,Community Services,Housing,DARLINGTON ASSOCIATION ON DISABILITY LTD,500.00,PRIVATE CONTRACTORS
,,Community Services,Housing,DARLINGTON MIND,"5,879.00",PRIVATE CONTRACTORS
,,Community Services,Housing,DARLINGTON YMCA FOYER,"14,183.88",PRIVATE CONTRACTORS
,,Community Services,Housing,DIMENSIONS (UK) LTD,"13,133.52",PRIVATE CONTRACTORS
,,Community Services,Housing,DISC,"13,104.48",PRIVATE CONTRACTORS
,,Community Services,Housing,FR STEPHEN EDMONDS,"2,311.92",RENT OF FACILITIES
,,Community Services,Housing,HANOVER HOUSING ASSOCIATION,977.88,PRIVATE CONTRACTORS
,,Community Services,Housing,HBINFO LTD,555.00,TRAINING
,,Community Services,Housing,HOME HOUSING ASSOCIATION LTD,"2,648.32",PRIVATE CONTRACTORS
,,Community Services,Housing,J & R FARRAGHER T/A POTENS,"1,092.24",PRIVATE CONTRACTORS
,,Community Services,Housing,J & S HOTEL ENTERPRISES,525.00,BOARD & LODGINGS
,,Community Services,Housing,J & S HOTEL ENTERPRISES,875.00,BOARD & LODGINGS
,,Community Services,Housing,KEYRING LIVING SUPPORT NETWORK,"2,717.00",PRIVATE CONTRACTORS
,,Community Services,Housing,MANNING LIMITED,"1,756.15",AGENCY STAFF COSTS - NON TEACHING
,,Community Services,Housing,MANNING LIMITED,"1,591.35",AGENCY STAFF COSTS - NON TEACHING
,,Community Services,Housing,MENCAP,"4,928.40",PRIVATE CONTRACTORS
,,Community Services,Housing,MIDDLESBROUGH BOROUGH COUNCIL,"5,420.65",BASIC PAY
,,Community Services,Housing,MIDDLESBROUGH BOROUGH COUNCIL,"1,015.24",SUPERANN `ERS
,,Community Services,Housing,MR & MRS J SIDDLE,533.48,RENT OF FACILITIES
,,Community Services,Housing,MR & MRS J SIDDLE,533.48,RENT OF FACILITIES
,,Community Services,Housing,MR DAVE HEWITSON,650.00,RENT OF FACILITIES
,,Community Services,Housing,MR DAVE HEWITSON,650.00,RENT OF FACILITIES
,,Community Services,Housing,NORTHERN LIFE CARE LTD,"4,550.00",PRIVATE CONTRACTORS
,,Community Services,Housing,OPEN GATE,769.20,PRIVATE CONTRACTORS
,,Community Services,Housing,RICHMOND FELLOWSHIP,"9,800.00",PRIVATE CONTRACTORS
,,Community Services,Housing,STONHAM HOUSING ASSOCIATION,"7,200.00",PRIVATE CONTRACTORS
,,Community Services,Housing,SYSTEM CELL LTD,"1,175.00",STATIONERY
,,Community Services,Housing,TEES VALLEY HOUSING LTD,"11,238.84",PRIVATE CONTRACTORS
,,Community Services,Housing,THREE RIVERS HOUSING ASSOCIATIONS LTD,"2,307.68",PRIVATE CONTRACTORS
,,Community Services,Housing,UNITED RESPONSE,"1,383.20",PRIVATE CONTRACTORS
,,Community Services,Technical Services,CAPITA BUSINESS SRV LTD (DARLINGTON),717.64,REPROGRAPHICS
,,Community Services,Technical Services,HAYS OFFICE SUPPORT,"1,032.22",AGENCY STAFF COSTS - NON TEACHING
,,Community Services,Technical Services,SCOTT WILSON LTD,"12,821.25",AGENCY STAFF COSTS - NON TEACHING
,,Community Services,Technical Services,TEMP RECRUITMENT LTD,558.38,AGENCY STAFF COSTS - NON TEACHING
,,Community Services,Technical Services,TEMP RECRUITMENT LTD,777.37,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,A M SCOTT LIMITED,"1,695.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,ACORN CARE (UK) LIMITED,"10,678.57",MATERIALS
,,Children's Services,Children & Families,ALYSON GODWIN,"2,160.00",CHILDCARE COSTS
,,Children's Services,Children & Families,BARNARDO'S,"3,833.15",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"4,095.41",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"3,678.46",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"4,079.91",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"3,556.78",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"3,347.44",MATERIALS
,,Children's Services,Children & Families,BARNARDO'S,"3,818.96",MATERIALS
,,Children's Services,Children & Families,BEST WESTERN THE CROFT HOTEL,578.72,HOSPITALITY & ROOM HIRE
,,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,350.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,CARITAS RECRUITMENT LTD,"1,332.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,CEDAR HOUSE & LOWGATE HOUSE SCHOOL,"27,999.00",MATERIALS
,,Children's Services,Children & Families,CEDAR HOUSE & LOWGATE HOUSE SCHOOL,"27,999.00",MATERIALS
,,Children's Services,Children & Families,CLERVAUX TRUST LTD,"7,750.00",MATERIALS
,,Children's Services,Children & Families,COLIN MORRIS,"1,330.61",MATERIALS
,,Children's Services,Children & Families,COMPRIL LIMITED,800.00,PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,D E MCCARTAN,500.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,DARLINGTON & DISTRICT YTH COMM ASS,645.00,OFFICERS - OTHER
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"4,757.22",EQUIPMENT
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"4,757.22",EQUIPMENT
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"4,757.22",EQUIPMENT
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"4,757.22",EQUIPMENT
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"2,745.83",PRIVATE CONTRACTORS
,,Children's Services,Children & Families,DARLINGTON ASSOCIATION ON DISABILITY LTD,"3,245.83",PRIVATE CONTRACTORS
,,Children's Services,Children & Families,DR L RIPPON,"2,400.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,DYNAVOX SYSTEMS LIMITED,"5,335.00",EQUIPMENT
,,Children's Services,Children & Families,EDEN GROVE SCHOOL PRIORY,"43,333.00",MATERIALS
,,Children's Services,Children & Families,ENTERPRISE RENT-A-CAR,705.60,Carers Vouchers
,,Children's Services,Children & Families,FOSTER CARE ASSOCIATES LTD,"3,480.00",MATERIALS
,,Children's Services,Children & Families,FOSTER CARE SOLUTIONS LTD,591.85,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,938.40,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTER CARES LTD,918.00,MATERIALS
,,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,554.46",MATERIALS
,,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,554.46",MATERIALS
,,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,554.46",MATERIALS
,,Children's Services,Children & Families,FOSTERING SOLUTIONS LTD,"3,554.46",MATERIALS
,,Children's Services,Children & Families,GARRY WEST TRAINING,"2,040.00",PROVISIONS
,,Children's Services,Children & Families,HAREWOOD LODGE (petty cash acc),508.07,PROVISIONS
,,Children's Services,Children & Families,JENX LTD,982.00,MATERIALS
,,Children's Services,Children & Families,KATE DODDS,500.00,PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,KESTER ARMSTRONG,"1,690.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,KESTER ARMSTRONG,"5,300.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,KINGS COLLEGE LONDON,"1,747.20",MATERIALS
,,Children's Services,Children & Families,NEXT STEP CARE MANAGEMENT LTD,"2,192.14",MATERIALS
,,Children's Services,Children & Families,NORTH YORKSHIRE COUNTY COUNCIL,"3,243.32",EQUIPMENT
,,Children's Services,Children & Families,NORTH YORKSHIRE COUNTY COUNCIL,"3,579.00",EQUIPMENT
,,Children's Services,Children & Families,NORTH YORKSHIRE COUNTY COUNCIL,"7,738.00",EQUIPMENT
,,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,"3,000.00",MATERIALS
,,Children's Services,Children & Families,ORCHARD CARE NORTH EAST LTD,890.00,MATERIALS
,,Children's Services,Children & Families,PARTNERS IN SPECIALIST CARE LIMITED,623.04,MATERIALS
,,Children's Services,Children & Families,PARTNERS IN SPECIALIST CARE LIMITED,623.04,EQUIPMENT
,,Children's Services,Children & Families,PEARTREE PROJECTS LTD,"12,688.88",MATERIALS
,,Children's Services,Children & Families,QUEST 88 LTD,"2,105.50",EQUIPMENT
,,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,091.80",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REA ESTATES LTD BISHOP AUCKLAND,797.00,MATERIALS
,,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
,,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
,,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
,,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,945.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,173.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,088.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,952.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,502.50,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,020.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,RICHMOND ANDERSON GOUDIE,"1,500.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,595.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,597.50,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
,,Children's Services,Children & Families,ROCSOLID,"2,015.13",MATERIALS
,,Children's Services,Children & Families,ROCSOLID,928.20,MATERIALS
,,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
,,Children's Services,Children & Families,ROCSOLID,"2,015.13",MATERIALS
,,Children's Services,Children & Families,ROCSOLID,"2,751.79",MATERIALS
,,Children's Services,Children & Families,ROYAL SCHOOL FOR THE DEAF DERBY,"22,235.00",MATERIALS
,,Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,908.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,679.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,"1,139.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,"1,139.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,SANCTUARY PERSONNEL LTD,"1,139.00",AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,"5,000.00",EQUIPMENT
,,Children's Services,Children & Families,SOCIAL CARE ASSOCIATES LTD,560.00,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Children & Families,ST CUTHBERTS CARE,"73,285.71",MATERIALS
,,Children's Services,Children & Families,ST CUTHBERTS CARE,"2,385.00",MATERIALS
,,Children's Services,Children & Families,ST CUTHBERTS CARE,"13,285.71",MATERIALS
,,Children's Services,Children & Families,ST JOHN AMBULANCE,750.00,TRAINING
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,"1,476.00",MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,857.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,939.00,MATERIALS
,,Children's Services,Children & Families,SWIIS FOSTER CARE LTD,895.00,MATERIALS
,,Children's Services,Children & Families,TABBY TEXTILES,500.00,PROVISIONS
,,Children's Services,Children & Families,TEAM FOSTERING NORTH EAST,"1,141.70",EQUIPMENT
,,Children's Services,Children & Families,TEES VALLEY YMCA LIMITED,"68,292.00",MATERIALS
,,Children's Services,Children & Families,TEESSIDE ESTATES LTD,600.00,MATERIALS
,,Children's Services,Children & Families,THE YOUTH JUSTICE BOARD,"4,228.00",MATERIALS
,,Children's Services,Children & Families,THE YOUTH JUSTICE BOARD,"6,553.40",MATERIALS
,,Children's Services,Children & Families,THE YOUTH JUSTICE BOARD,"7,264.23",MATERIALS
,,Children's Services,Children & Families,TURNAROUND HOMES,"1,771.45",MATERIALS
,,Children's Services,Children & Families,UNDERLEY EDUCATIONAL SERVICES,"34,388.67",MATERIALS
,,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,"1,250.00",GENERAL OFFICE EXPENSES
,,Children's Services,Children & Families,WILLOW ROAD COMMUNITY CENTRE,"1,000.00",GENERAL OFFICE EXPENSES
,,Children's Services,Children & Families,WINGS EDUCATION LTD,"15,643.00",MATERIALS
,,Children's Services,Children & Families,WINGS EDUCATION LTD,"34,310.00",MATERIALS
,,Children's Services,Children & Families,WINGS EDUCATION LTD,"34,310.00",MATERIALS
,,Children's Services,Children & Families,WINGS EDUCATION LTD,"34,310.00",MATERIALS
,,Children's Services,Children & Families,WITHERSLACK HALL SCHOOL LTD,"26,393.00",MATERIALS
,,Children's Services,Children & Families,WORLD OF FUN,"5,340.00",PROVISIONS
,,Children's Services,Children & Families,YOUNG FOUNDATION LTD,"2,307.14",MATERIALS
,,Children's Services,Partnerships,AR ENTERTAINMENTS,875.00,MATERIALS
,,Children's Services,Partnerships,AXIELL LIMITED,"5,187.01",ICT HARDWARE SUPPORT & MAINTENANCE
,,Children's Services,Partnerships,BT TELEPHONE PAYMENT CENTRE,559.88,TELEPHONE COSTS
,,Children's Services,Partnerships,CENTRAL STATIONERS,570.00,EQUIPMENT
,,Children's Services,Partnerships,COMMUNITY PLAYTHINGS,"1,404.00",EQUIPMENT
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"3,851.94",PCT Staffing
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"4,835.88",PCT Staffing
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"10,392.75",PCT Staffing
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"10,412.53",PCT Staffing
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"2,372.76",PCT Staffing
,,Children's Services,Partnerships,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"2,372.16",PCT Staffing
,,Children's Services,Partnerships,DARLINGTON FOOTBALL IN THE COMMUNITY,"2,450.00",MATERIALS
,,Children's Services,Partnerships,DOLPHIN COMPUTER ACCESS,"1,182.50",EQUIPMENT
,,Children's Services,Partnerships,EVANS EASYSPACE LTD,"1,995.08",RENT OF FACILITIES
,,Children's Services,Partnerships,EVANS EASYSPACE LTD,"1,995.08",RENT OF FACILITIES
,,Children's Services,Partnerships,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,991.50,TRAINING
,,Children's Services,Partnerships,HELP FIRST AID TRAINING LTD,500.00,TRAINING
,,Children's Services,Partnerships,INVESTEC ASSET FINANCE PLC,"1,378.00",MATERIALS
,,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,540.58,PRINTING
,,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,739.95,EQUIPMENT
,,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,518.52,PHOTOCOPY CHARGES
,,Children's Services,Partnerships,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,601.85,ICT CONSUMABLES
,,Children's Services,Partnerships,LITTLE LINGFIELDS,"3,000.00",GRANTS
,,Children's Services,Partnerships,NCMA SERVICES LTD,"6,242.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Partnerships,OCLC UK LTD,"2,267.61",BOOKS
,,Children's Services,Partnerships,OPEN COLLEGE NETWORK (NER),"1,092.00",TRAINING
,,Children's Services,Partnerships,OPEN COLLEGE NETWORK (NER),720.00,EXAM FEES
,,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523.00,STD CLEANING CONTRACT
,,Children's Services,Partnerships,PROCARE CLEANING MANAGEMENT,523.00,STD CLEANING CONTRACT
,,Children's Services,Partnerships,RED HALL COMMUNITY ASSOCIATION,"1,187.72",CONTRIBUTION TO VOLUNTARY FUND
,,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,"3,000.00",GRANTS
,,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,711.46,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,711.46,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,839.58,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,839.58,AGENCY STAFF COSTS - NON TEACHING
,,Children's Services,Partnerships,SKERNE PARK YOUTH & COMM ASSOCIATION,"1,187.72",CONTRIBUTION TO VOLUNTARY FUND
,,Children's Services,Partnerships,UNIVERSITY OF WEST SCOTLAND,"1,665.00",TRAINING
,,Children's Services,Planning & Resources,ACORN DAIRY,555.45,MILK - NURSERY EDUCATION
,,Children's Services,Planning & Resources,ALREADY SORTED LTD,"1,347.00",CONFERENCES & SEMINARS
,,Children's Services,Planning & Resources,BIG KIDS LITTLE KIDS DAY NURSERY,"2,724.61",MATERIALS
,,Children's Services,Planning & Resources,BISHOPTON PRE-SCHOOL,"5,488.45",MATERIALS
,,Children's Services,Planning & Resources,BRITISH AGENCY FOR ADOPTION & FOSTERING,"1,302.00",SUBSCRIPTIONS
,,Children's Services,Planning & Resources,BT TELEPHONE PAYMENT CENTRE,994.00,MARKETING & ADVERTISING
,,Children's Services,Planning & Resources,CHILDRENS SERVICES NETWORK,"3,630.00",SUBSCRIPTIONS
,,Children's Services,Planning & Resources,ELIM PLAYGROUP,"1,142.69",MATERIALS
,,Children's Services,Planning & Resources,EVOLUTION,"15,000.00",PROVISIONS
,,Children's Services,Planning & Resources,FERNDENE LODGE NURSERY,"12,994.81",MATERIALS
,,Children's Services,Planning & Resources,HIGH CONISCLIFFE PRE-SCHOOL,"2,622.46",MATERIALS
,,Children's Services,Planning & Resources,HIGH GRANGE DAY NURSERY,"4,015.18",MATERIALS
,,Children's Services,Planning & Resources,JUST LEARNING,"10,849.48",MATERIALS
,,Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,"2,437.50",PRINTING
,,Children's Services,Planning & Resources,LITTLE ACORNS,"8,000.00",GRANTS
,,Children's Services,Planning & Resources,LITTLE ACORNS,"9,356.65",MATERIALS
,,Children's Services,Planning & Resources,LITTLE LINGFIELDS,"3,330.22",MATERIALS
,,Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI GROUP,"2,447.31",MATERIALS
,,Children's Services,Planning & Resources,MANNING LIMITED,"2,104.65",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Planning & Resources,MANNING LIMITED,"3,063.65",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Planning & Resources,MANNING LIMITED,"3,417.13",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,Planning & Resources,PLAY HUT DAY NURSERY & KIDS CLUB,"5,261.72",MATERIALS
,,Children's Services,Planning & Resources,REDCAR & CLEVELAND BOROUGH COUNCIL,"1,218.40",MARKETING & ADVERTISING
,,Children's Services,Planning & Resources,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,"9,730.75",MATERIALS
,,Children's Services,Planning & Resources,ST JOHN AMBULANCE,855.00,TRAINING
,,Children's Services,Planning & Resources,SUPPLIES TEAM,850.60,PRINTING
,,Children's Services,Planning & Resources,SUPPLIES TEAM,540.99,PRINTING
,,Children's Services,Planning & Resources,SUPPLIES TEAM,"1,524.06",PRINTING
,,Children's Services,Planning & Resources,TEACHERS PENSIONS,"1,395.90",PENSION INCREASE PAY
,,Children's Services,Planning & Resources,THE SECRET GARDEN NURSERY,"7,640.64",MATERIALS
,,Children's Services,Planning & Resources,THE SOCIAL RESOURCE CENTRE LIMITED,"1,696.81",CASUAL MILEAGE
,,Children's Services,Planning & Resources,TINY TURNERS NURSERY,"8,758.33",MATERIALS
,,Children's Services,Planning & Resources,WM MORRISON (D'TON) ENTERPRISE TRUST,966.00,TRAINING
,,Children's Services,School Improvement,A4E CONSULT LTD,"5,200.00",PLACEMENT FEES
,,Children's Services,School Improvement,ANGELA SHAW,900.00,PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,CITY OF NEWCASTLE UPON TYNE,"4,423.96",OTHER LOCAL AUTHORITIES
,,Children's Services,School Improvement,CLERVAUX TRUST LTD,"7,367.50",COURSE PURCHASE
,,Children's Services,School Improvement,DAVE ROGERSON,"2,650.00",PROFESSIONAL FEES & CONSULTANCY
,,Children's Services,School Improvement,EAGLESCLIFFE FOREST SCHOOL,660.00,VISITS
,,Children's Services,School Improvement,IRENE BAKER CONSULTANCY,750.00,PROFESSIONAL FEES & CONSULTANCY
