Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2016-07-20,1280025,372.92,Redacted Personal Data,370829,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Third Party Payments,505,Voluntary Associations,5040,Revenue,00.WELFARE
2016-07-20,1280028,341.24,Redacted Personal Data,306816,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,00.WELFARE
2016-07-20,1280031,1900.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280031,1688.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280031,522.64,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280031,715.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,26.TAXIS
2016-07-20,1280031,1165.36,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,26.TAXIS
2016-07-20,1280031,1185.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280031,1688.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280031,1900.00,HADRIAN MINI BUSES,361545,"Health, Education, Care and Safeguarding",Public Health,112,Capital,Capital,Capital,Capital,Revenue,26.TAXIS
2016-07-20,1280032,82751.85,NORTHUMBRIAN WATER LIMITED,014360,Commissioning & Investment,Holding A/C,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,27.WATER
2016-07-20,1280034,530.00,BURNT TREE GROUP LTD,348086,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.HIRE AND LEASE
2016-07-20,1280034,600.00,BURNT TREE GROUP LTD,348086,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.HIRE AND LEASE
2016-07-20,1280038,16.95,OVERTON UK LTD,247577,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-20,1280038,139.97,OVERTON UK LTD,247577,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-20,1280038,139.97,OVERTON UK LTD,247577,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-20,1280038,139.97,OVERTON UK LTD,247577,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-20,1280039,608.49,GATESHEAD COUNCIL,231440,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,00.PUBLIC SECTOR
2016-07-20,1280040,277.00,PREMIER WASTE MANAGEMENT LTD,362026,Commissioning & Investment,Unallocated,N/A,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,08.ENVIRONMENTAL SERV
2016-07-20,1280040,619.65,PREMIER WASTE MANAGEMENT LTD,362026,Commissioning & Investment,Unallocated,N/A,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,08.ENVIRONMENTAL SERV
2016-07-20,1280040,619.65,PREMIER WASTE MANAGEMENT LTD,362026,Commissioning & Investment,Unallocated,N/A,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,08.ENVIRONMENTAL SERV
2016-07-20,1280041,9555.00,SOUTH TYNESIDE COUNCIL,262872,"Environment, Housing & Leisure",Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,00.PUBLIC SECTOR
2016-07-21,11372,250.00,KIDD SPOOR TAYLOR SOLICITORS,382247,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,16.LEGAL SERVICES
2016-07-21,1280052,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280056,340.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280057,327.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280059,346.16,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280060,333.32,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280061,310.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280063,1667.36,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280066,720.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280068,1400.70,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280069,420.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280074,1559.26,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280075,319.85,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280078,1388.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280081,1162.05,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280083,433.84,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280084,283.99,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280085,1038.50,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280086,1207.67,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280089,266.54,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280091,807.66,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280092,422.93,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280093,773.20,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280094,511.46,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280095,473.22,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280098,414.24,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280099,374.14,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280100,1437.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280103,277.38,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280106,2607.25,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280109,1985.31,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280111,324.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280112,1368.94,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280114,307.80,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280115,418.75,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280118,331.12,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280122,310.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280125,251.50,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280129,968.10,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280132,916.25,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280133,278.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-07-21,1280138,2.47,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,4.06,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,4.26,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,5.75,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,5.75,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,7.48,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,8.12,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,8.12,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,9.10,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,10.85,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,13.98,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,18.40,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,18.40,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,19.50,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,20.82,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,27.42,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,33.12,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,39.60,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,46.01,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,50.58,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,58.51,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,59.22,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,67.92,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,71.52,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,73.29,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,75.00,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,97.72,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,117.60,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,117.98,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,154.80,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,177.60,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,228.48,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280138,288.42,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.EQUIPMENT
2016-07-21,1280141,0.58,FLEET FACTORS LTD,006831,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280141,0.98,FLEET FACTORS LTD,006831,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280141,14.40,FLEET FACTORS LTD,006831,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280141,219.02,FLEET FACTORS LTD,006831,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280143,403.65,NORTH EAST TRUCK & VAN,014751,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280143,428.81,NORTH EAST TRUCK & VAN,014751,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280143,435.28,NORTH EAST TRUCK & VAN,014751,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280143,446.75,NORTH EAST TRUCK & VAN,014751,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280143,1784.20,NORTH EAST TRUCK & VAN,014751,"Environment, Housing & Leisure",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2016-07-21,1280144,2.48,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,2.48,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,10.53,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,17.64,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,28.47,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,36.00,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,37.08,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,77.50,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,112.50,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,113.70,THOMAS OWEN AND SONS LTD,015083,"Environment, Housing & Leisure",Cultural & Related Services,104,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,131.76,THOMAS OWEN AND SONS LTD,015083,"Environment, Housing & Leisure",Cultural & Related Services,104,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,136.44,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,220.00,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,220.00,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,220.00,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,454.80,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,701.75,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280144,1207.80,THOMAS OWEN AND SONS LTD,015083,Commissioning & Investment,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,05.CLEANING MATERIALS
2016-07-21,1280146,1984.00,STANNAH LIFT SERVICES LIMITED,102817,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,SOCIAL FITTED
2016-07-21,1280147,495.00,STANNAH LIFT SERVICES LIMITED,102817,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL FITTED
2016-07-21,1280149,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,7.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,9.12,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,10.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,40.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,40.53,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,46.64,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,55.10,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,77.80,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,86.38,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,89.21,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,96.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,100.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,133.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,137.52,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2016-07-21,1280149,160.00,THE FURNISHING SERVICE LTD,391240,Housing Revenue Account,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
