Wakefield Council Supplier Spend Greater Than �500 for Quarter 1st April 2017 to 30th June 2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,26/06/2017,23342947,11,2325.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330880,6,1437.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330880,10,2805.57,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330880,2,2192.14,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23293068,66,6642.86,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342956,20,2326.57,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311523,20,1231.71,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295271,58,1727.14,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342956,2,930.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330880,18,797.14,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330880,22,1437.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311523,16,14680.71,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,EARLS LODGE,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311523,40,996.43,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Nursing Homes,53350,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ELM LODGE RESIDENTIAL CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342957,15,1727.14,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,ELM LODGE RESIDENTIAL CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342957,19,1437.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,19/06/2017,23333432,4,2240.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,43,1760.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,13,3264.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,04/04/2017,23287647,37,544.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,31,1632.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,39,3186.29,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,23,7460.57,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,27,2560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,FAIRBURN CHASE HEALTH CARE LTD,Redacted,04216877,N/A,Not yet available,22/05/2017,23314381,17,3120.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,GRESHAM (OAKLANDS) LTD T/A OAKLANDS RESIDENTIAL CARE HOME,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314412,3,1573.86,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HAVEN LODGE CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342966,18,684.29,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HAVEN LODGE CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342966,22,863.57,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308223,21,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327990,147,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295284,168,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,12/06/2017,23330893,31,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311536,21,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304579,72,544.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,04/04/2017,23287657,25,544.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314392,145,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304579,19,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,39,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,43,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,04/04/2017,23287657,161,3730.29,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,5,6480.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23327990,17,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295284,31,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308223,167,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,08/05/2017,23308223,39,880.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23293081,149,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,24/04/2017,23295284,1,1088.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,18/04/2017,23293081,21,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23314392,17,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,17,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,95,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311536,149,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304579,7,2176.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304579,175,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323545,19,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290817,23,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290817,165,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323545,161,560.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,127,1727.14,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,10/04/2017,23290817,19,730.71,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,131,7373.57,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,91,1163.29,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,95,958.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333442,135,3832.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323545,151,1437.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323545,117,958.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,223,3626.71,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,53,958.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,HEMSWORTH PARK CARE HOME,Redacted,Awaiting,N/A,Not yet available,26/06/2017,23342968,191,930.00,Nil,Residential Respite Placements in Independent Home (Other Agencies),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
