Wakefield Council Supplier Spend Greater Than œ500 for Quarter 1st April 2014 to 30th June 2014.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NHS WAKEFIELD CCG,N/A,Not yet available,Not yet available,Not yet available,12/05/2014,22498649,"56,190.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,NORTHGATE SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522334,"2,424.39",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,NORTHGATE SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522335,799.68,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,NOVA WAKEFIELD DISTRICT LIMITED,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22500554,"17,700.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,NOVA WAKEFIELD DISTRICT LIMITED,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22505187,"42,897.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,OUTWOOD PARK MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522364,"1,169.60",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,OUTWOOD PARK MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522363,699.53,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PENDERELS TRUST,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22482221,"12,264.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,25820,Disability & Special Needs - Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PENDERELS TRUST,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,22504284,"12,264.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,25820,Disability & Special Needs - Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,POLICE AND CRIME COMISSIONER FOR WEST YORKSHIRE,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,22463975,"14,766.25",Nil,Services Contracts (Private Contractors),Revenue,n/a,CATNA,Sub Category Not Applicable,SUBCATNA,60064,Police,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PONTEFRACT LIVE AT HOME SCHEME,N/A,Not yet available,Not yet available,Not yet available,12/05/2014,22499170,"1,359.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PONTEFRACT LIVE AT HOME SCHEME,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22520295,"1,359.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,17020,Charities & Voluntary Organisations,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PROSPECT SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522341,"1,250.99",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PROSPECT SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522342,571.20,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PROSPECTS SERVICES,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22483941,"41,250.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,14850,Career Guidance Services,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RELATE MID YORKSHIRE,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,22480380,"2,195.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,98758,Helplines - Family,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RELATE MID YORKSHIRE,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22482869,"2,195.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,98758,Helplines - Family,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,REVERSE THE CYCLE,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,22518461,750.00,Nil,Services Contracts (Private Contractors),Revenue,"Economic Growth, Culture & Sport",CAT09,Sport,SUBCAT0906,72790,Sports Coaching & Instruction,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,RIVERSIDE MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522362,"1,000.96",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,RIVERSIDE MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522347,"1,022.72",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,RIVERSIDE MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522348,"4,023.59",Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,26710,Doctors,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,ROSS AUTO ENGINEERING LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22523203,"20,445.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,51520,Mobility & Access Equipment & Vehicles,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,ROSS AUTO ENGINEERING LTD,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505269,"20,445.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,51520,Mobility & Access Equipment & Vehicles,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SHOP4SUPPORT LIMITED,N/A,Not yet available,Not yet available,Not yet available,02/05/2014,22485691,"15,000.00",Nil,Services Contracts (Private Contractors),Revenue,ICT,CAT11,ICT - Software,SUBCAT1108,20703,Computer Systems & Software (Development),Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SIDHIL LTD,N/A,Not yet available,Not yet available,Not yet available,09/05/2014,22497178,"2,254.00",Nil,Services Contracts (Private Contractors),Revenue,Property & Asset Management,CAT01,First Aid,SUBCAT0132,35850,First Aid & Medical Supplies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SIDHIL LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22520697,"2,352.00",Nil,Services Contracts (Private Contractors),Revenue,Property & Asset Management,CAT01,First Aid,SUBCAT0132,35850,First Aid & Medical Supplies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22516999,"42,363.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22517002,"68,259.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22517005,"28,578.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22536806,"64,499.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22536807,"9,526.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22516609,"193,497.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22516984,"196,953.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22516177,"106,851.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22537078,"65,651.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22537080,"22,753.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22537081,"14,121.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22537083,"35,617.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,43860,Hospitals,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22482350,"27,661.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22525425,"45,021.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22525423,"96,822.75",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22525426,"68,903.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22525419,"23,298.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22525420,"7,219.37",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500753,"23,298.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500760,"27,661.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22500751,"7,219.37",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500732,"68,930.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500735,"45,021.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500739,"17,878.88",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500744,"96,822.75",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22500749,"3,283.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22525422,"3,283.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22525424,"17,878.88",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22525271,"27,661.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22482340,"96,822.75",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493617,"17,878.88",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493627,"96,822.75",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493629,"68,930.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493630,"45,021.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493624,"7,219.37",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493625,"3,283.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,29/05/2014,22493632,"27,661.08",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22482337,"45,021.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22482339,"17,878.88",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22482349,"3,283.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22482352,"23,750.00",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,SPECTRUM COMMUNITY HEALTH CIC,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22482353,"68,930.33",Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,Sub Category To Be Classified,SUBCATTBC,15698,Addiction Rehabilitation & Treatment,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
