Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,WATERTON ACADEMY TRUST T/A NORMANTON COMMON PRIMARY ACADEMY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22805696,1,2538.46,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Schools - Local Authority,67981,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,WEST SILC,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22805692,1,947.08,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Services,29360,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,WEST SILC,Redacted,Not yet available,Not yet available,Not yet available,2015-05-27,22786982,,5619.32,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Services,29360,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,WILLOW GREEN ACADEMY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22805675,,500.00,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Schools - Independent & Preparatory,67860,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,DUNEDIN PROPERTY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-02,22751881,1,4205.47,Nil,Service Charges,Revenue,Property & Asset Management,CAT01,Property Management,SUBCAT0137,Commercial Property Agents,00001,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,STANDARD LIFE INVESTMENTS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22784698,1,19762.29,Nil,Service Charges,Revenue,Business Services,CAT02,Leasing,SUBCAT0216,Leasing Services,47650,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,,,331178.77,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,,,419603.76,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,,,367537.93,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,,,446461.06,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-05-15,,,340697.04,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-05-15,,,421937.59,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-05-15,,,376897.57,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-05-15,,,450532.45,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,,,339762.09,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,,,427195.67,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,,,379500.15,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,,,443727.90,Nil,Service pension contribution (Employers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-04-15,,,473.97,Nil,Service pension contribution (teachers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-05-15,,,473.97,Nil,Service pension contribution (teachers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,N/A various,,,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,,,947.94,Nil,Service pension contribution (teachers),Revenue,,,,,,,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,LEEDS CITY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,2015-04-22,22760518,1,6278.00,Nil,Services - H E T S (Joint Authorities),Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ABACUS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807573,,2930.20,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,AFTER ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,2015-05-06,22775681,1,3089.75,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,AFTER ADOPTION,Redacted,Not yet available,Not yet available,Not yet available,2015-06-18,22806295,1,5772.85,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,AGE UK WAKEFIELD DISTRICT,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22765186,1,23164.04,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,AGE UK WAKEFIELD DISTRICT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-21,22784674,1,31673.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,AGE UK WAKEFIELD DISTRICT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-03,22797450,1,31673.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,AGE UK WAKEFIELD DISTRICT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-24,22808911,1,31673.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ALTOFTS PRIVATE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807575,,1794.00,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ALTOFTS PRIVATE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807574,1,3266.28,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,ALVERTHORPE SURGERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764824,,1168.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,ARK HOME HEALTHCARE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-10,22799852,1,29011.48,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,ARK HOME HEALTHCARE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22755135,1,32357.92,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,ARK HOME HEALTHCARE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22780271,1,32357.92,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,ASH GROVE MEDICAL PRACTICE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754571,1,1286.73,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,ASH GROVE MEDICAL PRACTICE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764822,,5103.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDO SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22734910,1,32500.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDO\xB4S,Redacted,Not yet available,Not yet available,Not yet available,2015-04-29,22734907,1,31050.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BARNARDO\xB4S,Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22735521,1,17366.25,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,BEST INTERESTS ASSESSMENTS & TRAINING SOLUTIONS LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-24,22762687,1,738.40,Nil,Services Contracts (Private Contractors),Revenue,Business Services,CAT02,Training,SUBCAT0223,Training Consultants,79960,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BRAMBLY HEDGE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807576,1,1794.00,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,BRITISH RED CROSS SOCIETY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-10,22755318,1,1028.30,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,BRITISH RED CROSS SOCIETY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22778598,1,1028.30,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,BRITISH RED CROSS SOCIETY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22794631,1,1028.30,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH STREET SURGERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754574,,903.04,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH STREET SURGERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754573,1,903.04,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH VIEW HEALTH CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22744991,1,525.00,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH VIEW HEALTH CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764815,1,1596.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH VIEW HEALTH CENTRE (SINGH & PARTNERS),Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22744992,,670.00,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,CHURCH VIEW HEALTH CENTRE (SINGH & PARTNERS),Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764817,1,5499.75,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CJS PLAYCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807579,,1122.40,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CRI,Redacted,Not yet available,Not yet available,Not yet available,2015-05-28,22762928,1,63546.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Drug Misuse - Advice & Counselling,28465,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CRI,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22794352,1,63546.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Drug Misuse - Advice & Counselling,28465,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807578,1,1559.58,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807580,1,1932.00,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-28,22793943,,588.80,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807584,1,2060.80,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,EDEN FOSTER CARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-16,22804389,106,1011.43,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,EDEN FOSTER CARE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-13,22755950,,2388.57,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,EDEN FOSTER CARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-13,22779699,103,2605.71,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,EDEN FOSTER CARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-16,22804389,107,2714.29,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,FERRYBRIDGE MEDICAL CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764821,1,3161.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FIRST STEPS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807581,,2484.00,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,GROVE SURGERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764826,,6388.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,HOMESTEAD MEDICAL CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764820,,2700.18,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,INCLUSION NORTH CIC,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22756839,1,14840.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KIDS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-25,22807410,1,800.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KIDS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-05,22774070,1,26629.50,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KIDS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-05,22774071,1,62090.75,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,KK GLOBAL LTD - DR SURESH CHARI,Redacted,Not yet available,Not yet available,Not yet available,2015-06-04,22780123,1,544.16,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,KK GLOBAL LTD - DR SURESH CHARI,Redacted,Not yet available,Not yet available,Not yet available,2015-06-04,22795902,1,741.68,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Social Services & Welfare Organisations,71855,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE ACORNS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807582,1,2760.00,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE STARS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807583,,2511.60,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,MAYBUSH MEDICAL CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22744994,,805.00,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,MAYBUSH MEDICAL CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764827,1,5751.25,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,MEDICX PHARMACY LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-01,22745006,,540.00,Nil,Services Contracts (Private Contractors),Revenue,Public Health,CAT06,Sub Category To Be Classified,SUBCATTBC,Chemists\xB4 & Pharmacists\xB4 Suppliers & Wholesalers,17520,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,MEDICX PHARMACY LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22803614,1,660.00,Nil,Services Contracts (Private Contractors),Revenue,Public Health,CAT06,Sub Category To Be Classified,SUBCATTBC,Chemists\xB4 & Pharmacists\xB4 Suppliers & Wholesalers,17520,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,MIDDLESTOWN MEDICAL CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754575,1,939.52,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,NEW LIFE PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807585,,3155.60,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,NEWLAND SURGERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22764818,,3065.50,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,NOAHS ARK CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-22,22807586,1,1471.45,Nil,Services Contracts (Private Contractors),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-18,22806284,1,10000.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-18,22806222,1,24293.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,NOVA WAKEFIELD DISTRICT LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-24,22808914,1,54317.00,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,PENDERELS TRUST,Redacted,Not yet available,Not yet available,Not yet available,2015-06-24,22808916,1,12429.92,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Public Health,P,PENDERELS TRUST,Redacted,Not yet available,Not yet available,Not yet available,2015-06-03,22797403,1,12429.92,Nil,Services Contracts (Private Contractors),Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
