Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,18-Aug-11,1108-09192,"1,665.00",R,Springwood Garden Services Ltd
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,31-Aug-11,1108-09193,660.00,R,Springwood Garden Services Ltd
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,31-Aug-11,1108-09194,685.00,R,Springwood Garden Services Ltd
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,31-Aug-11,1108-09195,"1,650.00",R,Springwood Garden Services Ltd
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,31-Aug-11,1108-09196,"1,025.00",R,Springwood Garden Services Ltd
East - North East,East - North East,Technical Services,Premises,General Maintenance,104,31-Aug-11,1108-09197,455.00,R,Springwood Garden Services Ltd
Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,10-Aug-11,1108-09198,"16,411.54",C,Sps Doorguard Ltd
Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,26-Aug-11,1108-09199,486.00,C,Sps Doorguard Ltd
Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Supplies and Services,Waste Disposal Charges,236,01-Aug-11,1108-09200,628.78,R,Srcl Ltd
Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Supplies and Services,Waste Disposal Charges,236,19-Aug-11,1108-09201,711.68,R,Srcl Ltd
Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Well Being Small Grants Projects,228,01-Aug-11,1108-09202,500.00,R,St Andrews Roundhay Urc
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,02-Aug-11,1108-09203,"1,145.76",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,04-Aug-11,1108-09204,"140,657.95",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09205,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09206,"1,008.80",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Aug-11,1108-09207,"6,856.22",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,05-Aug-11,1108-09208,"4,787.50",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09209,"4,708.32",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09210,776.36,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09211,446.40,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09212,522.40,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09213,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09214,654.72,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09215,"1,410.52",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09216,419.44,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09217,"1,517.76",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09218,429.27,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09219,"1,079.06",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09220,"1,448.68",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09221,539.88,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09222,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09223,595.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09224,431.52,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09225,542.28,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,05-Aug-11,1108-09226,758.88,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09227,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09228,853.56,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09229,639.84,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09230,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09231,491.04,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09232,"1,023.90",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09233,461.28,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09234,669.60,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09235,"1,428.88",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09236,706.80,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09237,595.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09238,717.74,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09239,"1,017.84",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09240,806.66,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09241,820.60,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09242,"1,105.32",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09243,714.24,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09244,543.28,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,05-Aug-11,1108-09245,"373,294.18",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,05-Aug-11,1108-09246,"171,951.62",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,05-Aug-11,1108-09247,"117,466.63",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08-Aug-11,1108-09248,"1,373.26",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08-Aug-11,1108-09249,"1,373.26",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,08-Aug-11,1108-09250,"1,388.49",R,St Annes Community Services
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Payments To Voluntary Organisations,561,08-Aug-11,1108-09251,"1,890.00",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,10-Aug-11,1108-09252,"1,071.35",R,St Annes Community Services
Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,11-Aug-11,1108-09253,"57,198.25",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,11-Aug-11,1108-09254,431.52,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,12-Aug-11,1108-09255,"91,594.50",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09256,810.96,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09257,"1,011.84",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09258,"1,770.72",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09259,431.52,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09260,"1,860.00",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09261,"2,618.88",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09262,"1,279.68",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09263,505.92,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09264,550.56,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09265,"1,607.04",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09266,773.76,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09267,"2,246.88",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09268,"1,294.88",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09269,982.08,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09270,602.64,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09271,"1,272.24",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09272,587.76,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09273,"1,874.88",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09274,"2,708.16",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09275,"1,376.40",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09276,580.32,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09277,825.84,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09278,520.80,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09279,"1,413.60",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09280,877.92,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09281,"2,403.12",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09282,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Aug-11,1108-09283,"1,108.83",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Aug-11,1108-09284,485.05,R,St Annes Community Services
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,23-Aug-11,1108-09285,"1,085.76",R,St Annes Community Services
Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,College Contracts,276,24-Aug-11,1108-09286,"8,955.00",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,25-Aug-11,1108-09287,"1,455.14",R,St Annes Community Services
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Nursing Home - Drugs & Alcohol,573,25-Aug-11,1108-09288,"82,552.00",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Aug-11,1108-09289,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09290,551.63,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09291,699.36,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09292,446.40,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09293,654.72,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09294,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09295,496.24,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09296,423.04,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09297,461.28,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09298,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09299,"1,447.08",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09300,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09301,"1,428.48",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09302,610.19,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09303,714.24,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09304,"1,670.16",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09305,838.08,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09306,644.44,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09307,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09308,441.52,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09309,"2,209.68",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09310,538.88,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,26-Aug-11,1108-09311,714.24,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09312,535.68,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09313,476.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09314,967.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09315,431.52,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09316,639.84,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09317,654.72,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09318,"1,071.36",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09319,639.84,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09320,624.96,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09321,"1,668.36",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09322,662.16,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09323,446.40,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09324,595.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09325,773.76,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09326,"1,001.60",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09327,595.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09328,773.76,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09329,"1,086.24",R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,26-Aug-11,1108-09330,595.20,R,St Annes Community Services
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,03-Aug-11,1108-09331,"6,003.16",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,03-Aug-11,1108-09332,"5,442.36",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Sheltered Accommodation,569,03-Aug-11,1108-09333,"1,386.44",R,St Annes Residential Care
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09334,"2,384.92",R,St Annes Residential Care
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-09335,"18,716.33",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,03-Aug-11,1108-09336,"39,279.31",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-09337,"4,622.92",R,St Annes Residential Care
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,31-Aug-11,1108-09338,"6,003.16",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,31-Aug-11,1108-09339,"5,442.36",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Sheltered Accommodation,569,31-Aug-11,1108-09340,"1,386.44",R,St Annes Residential Care
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09341,"8,362.68",R,St Annes Residential Care
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,31-Aug-11,1108-09342,"17,610.08",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,31-Aug-11,1108-09343,"31,543.10",R,St Annes Residential Care
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-09344,"6,043.00",R,St Annes Residential Care
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-09345,"2,212.69",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09346,"6,431.76",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09347,"32,399.64",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09348,"5,698.56",R,St Annes Shelter & Housing Action
