Ã¯»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-06-19,1600647995,5275.40,879.23,4396.17,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-06-19,1600647996,17314.90,2885.82,14429.08,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-06-19,601279521,10000.00,0.00,10000.00,Pizzeria Perfecto Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279516,10000.00,0.00,10000.00,Pomegranate Nursery Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601278628,19194.33,0.00,19194.33,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-06-19,601278631,20850.00,0.00,20850.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-06-19,601278632,22916.00,0.00,22916.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-06-19,601278629,26492.00,0.00,26492.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-06-19,601279451,2358.00,393.00,1965.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-19,601279498,706.00,0.00,706.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-19,1600649477,1800.00,0.00,1800.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-19,601279509,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279508,4000.00,0.00,4000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279507,5000.00,0.00,5000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279514,8500.00,0.00,8500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279513,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279522,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,601279520,10000.00,0.00,10000.00,Ripple Logistics Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-19,1600648995,19930.30,3321.72,16608.58,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-19,1600649440,591.54,98.59,492.95,Secure Haven Urns & Keepsakes Ltd,Place Directorate,Gen Resaleable Items
Salford City Council,2020-06-19,1600648116,570.65,95.11,475.54,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-19,1600645271,686.71,114.45,572.26,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-19,1600647027,706.06,117.68,588.38,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-19,1600643732,735.07,122.51,612.56,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-06-19,1600645984,5399.59,899.93,4499.66,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-06-19,1600646512,5416.22,902.70,4513.52,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-19,1600648169,5429.83,904.97,4524.86,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-19,601279505,747.78,124.63,623.15,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-19,1600649441,765.00,0.00,765.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-19,601279450,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,IT  Licence Fee
Salford City Council,2020-06-19,1600649485,1356.00,226.00,1130.00,Tis Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-22,601279568,838.50,0.00,838.50,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-22,1600649501,20624.23,3437.37,17186.86,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-06-22,601279571,729.25,0.00,729.25,Creative Support,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-06-22,601279577,3393.82,0.00,3393.82,Creative Support,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-06-22,1600649497,834.00,139.00,695.00,Exclusec Group Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-06-22,601279533,600.00,0.00,600.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-22,601279534,825.00,0.00,825.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-22,601279535,1665.00,0.00,1665.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-22,601279572,563.34,0.00,563.34,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-22,601279530,2450.40,408.40,2042.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2020-06-22,601279573,1050.00,0.00,1050.00,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-22,601279541,519.91,0.00,519.91,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2020-06-22,601279539,530.00,0.00,530.00,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2020-06-22,601279542,530.00,0.00,530.00,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2020-06-22,601279540,550.00,0.00,550.00,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2020-06-22,601279538,560.00,0.00,560.00,Mayfair Management (Uk) Ltd,People (Adults) - CHSC,Rental Bonds
Salford City Council,2020-06-22,1600649514,606.00,101.00,505.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-22,1600649511,622.80,103.80,519.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-22,1600649516,1393.20,232.20,1161.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-22,1600649512,1620.00,270.00,1350.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-22,1600649518,1998.00,333.00,1665.00,R H Smith Engineering Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-22,1600649507,5073.00,0.00,5073.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,2020-06-22,1600649500,576.19,96.03,480.16,Schofield & Sons Ltd,Place Directorate,UV Day to Day
Salford City Council,2020-06-22,1600649506,768.00,128.00,640.00,Shinevision Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-06-22,601279574,1113.25,0.00,1113.25,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-22,601279528,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-22,601279527,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,Subscriptions
Salford City Council,2020-06-22,601279529,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents
Salford City Council,2020-06-23,1600649569,1307.23,217.87,1089.36,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-23,1600649570,11857.74,1976.29,9881.45,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-23,1600649173,18310.80,3051.80,15259.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-06-23,601279630,7000.00,0.00,7000.00,Barrow Creative,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279633,8000.00,0.00,8000.00,Bdcc Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279634,5000.00,0.00,5000.00,Bmp Electrical Services Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279590,4950.00,0.00,4950.00,Brighter Futures,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-06-23,1600649566,3492.83,0.00,3492.83,Central Manchester University,People (Childrens) Service Group,Other Salary Groups
Salford City Council,2020-06-23,1600649104,25739.25,0.00,25739.25,Central Manchester University,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-23,601279640,10000.00,0.00,10000.00,Cityview Estates Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,1600646133,13760.74,2293.46,11467.28,Dlp Services Northern Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-23,601279652,25000.00,0.00,25000.00,Ems-Fp&S Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279635,6000.00,0.00,6000.00,Fusion Funding Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279638,10000.00,0.00,10000.00,Gymstreak Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279632,1000.00,0.00,1000.00,Hollinwood Scout Camp,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279643,10000.00,0.00,10000.00,Ice Property Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279650,10000.00,0.00,10000.00,Imani Hall Event Centre Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279636,10000.00,0.00,10000.00,Izephyr Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279642,10000.00,0.00,10000.00,Laine Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279639,10000.00,0.00,10000.00,Laws Bakery Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279654,10000.00,0.00,10000.00,Lftms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,1600649171,16848.00,2808.00,14040.00,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),NJC - OT
Salford City Council,2020-06-23,1600649543,1200.00,0.00,1200.00,Oldham College,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-23,601279596,1180.00,0.00,1180.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-06-23,601279628,810.43,135.07,675.36,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2020-06-23,601279629,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279631,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279637,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279641,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279645,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279649,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279651,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,1600649573,16500.00,2750.00,13750.00,Resolution Data Management Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-06-23,601279595,5733.13,0.00,5733.13,Salix Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-23,601279646,25000.00,0.00,25000.00,Social Adventures Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279587,1305.60,217.60,1088.00,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases
Salford City Council,2020-06-23,601279599,975.00,0.00,975.00,St Ambrose Young Families,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-23,601279644,10000.00,0.00,10000.00,Tajammal123 Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601278912,721.01,0.00,721.01,Talmud Torah Yetev Lev Ltd-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-23,601278807,31238.03,0.00,31238.03,Talmud Torah Yetev Lev Ltd-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-06-23,601279653,25000.00,0.00,25000.00,The British Wrestling Association L,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,1600649504,10000.00,0.00,10000.00,The Citywall Project Community Inte,People (Childrens) Service Group,Training expenses
Salford City Council,2020-06-23,601279591,684.00,114.00,570.00,The School Bus,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-23,1600649582,5206.80,867.80,4339.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-23,1600649584,5827.20,971.20,4856.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-23,1600649583,6004.80,1000.80,5004.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-23,1600646141,6012.00,1002.00,5010.00,Thyssenkrupp Home Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-23,601279602,960.00,0.00,960.00,Tinytots Vision Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-23,1600649578,690.00,115.00,575.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-23,1600649579,1080.00,180.00,900.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-23,1600649580,1146.00,191.00,955.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-23,601279583,1509.70,0.00,1509.70,Water Plus Ltd,People (Childrens) Service Group,Water
Salford City Council,2020-06-23,601279647,10000.00,0.00,10000.00,Wilder And Wilder Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-23,601279648,10000.00,0.00,10000.00,Worsley Construction Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-24,1600649614,940.50,156.75,783.75,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-06-24,1600649601,2114.47,352.41,1762.06,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-24,1600649620,804.00,134.00,670.00,Kepczyk Pearce Sanderson Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-24,1600648823,3160.00,0.00,3160.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-24,1600649191,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-24,1600649481,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-24,1600649376,6252.11,1042.02,5210.09,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-06-24,601279656,585.31,97.55,487.76,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2020-06-24,601279693,580.00,0.00,580.00,Redacted Data,People (Adults) - CHSC,Unitary Charge
Salford City Council,2020-06-24,601279688,6704.00,0.00,6704.00,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-06-24,601279655,8160.00,1360.00,6800.00,Rothwell Robinson Ltd,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2020-06-24,1600649217,541.63,90.27,451.36,Softcat Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2020-06-24,1600649461,5410.93,901.82,4509.11,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-06-24,1600649621,2718.00,453.00,2265.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-24,1600649590,3000.00,500.00,2500.00,Stonewall Equality Ltd,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,2020-06-24,1600649595,1050.00,175.00,875.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-24,1600649596,1536.00,256.00,1280.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-24,1600649591,1719.22,286.54,1432.68,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-24,1600649597,1783.44,297.24,1486.20,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-24,1600649598,2958.48,493.08,2465.40,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-24,1600649587,4507.43,751.24,3756.19,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-06-25,1600649571,12411.84,2068.64,10343.20,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-06-25,601279745,1120.00,0.00,1120.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279744,1200.00,0.00,1200.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279743,1343.20,0.00,1343.20,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279742,3949.90,0.00,3949.90,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,1600648887,686.35,64.39,621.96,Alliance Disposables Ltd,People (Childrens) Service Group,Cleaning Materials
Salford City Council,2020-06-25,1600634038,840.00,140.00,700.00,Ann Arbor Publishers Ltd,People (Childrens) Service Group,Books & Periodicals
Salford City Council,2020-06-25,1600649706,750.12,125.02,625.10,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2020-06-25,1600649703,2577.60,429.60,2148.00,Apem Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-06-25,6003060695,785.87,0.00,785.87,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060665,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060645,5040.00,0.00,5040.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060620,2800.00,0.00,2800.00,Approved Property Management,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060679,2800.00,0.00,2800.00,Approved Property Management,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060501,4480.00,0.00,4480.00,Approved Property Management,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279811,10000.00,0.00,10000.00,Barlow Stret Autos Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279812,10000.00,0.00,10000.00,Barton Building And Construction Lt,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279788,15515.00,0.00,15515.00,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060315,88821.60,0.00,88821.60,Bolton Cares (B) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,6003060303,10416.00,0.00,10416.00,Carr Gomm Society Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2020-06-25,601279761,960.00,160.00,800.00,Carrington Riding Centre,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-25,6003060305,25830.00,0.00,25830.00,Cherrytree Vale Ltd T/A Home Focus,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,6003060307,1917.72,0.00,1917.72,City West Housing Trust Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2020-06-25,1600649636,49200.00,8200.00,41000.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2020-06-25,601279790,3402.00,0.00,3402.00,Claremont Lodge Care Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060309,44332.96,0.00,44332.96,Comfort Call Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,601279810,10000.00,0.00,10000.00,Copy For Care Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279786,7183.00,0.00,7183.00,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279792,8174.00,0.00,8174.00,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060304,289012.08,0.00,289012.08,Creative Support,People (Adults) - CHSC,XXXXX Pmts Vol Orgs
Salford City Council,2020-06-25,601279813,25000.00,0.00,25000.00,Design 2 Fit Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,6003060511,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,6003060580,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,6003060602,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,6003060682,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,6003060722,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,6003060733,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-25,601279763,5858.40,976.40,4882.00,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-25,601279753,1357.40,226.23,1131.17,Equilibrium & Enablement Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-25,1600649264,595235.84,99205.97,496029.87,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-25,601279824,1500.00,0.00,1500.00,Expecting Elegance Ltd.,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279820,10000.00,0.00,10000.00,Express Money Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279750,1966.90,306.40,1660.50,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279749,1974.02,287.42,1686.60,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279746,2549.34,0.00,2549.34,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,601279748,2606.36,392.81,2213.55,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-25,6003060671,2532.00,0.00,2532.00,Gbm Digital Technologies,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,2020-06-25,601279800,24495.00,0.00,24495.00,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279802,54827.00,0.00,54827.00,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279796,92870.00,0.00,92870.00,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279798,22027.00,0.00,22027.00,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279816,10000.00,0.00,10000.00,Helicentre Liverpool Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,6003060312,31396.96,0.00,31396.96,Hexagon Care Services Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,601279787,1869.00,0.00,1869.00,Hill Care 1 Ltd T/A Alderwood,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279791,733.00,0.00,733.00,Holly Court Care Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,1600649668,780.00,130.00,650.00,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-06-25,1600649669,1062.00,177.00,885.00,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2020-06-25,1600649670,1614.00,269.00,1345.00,Ingenitech Ltd,Place Directorate,Contractors
Salford City Council,2020-06-25,1600649671,1680.00,280.00,1400.00,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-06-25,1600649717,4418.46,736.41,3682.05,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-25,1600649673,4549.20,758.20,3791.00,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-06-25,1600649672,5172.00,862.00,4310.00,Ingenitech Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-06-25,6003060314,21514.92,0.00,21514.92,Irwell Valley Housing Association,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,601279793,39302.00,0.00,39302.00,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060759,1126.80,0.00,1126.80,Killgerms Chemical,Place Directorate,Pest Control
Salford City Council,2020-06-25,601279794,22677.00,0.00,22677.00,Laburnum Court,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060686,3581.57,0.00,3581.57,Landmark V/T,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,2020-06-25,6003060365,1687.56,0.00,1687.56,Langdon Community,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-06-25,601279818,10000.00,0.00,10000.00,Liberty Insuranc Solutions Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,6003060583,2014.15,0.00,2014.15,Micron Hydraulics Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,2020-06-25,601279766,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-25,601279768,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-25,601279795,6884.00,0.00,6884.00,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060552,597.50,0.00,597.50,Paypal *Chic Ritzy Eba,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060311,8729.84,0.00,8729.84,Penderels Trust,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-06-25,1600649666,505.20,84.20,421.00,Ptsg,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-25,6003060546,506.32,0.00,506.32,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2020-06-25,1600649712,777.60,129.60,648.00,Rbs Invoice Finance Limited,Place Directorate,Equipment Repair
Salford City Council,2020-06-25,6003060096,522.60,0.00,522.60,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-06-25,6003060237,575.19,0.00,575.19,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-06-25,601279760,773.33,0.00,773.33,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-06-25,6003060183,1059.34,0.00,1059.34,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
