Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-06-20,601117882,104408.63,17401.45,87007.18,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117883,139501.17,23250.21,116250.96,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117884,157908.20,26318.03,131590.17,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117736,6214.78,1035.78,5179.00,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117522,1284.90,214.17,1070.73,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117521,5189.48,864.99,4324.49,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117518,8288.50,1381.44,6907.06,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117547,6110.01,1018.34,5091.67,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117544,6451.46,1075.32,5376.14,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117562,8762.25,1460.39,7301.86,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117534,542.23,90.37,451.86,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117734,1040.56,173.43,867.13,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117731,1252.91,208.82,1044.09,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117733,4667.16,777.90,3889.26,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117729,5521.64,920.27,4601.37,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117530,6962.12,1160.30,5801.82,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117536,8750.37,1458.39,7291.98,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117546,22086.56,3681.08,18405.48,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117527,2504.49,417.41,2087.08,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117525,3472.20,578.70,2893.50,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117528,5934.44,989.08,4945.36,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,601117524,7704.85,1284.04,6420.81,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-20,1600508961,5824.19,0.00,5824.19,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2014-06-20,601118478,9088.89,0.00,9088.89,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2014-06-20,601118457,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-20,601118458,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-20,601118453,5443.15,0.00,5443.15,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-20,601118463,2950.00,0.00,2950.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-06-20,601118462,3000.00,0.00,3000.00,Unitel One Source Limited,Capital Expenditure,Miscellaneous Grants
Salford City Council,2014-06-20,2203774983,620000.00,0.00,620000.00,Kuits Solicitors,Sustainable Regeneration,Purchase of Land and Buildings
Salford City Council,2014-06-20,fczwltnmj,1322.59,0.00,1322.59,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2014-06-20,ynlawwscr,527.25,18.26,508.99,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-06-20,telthdghz,975.69,23.70,951.99,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-06-20,liixqxqtl,1500.00,250.00,1250.00,Garden Structures & Ti,Sustainable Regeneration,Equipment Purchase
Salford City Council,2014-06-20,atsgkrmjs,8372.82,1395.47,6977.35,O2 UK Payment,Customer and Support Services,Mobile Phones
Salford City Council,2014-06-20,cqrbuktgh,1551.25,0.00,1551.25,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2014-06-20,lwojjkguw,671.45,111.91,559.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,lrfqubnqx,1764.25,294.04,1470.21,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,hdusfvzfb,595.84,99.31,496.53,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,gooagvisg,887.15,147.86,739.29,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,dgntinlhl,1739.47,289.91,1449.56,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,zwjdhnpxg,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,ziqftfong,864.18,144.03,720.15,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,ysrbopmzb,1109.78,184.96,924.82,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,xcopbmeno,939.34,156.56,782.78,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,tpwlsoqbc,1723.55,287.26,1436.29,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-20,minhdvhlm,861.95,143.66,718.29,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,601118661,850.00,0.00,850.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-23,601118663,880.00,0.00,880.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-23,601118659,8507.65,0.00,8507.65,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-23,1600508750,702.00,117.00,585.00,Redacted Data,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-23,1600508969,818.65,136.44,682.21,Redacted Data,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-23,601118677,14798.02,0.00,14798.02,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-06-23,601116930,1224.00,204.00,1020.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-06-23,601117325,1530.00,255.00,1275.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-06-23,1600507575,859.80,143.30,716.50,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-06-23,1600507825,504.39,24.02,480.37,Calor Gas Ltd,Environment and Community Safety,Gas
Salford City Council,2014-06-23,1600506879,540.00,90.00,450.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600506881,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507418,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600506880,720.00,120.00,600.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600506954,1058.57,176.43,882.14,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600506883,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507395,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507396,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507411,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507412,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507413,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,1600507416,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-06-23,601117138,1248.00,208.00,1040.00,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2014-06-23,601118505,750.00,0.00,750.00,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2014-06-23,1600507839,26231.57,0.00,26231.57,Trafford Housing Trust Ltd,Sustainable Regeneration,Rents
Salford City Council,2014-06-23,1600507365,626.34,104.39,521.95,J. Handford & Sons Ltd,Environment and Community Safety,Materials
Salford City Council,2014-06-23,1600507349,1140.00,190.00,950.00,Boardworks Ltd,Children's Services,Class Supplies Capit
Salford City Council,2014-06-23,1600506543,3441.00,573.50,2867.50,Su-Med International (Uk) Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-23,601117269,619.20,103.20,516.00,The Mailing Room.com,Customer and Support Services,Stationery
Salford City Council,2014-06-23,1600506871,2702.40,450.40,2252.00,Anthony Collins Solicitors Llp,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-06-23,1600506593,197861.92,32976.98,164884.94,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-06-23,1600506863,2360.40,0.00,2360.40,Spw Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2014-06-23,601117312,952.14,158.69,793.45,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-06-23,601117323,884.40,147.40,737.00,Strand Refrigeration,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-06-23,601117321,924.00,154.00,770.00,Strand Refrigeration,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-06-23,601118631,1255.26,209.21,1046.05,Language Empire Limited,"Community, Health & Social Care",Interpreter/translat
Salford City Council,2014-06-23,1600506559,535.20,89.20,446.00,Events Security Services Ltd,Environment and Community Safety,Security Services
Salford City Council,2014-06-23,1600506539,550.80,91.80,459.00,Viglen,The Office of the Chief Executive,Computer Equipment
Salford City Council,2014-06-23,1600506553,522.00,87.00,435.00,Tis Limited,The Office of the Chief Executive,Telephones & Fax
Salford City Council,2014-06-23,1600508008,1050.00,175.00,875.00,Redacted Data,Children's Services,Training expenses
Salford City Council,2014-06-23,1600508011,1708.80,284.80,1424.00,Redacted Data,Children's Services,Training expenses
Salford City Council,2014-06-23,1600506560,588.00,98.00,490.00,Bikeright,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2014-06-23,1600507376,20021.10,3336.85,16684.25,Advocacy Experience Ltd,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2014-06-23,1600507374,4074.29,0.00,4074.29,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600506867,4331.45,0.00,4331.45,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600506868,18407.10,0.00,18407.10,Cambian Signpost,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600508222,34480.00,0.00,34480.00,Central Manchester University,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-23,1600508188,5000.00,0.00,5000.00,City West Housing Trust,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600507783,2556.67,0.00,2556.67,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600507784,3024.22,0.00,3024.22,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600508398,3024.22,0.00,3024.22,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600506870,140072.26,0.00,140072.26,Foundations Support & Care Services,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,601118486,3724.50,0.00,3724.50,Oldham MBC,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-23,1600506866,3240.00,0.00,3240.00,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600507371,3257.10,0.00,3257.10,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600507651,3664.20,0.00,3664.20,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600508204,16926.00,0.00,16926.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-23,1600508201,21358.00,0.00,21358.00,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-23,1600507654,3011.34,0.00,3011.34,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,1600507653,3077.99,0.00,3077.99,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-06-23,601118504,554.40,92.40,462.00,Saltax Ltd,"Community, Health & Social Care",Transport
Salford City Council,2014-06-23,601118509,554.40,92.40,462.00,Saltax Ltd,"Community, Health & Social Care",Transport
Salford City Council,2014-06-23,601118495,619.50,0.00,619.50,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-23,601118493,975.00,0.00,975.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-23,601118600,543.36,0.00,543.36,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2014-06-23,601118610,560.24,0.00,560.24,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2014-06-23,601118576,577.32,0.00,577.32,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2014-06-23,1600506864,1600.00,0.00,1600.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-06-23,601118625,720.00,0.00,720.00,Preston Vocational Services Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-06-23,1600506859,6142.80,1023.80,5119.00,Chubb Systems Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-06-23,1600502209,840.00,140.00,700.00,Possum Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-06-23,1600506591,316648.80,52774.80,263874.00,S & W Tlp Education Partnership Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-23,1600506554,13690.80,2281.80,11409.00,Forge Leisure Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-23,601118629,221518.37,0.00,221518.37,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-23,601118627,288784.40,48130.73,240653.67,Kier Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-23,1600508118,19289.12,3214.86,16074.26,S & W Tlp Education Partnership Ltd,Capital Expenditure,Capital Expenses
Salford City Council,2014-06-23,2203776459,635.99,0.00,635.99,City West,Sustainable Regeneration,Grants - Externally Funded
Salford City Council,2014-06-23,rprdngbpr,22707.06,3784.51,18922.55,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-06-23,mpmmhpkro,23455.88,3909.31,19546.57,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-06-23,icqosetgi,32472.58,5412.10,27060.48,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-06-23,jkhbtwyvh,4494.00,0.00,4494.00,Hmcourts-Service.G,Customer and Support Services,Legal Fees
Salford City Council,2014-06-23,ckjpbcwgq,612.50,0.00,612.50,Post Office Counter,Customer and Support Services,Road Fund Licence
Salford City Council,2014-06-23,kjggztpht,563.47,93.91,469.56,Safestore Limited,Customer and Support Services,Contract Hire
Salford City Council,2014-06-23,wxchdqcjy,716.71,119.45,597.26,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,gnhyskoau,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,fouokvfjj,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,eviisyedv,1904.74,317.46,1587.28,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,dynsoehor,716.64,119.44,597.20,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,dxrnsydlu,861.05,143.51,717.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,debuqmqno,1095.60,182.60,913.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,nctulbcfc,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,mvonuowye,2226.83,371.14,1855.69,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,mfszfbcbl,724.96,120.83,604.13,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,meqlqdxgc,1194.90,199.15,995.75,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,kdqcjwsjl,713.87,118.98,594.89,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,hjbhievnr,692.40,115.40,577.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,wurgetzoo,683.08,113.85,569.23,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,wjhimzggu,1464.46,244.08,1220.38,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,watqwteww,1080.90,180.15,900.75,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,vqxumyswj,1888.52,314.75,1573.77,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,njepsevji,1947.50,324.58,1622.92,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,ngfkbmdyq,886.25,147.71,738.54,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-06-23,uhseywyqu,669.14,111.52,557.62,Www.Paper.Co.Uk,Customer and Support Services,Stationery
Salford City Council,2014-06-24,601118654,515.19,0.00,515.19,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-24,601118664,532.92,0.00,532.92,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-24,601118658,665.60,0.00,665.60,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-24,601117226,8160.00,1360.00,6800.00,Gallagher Bassett,Customer and Support Services,Repaymt-Insur Hldg
Salford City Council,2014-06-24,601118755,542.40,90.40,452.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-06-24,601118754,678.00,113.00,565.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-06-24,601117025,1248.00,208.00,1040.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-06-24,601118733,3073.20,512.20,2561.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-06-24,601118651,2468.02,411.34,2056.68,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-06-24,601118354,727.20,121.20,606.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-06-24,601118355,1530.00,255.00,1275.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-06-24,1600506649,564.00,94.00,470.00,Argus Security Systems Ltd,Children's Services,Security Sys R & Mnt
Salford City Council,2014-06-24,1600509133,678.00,113.00,565.00,Click Fire & Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-06-24,1600506648,2208.00,368.00,1840.00,Click Fire & Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-06-24,1600507502,800.00,0.00,800.00,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-06-24,1600507081,3199.99,0.00,3199.99,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-06-24,1600507086,3199.99,0.00,3199.99,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-06-24,1600507079,3542.86,0.00,3542.86,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-06-24,1600507085,3542.86,0.00,3542.86,Care & Support Initiative,Children's Services,Rents
Salford City Council,2014-06-24,601117315,1116.00,186.00,930.00,S & S Marquees Ltd,Customer and Support Services,Equipment Hire
Salford City Council,2014-06-24,1600509294,555.75,0.00,555.75,C P A G,"Community, Health & Social Care",Books & Periodicals
Salford City Council,2014-06-24,1600507038,726.00,121.00,605.00,Gerald Simonds Healthcare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-24,1600506645,540.00,90.00,450.00,Remploy Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-24,1600506647,756.00,126.00,630.00,Manchester Medical Services Ltd,The Office of the Chief Executive,Other Prof Fees
Salford City Council,2014-06-24,601118716,1150.80,191.80,959.00,Language Empire Limited,"Community, Health & Social Care",Interpreter/translat
Salford City Council,2014-06-24,601118752,864.00,144.00,720.00,Av Services Ltd,Children's Services,Computer Equipment
Salford City Council,2014-06-24,1600506643,547.20,91.20,456.00,Viglen,Customer and Support Services,Computer Equipment
Salford City Council,2014-06-24,1600506644,6056.51,1009.42,5047.09,Northgate Information Solutions,Customer and Support Services,Computer Software
Salford City Council,2014-06-24,601117066,7949.74,1324.96,6624.78,Northgate Information Solutions,Customer and Support Services,Computer Software
Salford City Council,2014-06-24,1600507430,1501.04,250.17,1250.87,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-24,1600507428,1576.38,262.73,1313.65,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-24,1600507427,258141.96,43023.66,215118.30,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-24,601118678,4581.06,0.00,4581.06,Claremont Neighbourhood Nursery,Children's Services,Grants
Salford City Council,2014-06-24,1600498771,6925.00,0.00,6925.00,Greater Manchester West,Environment and Community Safety,Grants - External
Salford City Council,2014-06-24,601118426,700.00,0.00,700.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-06-24,601118422,780.00,0.00,780.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-06-24,601118421,900.00,0.00,900.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-06-24,601118420,960.00,0.00,960.00,Lancashire County Council,Children's Services,Training of Others
Salford City Council,2014-06-24,1600507803,2410.55,0.00,2410.55,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-06-24,601116941,7800.00,1300.00,6500.00,Tameside M. B. C.,Customer and Support Services,Payt to Lead Dists
Salford City Council,2014-06-24,1600506621,9000.00,0.00,9000.00,After Adoption,Children's Services,Payts to Agencies
Salford City Council,2014-06-24,1600498131,15375.00,0.00,15375.00,Big Life Centres,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,1600502789,55800.00,9300.00,46500.00,Big Life Centres,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,1600507929,195406.25,0.00,195406.25,Big Life Centres,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,601118643,7144.26,0.00,7144.26,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-24,1600507061,13710.00,0.00,13710.00,Footsteps A Path To Change Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-24,1600500614,4458.67,0.00,4458.67,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,1600501747,4458.67,0.00,4458.67,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,1600509185,11298.00,1883.00,9415.00,Hint Media,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,1600507040,72700.00,12116.67,60583.33,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-24,601118705,948.00,0.00,948.00,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-24,1600509286,9193.68,1532.28,7661.40,Turning Point Services Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-06-24,601117402,3399.00,0.00,3399.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-06-24,1600507631,1026.00,171.00,855.00,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2014-06-24,601118671,1140.00,0.00,1140.00,United Utilities Water Limited,Capital Expenditure,Demolition
Salford City Council,2014-06-24,601118251,10548.67,1758.11,8790.56,P Casey & Co Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-24,1600507623,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507629,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507630,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507633,513.49,85.58,427.91,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507626,570.00,95.00,475.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507628,990.00,165.00,825.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507625,1045.20,174.20,871.00,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507624,1215.28,202.55,1012.73,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,1600507627,1215.28,202.55,1012.73,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2014-06-24,601118672,3944.20,0.00,3944.20,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2014-06-24,601118649,10864.50,0.00,10864.50,Streetuk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2014-06-24,601118684,3433.91,0.00,3433.91,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-24,601118648,3616.58,0.00,3616.58,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-06-24,601118650,8000.00,0.00,8000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-24,1600507951,1250.00,0.00,1250.00,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-06-24,2203776596,32011.72,0.00,32011.72,B & M Stepping Stones,Community Health & Social Care,Supported Tenancies
Salford City Council,2014-06-24,mhwlltdds,6635.00,1105.83,5529.17,Tramways Hotel,Sustainable Regeneration,Rents
Salford City Council,2014-06-25,601115670,992.78,0.00,992.78,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-25,601112508,555.35,0.00,555.35,The Children's Society,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-25,601112509,578.07,0.00,578.07,The Children's Society,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-06-25,601118800,133889.55,50.69,133838.86,British Gas Business,Capital Expenditure,Gas
Salford City Council,2014-06-25,1600508236,797.21,132.87,664.34,Central Diesel,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-25,1600506743,704.06,117.34,586.72,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-25,1600507423,1061.93,176.99,884.94,Northern Municipal Spares Ltd,Environment and Community Safety,Vehicle Related Expenditure
