ï»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-07-23,601282224,3000.00,0.00,3000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,1600651169,3503.17,0.00,3503.17,Central Manchester University,People (Childrens) Service Group,Other Salary Groups
Salford City Council,2020-07-23,1600651144,3729.60,621.60,3108.00,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2020-07-23,6003077087,3997.28,0.00,3997.28,Sodexo Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,1600651142,4080.00,680.00,3400.00,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2020-07-23,6003077095,6872.32,0.00,6872.32,T/A Sage Care Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077088,8729.84,0.00,8729.84,Penderels Trust,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-07-23,601282212,10000.00,0.00,10000.00,Curry Food Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282208,10000.00,0.00,10000.00,Electro Vapours Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282216,10000.00,0.00,10000.00,Greenco Group Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282221,10000.00,0.00,10000.00,Opulent Living Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282207,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282210,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282213,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282214,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282217,10000.00,0.00,10000.00,The Extra Care Charitable Trust,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282219,10000.00,0.00,10000.00,The Extracare Charitable Trust,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282220,10000.00,0.00,10000.00,The Extracare Charitable Trust,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282215,10000.00,0.00,10000.00,Tru Plastics Manchester Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,6003077080,10416.00,0.00,10416.00,Carr Gomm Society Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2020-07-23,6003077079,12303.20,0.00,12303.20,Salvation Army,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-07-23,6003077091,21514.92,0.00,21514.92,Irwell Valley Housing Association L,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,601282222,25000.00,0.00,25000.00,Emmaus Salford,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282209,25000.00,0.00,25000.00,Manchester Tennis & Racquet Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282211,25000.00,0.00,25000.00,Salford Car Breakers Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,601282218,25000.00,0.00,25000.00,Thompson Crabtree Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-23,6003077082,25830.00,0.00,25830.00,Cherrytree Vale Ltd T/A Home Focus,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077089,31396.96,0.00,31396.96,Hexagon Care Services Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077086,44332.96,0.00,44332.96,Comfort Call Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077092,88821.60,0.00,88821.60,Bolton Cares (B) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077085,111518.12,0.00,111518.12,United Response,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-07-23,6003077090,175036.12,0.00,175036.12,Turning Point (Services) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-07-23,6003077081,324197.78,0.00,324197.78,Creative Support,People (Adults) - CHSC,XXXXX Pmts Vol Orgs
Salford City Council,2020-07-24,601282269,567.06,0.00,567.06,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-07-24,601282274,587.15,0.00,587.15,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-24,1600651197,619.20,103.20,516.00,Cromwell Polythene Ltd,Place Directorate,Materials
Salford City Council,2020-07-24,601282253,639.55,106.59,532.96,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-24,601282256,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-24,1600651196,709.02,118.17,590.85,J. Handford & Sons Ltd,Place Directorate,Materials
Salford City Council,2020-07-24,601282257,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-24,1600651232,750.12,125.02,625.10,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2020-07-24,601282248,1068.96,178.16,890.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-24,601282273,1074.43,0.00,1074.43,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-07-24,1600651241,1141.20,190.20,951.00,Horticon Limited,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-24,1600651219,1145.43,190.90,954.53,Ppl Prs Ltd,Service Reform (Corp Bus & Transform),Licencing
Salford City Council,2020-07-24,601282251,1213.30,202.21,1011.09,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-24,601282250,1289.52,214.92,1074.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-24,601282246,1534.95,255.82,1279.13,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-24,601282271,1556.85,0.00,1556.85,Turning Point Services Limited,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-07-24,1600651204,1651.50,275.25,1376.25,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2020-07-24,1600651233,1785.84,297.64,1488.20,Prs For Music Ltd,Place Directorate,Equipment Repair
Salford City Council,2020-07-24,1600651201,1802.70,300.45,1502.25,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2020-07-24,1600651243,2272.22,0.00,2272.22,Redacted Data,People (Childrens) Service Group,Training of Others
Salford City Council,2020-07-24,1600651230,2376.00,396.00,1980.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-24,1600651209,3202.02,533.67,2668.35,Pts Ltd,Place Directorate,Contractors
Salford City Council,2020-07-24,601282272,3361.27,0.00,3361.27,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-07-24,1600651203,3599.08,599.85,2999.23,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-24,601282268,4000.00,0.00,4000.00,Jdp Educational Consultant Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2020-07-24,1600651200,4489.82,748.30,3741.52,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2020-07-24,601282229,5000.00,0.00,5000.00,Kosher Savers Ltd,People (Adults) - CHSC,Food and refreshment
Salford City Council,2020-07-24,1600651216,5311.20,885.20,4426.00,Ray Britland Contractors Ltd,Place Directorate,Contractors
Salford City Council,2020-07-24,1600651240,9679.00,0.00,9679.00,The Orchards Special Free School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-24,1600650697,10380.00,1730.00,8650.00,Tracsis Traffic Data Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2020-07-24,601282277,11872.85,0.00,11872.85,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-07-24,601282270,12532.61,0.00,12532.61,Turning Point Services Limited,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-07-24,601282227,14114.00,0.00,14114.00,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-24,1600650704,21073.09,3512.18,17560.91,Aecom Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-07-24,1600650752,24343.54,0.00,24343.54,Oliver House Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-24,601282276,61135.14,0.00,61135.14,Comfort Call Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-07-24,1600650732,70401.95,11733.66,58668.29,Apt Controls Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2020-07-24,601282230,74823.94,12470.77,62353.17,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2020-07-24,1600650876,274299.73,0.00,274299.73,St John Vianney School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-27,601282279,547.20,91.20,456.00,Stanley Security Solutions Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-07-27,601282280,547.20,91.20,456.00,Stanley Security Solutions Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-07-27,6003078160,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2020-07-27,6003078301,553.98,0.00,553.98,Argos Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-07-27,1600651313,576.00,96.00,480.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-27,601282326,576.70,0.00,576.70,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-27,1600651314,599.03,99.84,499.19,Eps Supplies Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-07-27,601282325,600.00,100.00,500.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-07-27,1600651391,600.00,100.00,500.00,Kennedys Turf Ltd,Place Directorate,Horticultural/GMaint
Salford City Council,2020-07-27,6003078234,600.00,0.00,600.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,6003078286,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-07-27,601282321,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-27,601282322,630.00,105.00,525.00,Monarch Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-27,6003078269,656.50,0.00,656.50,Landmark V/T,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,2020-07-27,1600651266,660.00,110.00,550.00,Argyle Nw Construction Ltd,Place Directorate,Contractors
Salford City Council,2020-07-27,601282296,663.12,110.52,552.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,601282320,720.00,120.00,600.00,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-27,6003078177,744.00,0.00,744.00,Psycho Peacock Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,2020-07-27,601276773,752.26,125.38,626.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,601282282,858.00,143.00,715.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651308,864.00,144.00,720.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-27,1600651323,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2020-07-27,1600651320,900.00,150.00,750.00,Armor Cleaning Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-27,1600651256,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire
Salford City Council,2020-07-27,1600651257,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire
Salford City Council,2020-07-27,1600651258,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire
Salford City Council,2020-07-27,6003078211,985.00,0.00,985.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2020-07-27,601282291,1004.69,167.45,837.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651341,1060.56,176.76,883.80,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-07-27,6003078146,1080.00,0.00,1080.00,Place North West Ltd,Place Directorate,Advertising & Promotion
Salford City Council,2020-07-27,6003078158,1126.80,0.00,1126.80,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,601282287,1143.12,190.52,952.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,601282300,1185.19,197.53,987.66,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651245,1250.00,0.00,1250.00,Manchester Action On Street Health,Public Health,Payts to Agencies
Salford City Council,2020-07-27,601282307,1376.79,229.46,1147.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651318,1380.00,230.00,1150.00,Armor Cleaning Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-27,601282284,1413.92,235.66,1178.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651312,1422.00,237.00,1185.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-27,601282313,1518.00,253.00,1265.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-27,1600651250,1656.00,276.00,1380.00,Wesley Music,Place Directorate,Gen Resaleable Items
Salford City Council,2020-07-27,1600651380,1794.00,299.00,1495.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-27,1600651307,1800.00,300.00,1500.00,Walk The Plank,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2020-07-27,6003078138,1890.40,0.00,1890.40,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,6003078261,1890.40,0.00,1890.40,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651262,2112.00,352.00,1760.00,Leeds Commercial Limited,Place Directorate,Contract Hire
Salford City Council,2020-07-27,6003078151,2184.00,0.00,2184.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-27,1600651309,2472.00,412.00,2060.00,Broxap Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-07-27,6003078205,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-27,1600651361,3000.00,500.00,2500.00,Buy Me Media Ltd,Place Directorate,Marketing/Publicity
Salford City Council,2020-07-27,1600651259,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2020-07-27,1600651261,3062.40,510.40,2552.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2020-07-27,601282329,4500.00,0.00,4500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,1600651265,5022.00,837.00,4185.00,Argyle Nw Construction Ltd,Place Directorate,Materials
Salford City Council,2020-07-27,1600651331,5485.81,914.30,4571.51,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-07-27,1600651295,5600.00,0.00,5600.00,Sms Coaching Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-27,1600651255,6460.21,1076.70,5383.51,Altitude Services Ltd,Place Directorate,Contractors
Salford City Council,2020-07-27,601282323,6569.18,0.00,6569.18,T/A Marlborough Road Academy,People (Childrens) Service Group,Maternity Supply
Salford City Council,2020-07-27,601282328,9600.00,0.00,9600.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-07-27,601282336,10000.00,0.00,10000.00,Bluechip Architecture (2018) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282333,10000.00,0.00,10000.00,D. I. Harries Manchester Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282330,10000.00,0.00,10000.00,Flight Academy (Gyrocopters) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282331,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282334,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282337,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282332,10000.00,0.00,10000.00,Sadaat Carpets (Swinton) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282335,10000.00,0.00,10000.00,The Crystal Academy Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-27,601282278,13630.31,2271.71,11358.60,Stanley Security Solutions Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2020-07-27,1600651359,21439.20,3573.20,17866.00,Associated Network Solutions Group,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2020-07-27,1600651366,21632.17,3605.36,18026.81,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-07-27,601282343,119387.78,0.00,119387.78,For Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-07-28,1600650864,510.00,0.00,510.00,Alliance Disposables Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-07-28,1600651408,512.57,85.43,427.14,Stuart Group Ltd,Place Directorate,Principal Road Maint
Salford City Council,2020-07-28,1600651398,528.00,88.00,440.00,Horticon Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-28,1600643637,607.44,101.24,506.20,Brenmo Plants,Place Directorate,Horticultural/GMaint
Salford City Council,2020-07-28,1600651254,648.00,108.00,540.00,Wesley Music,Place Directorate,Gen Resaleable Items
Salford City Council,2020-07-28,601282380,714.00,0.00,714.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-28,1600651421,720.00,0.00,720.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-28,1600651253,720.00,120.00,600.00,Wesley Music,Place Directorate,Gen Resaleable Items
Salford City Council,2020-07-28,1600649011,769.99,128.33,641.66,Eps Supplies Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-07-28,1600651252,816.00,136.00,680.00,Wesley Music,Place Directorate,Gen Resaleable Items
Salford City Council,2020-07-28,601282415,852.80,0.00,852.80,Claremont Lodge Care Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,1600650948,994.06,165.68,828.38,Alan Franklin Builders Ltd,Place Directorate,Rechargeable R & Mnt
Salford City Council,2020-07-28,601280862,1056.00,0.00,1056.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-28,1600651235,1080.00,180.00,900.00,Keysoft Solutions Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-07-28,1600650658,1118.70,186.45,932.25,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-07-28,6003078901,1123.36,0.00,1123.36,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,1600644474,1127.16,187.86,939.30,Brenmo Plants,Place Directorate,Horticultural/GMaint
Salford City Council,2020-07-28,601282378,1270.00,0.00,1270.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-07-28,1600647323,1344.24,224.04,1120.20,North West Timber Treatments,Place Directorate,Materials
Salford City Council,2020-07-28,601282425,1522.58,0.00,1522.58,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,601282416,1796.08,0.00,1796.08,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,1600651007,1800.00,300.00,1500.00,Act Now Training Ltd,Service Reform (Corp Bus & Transform),Training of Staff
Salford City Council,2020-07-28,1600650174,2151.94,358.66,1793.28,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2020-07-28,6003078910,2396.00,0.00,2396.00,Wigan Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282428,2765.90,0.00,2765.90,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-28,1600651417,2818.43,0.00,2818.43,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff
Salford City Council,2020-07-28,6003078895,3272.00,0.00,3272.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078921,3396.00,0.00,3396.00,Capstone Foster Care (South West) L,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,1600651416,3420.00,570.00,2850.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078912,3584.00,0.00,3584.00,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078918,3800.00,0.00,3800.00,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,1600651418,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282384,5994.50,0.00,5994.50,Thorneycroft Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-28,601282385,5994.50,0.00,5994.50,Thorneycroft Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-28,6003078920,6200.00,0.00,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078911,6589.20,0.00,6589.20,By The Bridge,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078899,6680.00,0.00,6680.00,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282421,7401.97,0.00,7401.97,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,1600646025,7638.84,1273.14,6365.70,Landscape Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-28,601282413,7680.48,0.00,7680.48,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,601282419,7680.48,0.00,7680.48,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,1600651363,8226.00,1371.00,6855.00,Cheshire Turf Machinery Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-07-28,6003078915,9009.60,0.00,9009.60,The Fostering Team,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078897,9336.20,0.00,9336.20,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078902,10083.36,0.00,10083.36,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078928,10600.00,0.00,10600.00,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282414,11013.89,0.00,11013.89,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,6003078909,11180.00,0.00,11180.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078898,12000.00,0.00,12000.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078924,12593.88,0.00,12593.88,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078917,12943.54,0.00,12943.54,Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282367,12952.50,2158.75,10793.75,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-07-28,6003078905,12960.92,0.00,12960.92,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078935,15448.52,0.00,15448.52,New Start Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282424,15896.95,0.00,15896.95,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,6003078913,16432.88,0.00,16432.88,Three Circles Fostering,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078914,16500.00,0.00,16500.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078908,16601.68,0.00,16601.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078926,16728.00,0.00,16728.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078930,16980.00,0.00,16980.00,Progressive Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078894,17344.00,0.00,17344.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078931,17560.00,0.00,17560.00,Care 4 Children Residential Service,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078919,17939.36,0.00,17939.36,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-28,6003078934,18000.00,0.00,18000.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078904,18400.00,0.00,18400.00,Meadows Care Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-07-28,6003078929,19114.29,0.00,19114.29,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078933,19718.40,0.00,19718.40,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078896,20492.08,0.00,20492.08,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078932,22728.00,0.00,22728.00,Nestlings Care Ltd - Sonning Drive,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078922,23800.00,0.00,23800.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078916,24746.35,0.00,24746.35,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078907,25121.62,0.00,25121.62,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078927,26220.00,0.00,26220.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,6003078923,27972.00,0.00,27972.00,Nugent Care,People (Childrens) Service Group,Payts to Agencies
