Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-04-18,601216046,3699.11,616.52,3082.59,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216044,3704.4,617.4,3087,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216041,3998.4,666.4,3332,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216048,6383.76,1063.96,5319.8,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216043,6765.44,1127.57,5637.87,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216047,7006.92,1167.82,5839.1,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,601216049,6762,0,6762,Schools Direct,Children's Services,Pupil Assistance
Salford City Council,2018-04-18,bewfbfbcj,571.5,0,571.5,Virgin Trains,Service Reform,Staff Travel
Salford City Council,2018-04-18,frngrdqhn,1164.5,194.08,970.42,Www.Ikea.Com,Children's Services,Furniture
Salford City Council,2018-04-19,1600604497,42720,7120,35600,Andrew Horner & Son Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-04-19,eljxncalw,608.71,12.93,595.78,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-19,wfhmsrqnr,623.54,5.94,617.6,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-19,qtuqawtpv,846.66,5.47,841.19,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-19,lyikhvysv,1097.4,68.19,1029.21,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-19,1600605253,3628.8,0,3628.8,Buddi Ltd,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2018-04-19,601215125,506.88,84.48,422.4,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601215126,669.12,111.52,557.6,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601215130,1045.5,174.25,871.25,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601215123,1069.5,178.25,891.25,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601215030,1187.86,197.98,989.88,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601215124,1643.89,273.98,1369.91,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-19,601216128,817,0,817,Department Of Work & Pensions,Service Reform,Liability Insurance
Salford City Council,2018-04-19,1600604500,1124.91,0,1124.91,Greater Manchester Combined,Capital Expenditure,External Fees-Other
Salford City Council,2018-04-19,1600605138,700.4,116.73,583.67,Hsl Compliance,Sustainable Regeneration,UV Tank Clean
Salford City Council,2018-04-19,1600605148,835.74,139.29,696.45,Hsl Compliance,Environment and Community Safety,UV Tank Clean
Salford City Council,2018-04-19,1600605151,920.4,153.4,767,Hsl Compliance,Sustainable Regeneration,UV Tank Clean
Salford City Council,2018-04-19,1600605130,1101.6,183.6,918,Hsl Compliance,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-04-19,1600605150,1584.16,264.03,1320.13,Hsl Compliance,Sustainable Regeneration,UV Tank Clean
Salford City Council,2018-04-19,601216127,4000,0,4000,Jmw Solicitors Llp,Service Reform,Liability Insurance
Salford City Council,2018-04-19,601216129,42500,0,42500,Krinks Hair Stylists Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-04-19,601216070,1280,0,1280,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,601216072,1365,0,1365,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,601216071,1375.5,0,1375.5,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,601216069,1711.5,0,1711.5,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,1600604990,528,88,440,Langford Roofing Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-04-19,1600604881,4835.38,805.9,4029.48,Manchester City Council,Children's Services,Other Prof Fees
Salford City Council,2018-04-19,1600604499,928.8,154.8,774,Mclellan Clothing Ltd,Children's Services,Clothing & Uniforms
Salford City Council,2018-04-19,1600604704,2000,0,2000,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,601214922,2790,465,2325,Mhfa England Cic,Children's Services,Training expenses
Salford City Council,2018-04-19,1600604872,612,102,510,Monkman Brass Foundries,Children's Services,Books & Periodicals
Salford City Council,2018-04-19,qxmwhjtak,810,135,675,Portable Appliance,Environment and Community Safety,Materials
Salford City Council,2018-04-19,1600604773,501.6,83.6,418,Premier Paper Group Ltd,Service Reform,Stationery
Salford City Council,2018-04-19,1600605298,1057.26,176.21,881.05,Pressure Coolers Ltd,Service Reform,Provisions
Salford City Council,2018-04-19,1600605707,630,105,525,Randstad Public Services Limited,Children's Services,Pupil Assistance
Salford City Council,2018-04-19,1600604770,2310,385,1925,Rbs Invoice Finance Limited,Sustainable Regeneration,Equipment Repair
Salford City Council,2018-04-19,6002522136,1898.81,0,1898.81,Redacted Data,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2018-04-19,1600604593,9540,0,9540,Simply Moving & Sleeping Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-04-19,1600604649,3820,636.69,3183.31,T/A Novotel Manchester West,Sustainable Regeneration,Hire of Facilities
Salford City Council,2018-04-19,1600604869,2862.78,477.13,2385.65,Xma Ltd,Children's Services,Computer Equipment
Salford City Council,2018-04-19,1600604864,10306.01,1717.67,8588.34,Xma Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-04-20,1600604661,980,0,980,42Nd Street,Children's Services,Payts to Agencies
Salford City Council,2018-04-20,1600604660,5000,0,5000,42Nd Street,Children's Services,Grants
Salford City Council,2018-04-20,1600605669,720,120,600,Air Services & Systems (Europe) Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2018-04-20,601216138,1625,0,1625,Aspire Intelligent Care & Support,Service Reform,Bank Commission
Salford City Council,2018-04-20,1600605442,1490.4,248.4,1242,Bemrosebooth Ltd,Sustainable Regeneration,Stationery
Salford City Council,2018-04-20,aqmawjysl,519.69,0,519.69,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-20,1600605463,640,0,640,Caritas Diocese Of Salford,Children's Services,Payts to Agencies
Salford City Council,2018-04-20,1600604638,1680,280,1400,Elygra,Environment and Community Safety,Marketing/Publicity
Salford City Council,2018-04-20,1600605444,968.04,161.34,806.7,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-04-20,1600605330,89633.66,14938.94,74694.72,George Cox & Sons,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-20,601215955,17824.66,0,17824.66,Harrop Fold School,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216156,762,127,635,Hbinfo Limited,Service Reform,Vehicle Hire - perm
Salford City Council,2018-04-20,601214914,1700,0,1700,Hens For Hire Ltd,Children's Services,Class Supplies Capit
Salford City Council,2018-04-20,601216155,2796,0,2796,Jmw Solicitors Llp,Service Reform,Liability Insurance
Salford City Council,2018-04-20,601216074,1094.4,0,1094.4,Kvn Travel,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,1600604642,940.2,0,940.2,Lynwood Transtec Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-20,1600604882,4353.86,725.64,3628.22,Manchester City Council,Children's Services,Other Prof Fees
Salford City Council,2018-04-20,1600605364,2800.66,466.78,2333.88,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-20,1600605362,5516.88,919.48,4597.4,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-20,1600605361,25804.8,4300.8,21504,Northgate Public Services (Uk) Ltd,Service Reform,Agency Fees
Salford City Council,2018-04-20,601214989,4194,699,3495,Osborne Technologies Ltd,Children's Services,Oth Office Expenses
Salford City Council,2018-04-20,601214887,597.8,0,597.8,Pearson Education Ltd,Children's Services,Class Supplies Capit
Salford City Council,2018-04-20,601214907,690,115,575,Prospero Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-20,601216136,1470,0,1470,Radio Cc Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601214884,720,120,600,Randstad Public Services Limited,Children's Services,Agency Fees
Salford City Council,2018-04-20,601214911,870,145,725,Randstad Public Services Limited,Children's Services,Agency Fees
Salford City Council,2018-04-20,601214912,900,150,750,Randstad Public Services Limited,Children's Services,Agency Fees
Salford City Council,2018-04-20,601214883,1244.95,0,1244.95,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216064,683.76,0,683.76,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216063,968.66,0,968.66,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216067,1259.58,0,1259.58,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216065,1448.58,0,1448.58,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216066,1988.49,0,1988.49,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,601216068,2268.63,0,2268.63,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2018-04-20,1600604720,3100,0,3100,Rochdale Mbc,Children's Services,Uniforms
Salford City Council,2018-04-20,1600605471,560,0,560,Salford Royal Nhs Foundation Trust,Children's Services,Training of Others
Salford City Council,2018-04-20,1600605157,16910.92,2818.49,14092.43,Salford Royal Nhs Foundation Trust,"Community, Health & Social Care",Soft Furnishings
Salford City Council,2018-04-20,601215495,1939.2,323.2,1616,Salford Supply Desk Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-20,1600605526,7560,1260,6300,Soft Surfaces Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-04-20,1600604739,3021.79,503.63,2518.16,Softcat Limited,Service Reform,Computer Equipment
Salford City Council,2018-04-20,1600604950,4380,730,3650,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-20,1600604951,4714.8,785.8,3929,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-04-20,1600604992,2384.4,0,2384.4,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-04-20,1600605476,6537.6,1089.6,5448,T/A Strand Refrigeration,Children's Services,Equipment Purchase
Salford City Council,2018-04-20,1600605461,1200,200,1000,The Juice Academy,Children's Services,Training expenses
Salford City Council,2018-04-20,1600605447,2663.34,0,2663.34,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2018-04-20,1600605446,2759.85,0,2759.85,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2018-04-20,1600605448,2826.87,0,2826.87,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2018-04-20,601214932,646.02,107.67,538.35,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-20,601214933,646.02,107.67,538.35,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-20,601214931,1200,200,1000,Tradewind Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-20,rmtqknlbd,604.3,0,604.3,Trainline,Children's Services,Client Travel Expenses
Salford City Council,2018-04-20,1600604692,504,84,420,University Of Salford,Children's Services,Payts to Other LA's
Salford City Council,2018-04-20,601216137,6185.65,1030.93,5154.72,Utility Services (Media City Uk ) Ltd,Office of the Chief Executive,Electricity
Salford City Council,2018-04-20,1600604742,569.12,94.85,474.27,Whistl Uk Ltd,Service Reform,Postage
Salford City Council,2018-04-20,fxxshbmbc,706.93,0,706.93,Www.Argos.Co.Uk,Children's Services,Equipment Purchase
Salford City Council,2018-04-23,601216089,16698.36,0,16698.36,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2018-04-23,601216177,1418.63,0,1418.63,Aim Habonim-Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216368,4485.65,0,4485.65,Aim Habonim-Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,dmkescxhc,599.7,99.95,499.75,Amazon Svcs Eu-Uk Amazon.,Service Reform,Computer Equipment purchase
Salford City Council,2018-04-23,601216178,2364.38,0,2364.38,Auntie Stephs Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216369,5799.3,0,5799.3,Auntie Stephs Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216370,1175.36,0,1175.36,Bambie Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604725,600,100,500,Barconwood,Environment and Community Safety,del'd kitchen formul
Salford City Council,2018-04-23,601216371,11878.75,0,11878.75,Beis Malka Beiz Girls-Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216372,2296.84,0,2296.84,Big Steps Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216181,3546.56,0,3546.56,Big Steps Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216182,709.31,0,709.31,Bnos Yisroel Schools Manchester Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216373,16979.63,0,16979.63,Bnos Yisroel Schools Manchester Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216183,1473.79,0,1473.79,Boothstown Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216374,6076.99,0,6076.99,Boothstown Playgroup,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,gzbqqarvt,523.71,1.05,522.66,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-23,bokaqpxqa,647.63,7.91,639.72,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-23,601216292,8141.6,0,8141.6,Bridgewater School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604674,525,0,525,British Youth Council,Children's Services,Vehicle Hire - perm
Salford City Council,2018-04-23,601216281,9459.45,0,9459.45,Broadoak Cp School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216282,13539.34,0,13539.34,Broughton Jewish C F Academy,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216380,5968.46,0,5968.46,Broughton Jewish Cassel Fox,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604945,2049.6,341.6,1708,Broxap Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-04-23,601216186,1182.19,0,1182.19,Budding Wood Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216377,3414.45,0,3414.45,Budding Wood Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216188,11821.88,0,11821.88,Care Chiefs,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216379,14687.14,0,14687.14,Care Chiefs,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216190,2709.94,0,2709.94,Caterpillar Corner,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216381,3322.31,0,3322.31,Caterpillar Corner,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604728,6250,0,6250,Chatsworth High School & Community,Children's Services,Payts to Agencies
Salford City Council,2018-04-23,601216295,14975.17,0,14975.17,Clarendon Cottage School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216252,7298.04,0,7298.04,Clk Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216407,9962.06,0,9962.06,Clk Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216264,945.75,0,945.75,Cottage Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216417,5704.14,0,5704.14,Cottage Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216387,531.83,0,531.83,Daisys Daycare,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216200,1182.19,0,1182.19,Daisys Daycare,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601215136,687.7,114.62,573.08,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-23,601215135,709.68,118.28,591.4,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-04-23,601216283,5249.4,0,5249.4,Dukesgate Academy,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216198,2600.81,0,2600.81,Early Learning Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216386,6045.33,0,6045.33,Early Learning Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216201,1655.06,0,1655.06,Evergreen Childrens Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216388,9778.44,0,9778.44,Evergreen Childrens Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216202,1655.06,0,1655.06,Fairhills Playgroup Pre-School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216389,7148,0,7148,Fairhills Playgroup Pre-School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216203,1448.94,0,1448.94,Fledglings (Irlam) Limited,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216298,9366.99,0,9366.99,Fledglings (Irlam) Limited,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216204,945.75,0,945.75,Fledglings Day Nursery Worsley,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216299,14664.81,0,14664.81,Fledglings Day Nursery Worsley,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216226,3073.69,0,3073.69,Folly Brook Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216325,9069.45,0,9069.45,Folly Brook Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216170,5250,0,5250,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-04-23,601215143,1578.8,0,1578.8,Forviva,Children's Services,Class Supplies Capit
Salford City Council,2018-04-23,601216185,2600.81,0,2600.81,Fun4All Cic,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216376,5007.11,0,5007.11,Fun4All Cic,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216301,1027.75,0,1027.75,Gill's Childminding Services,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604759,18292.32,3048.72,15243.6,Greater Manchester Combined,Office of the Chief Executive,Grants
Salford City Council,2018-04-23,601215147,699.6,116.6,583,Guardian Selection Limited,Children's Services,Agency Fees
Salford City Council,2018-04-23,601215148,1744.7,290.78,1453.92,Guardian Selection Limited,Children's Services,Agency Fees
Salford City Council,2018-04-23,601216302,8247.72,0,8247.72,Habonim Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216205,4255.88,0,4255.88,Happy Feet Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216390,5198.7,0,5198.7,Happy Feet Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216207,6620.25,0,6620.25,Holly House Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216391,9487.99,0,9487.99,Holly House Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604729,793.2,132.2,661,Ijm Electrical Contractors Ltd,Children's Services,UV Prog Rep
Salford City Council,2018-04-23,601216169,8816,0,8816,Irwin Mitchell Llp,Service Reform,Liability Insurance
Salford City Council,2018-04-23,601216212,2600.81,0,2600.81,Jitterbugz Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216392,3880.01,0,3880.01,Jitterbugz Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216314,5471.21,0,5471.21,Kerem Shloime Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216215,4965.19,0,4965.19,Kiddiewinkles Pre School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216394,6319.95,0,6319.95,Kiddiewinkles Pre School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216315,7848.59,0,7848.59,Kids Adventures Forest School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216216,2127.94,0,2127.94,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216319,3386.18,0,3386.18,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216218,4074,0,4074,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216217,4928.81,0,4928.81,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216219,4965.19,0,4965.19,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216316,6322.39,0,6322.39,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216317,18570.86,0,18570.86,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216318,22009.16,0,22009.16,Kids Planet Day Nurseries Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216220,3228.75,0,3228.75,Kidz Corner Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216395,4292.44,0,4292.44,Kidz Corner Childcare Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216223,1655.06,0,1655.06,Kidz R Us Nursery Ltd - Pendlebury,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216322,8304.56,0,8304.56,Kidz R Us Nursery Ltd - Pendlebury,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216224,3546.56,0,3546.56,Kidz R Us Nursery Ltd - Swinton,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216323,10508.55,0,10508.55,Kidz R Us Nursery Ltd - Swinton,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216221,2600.81,0,2600.81,Kidzrus Nursery Ltd - Irlam,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216320,6577.35,0,6577.35,Kidzrus Nursery Ltd - Irlam,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216222,4728.75,0,4728.75,Kidzrus Nursery Ltd-Langworth Rd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216321,9299.06,0,9299.06,Kidzrus Nursery Ltd-Langworth Rd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216227,7329.56,0,7329.56,Ladybird Private Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216326,15515.66,0,15515.66,Ladybird Private Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216228,662.03,0,662.03,Little Acorns Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216396,5381.03,0,5381.03,Little Acorns Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216328,1290.32,0,1290.32,Little Explorers,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216230,1418.63,0,1418.63,Little Explorers,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216231,1891.5,0,1891.5,Little Explorers Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216329,4458.48,0,4458.48,Little Explorers Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216229,3073.69,0,3073.69,Little Explorers Eccles,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216327,5375.66,0,5375.66,Little Explorers Eccles,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216397,2037.75,0,2037.75,Little Footprints Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216232,2127.94,0,2127.94,Little Footprints Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216233,2364.38,0,2364.38,Little Gems Private Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216398,9413.63,0,9413.63,Little Gems Private Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216234,1607.78,0,1607.78,Little Learners,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216400,565.99,0,565.99,Little Me Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216235,709.31,0,709.31,Little Me Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216236,4510.5,0,4510.5,Little People Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216401,4865.7,0,4865.7,Little People Day Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216238,6383.81,0,6383.81,Little Saints Day Care Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216402,8483.96,0,8483.96,Little Saints Day Care Nursery,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216239,3783,0,3783,Little Sprouts Day Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216403,3828.34,0,3828.34,Little Sprouts Day Nursery Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216332,4994.93,0,4994.93,Magical Moments Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216241,2218.88,0,2218.88,Manchester Jnr Girls School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216334,13524.52,0,13524.52,Manchester Jnr Girls School,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216243,1655.06,0,1655.06,Merlin Childcare,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216405,5511.98,0,5511.98,Mice To Meet You Playgroup Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216244,8038.88,0,8038.88,Mice To Meet You Playgroup Ltd,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604758,3906.5,651.08,3255.42,Mitie Security Ltd,Sustainable Regeneration,Security Services
Salford City Council,2018-04-23,601216339,2091.38,0,2091.38,Mojo-Out Of School Club,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216248,2222.51,0,2222.51,Mojo-Out Of School Club,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216338,3854.18,0,3854.18,Mojo-Out Of School Club,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,1600604895,843.96,0,843.96,Nhs Salford Ccg,"Community, Health & Social Care",Computer Equipment
Salford City Council,2018-04-23,1600604721,10500,1750,8750,North Yorkshire County Council,Children's Services,Payts to Other LA's
Salford City Council,2018-04-23,601216251,1418.63,0,1418.63,Nutkins Play & Learn Centre,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216406,10520.25,0,10520.25,Nutkins Play & Learn Centre,Children's Services,Pmnts Privt Provider
Salford City Council,2018-04-23,601216173,1560.59,0,1560.59,Oak Road Residents Group,Service Reform,Catering Materials
Salford City Council,2018-04-23,ftkshwcww,2557,0,2557,Ofsted Internet,Children's Services,Housekeeping
Salford City Council,2018-04-23,yxwzougrc,2770,0,2770,Ofsted Internet,Children's Services,Housekeeping
Salford City Council,2018-04-23,ykpedyngu,2812,0,2812,Ofsted Internet,Children's Services,Housekeeping
