Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-23,1600425595,4140.00,690.00,3450.00,Clarion Loss Prevention Ltd,Children Services,Manned Security Serv
Salford City Council,2011-11-23,1600427869,1200.00,200.00,1000.00,Sports Tours International,Chief Executives,Marketing/Publicity
Salford City Council,2011-11-23,1600427870,1200.00,200.00,1000.00,Sports Tours International,Chief Executives,Marketing/Publicity
Salford City Council,2011-11-23,1600426214,1258.80,209.80,1049.00,Tameside Mbc C/O Gmeu,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-11-23,1600427974,2700.00,450.00,2250.00,Centrescreen Productions,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-11-23,601030365,31496.59,5234.83,26261.76,Telefonica O2 Uk Ltd,Capital Expenditure,Mobile Phone Charges
Salford City Council,2011-11-23,601030545,5298.74,883.12,4415.62,Tarmac Limited,Children Services,Office Equipment
Salford City Council,2011-11-23,601030265,845.76,140.96,704.80,Skipton Business Finance Ltd,Customer and Support Services,Oth Office Expenses
Salford City Council,2011-11-23,1600427952,2592.00,432.00,2160.00,Buddi Ltd,Community Health & Social Care,Oth Office Expenses
Salford City Council,2011-11-23,1600427953,4104.00,684.00,3420.00,Just Checking Ltd,Community Health & Social Care,Oth Office Expenses
Salford City Council,2011-11-23,601030358,3450.85,0.00,3450.85,C Smithies,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-23,601030359,823.65,0.00,823.65,Fun4All Cic,Children Services,Other Prof Fees
Salford City Council,2011-11-23,601030252,2914.00,0.00,2914.00,Langworthy Cornerstone Assoc.,Children Services,Other Prof Fees
Salford City Council,2011-11-23,601030575,7100.00,0.00,7100.00,Salford Royal Nhs Foundation Trust,Children Services,Other Prof Fees
Salford City Council,2011-11-23,601030349,9271.86,0.00,9271.86,Salford Royal Hospitals Nhst,Children Services,Other Prof Fees
Salford City Council,2011-11-23,601030347,9298.04,0.00,9298.04,Salford Royal Nhs Foundation Trust,Children Services,Other Prof Fees
Salford City Council,2011-11-23,601030470,13096.80,2182.80,10914.00,M&Ori Limited,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-23,601030330,1254.00,209.00,1045.00,Greater Manchester West,Community Health & Social Care,Payments to H A
Salford City Council,2011-11-23,601030380,2994.40,499.07,2495.33,Greater Manchester West,Community Health & Social Care,Payments to H A
Salford City Council,2011-11-23,601030388,6250.00,0.00,6250.00,Salford Royal Nhs Foundation Trust,Children Services,Payments to H A
Salford City Council,2011-11-23,601030549,25000.00,0.00,25000.00,Salford Royal Nhs Foundation Trust,Children Services,Payments to H A
Salford City Council,2011-11-23,601030348,518.40,0.00,518.40,Salford Community Leisure Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-23,601030391,1513.81,0.00,1513.81,Federation Of Jewish Services,Children Services,Payts to Agencies
Salford City Council,2011-11-23,601030514,2114.13,0.00,2114.13,Autistic Society Gtr Manchester,Children Services,Payts to Agencies
Salford City Council,2011-11-23,601027690,2196.37,0.00,2196.37,Durham County Council,Children Services,Payts to Agencies
Salford City Council,2011-11-23,601030512,3365.67,0.00,3365.67,Perpetual Fostering Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-23,601030517,3365.67,0.00,3365.67,Perpetual Fostering Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600427991,10163.66,0.00,10163.66,Social Care Services (Clayton) Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600428004,10954.20,0.00,10954.20,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600426194,13996.00,0.00,13996.00,Timeout Homes Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600427988,14700.00,0.00,14700.00,Arnfield Care,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600427989,14700.00,0.00,14700.00,Arnfield Care,Children Services,Payts to Agencies
Salford City Council,2011-11-23,1600426213,52708.80,8784.80,43924.00,The Lowry Centre Limited,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-23,601030555,29316.60,0.00,29316.60,Manchester City Council,Children Services,Payts to Other LA's
Salford City Council,2011-11-23,1600427848,1634.00,272.33,1361.67,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,1600427844,1909.34,318.22,1591.12,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,1600427846,2875.58,479.26,2396.32,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,601030364,5731.20,955.20,4776.00,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,601028397,6538.86,1089.81,5449.05,Delaware Communications,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,1600427850,10120.21,1686.70,8433.51,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,601030286,15229.12,2538.19,12690.93,Salix Homes Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,601030570,28868.93,0.00,28868.93,Salford Community Leisure Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-23,601030500,553.52,0.00,553.52,Redacted Personal Data,Sustainable Regeneration,Pmnts Privt Provider
Salford City Council,2011-11-23,601030499,986.05,0.00,986.05,Redacted Personal Data,Sustainable Regeneration,Pmnts Privt Provider
Salford City Council,2011-11-23,601027627,2620.85,436.81,2184.04,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-11-23,601030566,660.48,110.08,550.40,Signs Express,Chief Executives,Print & Photocopying
Salford City Council,2011-11-23,28229654,522.31,0.00,522.31,Ralph Livesey Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229648,534.67,27.58,507.09,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229636,539.43,15.61,523.82,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229634,547.04,23.81,523.23,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229622,585.62,5.32,580.30,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229624,627.36,10.64,616.72,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,28229604,792.78,0.00,792.78,Ralph Livesey Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-23,601030506,691.20,115.20,576.00,Fab Travel Ltd,Children Services,Pupil Assistance,
Salford City Council,2011-11-23,601030550,1109.21,184.87,924.34,Avm Education,Capital Expenditure,Purch of Comp Equip,
Salford City Council,2011-11-23,1600426059,2472.00,412.00,2060.00,Viglen,Capital Expenditure,Purch of Comp Equip,
Salford City Council,2011-11-23,601030375,7211.74,1201.96,6009.78,Rm Education Plc,Capital Expenditure,Purch of Comp Equip,
Salford City Council,2011-11-23,601030565,1320.00,220.00,1100.00,Jontek Ltd.,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-23,601030407,548.51,0.00,548.51,Ashley Hilton Housing,Sustainable Regeneration,Rental Bonds,
Salford City Council,2011-11-23,601030520,627.97,0.00,627.97,Adullam Homes,Sustainable Regeneration,Rents,
Salford City Council,2011-11-23,601030315,752.14,0.00,752.14,B&A Properties,Community Health & Social Care,Rents,
Salford City Council,2011-11-23,601030258,13848.83,2308.14,11540.69,Emerson Management Services Ltd,Customer and Support Services,Rents,
Salford City Council,2011-11-23,601030471,1737.06,0.00,1737.06,Turning Point,Community Health & Social Care,Resid Care Home
Salford City Council,2011-11-23,601030524,3271.16,0.00,3271.16,Glasgow City Council,Community Health & Social Care,Resid Care Home
Salford City Council,2011-11-23,28229595,1000.00,0.00,1000.00,Vosa - Testing Onl,Environment and Community Safety,Road Fund Licence
Salford City Council,2011-11-23,601030363,1440.00,240.00,1200.00,Walker Sime,Sustainable Regeneration,Sampling
Salford City Council,2011-11-23,601030360,2160.00,360.00,1800.00,Walker Sime,Sustainable Regeneration,Sampling
Salford City Council,2011-11-23,601030362,2160.00,360.00,1800.00,Walker Sime,Sustainable Regeneration,Sampling
Salford City Council,2011-11-23,601030581,1538.88,229.20,1309.68,Chubb Systems Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-11-23,601030513,1620.00,0.00,1620.00,The Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-11-23,601030497,1860.00,0.00,1860.00,The Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-11-23,1600426688,955.85,159.31,796.54,Solutions Inc Ltd,Children Services,Telephones & Fax
Salford City Council,2011-11-23,601029305,4000.00,0.00,4000.00,Calderstones Nhs Trust,Community Health & Social Care,Training
Salford City Council,2011-11-23,601030469,776.00,0.00,776.00,Redacted Personal Data,Children Services,Training of Others
Salford City Council,2011-11-23,601030254,1014.00,169.00,845.00,Youth Engagement Services,Children Services,Training of Others
Salford City Council,2011-11-23,601029327,1944.00,0.00,1944.00,Redacted Personal Data,Children Services,Training of Others
Salford City Council,2011-11-23,601030303,936.00,156.00,780.00,Mainline Private Hire,Community Health & Social Care,Transport
Salford City Council,2011-11-23,1600427856,769.93,128.32,641.61,Ellesmere Engineering Co Ltd,Children Services,UV Heat Rep
Salford City Council,2011-11-23,1600426994,546.00,91.00,455.00,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-23,1600426897,30589.15,5098.19,25490.96,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-11-24,1600428082,834.00,139.00,695.00,J Cocker (Tinsmith),Community Health & Social Care,Adapts/Alterations
Salford City Council,2011-11-24,1600426037,14719.20,2453.20,12266.00,Urban Vision Partnership Ltd,Environment and Community Safety,Adapts/Alterations
Salford City Council,2011-11-24,601030613,549.79,91.63,458.16,Connex Holdings Ltd,Children Services,Agency Fees
Salford City Council,2011-11-24,601030625,598.32,99.72,498.60,Hsbc Invoice Finance (Uk) Ltd,Children Services,Agency Fees
Salford City Council,2011-11-24,601030612,609.29,101.55,507.74,Hsbc Invoice Finance (Uk) Ltd,Children Services,Agency Fees
Salford City Council,2011-11-24,601030660,853.10,142.18,710.92,Hsbc Invoice Finance (Uk) Ltd,Children Services,Agency Fees
Salford City Council,2011-11-24,601030651,1673.34,278.89,1394.45,Michael Page International,Sustainable Regeneration,Agency Fees
Salford City Council,2011-11-24,601030615,1071.00,0.00,1071.00,Unicorn Nursery,Children Services,Allowances
Salford City Council,2011-11-24,28249447,1368.82,228.14,1140.68,Heineken Uk Ltd,Environment and Community Safety,Bar Stocks for Hired Venues for Resale
Salford City Council,2011-11-24,601030487,1406.05,0.00,1406.05,Redacted Personal Data,Community Health & Social Care,C I C Client Income
Salford City Council,2011-11-24,601030600,3619.50,0.00,3619.50,First Manchester Limited,Children Services,Children Act-Sect 23
Salford City Council,2011-11-24,28249399,627.00,104.50,522.50,Dell Product,Customer and Support Services,Computer Software
Salford City Council,2011-11-24,601030749,1500.00,250.00,1250.00,Espresso Education Ltd,Children Services,Computer Software
Salford City Council,2011-11-24,1600428074,1400.00,0.00,1400.00,Basys It Services,Customer and Support Services,Consult/Contractors
Salford City Council,2011-11-24,601030431,5850.00,0.00,5850.00,L.  A.  Furness,Children Services,Consult/Contractors
Salford City Council,2011-11-24,601030433,5850.00,0.00,5850.00,L.  A.  Furness,Children Services,Consult/Contractors
Salford City Council,2011-11-24,601030640,548.25,0.00,548.25,Fun4All Cic,Children Services,Day Care
Salford City Council,2011-11-24,1600426600,640.80,106.80,534.00,Garryowen Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-11-24,1600427750,695.94,115.99,579.95,Midequip Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-24,1600426505,823.20,137.20,686.00,Harvest Healthcare,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-24,601030617,954.06,159.01,795.05,Phs Group Plc,Children Services,Equipment Hire
Salford City Council,2011-11-24,601030688,2602.26,433.71,2168.55,Granada Learning,Customer and Support Services,Equipment Purchase
Salford City Council,2011-11-24,601030590,2503.20,417.20,2086.00,Stockley,Capital Expenditure,External Fees-Other
Salford City Council,2011-11-24,601030544,25684.09,4280.68,21403.41,Urban Vision Partnership Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-11-24,6000919668,525.03,0.00,525.03,Redacted Personal Data,Children Services,Fost. Prnt Skll Pay
Salford City Council,2011-11-24,6000919338,649.35,0.00,649.35,Redacted Personal Data,Children Services,Fost. Prnt Skll Pay
Salford City Council,2011-11-24,601030745,538.58,0.00,538.58,Holly House Day Nursery,Children Services,Grants
Salford City Council,2011-11-24,601027181,15545.25,0.00,15545.25,Salford Womens Employment &,Community Health & Social Care,Grants
Salford City Council,2011-11-24,601029392,26895.00,0.00,26895.00,Transport For Greater Manchester,Chief Executives,Grants
Salford City Council,2011-11-24,601029393,26895.00,0.00,26895.00,Transport For Greater Manchester,Chief Executives,Grants
Salford City Council,2011-11-24,601030664,3494.06,0.00,3494.06,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-24,601030627,3000.00,500.00,2500.00,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2011-11-24,601030698,504.00,84.00,420.00,Concateno Cardiff Ltd,Children Services,Legal Fees
Salford City Council,2011-11-24,601030740,607.26,101.21,506.05,Redacted Personal Data,Children Services,Legal Fees
Salford City Council,2011-11-24,601030711,840.00,0.00,840.00,Redacted Personal Data,Children Services,Leisure Activity
Salford City Council,2011-11-24,601030743,9442.29,1573.72,7868.57,Konica Minolta Business Solutions,Customer and Support Services,MFP Devices
Salford City Council,2011-11-24,601030630,9323.92,0.00,9323.92,Belmont School Ltd,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-24,601030626,9997.64,0.00,9997.64,Belmont School Ltd,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-24,601030629,9997.64,0.00,9997.64,Belmont School Ltd,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-24,601030624,9997.64,0.00,9997.64,Waterloo Lodge School Ltd,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-24,601030760,17214.89,0.00,17214.89,Priory Group,Children Services,Non-Maint Spec Schls
Salford City Council,2011-11-24,1600428070,753.60,125.60,628.00,S & S Marquees,Chief Executives,Other Prof Fees
Salford City Council,2011-11-24,601030733,929.00,0.00,929.00,Redacted Personal Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-11-24,601030641,633.12,105.52,527.60,Key Care & Support Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-24,601030683,645.92,0.00,645.92,Scope,Children Services,Payts to Agencies
Salford City Council,2011-11-24,601030687,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-24,601030732,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-24,601030734,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-24,601030735,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-24,601030643,5613.30,0.00,5613.30,Crossroads Caring For Carers,Children Services,Payts to Agencies
Salford City Council,2011-11-24,1600428103,16361.14,0.00,16361.14,European Wellcare Lifestyles Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-24,601029390,32162.50,0.00,32162.50,Unlimited Potential,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-11-24,601029482,5820.00,0.00,5820.00,Bury Council,Children Services,Payts to Other LA's
Salford City Council,2011-11-24,601030621,6568.20,0.00,6568.20,Manchester City Council,Children Services,Payts to Other LA's
Salford City Council,2011-11-24,1600426220,546.60,91.10,455.50,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,1600426559,1214.40,202.40,1012.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,1600426563,1215.00,202.50,1012.50,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,1600427136,3022.50,503.75,2518.75,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,1600426593,20796.00,3466.00,17330.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,601030685,70390.82,11731.80,58659.02,Laing O'Rourke Construction North L,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,601030281,87585.08,14597.51,72987.57,"Hughes Brothers Ltd.,",Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-11-24,601026666,2223.89,370.65,1853.24,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-11-24,601029148,4444.04,740.67,3703.37,Dx Network Services Ltd,Customer and Support Services,Postage,
Salford City Council,2011-11-24,28249410,955.04,4.76,950.28,Brake Bros Ltd,Environment and Community Safety,Provisions,
Salford City Council,2011-11-24,28249437,1074.39,0.00,1074.39,Birtwistle Butcher,Environment and Community Safety,Provisions,
Salford City Council,2011-11-24,28290661,2024.98,0.00,2024.98,Quayside Bakery,Environment and Community Safety,Provisions,
Salford City Council,2011-11-24,1600425918,15323.28,2553.88,12769.40,Intellident Ltd,Capital Expenditure,Purch of Furn/Equip,
Salford City Council,2011-11-24,601029518,43000.00,0.00,43000.00,Age Concern Salford,Community Health & Social Care,Pyts Agenc - Ext Fnd,
Salford City Council,2011-11-24,601030705,871.02,0.00,871.02,Redacted Personal Data,Community Health & Social Care,Refunds,
Salford City Council,2011-11-24,601030669,548.51,0.00,548.51,Redacted Personal Data,Sustainable Regeneration,Rental Bonds,
Salford City Council,2011-11-24,601030666,625.00,0.00,625.00,Northwood (Sale) Ltd,Sustainable Regeneration,Rental Bonds,
Salford City Council,2011-11-24,601030665,750.00,0.00,750.00,Redacted Personal Data,Sustainable Regeneration,Rental Bonds,
Salford City Council,2011-11-24,601030689,627.97,0.00,627.97,Adullam Homes,Sustainable Regeneration,Rents,
Salford City Council,2011-11-24,1600427993,600.00,100.00,500.00,Manchester City Council,Environment and Community Safety,Sampling,
Salford City Council,2011-11-24,1600426132,1692.72,282.12,1410.60,Mitie Security Ltd,Community Health & Social Care,Security/Equipment,
Salford City Council,2011-11-24,601030693,804.00,0.00,804.00,University Of Bolton,Children Services,Training expenses,
Salford City Council,2011-11-24,601030690,834.00,0.00,834.00,University Of Bolton,Children Services,Training expenses,
Salford City Council,2011-11-24,601030692,834.00,0.00,834.00,University Of Bolton,Children Services,Training expenses,
Salford City Council,2011-11-24,601030748,936.00,0.00,936.00,Edge Hill University,Children Services,Training expenses
Salford City Council,2011-11-24,1600428063,1275.00,0.00,1275.00,Link Training Partnership,Community Health & Social Care,Training expenses
Salford City Council,2011-11-24,1600428061,863.57,128.62,734.95,Protec Fire Detection Plc.,Children Services,UV Light/Fire
Salford City Council,2011-11-24,1600428021,912.31,135.87,776.44,Protec Fire Detection Plc.,Children Services,UV Light/Fire
Salford City Council,2011-11-24,1600427009,554.45,92.41,462.04,Terberg Matec Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-24,1600427011,580.80,96.80,484.00,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-24,1600426567,2000.00,333.34,1666.66,Fieldturf Tarkett,Capital Expenditure,Works & Building
Salford City Council,2011-11-24,601030661,2645.00,0.00,2645.00,Bdp Electrical & Security,Capital Expenditure,Works & Building
Salford City Council,2011-11-25,601030479,537.76,89.63,448.13,Connex Holdings Ltd,Children Services,Agency Fees
Salford City Council,2011-11-25,601030931,1008.00,0.00,1008.00,Thomson Reuters,Community Health & Social Care,Books & Periodicals
Salford City Council,2011-11-25,1600425332,1118.70,186.45,932.25,Robert H Smith,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-11-25,1600426242,6132.00,1022.00,5110.00,B.S.K. Landscapes,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-11-25,1600427731,523.48,87.25,436.23,Killgerm Chemicals,Environment and Community Safety,Chemicals
Salford City Council,2011-11-25,601030839,591.48,98.58,492.90,Phs Allclear,Children Services,Cleaning Materials
Salford City Council,2011-11-25,1600428165,935.70,155.94,779.76,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-25,1600427732,3116.99,519.50,2597.49,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-25,1600426627,10602.67,1767.10,8835.57,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-11-25,601030947,13200.00,2200.00,11000.00,Instar Consultancy Ltd,Children Services,Consult/Contractors
Salford City Council,2011-11-25,601029499,528.22,0.00,528.22,Wigan Council,Community Health & Social Care,Day Care
Salford City Council,2011-11-25,601030904,663.00,0.00,663.00,Fun4All Cic,Children Services,Day Care
Salford City Council,2011-11-25,601030886,700.00,0.00,700.00,Kids Kapers,Children Services,Day Care
Salford City Council,2011-11-25,601030792,1176.00,196.00,980.00,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2011-11-25,1600426340,530.98,88.50,442.48,E & J Kane Ltd,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424583,540.00,90.00,450.00,Ups Design And Tiling Division,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424334,548.02,91.34,456.68,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424868,567.94,94.66,473.28,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600426336,600.00,100.00,500.00,No Graffiti (Manchester) Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424915,678.60,113.10,565.50,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424173,849.35,141.56,707.79,E And J Kane Ltd,Children Services,Dev Servs Day to Day
Salford City Council,2011-11-25,1600425399,925.20,154.20,771.00,Door Repair Service  Ltd,Children Services,Dev Servs Day to Day
Salford City Council,2011-11-25,1600426246,1023.28,170.56,852.72,Marlow Electrical Co,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600425521,1181.94,196.99,984.95,E & J Kane Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424344,1582.15,263.70,1318.45,E & J Kane Ltd,Children Services,Dev Servs Day to Day
Salford City Council,2011-11-25,1600425189,1993.87,332.31,1661.56,Central Power Services Ltd,Children Services,Dev Servs Day to Day
Salford City Council,2011-11-25,1600426431,2328.00,388.00,1940.00,Micron Electrical Contracting Ltd,Children Services,Dev Servs Day to Day
Salford City Council,2011-11-25,1600426534,2427.96,404.66,2023.30,Rh Lord & Son  (Asphalters) Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424974,2444.40,407.40,2037.00,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-11-25,1600424814,3877.37,646.23,3231.14,Micron Electrical Contracting Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-11-25,1600426258,520.08,86.68,433.40,Aidapt Bathrooms Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-25,1600426254,798.48,133.08,665.40,Langham Products,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-25,1600426253,904.32,150.72,753.60,R82 Uk Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-25,1600428112,1716.00,286.00,1430.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2011-11-25,601030788,1520.84,226.51,1294.33,Ricoh Uk Limited,Customer and Support Services,Equipment Hire
Salford City Council,2011-11-25,1600427747,1482.03,0.00,1482.03,B Littler & Sons,Community Health & Social Care,Funerals
Salford City Council,2011-11-25,601029387,10046.00,0.00,10046.00,Relate Greater M/Cr South,Community Health & Social Care,Grants
Salford City Council,2011-11-25,601030982,5418.98,0.00,5418.98,Cycling Projects,Children Services,Grants - External
Salford City Council,2011-11-25,6000920131,1968.86,0.00,1968.86,B & M Community Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920128,1990.34,0.00,1990.34,B & M Community Services Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920367,3385.60,0.00,3385.60,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920137,3407.29,0.00,3407.29,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920366,3490.92,0.00,3490.92,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920103,4614.48,0.00,4614.48,Dh Homecare Limited,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920102,5015.34,0.00,5015.34,Human Support Group Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920136,5240.09,0.00,5240.09,Redacted Personal Data,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920105,6548.40,0.00,6548.40,Sevacare (Uk) Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920107,11159.82,0.00,11159.82,Local Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920133,11664.72,0.00,11664.72,Premier Care Solutions,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,6000920097,11977.71,0.00,11977.71,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-11-25,601030855,3610.48,0.00,3610.48,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2011-11-25,601029492,780.00,130.00,650.00,Redacted Personal Data,Customer and Support Services,Legal Fees
Salford City Council,2011-11-25,601030963,2225.00,0.00,2225.00,Her Majesty'S Court Service,Children Services,Legal Fees
Salford City Council,2011-11-25,601030893,4796.40,799.40,3997.00,Messrs Eversheds,Chief Executives,Legal Fees
Salford City Council,2011-11-25,1600425909,984.00,164.00,820.00,The Cumbria Clock Company,Environment and Community Safety,Maintenance
Salford City Council,2011-11-25,1600427259,570.00,95.00,475.00,Buildbase Civils & Lintels,Environment and Community Safety,Materials
Salford City Council,2011-11-25,1600426619,684.00,114.00,570.00,Lamas Thermaclad Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-11-25,1600421312,740.10,123.35,616.75,E & J Kane Ltd,Sustainable Regeneration,Mobile Phones
Salford City Council,2011-11-25,1600422266,1754.04,261.24,1492.80,Mitie Security Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2011-11-25,1600427652,1754.04,261.24,1492.80,Mitie Security Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2011-11-25,1600427653,1791.36,298.56,1492.80,Mitie Security Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2011-11-25,1600426262,957.60,159.60,798.00,Gs Systems,Chief Executives,Other Prof Fees
Salford City Council,2011-11-25,1600426633,2748.14,458.02,2290.12,Parkeon Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-25,601028459,7596.66,0.00,7596.66,Sml Homes Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-25,601030831,24585.60,4097.60,20488.00,Apem Ltd,Capital Expenditure,Other Works
Salford City Council,2011-11-25,601030835,578.28,96.38,481.90,Key Care & Support Ltd,Children Services,Payts to Agencies
