Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-26,601020380,561.84,93.64,468.20,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,601020382,2393.11,398.85,1994.26,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,601020392,8220.97,1370.16,6850.81,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,1600422424,2542.80,423.80,2119.00,C Smithies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,601022080,225362.36,37560.39,187801.97,Laing O'Rourke Construction North L,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,601022081,228611.34,38101.89,190509.45,Laing O'Rourke Construction North L,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-26,601022076,4705.26,784.21,3921.05,Electoral Reform Services,Chief Executives,Print & Photocopying
Salford City Council,2011-09-26,26135557,500.56,17.56,483.00,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-09-26,1600423831,1260.00,0.00,1260.00,Mike Smith Transport,Children's Services,Pupil Assistance
Salford City Council,2011-09-26,1600423830,850.00,0.00,850.00,M.D.S. Mini Bus,Children's Services,Pupil Assistance
Salford City Council,2011-09-26,1600422715,2760.00,460.00,2300.00,Clarion Loss Prevention Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-26,601022258,526.62,0.00,526.62,Redacted Personal Data,Community Health & Social Care,Refunds
Salford City Council,2011-09-26,601022252,876.29,0.00,876.29,Redacted Personal Data,Community Health & Social Care,Refunds
Salford City Council,2011-09-26,1600423822,2140.00,356.67,1783.33,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2011-09-26,601022091,52987.64,0.00,52987.64,Inspirit Care Limited,Community Health & Social Care,Resid Care Home
Salford City Council,2011-09-26,601020655,2080.00,0.00,2080.00,The Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-09-26,1600422582,552.90,0.00,552.90,City And Guilds,Children's Services,Training expenses
Salford City Council,2011-09-26,1600423889,10320.00,320.00,10000.00,Dartington Hall Trust,Children's Services,Training of Others
Salford City Council,2011-09-26,1600422434,3497.60,582.93,2914.67,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2011-09-26,1600422452,1250.40,208.40,1042.00,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2011-09-26,1600422453,1538.83,256.47,1282.36,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2011-09-26,1600422454,1704.02,284.00,1420.02,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2011-09-26,1600422445,1069.20,178.20,891.00,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-09-26,1600422449,740.40,123.40,617.00,Ellesmere Engineering Co Ltd,Children's Services,UV Heat Rep
Salford City Council,2011-09-26,1600422451,2851.20,475.20,2376.00,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Heat Rep
Salford City Council,2011-09-26,1600423471,684.00,114.00,570.00,P D J Imports Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-26,1600423462,582.96,97.16,485.80,Compressor Engineering Norwest Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-26,601022078,9780.84,1630.14,8150.70,"G & J Seddon Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601022464,3122.19,0.00,3122.19,Disabled Living,Community Health & Social Care,Agency Fees
Salford City Council,2011-09-27,601022465,596.64,99.44,497.20,Disabled Living,Community Health & Social Care,Agency Fees
Salford City Council,2011-09-27,601022466,736.72,6.12,730.60,Disabled Living,Community Health & Social Care,Agency Fees
Salford City Council,2011-09-27,601022445,730.20,121.70,608.50,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-27,1600422835,814.20,135.70,678.50,Burnt Tree Group Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2011-09-27,601022267,5233.03,872.17,4360.86,Virgin Media Business,Customer and Support Services,Broadband services
Salford City Council,2011-09-27,1600421388,4195.56,699.26,3496.30,Redacted Personal Data,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-27,601022312,1268.40,211.40,1057.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022314,741.60,123.60,618.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022315,900.00,150.00,750.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022316,913.07,152.18,760.89,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022317,1083.60,180.60,903.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022318,948.00,158.00,790.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022319,1452.00,242.00,1210.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022320,1134.00,189.00,945.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022321,1196.52,199.42,997.10,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601022322,645.60,107.60,538.00,Barton Cleaning Services,Sustainable Regeneration,Cleaning Services
Salford City Council,2011-09-27,601021765,628.20,104.70,523.50,Tpas Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-09-27,1600423919,9000.00,1500.00,7500.00,Swift Argent Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-09-27,601022246,5340.00,0.00,5340.00,Birtenshaw Hall,Children's Services,Contract Hire
Salford City Council,2011-09-27,1600423195,6617.52,1102.92,5514.60,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-27,1600422464,830.40,138.40,692.00,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-27,601022230,94661.57,15249.57,79412.00,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2011-09-27,601022289,678.40,113.06,565.34,Southern Electric,Children's Services,Electricity
Salford City Council,2011-09-27,601022340,1541.80,0.00,1541.80,Westwood Smarties,Children's Services,Grants
Salford City Council,2011-09-27,601021057,1159.20,0.00,1159.20,Yogurt Pots Childcare Services,Children's Services,Grants
Salford City Council,2011-09-27,601022397,5152.00,0.00,5152.00,Crossroads Caring For Carers,Children's Services,Grants - External
Salford City Council,2011-09-27,601022396,28500.00,0.00,28500.00,Crossroads Caring For Carers,Children's Services,Grants - External
Salford City Council,2011-09-27,601022447,3600.00,0.00,3600.00,Salford Lads & Girls Club,Chief Executives,Hire of Facilities
Salford City Council,2011-09-27,601022436,1198.50,199.75,998.75,Somerville Raine Ltd,Children's Services,Legal Fees
Salford City Council,2011-09-27,601022493,4314.00,0.00,4314.00,Department Of Work & Pensions,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-27,601019101,1968.74,0.00,1968.74,Hillwoolhouse Property Management,Sustainable Regeneration,Lift Rep & Maint
Salford City Council,2011-09-27,601022250,19862.36,0.00,19862.36,Birtenshaw Hall,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-09-27,1600423926,4410.00,0.00,4410.00,Redacted Personal Data,Children's Services,Other Prof Fees
Salford City Council,2011-09-27,601020245,3900.00,650.00,3250.00,Redacted Personal Data,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-27,601022483,3648.41,0.00,3648.41,Firfield Glyn Ltd,Capital Expenditure,Other Works
Salford City Council,2011-09-27,601022382,1470.15,0.00,1470.15,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021671,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021672,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021673,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021674,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021675,3071.17,0.00,3071.17,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601021676,2923.92,0.00,2923.92,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601022373,6815.32,0.00,6815.32,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601022374,6595.47,0.00,6595.47,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601022375,6815.35,0.00,6815.35,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601022377,6815.32,0.00,6815.32,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-27,601022444,2500.00,0.00,2500.00,Child Action North West,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-27,1600422460,1122.60,187.10,935.50,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600422461,516.00,86.00,430.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600422462,978.90,163.15,815.75,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600422463,811.20,135.20,676.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600422805,807.84,120.32,687.52,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600422808,7159.92,1193.32,5966.60,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,601018789,1084.25,180.71,903.54,Virgin Media Business,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600423132,2859.55,476.59,2382.96,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-27,1600423949,2478.00,413.00,2065.00,Clarion Loss Prevention Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-27,1600422716,696.00,116.00,580.00,Clarion Loss Prevention Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-27,601020657,1530.00,0.00,1530.00,The Hawthorn Hotel,Sustainable Regeneration,Rents
Salford City Council,2011-09-27,601022299,52987.64,0.00,52987.64,Inspirit Care Limited,Community Health & Social Care,Resid Care Home
Salford City Council,2011-09-27,1600423946,2676.00,446.00,2230.00,Clarion Loss Prevention Ltd,Children's Services,Security Sys R & Mnt
Salford City Council,2011-09-27,601022218,540.00,90.00,450.00,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-27,601022219,4709.88,784.98,3924.90,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-27,601022221,1392.00,232.00,1160.00,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-27,601022456,514.80,85.80,429.00,Teaching Personnel,Children's Services,Supply Teach-Basic
Salford City Council,2011-09-27,601022399,10117.85,0.00,10117.85,Stockport Mbc,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-27,601021666,1620.00,0.00,1620.00,Imagine,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-27,601021667,4397.14,0.00,4397.14,Imagine,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-27,601022302,9731.00,0.00,9731.00,Alternative Futures Group,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-27,601022268,11121.28,1853.55,9267.73,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2011-09-27,601022369,510444.75,85074.13,425370.62,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2011-09-27,601022458,99112.50,16518.75,82593.75,Sibcas Ltd.,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601019263,797.75,132.96,664.79,Aspull Electrical Services Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601022370,240000.00,40000.00,200000.00,S&W Tlp (Project Co One) Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601019262,1770.72,295.12,1475.60,Aspull Electrical Services Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601021879,10500.00,1750.00,8750.00,Redacted Personal Data,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601022459,38369.68,6394.95,31974.73,Rothwell Robinson Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,601022272,3576.00,596.00,2980.00,Select Windows Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-27,1600423351,2201.86,366.98,1834.88,Cruden Property Services Ltd.,Capital Expenditure,Works & Building
Salford City Council,2011-09-28,601022495,870.00,145.00,725.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-28,601020993,604.80,100.80,504.00,Hays Education,Children's Services,Agency Fees
Salford City Council,2011-09-28,601022558,5807.73,967.95,4839.78,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-28,601021771,8785.20,1464.20,7321.00,Sweet & Maxwell,Customer and Support Services,Books & Periodicals
Salford City Council,2011-09-28,601021643,1410.08,235.01,1175.07,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-28,1600421875,767.61,127.94,639.67,Rehabilitation Manufacturing,Community Health & Social Care,Disability Equipment
Salford City Council,2011-09-28,601022416,1052.33,175.39,876.94,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-28,601022582,1541.70,256.95,1284.75,E On Uk Plc,Sustainable Regeneration,Electricity
Salford City Council,2011-09-28,1600422004,518.52,86.42,432.10,Kennedys Turf Ltd,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2011-09-28,601020516,1022.04,170.34,851.70,Michael Page International,Sustainable Regeneration,Legal Fees
Salford City Council,2011-09-28,601021770,9155.06,1525.84,7629.22,Norwel Computer Services Ltd,Customer and Support Services,Legal Fees
Salford City Council,2011-09-28,601022503,891.25,116.25,775.00,Stuart F Beesley & Co Ltd,Customer and Support Services,Legal Fees
Salford City Council,2011-09-28,1600419248,1128.00,188.00,940.00,Centrescreen Productions,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-09-28,1600421907,16800.00,2800.00,14000.00,Jba Consulting,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-09-28,601022627,926.09,0.00,926.09,Redacted Personal Data,Community Health & Social Care,Money in Possession
Salford City Council,2011-09-28,601022392,5040.00,0.00,5040.00,Keys Childcare Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-09-28,601022224,12398.40,0.00,12398.40,Keys Childcare Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2011-09-28,601022508,656.86,109.48,547.38,Cintas Document Management Uk,Children's Services,Oth Office Expenses
Salford City Council,2011-09-28,601022509,641.86,106.98,534.88,Cintas Document Management Uk,Children's Services,Oth Office Expenses
Salford City Council,2011-09-28,1600423278,1791.36,298.56,1492.80,Mitie Security Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2011-09-28,601021153,3587.94,0.00,3587.94,Salford Royal Nhs Foundation Trust,Community Health & Social Care,Payments to H A
Salford City Council,2011-09-28,601021180,8193.96,0.00,8193.96,Salford Royal Nhs Foundation Trust,Children's Services,Payments to H A
Salford City Council,2011-09-28,601021203,7152.00,0.00,7152.00,Autistic Society Gtr Manchester,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022504,2558.40,426.40,2132.00,Nt & As,Children's Services,Payts to Agencies
Salford City Council,2011-09-28,1600424097,52257.00,0.00,52257.00,Pontville School Limited,Children's Services,Payts to Agencies
Salford City Council,2011-09-28,601022533,972.84,162.14,810.70,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022534,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022535,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022536,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022538,1591.92,265.32,1326.60,Reed,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601020417,1640.00,0.00,1640.00,Classic Foster Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-28,601018924,20940.00,0.00,20940.00,Cornerstones,Children's Services,Payts to Agencies
Salford City Council,2011-09-28,601022498,54239.52,0.00,54239.52,Suggest In Salford,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-28,601022550,51330.00,0.00,51330.00,Spurgeons,Children's Services,Payts to Vol Orgs
Salford City Council,2011-09-28,601022521,2500.00,0.00,2500.00,Aguda North West,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-28,601022522,2700.00,0.00,2700.00,Oliver'S Youth Club,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-28,601022523,4270.00,0.00,4270.00,Positive Moves Icy,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-28,601020511,4737.60,789.60,3948.00,Print Image Network Ltd,Customer and Support Services,Print & Photocopying
Salford City Council,2011-09-28,1600424025,6605.85,1100.97,5504.88,Bcl,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-28,2202926761,77480.00,0.00,77480.00,Clifford Poole Solicitors,Sustainable Regeneration,Purchase of 16 Havelock Drive
Salford City Council,2011-09-28,2202926761,1240.28,0.00,1240.28,Clegg Morgan & Co Solicitors,Sustainable Regeneration,Purchase of 16 Havelock Drive
Salford City Council,2011-09-28,2202926764,30678.10,0.00,30678.10,Gruber Garratt Solicitors,Sustainable Regeneration,Purchase of 17 Hampshire St
Salford City Council,2011-09-28,2202926764,32213.29,0.00,32213.29,Gruber Garratt Solicitors,Sustainable Regeneration,Purchase of 23 Hampshire St
Salford City Council,2011-09-28,601022490,758.00,0.00,758.00,Progress Care Housing Association,Community Health & Social Care,Refunds
Salford City Council,2011-09-28,601022492,758.00,0.00,758.00,Progress Care Housing Association,Community Health & Social Care,Refunds
Salford City Council,2011-09-28,1600423847,942.00,157.00,785.00,Abel Alarms Co Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-09-28,601022599,269557.52,0.00,269557.52,Home Focus,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-28,601022598,33821.65,0.00,33821.65,Life Opportunities,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-28,1600424067,750.00,0.00,750.00,University Of Manchester,Children's Services,Training expenses
Salford City Council,2011-09-28,601021734,1062.00,177.00,885.00,British Red Cross Society,Children's Services,Training expenses
Salford City Council,2011-09-28,601022594,559835.73,93305.96,466529.77,Salford Schools Solutions Ltd,Children's Services,Unitary Charge
Salford City Council,2011-09-28,1600423470,646.68,107.78,538.90,Jds Trucks,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-28,1600423622,1980.00,330.00,1650.00,Ecodrive Transmissions Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-28,1600423370,15061.13,2510.19,12550.94,Veissmann Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-28,601022487,1058.40,176.40,882.00,Ec Harris Llp,Capital Expenditure,Works & Building
Salford City Council,2011-09-28,601022554,815.40,135.90,679.50,Ec Harris Llp,Capital Expenditure,Works & Building
Salford City Council,2011-09-28,1600424057,12204.00,2034.00,10170.00,Alan Franklin Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-28,601022480,13680.00,2280.00,11400.00,Truline Construction & Interior,Capital Expenditure,Works & Building
Salford City Council,2011-09-29,601021068,606.00,101.00,505.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-29,601021819,581.76,96.96,484.80,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-29,601022439,696.00,116.00,580.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-29,601022629,1440.00,240.00,1200.00,Click Fire & Security Ltd,Children's Services,Building Rep & Maint
Salford City Council,2011-09-29,1600421900,737.99,123.00,614.99,Back Care Solutions Ltd,Community Health & Social Care,Central Prem Alloc
Salford City Council,2011-09-29,601022620,864.00,0.00,864.00,Redacted Personal Data,Children's Services,Children Act-Sect 17
Salford City Council,2011-09-29,1600424155,31094.40,5182.40,25912.00,Capita Business Services Ltd,Children's Services,Computer Software
Salford City Council,2011-09-29,601018962,4000.00,0.00,4000.00,L.  A.  Furness,Children's Services,Consult/Contractors
Salford City Council,2011-09-29,1600424101,11610.00,1935.00,9675.00,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-29,1600423845,1636.80,272.80,1364.00,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-29,601022626,2917.00,0.00,2917.00,Salford Community Leisure Ltd,Community Health & Social Care,Grants
Salford City Council,2011-09-29,1600422858,505.00,67.50,437.50,Venture Hotels,Community Health & Social Care,Hire of Facilities
Salford City Council,2011-09-29,601022773,6141.74,0.00,6141.74,Schofield & Sons,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022763,5969.69,0.00,5969.69,G Jones Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022762,8000.00,0.00,8000.00,C Smithies,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022760,9672.62,0.00,9672.62,Gibsons Joiners & Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022769,5610.44,0.00,5610.44,Gibsons Joiners & Builders,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022771,5602.07,0.00,5602.07,K. D. B. Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022765,5760.40,0.00,5760.40,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022767,5546.99,0.00,5546.99,Lift Able Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-09-29,601022646,642.25,0.00,642.25,Salford Community Leisure Ltd,Community Health & Social Care,Leisure Activity
Salford City Council,2011-09-29,601022790,11000.00,0.00,11000.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022759,2500.00,0.00,2500.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022758,3750.00,0.00,3750.00,Howard Shah Solicitors Ltd,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022757,3000.00,0.00,3000.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022756,2500.00,0.00,2500.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022780,2000.00,0.00,2000.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-29,601022642,604.56,100.76,503.80,Bdma,Customer and Support Services,Medical Health/Safe
Salford City Council,2011-09-29,2202935536,616007.00,102667.83,513339.17,Urban Vision,Sustainable Regeneration,Monthly Charges
Salford City Council,2011-09-29,2202935536,149265.37,24877.56,124387.81,Urban Vision,Sustainable Regeneration,Monthly Charges
Salford City Council,2011-09-29,2202935536,1469293.91,244882.32,1224411.59,Urban Vision,Sustainable Regeneration,Monthly Charges
Salford City Council,2011-09-29,601022764,686.78,0.00,686.78,G Jones Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,601022761,1131.13,0.00,1131.13,Gibsons Joiners & Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,601022770,645.45,0.00,645.45,Gibsons Joiners & Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,601022772,687.97,0.00,687.97,K. D. B. Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,601022766,1635.40,0.00,1635.40,Lift Able Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,601022768,1844.63,0.00,1844.63,Lift Able Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-09-29,1600424151,1794.00,299.00,1495.00,S & S Marquees,Chief Executives,Other Prof Fees
Salford City Council,2011-09-29,1600424159,630.00,105.00,525.00,S & S Marquees,Environment and Community Safety,Other Prof Fees
Salford City Council,2011-09-29,1600423289,1339.20,223.20,1116.00,Adt Fire And Security Plc,Capital Expenditure,Other Works
Salford City Council,2011-09-29,601020418,4312.10,0.00,4312.10,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601020419,3906.00,0.00,3906.00,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601020420,3658.00,0.00,3658.00,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601020421,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601020422,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601020423,3425.50,0.00,3425.50,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601022774,875.90,0.00,875.90,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-29,601022778,3885.00,0.00,3885.00,Nazarene Community Hall Group,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2011-09-29,1600421977,528.00,88.00,440.00,Alarm And Security Services,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-29,1600424164,3255.66,542.61,2713.05,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-29,1600423156,15387.00,2564.50,12822.50,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-29,1600423157,4992.00,832.00,4160.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-29,601022657,400072.79,66678.80,333393.99,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-29,6000878730,1049.08,0.00,1049.08,Imagine Act And Succeed,Sustainable Regeneration,Pmnts Privt Provider
Salford City Council,2011-09-29,6000878729,2948.40,0.00,2948.40,Redacted Personal Data,Sustainable Regeneration,Pmnts Privt Provider
Salford City Council,2011-09-29,6000878728,18759.60,0.00,18759.60,Beacon Support,Sustainable Regeneration,Pmnts Privt Provider
Salford City Council,2011-09-29,6000878732,3059.84,0.00,3059.84,Cheshire Deaf Society,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878734,3570.00,0.00,3570.00,Salford Foundation Limited,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878733,6119.96,0.00,6119.96,Retail Trust,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878735,13114.20,0.00,13114.20,Barnardos,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878704,15546.72,0.00,15546.72,Project  34,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878706,19316.92,0.00,19316.92,Salvation Army,Sustainable Regeneration,Pmts Chartble. Organ
Salford City Council,2011-09-29,6000878705,21057.12,0.00,21057.12,Salford Women'S Aid,Sustainable Regeneration,Pmts Chartble. Organ
