Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-24,601140385,2000,0,2000,Bambie Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140386,7200,0,7200,Big Steps Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140387,3200,0,3200,Bnos Yisroel Schools Manchester Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140388,4800,0,4800,Boothstown Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140389,8900,0,8900,Budding Wood Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140390,800,0,800,Budding Wood Wardley Pre School,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600534303,39268.08,6544.68,32723.4,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2015-04-24,601140456,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140391,12300,0,12300,Caterpillar Corner,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140343,6250,0,6250,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140326,15188,0,15188,Central Manchester University,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-24,601140492,147000,0,147000,Chatsworth Futures Ltd,Children's Services,Release of Provision
Salford City Council,2015-04-24,6001771107,3460.85,0,3460.85,Cherrytree Vale Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,6001771108,3460.85,0,3460.85,Cherrytree Vale Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,601140371,603.66,100.61,503.05,Chubb Fire & Security Ltd,Children's Services,UV Light/Fire
Salford City Council,2015-04-24,6001771116,3996,0,3996,Cic,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,601140392,4800,0,4800,Claremont Neighbourhood Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140337,1505,0,1505,Cordell And Co Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-24,601140328,4500,0,4500,Cordell And Co Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-24,601140441,9500,0,9500,Cottage Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600531966,1460.4,243.4,1217,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2015-04-24,1600531967,1988.4,331.4,1657,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2015-04-24,601140457,4000,0,4000,Daisys Daycare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140460,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140393,5600,0,5600,Early Learning Childcare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533958,3510,585,2925,Elygra,Environment and Community Safety,Marketing/Publicity
Salford City Council,2015-04-24,601140394,5600,0,5600,Esther Esche Steinhart,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140395,9600,0,9600,Evergreen Childrens Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140365,858,0,858,Fab Travel Ltd,Children's Services,Oth Office Expenses
Salford City Council,2015-04-24,1600534736,9416.4,1569.4,7847,Facultatieve Technologies Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-04-24,601140396,6800,0,6800,Fairhills Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533909,7438.5,0,7438.5,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533908,7500,0,7500,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140397,3900,0,3900,First Steps Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140398,15900,0,15900,Fledglings Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140399,2100,0,2100,Fledglings Day Nursery Worsley,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140400,13600,0,13600,Flutterbies Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140401,8000,0,8000,Folly Brook Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140402,5600,0,5600,Fun4All Cic,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140403,10200,0,10200,Funtime Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140404,6400,0,6400,Goldman Day Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140317,71935.67,0,71935.67,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2015-04-24,1600533850,600,100,500,Griffin Care Ltd,Children's Services,Training of Others
Salford City Council,2015-04-24,601140405,800,0,800,Habonim Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140461,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140406,24700,0,24700,Happy Feet Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601139787,24390.38,4065.21,20325.17,Hays Recruitment,Customer and Support Services,Agency Fees
Salford City Council,2015-04-24,601140462,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600534742,9857.14,0,9857.14,Hexagon Care Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140377,29400,0,29400,Holly House Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140407,8000,0,8000,Holy Angels Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140378,27500,0,27500,Holyrood Day Nursery (Swinton),Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140409,8800,0,8800,Holyrood Day Nursery Salford,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140410,10400,0,10400,Holyrood Nursery - Mediacityuk,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140411,600,0,600,Holyrood Nursery (Hope),Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140081,2379.1,0,2379.1,Home Focus,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-24,6001771117,655.77,0,655.77,Image Act & Succeed,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,601140098,5662.8,0,5662.8,Imagine Act And Succeed,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-24,1600534687,7316.61,1219.44,6097.17,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-24,1600534686,7471.41,1245.24,6226.17,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-24,601140463,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140464,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140412,5600,0,5600,Jitterbugz Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140413,7100,0,7100,Kiddiewinkles Pre School,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140414,11500,0,11500,Kiddiewinkles Preschool,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140415,13600,0,13600,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140379,47300,0,47300,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140416,4000,0,4000,Kidz R Us Flexible Childcare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140417,10400,0,10400,Kidz R Us The Lodge,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140472,1635.5,0,1635.5,La Kiddicare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140380,29700,0,29700,Ladybird Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,6001771148,3034.75,0,3034.75,Lifeways Community Care,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,6001771149,3034.75,0,3034.75,Lifeways Community Care,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,6001771150,3034.75,0,3034.75,Lifeways Community Care,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,6001771151,3034.75,0,3034.75,Lifeways Community Care,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-24,601140418,1600,0,1600,Little Acorns Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140419,5700,0,5700,Little Explorers,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140420,13000,0,13000,Little Explorers Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140421,10400,0,10400,Little Explorers Eccles,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140422,13600,0,13600,Little Gems Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140423,4000,0,4000,Little Learners,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140424,14400,0,14400,Little People Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533998,23478.44,564.24,22914.2,Manchester City Council,Customer and Support Services,Legal Fees
Salford City Council,2015-04-24,1600533927,650,0,650,Manchester Jnr Girls School,Children's Services,Grants
Salford City Council,2015-04-24,601140425,800,0,800,Manchester Jnr Girls School,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140475,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140426,20000,0,20000,Mice To Meet You Playgroup Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140487,5900,0,5900,Mojo,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140427,3200,0,3200,Monton Village School Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140428,8500,0,8500,Munchkins & Baby Munchkins  Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140429,7200,0,7200,Nutkins Play & Learn Centre,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140430,12000,0,12000,Oaklands Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140497,1989.6,331.6,1658,Om Interactive Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2015-04-24,601140479,800,0,800,Our Precious Tots Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140431,6700,0,6700,Playtime Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140432,6400,0,6400,Pomegranate,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533967,7555.2,1259.2,6296,Powercare,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-24,601140433,6000,0,6000,Primrose Hill Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140434,16000,0,16000,Rainbows Neighourhood Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600533839,5916,986,4930,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2015-04-24,1600533884,5976,996,4980,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2015-04-24,6001771102,568.81,0,568.81,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771104,570.4,0,570.4,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771105,570.4,0,570.4,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771103,577.82,0,577.82,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,601140478,742,0,742,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140455,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140458,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140466,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140467,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140468,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140469,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140470,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140471,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140473,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140474,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140476,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140480,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140482,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140483,800,0,800,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600534756,999.29,166.55,832.74,Redacted Data,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-24,601140454,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140465,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140477,1600,0,1600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,6001771120,2164.24,0,2164.24,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,601140459,2300,0,2300,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140453,5600,0,5600,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,6001771143,5655.9,0,5655.9,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771147,8272.2,0,8272.2,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771154,13942.48,0,13942.48,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771126,29177.1,0,29177.1,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,6001771115,29866,0,29866,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-24,601140484,36000,0,36000,Roobyloos Childrens Nursery,Children's Services,Children Act-Sect 23
Salford City Council,2015-04-24,601140435,800,0,800,Rug Rats Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600534243,2957,0,2957,Salford Community Leisure Ltd,Children's Services,Training of Others
Salford City Council,2015-04-24,1600534242,60442.24,10073.71,50368.53,Salford Community Leisure Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-04-24,601140436,15200,0,15200,Scalywags Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140437,2400,0,2400,St Lukes Pre-School Playgroup,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140438,6400,0,6400,St Pauls Peel Playgroup Fund,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140325,851.12,0,851.12,Stockport Nhs Foundation Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-24,601140306,686,0,686,Sunny Bank (Prs) Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-24,601140439,5600,0,5600,Sylvan Court Day Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,1600534409,11098.01,1849.67,9248.34,Tarmac Limited,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-24,601140440,9600,0,9600,Tashbar Academy Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140362,1054.8,175.8,879,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-04-24,601140511,1069.22,178.2,891.02,Teaching Personnel Ltd,Children's Services,Supply Teach-Basic
Salford City Council,2015-04-24,601140442,4000,0,4000,The Manse Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140443,13600,0,13600,The Stables Day Nursery Limited,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140301,1612.67,62.03,1550.64,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140444,3200,0,3200,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140445,20900,0,20900,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140381,25300,0,25300,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140481,800,0,800,Tlc Childcare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140446,5600,0,5600,Treasures Child Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140447,24000,0,24000,Unicorn Nursery,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140319,5259.69,0,5259.69,University Hospital Of South,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-24,601140448,4500,0,4500,University Of Salford Busy Bees,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140449,800,0,800,Wasp Pre-School,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140450,12800,0,12800,Westwood Smarties,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140307,840,0,840,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140308,840,0,840,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140330,840,0,840,White Lodge Hotel,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-24,601140302,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140303,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140304,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140305,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-04-24,601140329,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-24,601140382,36100,0,36100,Wow Kids Ltd T/A Bright Futures,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140451,16000,0,16000,Xl Childcare,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,601140452,17600,0,17600,Yogurt Pots Childcare Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-24,kpnsqgvzo,509.88,84.98,424.9,Axminster.Co.Uk,Children's Services,Purchase of Furniture & Equipment
Salford City Council,2015-04-24,lgbstlaut,500.78,7.07,493.71,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-24,ilvpvxplo,694.9,11.74,683.16,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-24,apmhcnlts,525,0,525,Holiday Inn Oxford Cir,Customer and Support Services,Travel
Salford City Council,2015-04-24,xcdcfypum,950,0,950,Swinton Discount Warehous,"Community, Health & Social Care",General Expenditure Reallocation
Salford City Council,2015-04-27,1600533333,600,100,500,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600534165,3217.49,0,3217.49,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-27,1600534153,3311.73,0,3311.73,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-27,601140554,9731,0,9731,Alternative Futures Group Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-27,1600533976,1952.88,325.48,1627.4,Aquatronic Group Management Plc,Sustainable Regeneration,UV Tank Clean
Salford City Council,2015-04-27,1600533167,3006.43,501.07,2505.36,Baaf,Children's Services,Payts to Agencies
Salford City Council,2015-04-27,1600534415,54759.55,9126.59,45632.96,Balfour Beatty Group Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-27,601140522,7987.28,0,7987.28,Bury College,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601140540,853.58,0,853.58,C Smithies Builders,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140539,6950.58,0,6950.58,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600533877,2567.77,427.94,2139.83,Cartridge Care Ltd,Children's Services,Provisions
Salford City Council,2015-04-27,601140523,613.04,0,613.04,Chelsea & Westminster Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-27,1600534580,1680,280,1400,City West Housing Trust,Children's Services,Other Prof Fees
Salford City Council,2015-04-27,1600534416,67606.8,11267.8,56339,Cleveland Sitesafe Limited,Capital Expenditure,Works & Building
Salford City Council,2015-04-27,601134844,2940,490,2450,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2015-04-27,1600528275,5760,960,4800,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2015-04-27,1600528272,7584,1264,6320,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2015-04-27,601139905,1045.44,0,1045.44,Comus Auto Cabs,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,1600533655,616.08,102.68,513.4,Concept Oils Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-27,601140532,880.53,0,880.53,David Marlow Building Contractor Lt,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140531,7170.03,0,7170.03,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600533873,528,88,440,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533748,5294.4,882.4,4412,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,601140544,1050.72,0,1050.72,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140530,726.49,0,726.49,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140534,675.59,0,675.59,Dlp Services Northern Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140533,5501.26,0,5501.26,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,601140529,5915.73,0,5915.73,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,601140543,6926.85,0,6926.85,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600534024,3600,600,3000,Ebma Solutions Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2015-04-27,601140587,599,0,599,Elearvation Limited,Children's Services,Training expenses
Salford City Council,2015-04-27,1600524178,960.24,160.04,800.2,Frank Beirne Fabric Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-04-27,1600520916,91975.94,15329.32,76646.62,Galliford Try Infrastructure Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2015-04-27,1600533869,6031.2,1005.2,5026,Gbm Digital Technologies Ltd,Environment and Community Safety,Computer Equipment
Salford City Council,2015-04-27,1600534481,600,100,500,Griffin Care Ltd,Children's Services,Training of Others
Salford City Council,2015-04-27,601140537,2081.64,0,2081.64,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600534003,680.4,113.4,567,Harvest Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,601140541,8410,0,8410,Hughes Brothers Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600533162,2982,497,2485,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2015-04-27,601140535,2338.97,0,2338.97,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600534471,2278.4,0,2278.4,Knowsley Metropolitan Borough,Children's Services,Transport
Salford City Council,2015-04-27,601140327,875.6,0,875.6,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-27,601140519,1472.6,0,1472.6,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-27,1600533975,1200,200,1000,Mapchester Limited,Children's Services,Training expenses
Salford City Council,2015-04-27,601140177,2350.7,0,2350.7,Martin Brokers (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2015-04-27,1600534342,25848.46,4308.08,21540.38,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2015-04-27,1600534339,39389.63,6564.94,32824.69,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2015-04-27,1600534336,43007.04,7167.84,35839.2,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2015-04-27,1600533782,526.8,87.8,439,Mci Diventi Limited,Children's Services,Telephones & Fax
Salford City Council,2015-04-27,1600534166,2001.6,333.6,1668,Mci Diventi Limited,Customer and Support Services,Telephones & Fax
Salford City Council,2015-04-27,601139917,1254,0,1254,Mead Executive Travel,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,1600534183,7098,0,7098,Media Agency Group,Customer and Support Services,Marketing/Publicity
Salford City Council,2015-04-27,601140556,1601,0,1601,Ofsted,Children's Services,Other Prof Fees
Salford City Council,2015-04-27,1600534579,1564.8,0,1564.8,Outreach Community & Res Service,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-27,1600533977,2347.2,391.2,1956,Park House Healthcare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533350,3028.1,504.68,2523.42,Prism Medical Uk,"Community, Health & Social Care",Equipment-special
Salford City Council,2015-04-27,1600533164,10452,1742,8710,Ray Britland Contractors Ltd,Environment and Community Safety,Contractors
Salford City Council,2015-04-27,601140592,628.6,0,628.6,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2015-04-27,601139913,880,0,880,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139991,924,0,924,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139908,990,0,990,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601140331,1106,0,1106,Redacted Data,"Community, Health & Social Care",Rents
Salford City Council,2015-04-27,601139882,1150,0,1150,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139909,1540,0,1540,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139902,1540,0,1540,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139881,1643.4,0,1643.4,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139921,1800,0,1800,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139903,1984.5,0,1984.5,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601140559,2619,0,2619,Redacted Data,Children's Services,Other Prof Fees
Salford City Council,2015-04-27,1600533318,14820,2470,12350,Ricardo-Aea,Environment and Community Safety,Sampling
Salford City Council,2015-04-27,1600534247,504,0,504,Salford Community Leisure Ltd,"Community, Health & Social Care",Hire of Facilities
Salford City Council,2015-04-27,1600534185,1000,0,1000,Salford University Students Union,Customer and Support Services,Marketing/Publicity
Salford City Council,2015-04-27,1600533334,1702.8,283.8,1419,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,601140552,1560,0,1560,Simon Adams Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-27,1600533166,1378.8,229.8,1149,Spectra Security,Sustainable Regeneration,Security/Equipment
Salford City Council,2015-04-27,1600533978,3211,0,3211,Spw Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2015-04-27,1600533971,2916.67,0,2916.67,St Helens Mbc,Children's Services,Payts to Other LA's
