Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602768,2,201010,T D R TRAINING LTD,765.75,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602771,2,201010,T D R TRAINING LTD,765.75,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602773,2,201010,T D R TRAINING LTD,765.75,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602778,2,201010,T D R TRAINING LTD,765.75,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602781,2,201010,T D R TRAINING LTD,459.45,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602782,2,201010,T D R TRAINING LTD,459.45,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43602785,2,201010,T D R TRAINING LTD,765.75,2011-01-07
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605283,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605284,2,201010,T D R TRAINING LTD,2824.4,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605285,2,201010,T D R TRAINING LTD,3130.7,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605287,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605289,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605290,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605292,2,201010,T D R TRAINING LTD,3283.85,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605293,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605294,2,201010,T D R TRAINING LTD,2977.55,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605311,2,201010,T D R TRAINING LTD,3283.85,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605312,2,201010,T D R TRAINING LTD,3283.85,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605313,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605314,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605317,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605321,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605323,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605326,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605327,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605328,2,201010,T D R TRAINING LTD,765.75,2011-01-21
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43605340,2,201010,T D R TRAINING LTD,714.39,2011-01-21
Development & Enterprise,Supplies and Services,Comms & Computing,43606195,2,201010,T R L LTD,361,2011-01-26
Development & Enterprise,Supplies and Services,Comms & Computing,43602243,2,201010,TALK TALK ENTERPRISE,943.41,2011-01-05
Development & Enterprise,Supplies and Services,Comms & Computing,43604485,2,201010,TALK TALK ENTERPRISE,976.8,2011-01-17
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601646,2,201010,TEAMS & BENSHAM COMMUNITY CARE,1980.35,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601647,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601648,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601649,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601650,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601651,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43601652,2,201010,TEAMS & BENSHAM COMMUNITY CARE,2150.85,2011-01-04
Development & Enterprise,Supplies and Services,Advertising,43605050,2,201010,TEN ALPS MTD LTD,5000,2011-01-19
Development & Enterprise,Supplies and Services,Advertising,43605051,2,201010,TEN ALPS MTD LTD,6000,2011-01-19
Development & Enterprise,Works,,42201808,2,201010,TERRACE HILL GROUP PLC,369114.46,2011-01-18
Development & Enterprise,Works,,42204427,2,201010,TERRACE HILL GROUP PLC,1284778.8,2011-01-26
Development & Enterprise,Third Party Payments,Third Party Payments,43605606,2,201010,THE PARKING SHOP LIMITED,1445,2011-01-24
Development & Enterprise,Premises,Energy,42206212,2,201010,THE UTILITY WAREHOUSE,380.13,2011-01-31
Development & Enterprise,Premises,Energy,42206212,3,201010,THE UTILITY WAREHOUSE,116.12,2011-01-31
Development & Enterprise,Supplies and Services,"Grants, Contribs & Subs",43603691,2,201010,TOPLOCKSMITHS LTD,650,2011-01-12
Development & Enterprise,Supplies and Services,Other Running Costs,43604900,2,201010,TRAFFIC DIRECT LIMITED,3000,2011-01-19
Development & Enterprise,Supplies and Services,Comms & Computing,42201658,2,201010,TRANSCENDIT LTD,2690,2011-01-18
Development & Enterprise,Transport,Public Transport and Taxi Fares,42200873,3,201010,TRAVEL BUREAU,758.84,2011-01-13
Development & Enterprise,Transport,Public Transport and Taxi Fares,42200873,4,201010,TRAVEL BUREAU,85.27,2011-01-13
Development & Enterprise,Supplies and Services,Other Running Costs,43604799,2,201010,UNIPART RAIL LTD - DORMAN VARITEXT,2727,2011-01-19
Development & Enterprise,Employees,Indirect Employee Expenses,43603796,2,201010,UNIVERSITY OF DERBY,840,2011-01-13
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43605021,2,201010,W D M LTD,1281.67,2011-01-19
Development & Enterprise,Premises,Rent,42201650,3,201010,WHITTLE JONES GROUP LTD,963.64,2011-01-18
Development & Enterprise,Premises,Rent,42201650,4,201010,WHITTLE JONES GROUP LTD,161.33,2011-01-18
Development & Enterprise,Premises,Rent,42201652,3,201010,WHITTLE JONES GROUP LTD,963.64,2011-01-18
Development & Enterprise,Premises,Rent,42201652,4,201010,WHITTLE JONES GROUP LTD,161.33,2011-01-18
Development & Enterprise,Premises,Rent,42204735,3,201010,WHITTLE JONES GROUP LTD,963.64,2011-01-27
Development & Enterprise,Premises,Rent,42204735,4,201010,WHITTLE JONES GROUP LTD,161.33,2011-01-27
Development & Enterprise,Premises,Rent,42204739,4,201010,WHITTLE JONES GROUP LTD,963.64,2011-01-27
Development & Enterprise,Premises,Rent,42204739,3,201010,WHITTLE JONES GROUP LTD,161.33,2011-01-27
Development & Enterprise,Supplies and Services,"Furn, Equip & Mats",43604188,2,201010,WM SMITH & SONS (BARNARD CASTLE),1023,2011-01-14
Full Authority,Error Suspense,Error Suspense,60091073,28,201010,COMENSURA LTD,55.26,2011-01-05
Full Authority,,,43601756,2,201010,GO NORTH EAST,500.65,2011-01-04
Full Authority,,,43603617,2,201010,GO NORTH EAST,1501.95,2011-01-12
Full Authority,,,43603710,2,201010,GO NORTH EAST,628.15,2011-01-13
Full Authority,,,43605694,2,201010,GO NORTH EAST,3504.55,2011-01-25
Full Authority,,,43605695,2,201010,GO NORTH EAST,500.65,2011-01-25
Full Authority,,,43605696,2,201010,GO NORTH EAST,500.65,2011-01-25
Full Authority,,,43605697,2,201010,GO NORTH EAST,2002.6,2011-01-25
Full Authority,,,43605698,2,201010,GO NORTH EAST,1001.3,2011-01-25
Full Authority,,,43605699,2,201010,GO NORTH EAST,1128.83,2011-01-25
Full Authority,,,43604212,2,201010,NEXUS,2695,2011-01-14
Full Authority,,,43604212,3,201010,NEXUS,880,2011-01-14
Full Authority,,,42197938,2,201010,NORTHUMBRIAN WATER,93471.5,2011-01-04
Full Authority,,,42199233,2,201010,NORTHUMBRIAN WATER,115804.25,2011-01-06
Full Authority,,,42197948,3,201010,NPOWER,94.8,2011-01-04
Full Authority,,,42197948,4,201010,NPOWER,5928.2,2011-01-04
Full Authority,,,42197948,5,201010,NPOWER,137890.73,2011-01-04
Full Authority,,,42198276,3,201010,NPOWER,4045,2011-01-05
Full Authority,,,42198276,4,201010,NPOWER,16166.6,2011-01-05
Full Authority,,,42198276,5,201010,NPOWER,60858.18,2011-01-05
Full Authority,,,42199491,2,201010,NPOWER,11964.81,2011-01-10
Full Authority,,,42199494,3,201010,NPOWER,17.6,2011-01-10
Full Authority,,,42199494,4,201010,NPOWER,1042.67,2011-01-10
Full Authority,,,42202256,3,201010,NPOWER,5448.4,2011-01-19
Full Authority,,,42202256,4,201010,NPOWER,122835.79,2011-01-19
Full Authority,,,42202450,4,201010,NPOWER,4491.4,2011-01-19
Full Authority,,,42202450,5,201010,NPOWER,8643,2011-01-19
Full Authority,,,42202450,6,201010,NPOWER,75548.51,2011-01-19
Full Authority,,,42202450,7,201010,NPOWER,36.45,2011-01-19
Full Authority,Error Suspense,Error Suspense,43604110,1,201010,STREETWISE SOCCER CIC,1400,2011-01-14
Learning and Children,Transport,Contract Hire,42198557,5,201010,A CHAPMAN T/A RYTON MINI BUS HIRE,377,2011-01-06
Learning and Children,Transport,Contract Hire,42198557,7,201010,A CHAPMAN T/A RYTON MINI BUS HIRE,460,2011-01-06
Learning and Children,Transport,Contract Hire,42198557,8,201010,A CHAPMAN T/A RYTON MINI BUS HIRE,660,2011-01-06
Learning and Children,Transport,Public Transport and Taxi Fares,42198557,6,201010,A CHAPMAN T/A RYTON MINI BUS HIRE,165,2011-01-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42199639,4,201010,A4E LTD,109.92,2011-01-11
Learning and Children,"Income: Other Grants, Reim & Contrib",Other Grants,42199639,3,201010,A4E LTD,3790.08,2011-01-11
Learning and Children,Premises,Fixtures & Fittings,43604586,2,201010,AAT (GB) LTD,465,2011-01-18
Learning and Children,Transport,Public Transport and Taxi Fares,42199342,3,201010,ABC,638,2011-01-07
Learning and Children,Third Party Payments,Third Party Payments,42204232,2,201010,ACTION FOR CHILDREN,3180.5,2011-01-26
Learning and Children,Third Party Payments,Third Party Payments,42205847,2,201010,ACTION FOR CHILDREN,15300,2011-01-28
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43601396,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,1319,2011-01-04
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43601470,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,480,2011-01-04
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43602739,2,201010,ALBANY OFFICE EQUIP(W/SALE)LTD,1410,2011-01-10
Learning and Children,Supplies and Services,Internal Recharges,42202983,2,201010,ALD HAIRDRESSING TRAINING ACADEMY,18923.59,2011-01-21
Learning and Children,Supplies and Services,Internal Recharges,42203012,2,201010,ALD HAIRDRESSING TRAINING ACADEMY,591.24,2011-01-21
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42203972,2,201010,AMBIUS,686.31,2011-01-25
Learning and Children,Supplies and Services,Miscellaneous Supplies,42199520,2,201010,APCOA PARKING UK LTD,2906.64,2011-01-10
Learning and Children,Transfer Payments,Transfer Payments,42201743,2,201010,AQUILA WAY,956.16,2011-01-18
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42202853,2,201010,AQUILLA WAY,4125,2011-01-20
Learning and Children,Supplies and Services,Miscellaneous Supplies,43602950,2,201010,ARDO MEDICAL LTD,264,2011-01-12
Learning and Children,Supplies and Services,Miscellaneous Supplies,43602950,3,201010,ARDO MEDICAL LTD,171.9,2011-01-12
Learning and Children,Support Services,Support Services,42199921,6,201010,AUDIT COMMISSION,3680,2011-01-11
Learning and Children,Support Services,Support Services,42201599,5,201010,AUDIT COMMISSION,240,2011-01-17
Learning and Children,Supplies and Services,"Printing, Stationery etc",42199611,2,201010,AWARD SCHEME LTD,1345.53,2011-01-11
Learning and Children,Supplies and Services,"Printing, Stationery etc",43605466,2,201010,BDAILY LTD,550,2011-01-24
Learning and Children,Supplies and Services,Miscellaneous Supplies,42201913,2,201010,BIRCH ASSOCIATES,2024.9,2011-01-19
Learning and Children,Premises,Rent,42202900,3,201010,BOADEN HINDMARSH,3450,2011-01-24
Learning and Children,Premises,Rent,42202900,4,201010,BOADEN HINDMARSH,2300,2011-01-24
Learning and Children,Premises,Rent,42202900,5,201010,BOADEN HINDMARSH,1150,2011-01-24
Learning and Children,Works,,42205939,2,201010,BRAMBLEDOWN LANDSCAPE SERVICES,10389.57,2011-01-31
Learning and Children,Premises,Rent,42203466,2,201010,BRAMSPEAR LTD,6250,2011-01-25
Learning and Children,Premises,Rent,42203468,2,201010,BRAMSPEAR LTD,25500,2011-01-25
Learning and Children,Supplies and Services,Comms & Computing,43606633,2,201010,BRITISH COMPUTER SOCIETY,1140,2011-01-31
Learning and Children,Supplies and Services,Comms & Computing,42204829,2,201010,BRITISH TELECOM,703.17,2011-01-27
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42199360,2,201010,BRYTAFLOR & DUNSTON FURNISHING,380.15,2011-01-07
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43601931,2,201010,BRYTAFLOR & DUNSTON FURNISHING,612.8,2011-01-04
Learning and Children,Transport,Contract Hire,42198472,2,201010,BURNDALE TAXIS,542,2011-01-06
Learning and Children,Transport,Public Transport and Taxi Fares,42201009,14,201010,BURNOPFIELD TAXIS,105,2011-01-14
Learning and Children,Transport,Public Transport and Taxi Fares,42201009,8,201010,BURNOPFIELD TAXIS,855,2011-01-14
Learning and Children,Transport,Contract Hire,42201009,11,201010,BURNOPFIELD TAXIS,367.5,2011-01-14
Learning and Children,Transport,Contract Hire,42201009,9,201010,BURNOPFIELD TAXIS,592,2011-01-14
Learning and Children,Transport,Contract Hire,42198625,2,201010,C.D.PASSENGER SERVICES,750,2011-01-06
Learning and Children,Transport,Contract Hire,42198625,3,201010,C.D.PASSENGER SERVICES,780,2011-01-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,43602193,2,201010,CACI LTD,1380,2011-01-07
Learning and Children,Supplies and Services,"Printing, Stationery etc",42199237,2,201010,CANON (UK) LTD,2667.57,2011-01-12
Learning and Children,Supplies and Services,"Printing, Stationery etc",42199369,2,201010,CANON (UK) LTD,424.01,2011-01-10
Learning and Children,Supplies and Services,"Printing, Stationery etc",42199373,2,201010,CANON (UK) LTD,1484.31,2011-01-07
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42199757,2,201010,CANON (UK) LTD,755.06,2011-01-11
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42201338,2,201010,CANON (UK) LTD,983.89,2011-01-14
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42201919,2,201010,CANON (UK) LTD,605.44,2011-01-19
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42202115,2,201010,CANON (UK) LTD,361.82,2011-01-19
Learning and Children,Supplies and Services,"Printing, Stationery etc",42204163,2,201010,CANON (UK) LTD,402.83,2011-01-26
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42205950,2,201010,CANON (UK) LTD,352.44,2011-01-31
Learning and Children,Employees,Agency Staff,42199883,2,201010,CAPITA EDUCATION RESOURCING,1347.69,2011-01-11
Learning and Children,Employees,Agency Staff,42199888,2,201010,CAPITA EDUCATION RESOURCING,1200,2011-01-11
Learning and Children,Transport,Contract Hire,42198485,3,201010,CARIS COACHES,1651,2011-01-06
Learning and Children,Transport,Contract Hire,42198485,4,201010,CARIS COACHES,1520,2011-01-06
Learning and Children,Transport,Public Transport and Taxi Fares,42199886,2,201010,CHAMMAR LTD T/A TEAM VALLEY TAXIS,713,2011-01-11
Learning and Children,Transport,Public Transport and Taxi Fares,42202112,2,201010,CHAMMAR LTD T/A TEAM VALLEY TAXIS,697.2,2011-01-19
Learning and Children,Transport,Public Transport and Taxi Fares,42202141,2,201010,CHAMMAR LTD T/A TEAM VALLEY TAXIS,1048,2011-01-19
Learning and Children,Supplies and Services,"Printing, Stationery etc",42203467,2,201010,CHROMAZONE,830,2011-01-24
Learning and Children,Supplies and Services,Other Running Costs,43604135,2,201010,CITY & GUILDS,1179,2011-01-17
Learning and Children,Supplies and Services,Other Running Costs,43606643,2,201010,CITY & GUILDS,459.9,2011-01-31
Learning and Children,Third Party Payments,Third Party Payments,42201906,2,201010,CITY OF NEWCASTLE UPON TYNE,8431.54,2011-01-19
Learning and Children,Third Party Payments,Third Party Payments,42201908,2,201010,CITY OF NEWCASTLE UPON TYNE,29454.26,2011-01-19
Learning and Children,Supplies and Services,Miscellaneous Supplies,42199523,2,201010,CITY OF SUNDERLAND,17881,2011-01-10
Learning and Children,Income: Government Grants,Govt Grants,42201272,2,201010,CITY OF SUNDERLAND,13242.79,2011-01-14
Learning and Children,Employees,Agency Staff,60091073,11,201010,COMENSURA LTD,864.6,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,21,201010,COMENSURA LTD,1454.1,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,10,201010,COMENSURA LTD,858.36,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,3,201010,COMENSURA LTD,191.27,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,5,201010,COMENSURA LTD,722.03,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,6,201010,COMENSURA LTD,552.69,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,8,201010,COMENSURA LTD,287.36,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,7,201010,COMENSURA LTD,166.13,2011-01-05
Learning and Children,Employees,Agency Staff,60091073,4,201010,COMENSURA LTD,52.32,2011-01-05
Learning and Children,Employees,Agency Staff,60091075,43,201010,COMENSURA LTD,1179,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,22,201010,COMENSURA LTD,742.95,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,0,201010,COMENSURA LTD,754.2,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,38,201010,COMENSURA LTD,754.2,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,27,201010,COMENSURA LTD,1119.6,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,47,201010,COMENSURA LTD,693.75,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,12,201010,COMENSURA LTD,187.46,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,13,201010,COMENSURA LTD,708.88,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,18,201010,COMENSURA LTD,269.4,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,19,201010,COMENSURA LTD,278.4,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,42,201010,COMENSURA LTD,264.91,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,15,201010,COMENSURA LTD,264.91,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,3,201010,COMENSURA LTD,248.52,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,49,201010,COMENSURA LTD,260.42,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,51,201010,COMENSURA LTD,269.4,2011-01-12
Learning and Children,Employees,Agency Staff,60091075,20,201010,COMENSURA LTD,264.91,2011-01-12
Learning and Children,Employees,Agency Staff,60091076,62,201010,COMENSURA LTD,884.25,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,7,201010,COMENSURA LTD,754.65,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,57,201010,COMENSURA LTD,1077,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,64,201010,COMENSURA LTD,19.08,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,19,201010,COMENSURA LTD,821.4,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,25,201010,COMENSURA LTD,490.7,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,17,201010,COMENSURA LTD,889.11,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,21,201010,COMENSURA LTD,336.75,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,49,201010,COMENSURA LTD,332.26,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,28,201010,COMENSURA LTD,323.28,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,40,201010,COMENSURA LTD,269.4,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,45,201010,COMENSURA LTD,264.91,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,8,201010,COMENSURA LTD,322.64,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,13,201010,COMENSURA LTD,285.12,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,35,201010,COMENSURA LTD,336.75,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,47,201010,COMENSURA LTD,531.78,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,48,201010,COMENSURA LTD,269.4,2011-01-19
Learning and Children,Employees,Agency Staff,60091076,2,201010,COMENSURA LTD,332.26,2011-01-19
Learning and Children,Employees,Agency Staff,60091077,28,201010,COMENSURA LTD,819,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,27,201010,COMENSURA LTD,1240.24,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,43,201010,COMENSURA LTD,1240.24,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,70,201010,COMENSURA LTD,1077,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,11,201010,COMENSURA LTD,1380.84,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,16,201010,COMENSURA LTD,345.6,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,17,201010,COMENSURA LTD,821.4,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,58,201010,COMENSURA LTD,1380.84,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,39,201010,COMENSURA LTD,1037.48,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,41,201010,COMENSURA LTD,187.46,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,46,201010,COMENSURA LTD,901.1,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,24,201010,COMENSURA LTD,336.75,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,34,201010,COMENSURA LTD,347.99,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,60,201010,COMENSURA LTD,332.26,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,65,201010,COMENSURA LTD,332.27,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,38,201010,COMENSURA LTD,332.26,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,56,201010,COMENSURA LTD,332.26,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,33,201010,COMENSURA LTD,327,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,52,201010,COMENSURA LTD,395.12,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,55,201010,COMENSURA LTD,332.26,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,29,201010,COMENSURA LTD,361.45,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,31,201010,COMENSURA LTD,521.99,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,54,201010,COMENSURA LTD,417.6,2011-01-26
Learning and Children,Employees,Agency Staff,60091077,59,201010,COMENSURA LTD,336.75,2011-01-26
Learning and Children,Supplies and Services,Advertising,42201635,2,201010,CONNECT INTERNET SOLUTIONS LTD,5000,2011-01-17
Learning and Children,Supplies and Services,Miscellaneous Supplies,43603414,2,201010,CONSORTIUM FOR PURCHASING&DISTRIBUTION LTD,397.9,2011-01-12
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42205456,2,201010,COSGROVE COSTING AGENCY,555,2011-01-28
Learning and Children,Transport,Contract Hire,42199879,2,201010,CRAIGS OF WHICKHAM,500,2011-01-11
Learning and Children,Supplies and Services,Other Running Costs,43601612,2,201010,CRECHE MOBILE PROJECT,1474.2,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601613,2,201010,CRECHE MOBILE PROJECT,1474.2,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601617,2,201010,CRECHE MOBILE PROJECT,1597.05,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601618,2,201010,CRECHE MOBILE PROJECT,1597.05,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601622,2,201010,CRECHE MOBILE PROJECT,1064.7,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601623,1,201010,CRECHE MOBILE PROJECT,1064.7,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601624,2,201010,CRECHE MOBILE PROJECT,982.8,2011-01-04
Learning and Children,Supplies and Services,Other Running Costs,43601625,2,201010,CRECHE MOBILE PROJECT,982.8,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,43603212,9,201010,CRIMINAL RECORDS BUREAU,1692,2011-01-12
Learning and Children,Third Party Payments,Third Party Payments,42198041,2,201010,CROSSROADS CARE,5582,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,42198042,2,201010,CROSSROADS CARE,1250,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,42198043,2,201010,CROSSROADS CARE,2500,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,42198044,2,201010,CROSSROADS CARE,40212.5,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,42201738,2,201010,CROSSROADS CARE,1652,2011-01-18
Learning and Children,Third Party Payments,Third Party Payments,42201741,2,201010,CROSSROADS CARE,1250.8,2011-01-18
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,20,201010,DEAN TAXIS LTD,252,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,19,201010,DEAN TAXIS LTD,108,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,23,201010,DEAN TAXIS LTD,230,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,28,201010,DEAN TAXIS LTD,396,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,21,201010,DEAN TAXIS LTD,252,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,22,201010,DEAN TAXIS LTD,230,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,17,201010,DEAN TAXIS LTD,240,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,26,201010,DEAN TAXIS LTD,17.5,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,27,201010,DEAN TAXIS LTD,43,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42202700,29,201010,DEAN TAXIS LTD,22,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,18,201010,DEAN TAXIS LTD,350,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,19,201010,DEAN TAXIS LTD,360,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,20,201010,DEAN TAXIS LTD,336,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,22,201010,DEAN TAXIS LTD,374,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,24,201010,DEAN TAXIS LTD,601.25,2011-01-21
