Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42232909,2,201101,HMCTS,700,2011-04-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42232920,2,201101,REDACTED - Personal Information,469.63,2011-04-19
Learning and Children,Transfer Payments,Transfer Payments,42233020,3,201101,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,118.25,2011-04-19
Learning and Children,Transfer Payments,Transfer Payments,42233020,4,201101,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,357.75,2011-04-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233036,2,201101,S D MARTIN LTD,996.66,2011-04-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233037,2,201101,CARTER BROWN LTD,1189.17,2011-04-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233048,2,201101,"NORTHUMBERLAND, TYNE & WEAR  NHS TRUST",1031.25,2011-04-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233052,2,201101,REDACTED - Personal Information,375,2011-04-19
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42233063,2,201101,GATESHEAD JEWISH PRIMARY SCH.,1767.00,2011-04-20
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42233080,2,201101,NORTH TYNESIDE COUNCIL,2194.93,2011-04-21
Learning and Children,Third Party Payments,Third Party Payments,42233083,2,201101,NUNNYKIRK CENTRE FOR DYSLEXIA,7270.00,2011-04-21
Learning and Children,Employees,Agency Staff,42233090,2,201101,RANDSTAD EDUCATION LTD,633.96,2011-04-21
Learning and Children,Employees,Agency Staff,42233091,2,201101,RANDSTAD EDUCATION LTD,712,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233097,11,201101,BRITISH TELECOM,6.26,2011-04-21
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42233103,2,201101,CANON (UK) LTD,616.74,2011-04-21
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42233107,2,201101,GATESHEAD JEWISH NURSERY SCHOOL,1489.75,2011-04-27
Learning and Children,Supplies and Services,Comms & Computing,42233271,50,201101,BRITISH TELECOM,275,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,48,201101,BRITISH TELECOM,1100.00,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,49,201101,BRITISH TELECOM,275,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,46,201101,BRITISH TELECOM,275,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,45,201101,BRITISH TELECOM,275,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,47,201101,BRITISH TELECOM,1100.00,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,41,201101,BRITISH TELECOM,882.15,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,61,201101,BRITISH TELECOM,275,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,42,201101,BRITISH TELECOM,37.86,2011-04-21
Learning and Children,Supplies and Services,Comms & Computing,42233271,43,201101,BRITISH TELECOM,210,2011-04-21
Learning and Children,Transfer Payments,Transfer Payments,42233366,2,201101,REDACTED - Personal Information,653,2011-04-20
Learning and Children,Premises,Rent,42233415,2,201101,BRAMSPEAR LTD,25500.00,2011-04-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233892,2,201101,REDACTED - Personal Information,750,2011-04-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233894,2,201101,REDACTED - Personal Information,2000.00,2011-04-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233896,2,201101,REDACTED - Personal Information,1450.00,2011-04-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233897,2,201101,REDACTED - Personal Information,1150.00,2011-04-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42233898,2,201101,REDACTED - Personal Information,2350.00,2011-04-26
Learning and Children,Third Party Payments,Third Party Payments,42233954,2,201101,PINNACLE SCHOOLS (GATESHEAD) LIMITED,653457.98,2011-04-26
Learning and Children,Transfer Payments,Transfer Payments,42233980,2,201101,REDACTED - Personal Information,653,2011-04-26
Learning and Children,Transfer Payments,Transfer Payments,42234014,2,201101,DURHAM HOUSE HOTEL,700,2011-04-26
Learning and Children,Transfer Payments,Transfer Payments,42234016,2,201101,THREE RIVERS HOUSING ASSOC,756.08,2011-04-26
Learning and Children,Transfer Payments,Transfer Payments,42234036,3,201101,ST CHADS COMMUNITY PROJECT,165.6,2011-04-26
Learning and Children,Transfer Payments,Transfer Payments,42234036,4,201101,ST CHADS COMMUNITY PROJECT,308,2011-04-26
Learning and Children,Third Party Payments,Third Party Payments,42234073,2,201101,SPLASH,735,2011-04-27
Learning and Children,Premises,Rep & Maint,42234080,2,201101,ADT FIRE & SECURITY PLC,381.17,2011-04-27
Learning and Children,Premises,Rep & Maint,42234083,2,201101,ADT FIRE & SECURITY PLC,381.17,2011-04-27
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42234139,2,201101,ST CHADS COMMUNITY PROJECT,511.2,2011-04-28
Learning and Children,Supplies and Services,Comms & Computing,43617269,2,201013,DELL COMPUTER CORPORATION LTD,556.5,2011-04-01
Learning and Children,Supplies and Services,"Printing, Stationery etc",43620925,2,201101,WH SMITH LTD,988.24,2011-04-01
Learning and Children,Supplies and Services,"Printing, Stationery etc",43620927,3,201101,LYRECO UK LTD,318.79,2011-04-01
Learning and Children,Supplies and Services,Miscellaneous Supplies,43620927,4,201101,LYRECO UK LTD,36.89,2011-04-01
Learning and Children,Income: Customer and Client Receipts,Customer & Client Receipts,43620952,2,201101,JOHN PACKER LTD,1305.00,2011-04-01
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43620956,2,201101,HOUND DOG MUSIC,814,2011-04-01
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43620968,2,201101,ASHDOWN EDUCATION LTD,1800.00,2011-04-01
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43620989,2,201101,ALBANY OFFICE EQUIP(W/SALE)LTD,2260.00,2011-04-01
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43620990,2,201101,ALBANY OFFICE EQUIP(W/SALE)LTD,766,2011-04-01
Learning and Children,Supplies and Services,Other Running Costs,43620999,2,201013,GVOC,2500.00,2011-04-01
Learning and Children,Supplies and Services,Other Running Costs,43621002,2,201101,EPICT UK,875,2011-04-01
Learning and Children,Supplies and Services,"Printing, Stationery etc",43621066,2,201101,OFFICE EQUIPMENT SELECTION LTD,797.98,2011-04-04
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621083,3,201101,YORKSHIRE PURCHASING ORG'ATION,245.9,2011-04-04
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621083,4,201101,YORKSHIRE PURCHASING ORG'ATION,122.95,2011-04-04
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621137,2,201013,SPACE KRAFT LTD,963.56,2011-04-04
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621148,2,201013,YORKSHIRE PURCHASING ORG'ATION,2079.60,2011-04-04
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621149,2,201013,NES ARNOLD,535.95,2011-04-04
Learning and Children,Supplies and Services,Other Running Costs,43621151,1,201013,O C R CAMBRIDGE,600,2011-04-04
Learning and Children,Supplies and Services,Other Running Costs,43621151,2,201013,O C R CAMBRIDGE,0,2011-04-04
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43621154,2,201013,NORTH EAST AMBULANCE SERVICE,1710.00,2011-04-04
Learning and Children,Supplies and Services,Other Running Costs,43621204,2,201013,LEAMSIDE TRAINING SERVICES,1530.00,2011-04-04
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621206,2,201013,SUPPLIES TEAM LTD,384.2,2011-04-04
Learning and Children,Supplies and Services,"Printing, Stationery etc",43621221,22,201013,HOGG NEWS,208.1,2011-04-05
Learning and Children,Supplies and Services,"Printing, Stationery etc",43621243,2,201013,SUPPLIES TEAM LTD,665.3,2011-04-04
Learning and Children,Supplies and Services,Comms & Computing,43621252,2,201013,CACI LTD,6100.00,2011-04-04
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43621443,2,201013,CRECHE MOBILE PROJECT,7000.00,2011-04-05
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621454,2,201013,MAV SERVICES T/A MULTICORD,1250.00,2011-04-05
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43621457,2,201013,FUTURE EDUCATION DIRECTIONS LTD,1330.00,2011-04-05
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621545,2,201013,YORKSHIRE PURCHASING ORG'ATION,836.99,2011-04-05
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621549,2,201013,YORKSHIRE PURCHASING ORG'ATION,448.2,2011-04-05
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43621567,2,201013,ALBANY OFFICE EQUIP(W/SALE)LTD,370,2011-04-05
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621809,2,201101,MOTHERCARE UK LTD,438.06,2011-04-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621810,4,201101,MOTHERCARE UK LTD,24.95,2011-04-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621810,5,201101,MOTHERCARE UK LTD,274.58,2011-04-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621810,6,201101,MOTHERCARE UK LTD,73.26,2011-04-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,43621811,2,201101,MOTHERCARE UK LTD,440.94,2011-04-06
Learning and Children,Third Party Payments,Third Party Payments,43621871,2,201013,B AND K PROFESSIONAL SERVICES,1213.40,2011-04-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43621948,2,201101,BRIDGES NURSERY,472,2011-04-07
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43621957,2,201101,EMQC LTD,3999.00,2011-04-07
Learning and Children,Supplies and Services,Internal Recharges,43621958,4,201101,STONHAM HOUSING ASSOC,2498.51,2011-04-07
Learning and Children,Supplies and Services,Internal Recharges,43621958,3,201101,STONHAM HOUSING ASSOC,5829.75,2011-04-07
Learning and Children,Supplies and Services,Other Running Costs,43621960,2,201101,IZON AUDIO VISUAL LTD,3000.00,2011-04-07
Learning and Children,Supplies and Services,Miscellaneous Supplies,43622247,2,201101,SUPPLIES TEAM LTD,630.63,2011-04-13
Learning and Children,Third Party Payments,Third Party Payments,43622296,8,201101,CRIMINAL RECORDS BUREAU,3276.00,2011-04-11
Learning and Children,Supplies and Services,Miscellaneous Supplies,43622478,2,201101,SUPPLIES TEAM LTD,420.12,2011-04-13
Learning and Children,Supplies and Services,Catering & Provisions,43622679,3,201101,OFFICE EQUIPMENT SELECTION LTD,128.85,2011-04-13
Learning and Children,Supplies and Services,Catering & Provisions,43622679,4,201101,OFFICE EQUIPMENT SELECTION LTD,604.4,2011-04-13
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43623209,2,201101,CRECHE MOBILE PROJECT,693,2011-04-18
Learning and Children,Supplies and Services,Other Running Costs,43623210,3,201101,CITY & GUILDS,63,2011-04-18
Learning and Children,Supplies and Services,Other Running Costs,43623210,4,201101,CITY & GUILDS,380,2011-04-18
Learning and Children,Supplies and Services,Other Running Costs,43623220,3,201101,LEAMSIDE TRAINING SERVICES,1350.00,2011-04-18
Learning and Children,Supplies and Services,Other Running Costs,43623220,4,201101,LEAMSIDE TRAINING SERVICES,93,2011-04-18
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623484,2,201101,LYRECO UK LTD,1158.94,2011-04-18
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623484,3,201101,LYRECO UK LTD,0,2011-04-18
Learning and Children,Supplies and Services,Miscellaneous Supplies,43623652,2,201101,YORKSHIRE PURCHASING ORG'ATION,370.75,2011-04-20
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623713,2,201101,SUPPLIES TEAM LTD,355.89,2011-04-19
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623749,2,201101,BEAVER BUSINESS GIFTS,608,2011-04-19
Learning and Children,Works,,43623824,2,201101,MIDDLETON FORGE,2195.46,2011-04-19
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43623845,2,201101,SPACE KRAFT LTD,925.14,2011-04-20
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43623879,2,201101,SPACE KRAFT LTD,925.14,2011-04-26
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623951,2,201101,SUPPLIES TEAM LTD,366.62,2011-04-21
Learning and Children,Employees,Indirect Employee Expenses,43623954,2,201101,TRIBAL EDUCATION LTD,550,2011-04-21
Learning and Children,Supplies and Services,Internal Recharges,43623995,1,201101,STONHAM HOUSING ASSOC,2293.02,2011-04-26
Learning and Children,Supplies and Services,"Printing, Stationery etc",43623996,2,201101,BEAVER BUSINESS GIFTS,1860.00,2011-04-26
Learning and Children,Purchase of Equipment,,43624191,2,201101,GREENTECH,1906.50,2011-04-26
Learning and Children,Supplies and Services,Advertising,43624250,2,201101,NATIONAL LEAFLET COMPANY,5063.40,2011-04-27
Learning and Children,Employees,Agency Staff,60091087,11,201101,COMENSURA LTD,1454.10,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,1,201101,COMENSURA LTD,421.5,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,16,201101,COMENSURA LTD,415.88,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,43,201101,COMENSURA LTD,789.75,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,25,201101,COMENSURA LTD,720.88,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,6,201101,COMENSURA LTD,150,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,7,201101,COMENSURA LTD,1380.84,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,8,201101,COMENSURA LTD,1156.27,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,22,201101,COMENSURA LTD,78.23,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,26,201101,COMENSURA LTD,1156.27,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,27,201101,COMENSURA LTD,821.4,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,4,201101,COMENSURA LTD,1037.48,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,44,201101,COMENSURA LTD,806.15,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,51,201101,COMENSURA LTD,332.28,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,2,201101,COMENSURA LTD,293.5,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,12,201101,COMENSURA LTD,181.05,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,13,201101,COMENSURA LTD,332.26,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,14,201101,COMENSURA LTD,350.23,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,24,201101,COMENSURA LTD,332.26,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,28,201101,COMENSURA LTD,561.15,2011-04-06
Learning and Children,Employees,Agency Staff,60091087,38,201101,COMENSURA LTD,359.2,2011-04-06
Learning and Children,Employees,Agency Staff,60091088,8,201101,COMENSURA LTD,415.88,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,30,201101,COMENSURA LTD,415.88,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,23,201101,COMENSURA LTD,789.75,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,33,201101,COMENSURA LTD,99.22,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,58,201101,COMENSURA LTD,1201.50,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,59,201101,COMENSURA LTD,238.5,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,15,201101,COMENSURA LTD,1380.84,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,25,201101,COMENSURA LTD,113.05,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,34,201101,COMENSURA LTD,821.4,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,57,201101,COMENSURA LTD,1156.27,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,38,201101,COMENSURA LTD,1037.48,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,39,201101,COMENSURA LTD,211.03,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,49,201101,COMENSURA LTD,332.27,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,20,201101,COMENSURA LTD,293.5,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,0,201101,COMENSURA LTD,75.86,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,1,201101,COMENSURA LTD,35.01,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,4,201101,COMENSURA LTD,93.36,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,24,201101,COMENSURA LTD,95.2,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,26,201101,COMENSURA LTD,211.23,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,65,201101,COMENSURA LTD,245.07,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,17,201101,COMENSURA LTD,332.26,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,45,201101,COMENSURA LTD,321.03,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,46,201101,COMENSURA LTD,197.56,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,62,201101,COMENSURA LTD,354.71,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,5,201101,COMENSURA LTD,551.36,2011-04-13
Learning and Children,Employees,Agency Staff,60091088,40,201101,COMENSURA LTD,368.18,2011-04-13
Learning and Children,Employees,Agency Staff,60091089,5,201101,COMENSURA LTD,415.88,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,9,201101,COMENSURA LTD,415.88,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,12,201101,COMENSURA LTD,745.88,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,18,201101,COMENSURA LTD,25.27,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,38,201101,COMENSURA LTD,1080.40,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,51,201101,COMENSURA LTD,1539.20,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,71,201101,COMENSURA LTD,1539.20,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,8,201101,COMENSURA LTD,67.2,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,47,201101,COMENSURA LTD,80.64,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,30,201101,COMENSURA LTD,795.6,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,10,201101,COMENSURA LTD,221.33,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,4,201101,COMENSURA LTD,76.32,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,6,201101,COMENSURA LTD,1156.27,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,35,201101,COMENSURA LTD,1156.27,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,39,201101,COMENSURA LTD,821.4,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,46,201101,COMENSURA LTD,1156.27,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,48,201101,COMENSURA LTD,71.55,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,66,201101,COMENSURA LTD,1380.84,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,60,201101,COMENSURA LTD,1037.48,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,43,201101,COMENSURA LTD,264.91,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,1,201101,COMENSURA LTD,48.24,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,19,201101,COMENSURA LTD,225.76,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,21,201101,COMENSURA LTD,268.42,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,25,201101,COMENSURA LTD,122.53,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,28,201101,COMENSURA LTD,87.52,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,37,201101,COMENSURA LTD,264.91,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,56,201101,COMENSURA LTD,197.56,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,68,201101,COMENSURA LTD,332.26,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,58,201101,COMENSURA LTD,269.4,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,67,201101,COMENSURA LTD,318.79,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,23,201101,COMENSURA LTD,291.85,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,26,201101,COMENSURA LTD,548.09,2011-04-20
Learning and Children,Employees,Agency Staff,60091089,54,201101,COMENSURA LTD,359.2,2011-04-20
Learning and Children,Employees,Agency Staff,60091090,0,201101,COMENSURA LTD,337.2,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,52,201101,COMENSURA LTD,337.2,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,3,201101,COMENSURA LTD,1248.00,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,7,201101,COMENSURA LTD,12.4,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,23,201101,COMENSURA LTD,739.45,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,49,201101,COMENSURA LTD,1080.40,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,51,201101,COMENSURA LTD,631.8,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,29,201101,COMENSURA LTD,806.4,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,33,201101,COMENSURA LTD,994.56,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,13,201101,COMENSURA LTD,1119.60,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,18,201101,COMENSURA LTD,76.32,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,20,201101,COMENSURA LTD,1156.25,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,21,201101,COMENSURA LTD,137.38,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,32,201101,COMENSURA LTD,937.52,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,48,201101,COMENSURA LTD,710.4,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,8,201101,COMENSURA LTD,210.3,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,43,201101,COMENSURA LTD,215.52,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,10,201101,COMENSURA LTD,21.86,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,39,201101,COMENSURA LTD,51.92,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,42,201101,COMENSURA LTD,139.96,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,30,201101,COMENSURA LTD,81.98,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,25,201101,COMENSURA LTD,128.37,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,4,201101,COMENSURA LTD,224.5,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,28,201101,COMENSURA LTD,269.4,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,40,201101,COMENSURA LTD,332.26,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,41,201101,COMENSURA LTD,197.56,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,14,201101,COMENSURA LTD,359.2,2011-04-27
Learning and Children,Employees,Agency Staff,60091090,47,201101,COMENSURA LTD,430.64,2011-04-27
Learning and Children,Supplies and Services,Other Running Costs,73110176,2,201013,GVOC,2500.00,2011-04-06
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42223351,2,201101,PAREX LTD,1123.65,2011-04-21
Local Environmental Services,Premises,Cleaning,42227747,2,201013,THOMPSONS OF PRUHOE LTD,660,2011-04-01
Local Environmental Services,Premises,Cleaning,42227750,2,201013,THOMPSONS OF PRUHOE LTD,420,2011-04-01
Local Environmental Services,Premises,Cleaning,42227752,2,201013,THOMPSONS OF PRUHOE LTD,1650.00,2011-04-01
Local Environmental Services,Premises,Security & Insurance,42227754,2,201013,REAY SECURITY LTD,635.1,2011-04-01
Local Environmental Services,Premises,Security & Insurance,42227756,2,201013,REAY SECURITY LTD,394.2,2011-04-01
Local Environmental Services,Premises,Security & Insurance,42227757,2,201013,REAY SECURITY LTD,2189.04,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227758,2,201013,WOLSELEY UK LTD,1648.00,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227766,2,201013,WOLSELEY UK LTD,362.3,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227789,2,201013,WOLSELEY UK LTD,875.54,2011-04-01
Local Environmental Services,Premises,Rep & Maint,42227808,2,201013,OTIS LTD,457.27,2011-04-04
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227822,2,201013,WOLSELEY UK LTD,529.46,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227833,4,201013,MARSHALLS MONO LTD,305.54,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227833,3,201013,MARSHALLS MONO LTD,305.54,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227836,2,201013,EDMUNDSON ELECTRICAL LTD,383.96,2011-04-01
Local Environmental Services,Premises,Cleaning,42227843,2,201013,THOMPSONS OF PRUHOE LTD,844.44,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227855,2,201013,W R G STEEL SERVICES,1857.97,2011-04-01
Local Environmental Services,,,42227856,2,201013,WOLSELEY UK LTD,640.6,2011-04-01
Local Environmental Services,,,42227857,2,201101,WOLSELEY UK LTD,383.09,2011-04-01
Local Environmental Services,Supplies and Services,Comms & Computing,42227861,2,201013,TASK,1350.00,2011-04-01
Local Environmental Services,Premises,Rep & Maint,42227865,2,201013,CORMETON ELECTRONICS LTD,1245.43,2011-04-04
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227874,2,201013,ACE JOINERY (NE) LTD,755.28,2011-04-01
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42227914,2,201013,TOFCO  LTD,734.96,2011-04-01
Local Environmental Services,Supplies and Services,Other Running Costs,42227935,3,201013,GEORGE VARDY LTD,1349.00,2011-04-01
Local Environmental Services,Supplies and Services,Other Running Costs,42227935,4,201013,GEORGE VARDY LTD,133,2011-04-01
Local Environmental Services,Supplies and Services,Other Running Costs,42227936,3,201013,GEORGE VARDY LTD,912,2011-04-01
Local Environmental Services,Supplies and Services,Other Running Costs,42227936,4,201013,GEORGE VARDY LTD,437,2011-04-01
Local Environmental Services,,,42227941,2,201013,INSTARMAC GROUP PLC,767.2,2011-04-01
Local Environmental Services,Supplies and Services,Other Running Costs,42227947,2,201013,CHIRMARN LTD,675,2011-04-01
Local Environmental Services,Supplies and Services,Catering & Provisions,42228053,3,201013,DBC FOODSERVICE LTD,179.72,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228053,4,201013,DBC FOODSERVICE LTD,535.29,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228056,3,201013,HOPWELLS LTD,25.88,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228056,4,201013,HOPWELLS LTD,446.21,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228171,3,201013,DBC FOODSERVICE LTD,540.15,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228171,4,201013,DBC FOODSERVICE LTD,78.88,2011-04-04
Local Environmental Services,Supplies and Services,Catering & Provisions,42228176,2,201013,HOPWELLS LTD,434.36,2011-04-04
