Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Local Environmental Services,Supplies and Services,Catering & Provisions,41055271,1,201312,CHICKEN JOES LTD,431.69,2014-03-06
Local Environmental Services,Supplies and Services,Catering & Provisions,41055432,1,201312,BATLEYS LTD,293.03,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055432,2,201312,BATLEYS LTD,167.14,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055434,1,201312,BATLEYS LTD,278.87,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055434,2,201312,BATLEYS LTD,215.78,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055435,1,201312,BATLEYS LTD,508.44,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055435,2,201312,BATLEYS LTD,585.47,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055436,1,201312,BATLEYS LTD,336.57,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055436,2,201312,BATLEYS LTD,180.42,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055707,1,201312,BEVERAGES DIRECT LIMITED,70.42,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055707,2,201312,BEVERAGES DIRECT LIMITED,341.8,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055708,1,201312,CHICKEN JOES LTD,446.36,2014-03-06
Local Environmental Services,Supplies and Services,Catering & Provisions,41055719,1,201312,BATLEYS LTD,469.57,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055719,2,201312,BATLEYS LTD,249.97,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055720,1,201312,BATLEYS LTD,513.14,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055720,2,201312,BATLEYS LTD,475.31,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055725,1,201312,BATLEYS LTD,159.54,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055725,2,201312,BATLEYS LTD,258.84,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055756,1,201312,BATLEYS LTD,471.5,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055756,2,201312,BATLEYS LTD,236.86,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055757,1,201312,BATLEYS LTD,417.8,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055757,2,201312,BATLEYS LTD,326.84,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055758,1,201312,BATLEYS LTD,294.67,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41055758,2,201312,BATLEYS LTD,259.14,2014-03-03
Local Environmental Services,Supplies and Services,Catering & Provisions,41058919,1,201312,BEVERAGES DIRECT LIMITED,686.76,2014-03-19
Local Environmental Services,Supplies and Services,Catering & Provisions,41058952,1,201312,BRAMBLES FOODS LTD,421.15,2014-03-19
Local Environmental Services,Supplies and Services,Catering & Provisions,41059003,1,201312,CHICKEN JOES LTD,672.74,2014-03-19
Local Environmental Services,Supplies and Services,Catering & Provisions,41059021,1,201312,CHICKEN JOES LTD,427.4,2014-03-19
Local Environmental Services,Supplies and Services,Catering & Provisions,41059533,1,201312,BATLEYS LTD,326.87,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059533,2,201312,BATLEYS LTD,477.99,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059535,1,201312,BATLEYS LTD,166.79,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059535,2,201312,BATLEYS LTD,362.53,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059536,1,201312,BATLEYS LTD,343.61,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059536,2,201312,BATLEYS LTD,266.62,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059538,1,201312,BATLEYS LTD,454.12,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41059538,2,201312,BATLEYS LTD,478.49,2014-03-20
Local Environmental Services,Supplies and Services,Catering & Provisions,41060872,1,201312,BATLEYS LTD,677.67,2014-03-26
Local Environmental Services,Supplies and Services,Catering & Provisions,41060872,2,201312,BATLEYS LTD,446.76,2014-03-26
Local Environmental Services,Supplies and Services,Catering & Provisions,41060873,1,201312,BATLEYS LTD,317.38,2014-03-26
Local Environmental Services,Supplies and Services,Catering & Provisions,41060873,2,201312,BATLEYS LTD,450.23,2014-03-26
Local Environmental Services,Supplies and Services,Catering & Provisions,41061174,1,201312,CHICKEN JOES LTD,695.22,2014-03-27
Local Environmental Services,Supplies and Services,Catering & Provisions,41061336,1,201312,BATLEYS LTD,537.64,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061336,2,201312,BATLEYS LTD,287.22,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061340,1,201312,BATLEYS LTD,262.51,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061340,2,201312,BATLEYS LTD,117,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061341,1,201312,BATLEYS LTD,143.8,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061341,2,201312,BATLEYS LTD,259.78,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061343,1,201312,BATLEYS LTD,259.88,2014-03-28
Local Environmental Services,Supplies and Services,Catering & Provisions,41061343,2,201312,BATLEYS LTD,147.02,2014-03-28
Local Environmental Services,Premises,Cleaning,43779903,0,201312,GREEN NORTH EAST TRADING BIDCO LIMITED T/A IMPETUS WASTE MANAGEMENT,401.06,2014-03-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41058030,1,201312,BIN MASTERS,930,2014-03-13
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43776649,0,201312,SSI SCHAEFER LTD,962,2014-03-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43781907,0,201312,SSI SCHAEFER LTD,7286.40,2014-03-31
Local Environmental Services,Supplies and Services,Other Running Costs,43774888,0,201312,TIMBERPAK LTD,675.52,2014-03-21
Local Environmental Services,Supplies and Services,Other Running Costs,43779906,0,201312,TIMBERPAK LTD,434.72,2014-03-10
Local Environmental Services,Supplies and Services,Other Running Costs,43782672,0,201312,TIMBERPAK LTD,662.4,2014-03-20
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,41057592,3,201312,SITA UK LTD,232.6,2014-03-19
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,41057592,4,201312,SITA UK LTD,24742.08,2014-03-19
Local Environmental Services,Third Party Payments,Third Party Payments,41057592,5,201312,SITA UK LTD,866.82,2014-03-19
Local Environmental Services,Third Party Payments,Third Party Payments,41057592,1,201312,SITA UK LTD,449521.99,2014-03-19
Local Environmental Services,Third Party Payments,Third Party Payments,41057592,2,201312,SITA UK LTD,2770.71,2014-03-19
Local Environmental Services,Third Party Payments,Third Party Payments,41058079,0,201312,THOMPSONS OF PRUDHOE LTD,454.8,2014-03-13
Local Environmental Services,Third Party Payments,Third Party Payments,43780286,0,201312,THOMPSONS OF PRUDHOE LTD,689.36,2014-03-12
Local Environmental Services,Third Party Payments,Third Party Payments,43780524,0,201312,THOMPSONS OF PRUDHOE LTD,414.36,2014-03-13
Local Environmental Services,Third Party Payments,Third Party Payments,43780525,0,201312,THOMPSONS OF PRUDHOE LTD,417.6,2014-03-13
Local Environmental Services,Third Party Payments,Third Party Payments,43784586,0,201312,THOMPSONS OF PRUDHOE LTD,565.89,2014-03-28
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",41057354,1,201312,AMEC ENVIRONMENT & INFRASTRUCTURE UK LIMITED,7414.50,2014-03-13
Local Environmental Services,Third Party Payments,Third Party Payments,147004574,1,201312,SOUTH TYNESIDE MBC,98390.06,2014-03-10
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43772968,0,201312,AUTOMATIC FLARE SYSTEMS LTD,1600.00,2014-03-21
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43778226,0,201312,AUTOMATIC FLARE SYSTEMS LTD,800,2014-03-03
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43780526,0,201312,SITA UK LTD,1986.76,2014-03-13
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43780527,0,201312,SITA UK LTD,1986.76,2014-03-13
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43783868,0,201312,AUTOMATIC FLARE SYSTEMS LTD,420,2014-03-28
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43785222,0,201312,SITA UK LTD,1986.76,2014-03-31
Local Environmental Services,Third Party Payments,Third Party Payments,43775612,0,201312,H W MARTIN WASTE LIMITED,6487.64,2014-03-21
Local Environmental Services,Third Party Payments,Third Party Payments,43780529,0,201312,H W MARTIN WASTE LIMITED,4715.98,2014-03-13
Local Environmental Services,Employees,Indirect Employee Expenses,43784202,1,201312,FLEX E VOUCHERS RE METROCENTRE,250,2014-03-28
Local Environmental Services,Transport,Public Transport and Taxi Fares,148008706,36,201312,CLICK TRAVEL LTD,115.12,2014-03-07
Local Environmental Services,Transport,Public Transport and Taxi Fares,148009183,4,201312,CLICK TRAVEL LTD,5.8,2014-03-31
Local Environmental Services,Transport,Public Transport and Taxi Fares,148009183,27,201312,CLICK TRAVEL LTD,85.32,2014-03-31
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43778767,0,201312,LARAC,790,2014-03-05
Local Environmental Services,Third Party Payments,Third Party Payments,41057589,1,201312,SITA UK LTD,11079.43,2014-03-12
Local Environmental Services,Third Party Payments,Third Party Payments,41057591,1,201312,SITA UK LTD,11209.69,2014-03-12
Local Environmental Services,Supplies and Services,Advertising,43781842,0,201312,VANGUARD CONSULTING,7170.47,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43780980,0,201312,ESE LTD,13688.45,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43778229,0,201312,DESIGNS IN STEEL,1448.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43780174,0,201312,JEWSON LTD,618.9,2014-03-28
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43784945,0,201312,JEWSON LTD,540.92,2014-03-28
Local Environmental Services,Supplies and Services,Other Running Costs,43777915,0,201312,STATE 8 PROMOTIONS,830.3,2014-03-11
Local Environmental Services,Supplies and Services,Other Running Costs,43782520,0,201312,GREENHAM TRADING LTD,460.7,2014-03-27
Local Environmental Services,Supplies and Services,Other Running Costs,43784340,0,201312,LEAM LANE GARDEN SHEDS,890,2014-03-27
Local Environmental Services,Transport,Use of LES Fleet,41061603,1,201312,J C SELBY VEHICLE SERVICES,2010.21,2014-03-28
Local Environmental Services,Transport,Contract Hire,43777880,0,201312,GEORGE VARDY LTD,1572.20,2014-03-19
Local Environmental Services,Transport,Contract Hire,43779269,0,201312,GEORGE VARDY LTD,879.2,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43781996,0,201312,KILLGERM CHEMICALS LTD,1744.82,2014-03-19
Local Environmental Services,Employees,Indirect Employee Expenses,43781546,1,201312,DURHAM COUNTY COUNCIL,596.25,2014-03-19
Local Environmental Services,Premises,Rep & Maint,43783782,0,201312,RIGBY TAYLOR LTD,360.72,2014-03-26
Local Environmental Services,Premises,Ground Maint,43779075,0,201312,NOMIX ENVIRO,14898.75,2014-03-07
Local Environmental Services,Premises,Ground Maint,43779220,0,201312,PYEROY LTD,460,2014-03-28
Local Environmental Services,Premises,Ground Maint,43779586,0,201312,PYEROY LTD,401,2014-03-28
Local Environmental Services,Premises,Ground Maint,43781210,0,201312,NOMIX ENVIRO,9440.00,2014-03-19
Local Environmental Services,Premises,Ground Maint,43781527,0,201312,JEWSON LTD,390,2014-03-18
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41056556,1,201312,GREENHAM TRADING LTD,887.57,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41056557,1,201312,GREENHAM TRADING LTD,1060.04,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43780650,0,201312,HELPING HAND CO (LEDBURY)LTD,817.6,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41059454,1,201312,HAKO MACHINES LTD,400.93,2014-03-25
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054903,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054904,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054905,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054906,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054907,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054908,1,201312,LONDONDERRY GARAGE LTD,2093.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054909,1,201312,LONDONDERRY GARAGE LTD,2507.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054910,1,201312,LONDONDERRY GARAGE LTD,2507.00,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41054923,1,201312,HAKO MACHINES LTD,1276.47,2014-03-03
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",41058882,1,201312,HAKO MACHINES LTD,1276.47,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43770678,0,201312,LONDONDERRY GARAGE LTD,3354.52,2014-03-28
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43780321,0,201312,LONDONDERRY GARAGE LTD,573.93,2014-03-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782624,0,201312,LONDONDERRY GARAGE LTD,2180.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782625,0,201312,LONDONDERRY GARAGE LTD,2180.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782626,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782627,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782628,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782629,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782630,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43782631,0,201312,LONDONDERRY GARAGE LTD,1820.00,2014-03-20
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43784262,0,201312,BRETT FUELS,1627.40,2014-03-28
Local Environmental Services,Supplies and Services,"Clothing, Uniforms & Laundry",41058025,1,201312,ARCO LTD,1125.36,2014-03-12
Local Environmental Services,Supplies and Services,"Clothing, Uniforms & Laundry",43776454,0,201312,ARCO LTD,3512.10,2014-03-11
Local Environmental Services,Supplies and Services,Comms & Computing,43778442,0,201312,DELL COMPUTER CORPORATION LTD,722.4,2014-03-04
Local Environmental Services,Transport,Vehicles and Plant,43779811,0,201312,PORT OF TYNE AUTHORITY,5754.94,2014-03-13
Local Environmental Services,Transport,Vehicles and Plant,43781780,0,201312,PORT OF TYNE AUTHORITY,6768.49,2014-03-27
Local Environmental Services,Supplies and Services,Comms & Computing,41055265,5,201312,BRITISH TELECOM,321.74,2014-03-20
Local Environmental Services,Supplies and Services,Other Running Costs,43781058,0,201312,THOMAS CRAGGS,1000.00,2014-03-19
Local Environmental Services,Supplies and Services,Other Running Costs,43781645,0,201312,L & G PLANT HIRE AND SALES,5100.00,2014-03-19
Local Environmental Services,Supplies and Services,Other Running Costs,43781865,0,201312,REDACTED - Personal Information,570,2014-03-24
Local Environmental Services,Supplies and Services,Other Running Costs,43783196,0,201312,L & G PLANT HIRE AND SALES,1580.00,2014-03-28
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,43783195,0,201312,TYNE RIVERS TRUST,610.82,2014-03-24
Local Environmental Services,Third Party Payments,Third Party Payments,43780300,0,201312,REDACTED - Personal Information,700,2014-03-19
Local Environmental Services,Third Party Payments,Third Party Payments,43780300,2,201312,REDACTED - Personal Information,1061.00,2014-03-19
Local Environmental Services,Supplies and Services,"Clothing, Uniforms & Laundry",43782182,0,201312,ARCO LTD,399,2014-03-19
Local Environmental Services,Premises,Fixtures & Fittings,43779667,0,201312,TYNE & WEAR PLAY ASSOCIATION,4720.00,2014-03-18
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43784963,0,201312,KEEP BRITAIN TIDY,461,2014-03-31
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",41059874,1,201312,COAL INDUSTRY SOCIAL WELFARE ORG,3869.36,2014-03-21
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",41059875,1,201312,COAL INDUSTRY SOCIAL WELFARE ORG,619.1,2014-03-21
Local Environmental Services,Supplies and Services,Comms & Computing,148008748,16,201312,VIRGIN MEDIA PAYMENTS LTD,44,2014-03-07
Local Environmental Services,Supplies and Services,Comms & Computing,148009065,19,201312,VIRGIN MEDIA PAYMENTS LTD,44,2014-03-25
Local Environmental Services,Premises,Energy,41055549,4,201312,NPOWER,297.97,2014-03-03
Local Environmental Services,Supplies and Services,Other Running Costs,41038440,1,201312,CELL:CM CHARTERED SURVEYORS,500,2014-03-14
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43780903,0,201312,REDACTED - Personal Information,1439.10,2014-03-14
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43781530,0,201312,GREENHAM TRADING LTD,486.6,2014-03-18
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43781829,0,201312,REDACTED - Personal Information,1605.50,2014-03-19
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43785123,0,201312,WESLEY MUSIC/THE YABOO COMPANY LTD,789.02,2014-03-31
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43785125,0,201312,WESLEY MUSIC/THE YABOO COMPANY LTD,6331.44,2014-03-31
Local Environmental Services,Premises,Rep & Maint,41060228,1,201312,SITEX ORBIS,447.28,2014-03-24
Local Environmental Services,Premises,Rep & Maint,41060243,1,201312,SITEX ORBIS,404,2014-03-24
Local Environmental Services,Premises,Rep & Maint,43779870,0,201312,JOSEPH RICHMOND & SON MEMORIALS,970,2014-03-07
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43779086,0,201312,F1 SIGNS AND DIGITAL,862.5,2014-03-18
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43780820,0,201312,JOHN NIXON LTD,2800.00,2014-03-14
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43780912,0,201312,THE GRASS CENTRE,360,2014-03-14
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43781531,0,201312,GREENHAM TRADING LTD,729.9,2014-03-18
Local Environmental Services,Supplies and Services,"Licenses, Housing, Fees",43782203,0,201312,TELESHORE UK LTD,1020.00,2014-03-19
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43778606,0,201312,PREMIER FLOWERS (NORTH EAST) LTD,444.4,2014-03-04
Local Environmental Services,Premises,Ground Maint,43778246,0,201312,JEWSON LTD,397.01,2014-03-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",43784768,0,201312,NOMIX ENVIRO,832.35,2014-03-28
Local Environmental Services,Supplies and Services,Comms & Computing,148008667,4,201312,BRITISH TELECOM,42.13,2014-03-04
Local Environmental Services,Supplies and Services,Comms & Computing,148008669,4,201312,BRITISH TELECOM,42.13,2014-03-04
Local Environmental Services,Supplies and Services,Comms & Computing,148008933,5,201312,BRITISH TELECOM,42.13,2014-03-18
Local Environmental Services,Supplies and Services,Comms & Computing,148009066,5,201312,BRITISH TELECOM,42.13,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,60040412,1,201312,HANOVER HOUSING ASSOC,0.78,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,12,201312,HANOVER HOUSING ASSOC,10.86,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,7,201312,ANCHOR TRUST,25.02,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,11,201312,HOME GROUP LTD,47.04,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,0,201312,NEW LEAF SUPPORTING INDEPENDENCE LTD,61.04,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,4,201312,NEW LEAF SUPPORTING INDEPENDENCE LTD,143.01,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,5,201312,NEW LEAF SUPPORTING INDEPENDENCE LTD,0.97,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,2,201312,TWO CASTLES HOUSING ASSOC,11.31,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,3,201312,TWO CASTLES HOUSING ASSOC,11.31,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,13,201312,TWO CASTLES HOUSING ASSOC,18.85,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,6,201312,HOUSING 21,31.14,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,8,201312,HOUSING 21,62.28,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,9,201312,HOUSING 21,5.93,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,60040412,10,201312,HOUSING 21,31.14,2014-03-24
Community Based Services,Third Party Payments,Third Party Payments,1192,9,201312,NTW NHS FOUNDATION TRUST,11920.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,9,201312,NTW NHS FOUNDATION TRUST,11920.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,1,201312,NTW NHS FOUNDATION TRUST,2980.00,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1192,12,201312,NTW NHS FOUNDATION TRUST,352.6,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1192,13,201312,NTW NHS FOUNDATION TRUST,388.6,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1193,12,201312,NTW NHS FOUNDATION TRUST,352.6,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1194,4,201312,NTW NHS FOUNDATION TRUST,88.15,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,1,201312,NTW NHS FOUNDATION TRUST,19832.08,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,4,201312,NTW NHS FOUNDATION TRUST,8708.60,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,5,201312,NTW NHS FOUNDATION TRUST,11500.84,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,10,201312,NTW NHS FOUNDATION TRUST,3757.24,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,11,201312,NTW NHS FOUNDATION TRUST,16114.32,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,15,201312,NTW NHS FOUNDATION TRUST,107625.84,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,18,201312,NTW NHS FOUNDATION TRUST,60347.23,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,19,201312,NTW NHS FOUNDATION TRUST,1092.75,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,21,201312,NTW NHS FOUNDATION TRUST,28380.10,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,1,201312,NTW NHS FOUNDATION TRUST,19832.08,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,4,201312,NTW NHS FOUNDATION TRUST,8708.60,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,5,201312,NTW NHS FOUNDATION TRUST,11500.84,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,10,201312,NTW NHS FOUNDATION TRUST,16114.32,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,11,201312,NTW NHS FOUNDATION TRUST,3757.24,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,15,201312,NTW NHS FOUNDATION TRUST,29410.64,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,2,201312,NTW NHS FOUNDATION TRUST,939.31,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,3,201312,NTW NHS FOUNDATION TRUST,4028.58,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,7,201312,NTW NHS FOUNDATION TRUST,1732.52,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,9,201312,NTW NHS FOUNDATION TRUST,19832.08,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,12,201312,NTW NHS FOUNDATION TRUST,11500.84,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,13,201312,NTW NHS FOUNDATION TRUST,8708.60,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,15,201312,NTW NHS FOUNDATION TRUST,22480.56,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,17,201312,NTW NHS FOUNDATION TRUST,24763.28,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,20,201312,NTW NHS FOUNDATION TRUST,10838.50,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,21,201312,NTW NHS FOUNDATION TRUST,14376.05,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,23,201312,NTW NHS FOUNDATION TRUST,28100.70,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1198,1,201312,NTW NHS FOUNDATION TRUST,742.02,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1198,3,201312,NTW NHS FOUNDATION TRUST,1307.25,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1200,1,201312,NTW NHS FOUNDATION TRUST,655.17,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1200,3,201312,NTW NHS FOUNDATION TRUST,1154.25,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,7,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,7,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,33,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,1,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,3,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,5,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,7,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,9,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1199,11,201312,NTW NHS FOUNDATION TRUST,4424.00,2014-03-05
