Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Learning and Children,Transport,Public Transport and Taxi Fares,42196681,48,201009,DEAN TAXIS LTD,37.5,2010-12-23
Learning and Children,Transport,Public Transport and Taxi Fares,42196681,47,201009,DEAN TAXIS LTD,72.3,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,17,201009,DEAN TAXIS LTD,665,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,18,201009,DEAN TAXIS LTD,990,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,19,201009,DEAN TAXIS LTD,896,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,22,201009,DEAN TAXIS LTD,646,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,24,201009,DEAN TAXIS LTD,1418.95,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,25,201009,DEAN TAXIS LTD,660,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,26,201009,DEAN TAXIS LTD,1050,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,27,201009,DEAN TAXIS LTD,943,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,40,201009,DEAN TAXIS LTD,1043,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,41,201009,DEAN TAXIS LTD,700,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,48,201009,DEAN TAXIS LTD,375,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,20,201009,DEAN TAXIS LTD,504,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,21,201009,DEAN TAXIS LTD,656,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,37,201009,DEAN TAXIS LTD,940,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,39,201009,DEAN TAXIS LTD,1462.5,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,28,201009,DEAN TAXIS LTD,1092,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,29,201009,DEAN TAXIS LTD,1100,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,30,201009,DEAN TAXIS LTD,950,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,31,201009,DEAN TAXIS LTD,1271,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,32,201009,DEAN TAXIS LTD,1291.5,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,33,201009,DEAN TAXIS LTD,1189,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,34,201009,DEAN TAXIS LTD,975,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,35,201009,DEAN TAXIS LTD,544,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,36,201009,DEAN TAXIS LTD,680,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,38,201009,DEAN TAXIS LTD,660,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,42,201009,DEAN TAXIS LTD,1680,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,43,201009,DEAN TAXIS LTD,520,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,44,201009,DEAN TAXIS LTD,740,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,45,201009,DEAN TAXIS LTD,564.5,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,46,201009,DEAN TAXIS LTD,400,2010-12-23
Learning and Children,Transport,Contract Hire,42197053,47,201009,DEAN TAXIS LTD,840,2010-12-23
Learning and Children,Transport,Public Transport and Taxi Fares,42197053,23,201009,DEAN TAXIS LTD,560,2010-12-23
Learning and Children,Employees,Indirect Employee Expenses,43598103,2,201009,NEW COLLEGE DURHAM,1870,2010-12-07
Learning and Children,Employees,Indirect Employee Expenses,42197339,2,201009,NORTHUMBRIA UNIVERSITY,3180,2010-12-23
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43597756,2,201009,NORTHUMBRIA UNIVERSITY,1650,2010-12-02
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42193926,2,201009,CITY OF NEWCASTLE UPON TYNE,638.3,2010-12-16
Learning and Children,Transfer Payments,Transfer Payments,42171373,2,201009,NORTHUMBERLAND COUNTY COUNCIL,47385.36,2010-12-13
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43601132,2,201009,PALATINE,409,2010-12-21
Learning and Children,Income: Customer and Client Receipts,Customer & Client Receipts,42197622,2,201009,PHS GROUP PLC,1454.7,2010-12-29
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42196157,2,201009,PELAW YOUTH CENTRE,4357.5,2010-12-21
Learning and Children,Supplies and Services,Miscellaneous Supplies,43600199,2,201009,COMMUNITY PLAYTHINGS,1951,2010-12-17
Learning and Children,Supplies and Services,Miscellaneous Supplies,42193759,2,201009,SOUTH TYNESIDE MBC,666.67,2010-12-13
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42193882,2,201009,ARGOS BUSINESS SOLUTIONS,767.63,2010-12-16
Learning and Children,Premises,Rep & Maint,43598652,2,201009,HADRIAN AIR CONDITION. & REFRIGERATION,395,2010-12-09
Learning and Children,Employees,Indirect Employee Expenses,42191004,2,201009,UNIVERSITY OF SHEFFIELD,1673,2010-12-03
Learning and Children,Supplies and Services,Miscellaneous Supplies,42192423,2,201009,ACTION ADVERTISING LTD,1041.5,2010-12-09
Learning and Children,Premises,Miscellaneous Premises,42195539,2,201009,ADT FIRE & SECURITY PLC,385.59,2010-12-20
Learning and Children,Third Party Payments,Third Party Payments,42194562,2,201009,TALBOT HOUSE,4845,2010-12-16
Learning and Children,Third Party Payments,Third Party Payments,42194564,2,201009,TALBOT HOUSE,25190,2010-12-16
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42196160,2,201009,TALBOT HOUSE,1664,2010-12-21
Learning and Children,Premises,Rep & Maint,43599452,2,201009,SMITH BROS (CAER CONAN) W/SALE LTD,365,2010-12-14
Learning and Children,Supplies and Services,Miscellaneous Supplies,42191315,2,201009,CRECHE MOBILE PROJECT,737.1,2010-12-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,42191345,2,201009,CRECHE MOBILE PROJECT,472.5,2010-12-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,42193782,2,201009,CRECHE MOBILE PROJECT,1096.2,2010-12-13
Learning and Children,Supplies and Services,Miscellaneous Supplies,43597753,2,201009,TECHNOLOGY TEACHING SYSTEMS LTD,380.39,2010-12-02
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42190700,2,201009,TEAMS COMMUNITY ASSOC.,500,2010-12-02
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42197603,2,201009,TEAMS COMMUNITY ASSOC.,20000,2010-12-29
Learning and Children,Transport,Contract Hire,42191401,2,201009,HOLLIDAY MINI BUS HIRE DUNSTON,1424.5,2010-12-07
Learning and Children,Transport,Public Transport and Taxi Fares,42191434,15,201009,BURNOPFIELD TAXIS,84,2010-12-07
Learning and Children,Transport,Public Transport and Taxi Fares,42191434,16,201009,BURNOPFIELD TAXIS,240,2010-12-07
Learning and Children,Transport,Public Transport and Taxi Fares,42191434,9,201009,BURNOPFIELD TAXIS,1620,2010-12-07
Learning and Children,Transport,Contract Hire,42191434,12,201009,BURNOPFIELD TAXIS,700,2010-12-07
Learning and Children,Transport,Contract Hire,42191434,10,201009,BURNOPFIELD TAXIS,1184,2010-12-07
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42191105,2,201009,HMCS,2225,2010-12-03
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42193008,2,201009,HMCS,2225,2010-12-10
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42193014,2,201009,HMCS,2225,2010-12-10
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42195125,2,201009,HMCS,2225,2010-12-17
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42195126,2,201009,HMCS,700,2010-12-17
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43601131,2,201009,MARRIOTT HOTEL,3436.6,2010-12-21
Learning and Children,Premises,Rent,42197572,2,201009,DECKHAM COMMUNITY CENTRE,3000,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42195981,2,201009,A Q A,532.25,2010-12-21
Learning and Children,Employees,Indirect Employee Expenses,42193087,2,201009,GATESHEAD COLLEGE,765,2010-12-10
Learning and Children,Employees,Indirect Employee Expenses,42197337,2,201009,NEWCASTLE COLLEGE,715,2010-12-23
Learning and Children,Transport,Public Transport and Taxi Fares,42191209,6,201009,STEVE BIGGS,92,2010-12-03
Learning and Children,Transport,Contract Hire,42191209,5,201009,STEVE BIGGS,717.5,2010-12-03
Learning and Children,Transport,Contract Hire,42191209,4,201009,STEVE BIGGS,881.5,2010-12-03
Learning and Children,Supplies and Services,"Printing, Stationery etc",42193767,2,201009,CANON (UK) LTD,785.71,2010-12-13
Learning and Children,Supplies and Services,"Printing, Stationery etc",42193774,2,201009,CANON (UK) LTD,683.35,2010-12-13
Learning and Children,Supplies and Services,"Printing, Stationery etc",42193779,2,201009,CANON (UK) LTD,643.31,2010-12-13
Learning and Children,Supplies and Services,Miscellaneous Supplies,42193883,2,201009,CANON (UK) LTD,853.26,2010-12-14
Learning and Children,Supplies and Services,Miscellaneous Supplies,42194881,2,201009,CANON (UK) LTD,435.88,2010-12-17
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42195543,2,201009,CANON (UK) LTD,363.76,2010-12-21
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42197024,2,201009,CANON (UK) LTD,429.94,2010-12-23
Learning and Children,Supplies and Services,"Printing, Stationery etc",42197330,2,201009,CANON (UK) LTD,518.79,2010-12-23
Learning and Children,Supplies and Services,"Printing, Stationery etc",42197601,2,201009,CANON (UK) LTD,496.5,2010-12-29
Learning and Children,Supplies and Services,"Printing, Stationery etc",42197602,2,201009,CANON (UK) LTD,1575.93,2010-12-29
Learning and Children,Supplies and Services,"Printing, Stationery etc",43598010,2,201009,SUPPLIES TEAM LTD,679.5,2010-12-09
Learning and Children,Supplies and Services,"Printing, Stationery etc",43598717,2,201009,SUPPLIES TEAM LTD,785.72,2010-12-09
Learning and Children,Supplies and Services,Miscellaneous Supplies,43600928,2,201009,SUPPLIES TEAM LTD,518.51,2010-12-23
Learning and Children,Supplies and Services,Miscellaneous Supplies,43601789,2,201009,SUPPLIES TEAM LTD,425.34,2010-12-31
Learning and Children,Supplies and Services,Other Running Costs,42193948,2,201009,PROSPECTS DISTRIBUTION SERVS.,491.79,2010-12-14
Learning and Children,Third Party Payments,Third Party Payments,42190456,2,201009,NORTH TYNESIDE COUNCIL,38884,2010-12-01
Learning and Children,Third Party Payments,Third Party Payments,42196598,2,201009,NORTH TYNESIDE COUNCIL,8758.66,2010-12-22
Learning and Children,Employees,Agency Staff,42195337,2,201009,CAPITA EDUCATION RESOURCING,1200,2010-12-17
Learning and Children,Employees,Agency Staff,42195720,2,201009,CAPITA EDUCATION RESOURCING,1200,2010-12-21
Learning and Children,Supplies and Services,Miscellaneous Supplies,42191339,2,201009,DANDY EVENT & PARTY SPECIALISTS,2983.48,2010-12-06
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197471,4,201009,ST AGNES DAY NURSERY,1682.44,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197471,3,201009,ST AGNES DAY NURSERY,8214.26,2010-12-29
Learning and Children,Transport,Contract Hire,42190989,6,201009,SCHOOL CONTRACTS AGENCY,988,2010-12-02
Learning and Children,Transport,Contract Hire,42190989,4,201009,SCHOOL CONTRACTS AGENCY,910,2010-12-02
Learning and Children,Transport,Contract Hire,42190989,5,201009,SCHOOL CONTRACTS AGENCY,192,2010-12-02
Learning and Children,Transport,Contract Hire,42190989,7,201009,SCHOOL CONTRACTS AGENCY,988,2010-12-02
Learning and Children,Transport,Public Transport and Taxi Fares,42191387,6,201009,SCHOOL CONTRACTS AGENCY,665,2010-12-06
Learning and Children,Supplies and Services,Miscellaneous Supplies,42191157,2,201009,MAV SERVICES T/A MULTICORD,1365,2010-12-03
Learning and Children,Transfer Payments,Transfer Payments,43599608,3,201009,BOOK TRUST,495.39,2010-12-13
Learning and Children,Transfer Payments,Transfer Payments,43599608,4,201009,BOOK TRUST,1667.92,2010-12-13
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197508,4,201009,WHICKHAM COTTAGE NURSERY,2256.77,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197508,3,201009,WHICKHAM COTTAGE NURSERY,11018.37,2010-12-29
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42195168,2,201009,GATESHEAD YOUNG WOMENS OUTREACH PROJECT,20000,2010-12-17
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197437,4,201009,HARDMAN CENTRE,1319.85,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197437,3,201009,HARDMAN CENTRE,6444,2010-12-29
Learning and Children,Transport,Public Transport and Taxi Fares,43598404,3,201009,NEXUS,599,2010-12-07
Learning and Children,Transport,Public Transport and Taxi Fares,43598404,4,201009,NEXUS,77.5,2010-12-07
Learning and Children,Transport,Public Transport and Taxi Fares,43599449,3,201009,NEXUS,537,2010-12-14
Learning and Children,Transport,Public Transport and Taxi Fares,43599449,4,201009,NEXUS,217,2010-12-14
Learning and Children,Transport,Contract Hire,42191210,5,201009,A CHAPMAN T/A RYTON MINI BUS HIRE,1230,2010-12-03
Learning and Children,Transport,Contract Hire,42191210,6,201009,A CHAPMAN T/A RYTON MINI BUS HIRE,594,2010-12-03
Learning and Children,Transport,Contract Hire,42191210,7,201009,A CHAPMAN T/A RYTON MINI BUS HIRE,820,2010-12-03
Learning and Children,Transport,Public Transport and Taxi Fares,42191210,8,201009,A CHAPMAN T/A RYTON MINI BUS HIRE,440,2010-12-03
Learning and Children,Transport,Contract Hire,42191278,4,201009,CARIS COACHES,2794,2010-12-03
Learning and Children,Transport,Contract Hire,42191278,3,201009,CARIS COACHES,1520,2010-12-03
Learning and Children,Supplies and Services,Miscellaneous Supplies,42192020,2,201009,LOBLEY HILL YOUTH & COMM. CTR.,80000,2010-12-15
Learning and Children,Third Party Payments,Third Party Payments,42197025,2,201009,LOBLEY HILL YOUTH & COMM. CTR.,14300,2010-12-23
Learning and Children,Third Party Payments,Third Party Payments,42197026,2,201009,LOBLEY HILL YOUTH & COMM. CTR.,57758,2010-12-23
Learning and Children,Third Party Payments,Third Party Payments,42197189,2,201009,CHILDREN NORTH EAST,21250,2010-12-23
Learning and Children,Supplies and Services,Other Running Costs,43600123,2,201009,CHILDREN NORTH EAST,1200,2010-12-15
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197478,4,201009,STEPPING STONES DAY NURSERY,1237.08,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197478,3,201009,STEPPING STONES DAY NURSERY,6039.86,2010-12-29
Learning and Children,Transport,Public Transport and Taxi Fares,42192424,3,201009,TRAVEL BUREAU,1730.56,2010-12-09
Learning and Children,Transport,Public Transport and Taxi Fares,42192424,4,201009,TRAVEL BUREAU,8223.82,2010-12-09
Learning and Children,Third Party Payments,Third Party Payments,42192412,2,201009,PERCY HEDLEY FOUNDATION,600,2010-12-09
Learning and Children,Third Party Payments,Third Party Payments,42192443,2,201009,PERCY HEDLEY FOUNDATION,600,2010-12-09
Learning and Children,Transfer Payments,Transfer Payments,42194058,3,201009,ST CHADS COMMUNITY PROJECT,162,2010-12-14
Learning and Children,Transfer Payments,Transfer Payments,42194058,4,201009,ST CHADS COMMUNITY PROJECT,392.8,2010-12-14
Learning and Children,Third Party Payments,Third Party Payments,42197185,2,201009,ST CHADS COMMUNITY PROJECT,10576.25,2010-12-23
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197507,4,201009,WHICKHAM COMM.CENTRE PLAYGROUP,1172.56,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197507,3,201009,WHICKHAM COMM.CENTRE PLAYGROUP,5724.84,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197426,4,201009,DENEWELL PLAYGROUP,1760.2,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197426,3,201009,DENEWELL PLAYGROUP,8593.92,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197428,4,201009,DUNSTON HILL UNDER 5'S PRE-SCHOOL,353.23,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197428,3,201009,DUNSTON HILL UNDER 5'S PRE-SCHOOL,1711.33,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197482,4,201009,GATESHEAD HEALTH NHS TRUST,1423.48,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197482,3,201009,GATESHEAD HEALTH NHS TRUST,6949.92,2010-12-29
Learning and Children,Transfer Payments,Transfer Payments,42194063,2,201009,TRINITY CORNER NURSERY,520,2010-12-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197509,4,201009,WILLOWS MONTESSORI NURSERY,931.13,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197509,3,201009,WILLOWS MONTESSORI NURSERY,4546.09,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197445,4,201009,KINDER-CO PLAYGROUP,660.72,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197445,3,201009,KINDER-CO PLAYGROUP,3225.87,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197447,4,201009,LAKESIDE CHILDRENS DAY NURSERY,1135.01,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197447,3,201009,LAKESIDE CHILDRENS DAY NURSERY,5541.52,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197422,4,201009,BRIGHT SPARKS NURSERY,1978.09,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197422,3,201009,BRIGHT SPARKS NURSERY,9657.71,2010-12-29
Learning and Children,Premises,Rent,42190707,2,201009,KINGSMEADOW COMP. SCHOOL,1122.9,2010-12-02
Learning and Children,Transport,Contract Hire,42192240,2,201009,ROWLANDS GILL CABS,1400,2010-12-08
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43600289,3,201009,DUKE OF EDINBURGH AWARD,36.18,2010-12-17
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43600289,4,201009,DUKE OF EDINBURGH AWARD,1020,2010-12-17
Learning and Children,Supplies and Services,Miscellaneous Supplies,42191305,2,201009,JMF PRINT GROUP,1254,2010-12-03
Learning and Children,Third Party Payments,Third Party Payments,42197186,2,201009,BARNARDOS,10000,2010-12-23
Learning and Children,Third Party Payments,Third Party Payments,42190403,2,201009,NEWCASTLE CITY COUNCIL,4336,2010-12-01
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42192247,2,201009,NORMANS,716,2010-12-08
Learning and Children,Third Party Payments,Third Party Payments,42190453,2,201009,BARNARDOS,12816.7,2010-12-01
Learning and Children,Third Party Payments,Third Party Payments,42197239,2,201009,BARNARDOS,17500,2010-12-23
Learning and Children,Third Party Payments,Third Party Payments,42197206,2,201009,NUNNYKIRK CENTRE FOR DYSLEXIA,7270,2010-12-23
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42196464,2,201009,WASHINGWELL COMM. PRE-SCHOOL,940,2010-12-22
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197505,4,201009,WASHINGWELL COMM. PRE-SCHOOL,2297.66,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197505,3,201009,WASHINGWELL COMM. PRE-SCHOOL,11217.98,2010-12-29
Learning and Children,Supplies and Services,Miscellaneous Supplies,43598242,2,201009,LYRECO UK LTD,859.8,2010-12-07
Learning and Children,Supplies and Services,"Printing, Stationery etc",43599470,2,201009,LYRECO UK LTD,679.38,2010-12-13
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197432,4,201009,GROVE PRE-SCHOOL,1690.29,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197432,3,201009,GROVE PRE-SCHOOL,8252.6,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197424,4,201009,CROMER AVENUE PRE-SCHOOL,3757.36,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197424,3,201009,CROMER AVENUE PRE-SCHOOL,18344.8,2010-12-29
Learning and Children,Third Party Payments,Third Party Payments,42190457,2,201009,DURHAM FAMILY WELFARE,573.33,2010-12-01
Learning and Children,Third Party Payments,Third Party Payments,42190461,2,201009,DURHAM FAMILY WELFARE,573.33,2010-12-01
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197421,4,201009,BILL QUAY PRE SCHOOL GROUP,1779.33,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197421,3,201009,BILL QUAY PRE SCHOOL GROUP,8687.31,2010-12-29
Learning and Children,Supplies and Services,Comms & Computing,42194773,2,201009,O2 (UK) LTD,728.37,2010-12-16
Learning and Children,Transport,Contract Hire,42191419,2,201009,CRAIGS OF WHICKHAM,1000,2010-12-07
Learning and Children,Premises,Rent,43598079,2,201009,THE STORAGE PLACE LTD,811.2,2010-12-06
Learning and Children,Employees,Indirect Employee Expenses,42193962,2,201009,HAYMARKET PUBLISHING SERVICES LTD,460,2010-12-14
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42194696,2,201009,NEETA,500,2010-12-17
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42195983,2,201009,NEETA,476,2010-12-21
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43599240,2,201009,TICE SEMINARS LTD,3180,2010-12-13
Learning and Children,Third Party Payments,Third Party Payments,43598095,7,201009,CRIMINAL RECORDS BUREAU,3168,2010-12-07
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43599597,2,201009,MOTHERCARE UK LTD,732.67,2010-12-13
Learning and Children,Income: Government Grants,Govt Grants,42196650,2,201009,DURHAM COUNTY COUNCIL,5000,2010-12-22
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42196153,2,201009,FURROWFIELD SCHOOL,440.6,2010-12-21
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42196530,2,201009,LAMESLEY CHILDCARE,567.15,2010-12-22
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42196466,2,201009,ALL SAINTS PRE-SCHOOL,451.75,2010-12-22
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197419,4,201009,ALL SAINTS PRE-SCHOOL,231.91,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197419,3,201009,ALL SAINTS PRE-SCHOOL,1118.26,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197453,4,201009,LYNDHURST CENTRE,819.04,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197453,3,201009,LYNDHURST CENTRE,3998.85,2010-12-29
Learning and Children,Transfer Payments,Transfer Payments,42192197,2,201009,THREE RIVERS HOUSING ASSOC,738,2010-12-08
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42196646,2,201009,ANNE HAYWARD ASSOCIATES,5555.5,2010-12-22
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42196648,2,201009,ANNE HAYWARD ASSOCIATES,3567.25,2010-12-22
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197458,4,201009,MULBERRY BUSH PRIVATE DAY NURS,1078.39,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197458,3,201009,MULBERRY BUSH PRIVATE DAY NURS,5265.06,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197460,4,201009,MULBERRY BUSH PRIVATE DAY NURS,939.58,2010-12-29
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42197460,3,201009,MULBERRY BUSH PRIVATE DAY NURS,4587.32,2010-12-29
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42196462,2,201009,KINDER CO PLAYGROUP,564,2010-12-22
Learning and Children,Transfer Payments,Transfer Payments,42190315,4,201009,REDACTED - Personal Information,215.74,2010-12-03
Learning and Children,Transfer Payments,Transfer Payments,42190315,3,201009,REDACTED - Personal Information,215.74,2010-12-03
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42190444,2,201009,REDACTED - Personal Information,500,2010-12-01
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42190498,2,201009,REDACTED - Personal Information,1200,2010-12-01
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42190671,2,201009,REDACTED - Personal Information,500,2010-12-02
Learning and Children,Supplies and Services,Other Running Costs,42190819,2,201009,REDACTED - Personal Information,601.1,2010-12-02
Learning and Children,Transport,Contract Hire,42190846,2,201009,REDACTED - Personal Information,1267.5,2010-12-03
Learning and Children,Transfer Payments,Transfer Payments,42191007,2,201009,REDACTED - Personal Information,1000,2010-12-03
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42191107,2,201009,REDACTED - Personal Information,4150,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,12,201009,REDACTED - Personal Information,1000,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,14,201009,REDACTED - Personal Information,1320,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,20,201009,REDACTED - Personal Information,1700,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,22,201009,REDACTED - Personal Information,1170,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,24,201009,REDACTED - Personal Information,108,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,26,201009,REDACTED - Personal Information,1584,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,28,201009,REDACTED - Personal Information,1554,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,29,201009,REDACTED - Personal Information,1267.5,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,11,201009,REDACTED - Personal Information,1330,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,13,201009,REDACTED - Personal Information,1072.5,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,15,201009,REDACTED - Personal Information,1287,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,16,201009,REDACTED - Personal Information,702,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,17,201009,REDACTED - Personal Information,301.5,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,18,201009,REDACTED - Personal Information,637.2,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,19,201009,REDACTED - Personal Information,1008,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,21,201009,REDACTED - Personal Information,1364,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,27,201009,REDACTED - Personal Information,1170,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,23,201009,REDACTED - Personal Information,1599,2010-12-03
Learning and Children,Transport,Contract Hire,42191195,25,201009,REDACTED - Personal Information,1300,2010-12-03
Learning and Children,Transport,Contract Hire,42191196,2,201009,REDACTED - Personal Information,758.55,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,8,201009,REDACTED - Personal Information,1338.96,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,15,201009,REDACTED - Personal Information,1050,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,7,201009,REDACTED - Personal Information,1280,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,9,201009,REDACTED - Personal Information,1357.2,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,10,201009,REDACTED - Personal Information,1040,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,11,201009,REDACTED - Personal Information,1040,2010-12-03
Learning and Children,Transport,Contract Hire,42191199,12,201009,REDACTED - Personal Information,1080,2010-12-03
