Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649456,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649457,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649459,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649460,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649461,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649463,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649464,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649465,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649466,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649467,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649468,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649469,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649470,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649471,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649472,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649473,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649475,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649476,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649477,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649478,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649479,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649489,262.36,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-08,200249,NORTHGATE VEHICLE HIRE LTD,3649809,262.36,DL69DMF SWAP
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650165,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650166,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650167,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650170,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650171,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650172,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650173,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650174,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650175,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650176,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650178,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650179,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650180,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650181,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650182,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650183,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650184,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650185,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650187,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650188,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650189,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650190,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650199,262.81,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650207,263.11,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649462,270.04,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650186,293.86,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650168,325.21,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649452,442.96,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-01,200249,NORTHGATE VEHICLE HIRE LTD,3649453,442.96,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-08,200249,NORTHGATE VEHICLE HIRE LTD,3649807,442.96,NU20EMJ SWAP
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650163,443.41,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650164,443.41,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,461,Hire of Vehicles/Plant,2022-06-27,200249,NORTHGATE VEHICLE HIRE LTD,3650202,443.56,IHMT
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-22,204948,PICKERINGS EUROPE LTD T/A PICKERINGS LIFTS,1813274,226.22,374291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-22,204948,PICKERINGS EUROPE LTD T/A PICKERINGS LIFTS,1813270,475.34,374289/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-22,204948,PICKERINGS EUROPE LTD T/A PICKERINGS LIFTS,1813273,661.61,367087/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2022-06-22,229269,R J LIFT SERVICES LTD,1813277,55.00,374620/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2022-06-22,229269,R J LIFT SERVICES LTD,1813277,55.00,374621/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2022-06-22,229269,R J LIFT SERVICES LTD,1813277,55.00,374622/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2022-06-22,229269,R J LIFT SERVICES LTD,1813277,55.00,374623/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,073,Electrical Repairs & Maint,2022-06-22,229269,R J LIFT SERVICES LTD,1813277,55.00,374624/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,229269,R J LIFT SERVICES LTD,1813026,220.00,372061/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,229269,R J LIFT SERVICES LTD,1813027,347.30,371228/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,342,Other Expenses,2022-06-20,229271,Redacted  Personal Data,3650419,3850.00,Redacted  Personal Data
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-29,231138,RM RISK MANAGEMENT LTD,1814484,1200.00,373312/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,231138,RM RISK MANAGEMENT LTD,1813029,1950.00,373314/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-08,231138,RM RISK MANAGEMENT LTD,1812786,2025.00,373310/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-08,231138,RM RISK MANAGEMENT LTD,1812785,2350.00,373309/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,231138,RM RISK MANAGEMENT LTD,1813030,2350.00,373311/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-29,231138,RM RISK MANAGEMENT LTD,1814485,2350.00,373313/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-01,218611,ROBINSONS LIGHTING LTD,1812640,426.00,373517/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,218611,ROBINSONS LIGHTING LTD,1813035,501.00,374202/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,218611,ROBINSONS LIGHTING LTD,1813037,1034.50,374204/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,218611,ROBINSONS LIGHTING LTD,1813034,1064.50,374201/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,218611,ROBINSONS LIGHTING LTD,1813036,1148.50,374203/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-15,218611,ROBINSONS LIGHTING LTD,1813031,1624.50,374192/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-01,218611,ROBINSONS LIGHTING LTD,1812638,2527.50,373679/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,087,Payments to Ext Contractors,2022-06-29,227627,SDG ACCESS LTD,1814492,215.00,374065/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,360398/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,360487/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,361948/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,361961/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,363529/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,363568/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,363905/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365738/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365921/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365936/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365943/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365946/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365948/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365965/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365973/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365990/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,365998/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366000/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366002/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366007/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366009/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366010/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366014/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366019/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366021/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366026/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366030/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,076,Heating  Maintenance,2022-06-22,228979,SURE MAINTENANCE LIMITED,1813278,112.72,366035/1
