Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2011-08-31,1108-10015,420.16,R,Town Hall Battery Co
East - North East,East - North East,Construction Services,Transport,External Hire -Permanent,303,2011-08-04,1108-10016,909.99,R,Toyota Material Handling Uk Limited
Leeds City Council,Insurance,Insurance,Supplies and Services,Other Hired And Contracted Services,265,2011-08-18,1108-10017,6400.00,R,Tpf Law Solicitors
Leeds City Council,Environment & Neighbourhoods,Hra,Supplies and Services,Advertising,211,2011-08-03,1108-10018,1937.00,R,Trader Publishing Limited
Leeds City Council,Central & Corporate Functions,Financial Development,Supplies and Services,Brokerage Fees,244,2011-08-18,1108-10019,693.15,R,Tradition (Uk) Ltd
Leeds City Council,City Development,Highways,Premises,Maintenance Of Traffic Signals,108,2011-08-17,1108-10020,23227.82,R,Traffic Systems Co-Op Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,2011-08-03,1108-10021,553.58,R,Travis Perkins Trading Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,2011-08-03,1108-10022,952.20,R,Travis Perkins Trading Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,2011-08-17,1108-10023,1741.42,R,Travis Perkins Trading Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,2011-08-17,1108-10024,1114.78,R,Travis Perkins Trading Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,2011-08-23,1108-10025,487.36,R,Travis Perkins Trading Co Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-10,1108-10026,9522.12,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-10,1108-10027,12626.70,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-10,1108-10028,5571.30,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-10,1108-10029,5571.30,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-12,1108-10030,3339.30,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-12,1108-10031,12339.60,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,2011-08-12,1108-10032,8520.00,R,Tree House Care Fostering Solutions
Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,First Aid Requisites,128,2011-08-05,1108-10033,438.94,R,Trevor Iles Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-19,1108-10034,1270.40,R,Trevor Iles Ltd
Leeds City Council,City Development,Recreation,Premises,Cleaning Maintenance & Toiletries,127,2011-08-26,1108-10035,510.00,R,Trevor Iles Ltd
Leeds City Council,City Development,Recreation,Premises,Cleaning Maintenance & Toiletries,127,2011-08-26,1108-10036,765.00,R,Trevor Iles Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-10037,3425.17,R,Tri-Care Homes Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-10038,1202.16,R,Tri-Care Homes Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-10039,2360.08,R,Tri-Care Homes Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-10040,1199.28,R,Tri-Care Homes Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-10041,14116.32,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-10042,5627.96,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-10043,2786.16,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-03,1108-10044,41618.48,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-10045,9502.52,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-10046,14116.32,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-10047,5627.96,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-10048,2786.16,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-31,1108-10049,24542.53,R,Tri-Care Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-31,1108-10050,13320.64,R,Tri-Care Limited
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10051,566.42,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10052,732.58,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10053,1226.87,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10054,562.99,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10055,2933.75,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10056,589.35,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10057,671.22,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10058,1004.95,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10059,557.76,C,Tricon Services Ltd
Leeds City Council,Other Education Services,Refurbishment Works,Capital,Construction,3,2011-08-12,1108-10060,2174.32,C,Tricon Services Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-10061,1149.72,R,Troutbeck Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-03,1108-10062,1087.64,R,Troutbeck Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-10063,1149.72,R,Troutbeck Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-31,1108-10064,1087.64,R,Troutbeck Nursing Home
Leeds City Council,Childrens Services,Partnership Development & Leadership,Supplies and Services,Consultancy Services,259,2011-08-15,1108-10065,5000.00,R,Trp & Ea Brighouse
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-10066,7296.88,R,Tru Limited
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-10067,7296.88,R,Tru Limited
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Residential - Drugs & Alcohol,583,2011-08-03,1108-10068,2400.00,R,Trust The Process
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Residential - Drugs & Alcohol,583,2011-08-31,1108-10069,2400.00,R,Trust The Process
Leeds City Council,City Development,Highways,Capital,Construction,3,2011-08-03,1108-10070,518.93,C,Trustseal Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-03,1108-10071,5409.07,R,Trustseal Ltd
Leeds City Council,City Development,Highways,Capital,Construction,3,2011-08-25,1108-10072,1406.01,C,Trustseal Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,2011-08-25,1108-10073,5272.99,R,Trustseal Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,2011-08-15,1108-10074,900.00,R,Tt Community Projects Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Miscellaneous Transport Related Costs,324,2011-08-11,1108-10075,4329.76,R,Ttinterlink Limited
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Schools related grant expenditure,299,2011-08-02,1108-10076,1032.69,R,Tts Group Ltd
Leeds City Council,Central & Corporate Functions,Financial Development,Supplies and Services,Brokerage Fees,244,2011-08-18,1108-10077,13444.38,R,Tullett Prebon (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-03,1108-10078,1690.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-09,1108-10079,3000.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-17,1108-10080,1320.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-17,1108-10081,650.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-19,1108-10082,1635.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-19,1108-10083,660.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Operational Materials,205,2011-08-19,1108-10084,1651.48,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-24,1108-10085,1440.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-25,1108-10086,5850.00,R,Tunstall Healthcare (Uk) Ltd
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Operational Materials,205,2011-08-26,1108-10087,9900.00,R,Tunstall Healthcare (Uk) Ltd
West - North West,West - North West,Corporate Services,Supplies and Services,Project & Contract Management & Admin,455,2011-08-25,1108-10088,11007.00,R,Turner & Townsend
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Residential - Drugs & Alcohol,583,2011-08-03,1108-10089,1570.66,R,Turning Point
Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Residential - Drugs & Alcohol,583,2011-08-31,1108-10090,1511.00,R,Turning Point
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10091,509.25,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10092,669.30,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10093,13997.10,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10094,3541.72,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10095,910.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10096,10920.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10097,1144.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10098,13895.25,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10099,5286.32,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10100,910.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Special Guardianship,558,2011-08-03,1108-10101,669.30,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10102,421.95,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10103,9529.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10104,1053.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-03,1108-10105,4217.85,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-03,1108-10106,741.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-12,1108-10107,501.98,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-12,1108-10108,5349.50,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-12,1108-10109,958.75,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-12,1108-10110,5736.34,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-12,1108-10111,3431.61,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-12,1108-10112,536.25,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-16,1108-10113,1962.87,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-16,1108-10114,682.50,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-26,1108-10115,5976.49,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-26,1108-10116,910.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-26,1108-10117,5898.75,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-26,1108-10118,1345.50,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-26,1108-10119,3878.16,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-26,1108-10120,546.00,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-26,1108-10121,9770.33,R,Twenty Four Seven Recruitment (York) Ltd
Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Operational Furniture And Equipment,203,2011-08-04,1108-10122,1582.90,R,Tynetec Ltd
Leeds City Council,City Development,Economic Development,Supplies and Services,Advertising,211,2011-08-23,1108-10123,2000.00,R,Ubm Information Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,2011-08-03,1108-10124,962.65,R,Ulverscroft Large Print Books Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,2011-08-25,1108-10125,2003.78,R,Ulverscroft Large Print Books Ltd
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,2011-08-26,1108-10126,926.10,R,Ulverscroft Large Print Books Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Operational Materials,205,2011-08-25,1108-10127,552.04,R,Unicorn Containers Ltd
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Clothing & Uniforms,241,2011-07-15,1108-10128,1054.00,R,Uniformity Schoolwear
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Clothing & Uniforms,241,2011-07-18,1108-10129,1442.40,R,Uniformity Schoolwear
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,2011-08-16,1108-10130,5216.00,R,Unite Group Plc
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,2011-08-19,1108-10131,4013.33,R,Unite Group Plc
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Pathway/LC - Leaving Care Grants,556,2011-07-14,1108-10132,500.00,R,United Carpets
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-08,1108-10133,5592.56,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-08,1108-10134,5592.56,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-08,1108-10135,2665.84,R,United Response
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,2011-08-12,1108-10136,1406.44,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-17,1108-10137,17455.75,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-17,1108-10138,1022.67,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-17,1108-10139,5208.58,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-17,1108-10140,17537.61,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-17,1108-10141,1600.39,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-17,1108-10142,22689.68,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-17,1108-10143,1502.84,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10144,1834.96,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10145,5228.20,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10146,5228.20,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10147,16099.00,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10148,15624.52,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-19,1108-10149,1428.36,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-19,1108-10150,786.24,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10151,2972.32,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-19,1108-10152,7510.80,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-19,1108-10153,5228.20,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-19,1108-10154,1114.92,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-25,1108-10155,5592.56,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-26,1108-10156,2800.16,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-26,1108-10157,638.56,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-26,1108-10158,5265.92,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-26,1108-10159,18700.96,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,2011-08-30,1108-10160,1473.00,R,United Response
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-31,1108-10161,638.56,R,United Response
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Other Hired And Contracted Services,265,2011-08-17,1108-10162,3750.00,R,Unity Enterprise
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-03,1108-10163,784.34,R,Univar Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-03,1108-10164,1079.04,R,Univar Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-08,1108-10165,981.37,R,Univar Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-10,1108-10166,1067.74,R,Univar Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,2011-08-12,1108-10167,1200.65,R,Univar Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,2011-08-02,1108-10168,15500.00,R,University Of Leeds
Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,2011-08-12,1108-10169,650.00,R,University Of Leeds
Leeds City Council,Central & Corporate Functions,Audit And Risk,Capital,Other Costs,7,2011-08-04,1108-10170,21000.00,C,University Of Manchester
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-01,1108-10171,8000.00,R,Uplifting Design Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-19,1108-10172,4500.00,R,Uplifting Design Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-19,1108-10173,2000.00,R,Uplifting Design Ltd
Leeds City Council,City Development,Economic Development,Supplies and Services,Publication And Promotion,267,2011-08-22,1108-10174,3689.21,R,Urbanbiz
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-08-24,1108-10175,642.50,R,V I Milton
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-08-26,1108-10176,843.33,R,V I Milton
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Tyres,322,2011-08-18,1108-10177,24251.12,R,Vacu-Lug Traction Tyres Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Tyres,322,2011-08-18,1108-10178,10869.75,R,Vacu-Lug Traction Tyres Ltd
Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,2011-08-05,1108-10179,594.80,R,Vador Security Systems Limited
East - North East,East - North East,Technical Services,Premises,H.R.A. - Special Maintenance,106,2011-08-09,1108-10180,1011.66,R,Vador Security Systems Limited
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Premises,Grounds Maintenance Work,111,2011-08-11,1108-10181,480.00,R,Vale Day Centre Garden Group
Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Central Training,079,2011-08-19,1108-10182,800.00,R,Vale Engineering (York) Limited
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,2011-08-03,1108-10183,2413.36,R,Valeo Limited
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,2011-08-31,1108-10184,2413.36,R,Valeo Limited
Leeds City Council,City Development,Highways,Capital,Construction,3,2011-08-10,1108-10185,42292.80,C,Variable Message Signs Limited
Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,Subsistence,256,2011-08-12,1108-10186,600.07,R,Various - Total Expenses
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Subsistence,256,2011-08-12,1108-10187,523.28,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,2011-08-12,1108-10188,3275.00,R,Various - Total Expenses
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,2011-08-12,1108-10189,3022.00,R,Various - Total Expenses
